2017/08/04,417000,433550,0.99,1.09,0.99,1.06,+0.07,23
2017/08/07,1097000,1148700,1.07,1.07,1.03,1.03,-0.03,48
2017/08/08,469000,491080,1.07,1.07,1.00,1.03,0.00,7
2017/08/09,100000,96000,0.96,0.96,0.96,0.96,-0.07,2
2017/08/10,7000,6300,0.90,0.90,0.90,0.90,-0.06,1
2017/08/11,662000,549600,0.82,0.85,0.82,0.83,-0.07,9
2017/08/14,100000,83000,0.83,0.83,0.83,0.83,0.00,1
2017/08/15,279000,199110,0.71,0.72,0.71,0.72,-0.11,6
2017/08/16,206000,134460,0.68,0.68,0.63,0.63,-0.09,10
2017/08/17,276000,207300,0.74,0.78,0.74,0.74,+0.11,14
2017/08/18,142000,99960,0.70,0.72,0.70,0.70,-0.04,8
2017/08/21,287000,208780,0.69,0.75,0.68,0.74,+0.04,8
