2017/08/08,80000,96320,1.30,1.34,1.16,1.16,0.00,16
2017/08/09,73000,75230,1.08,1.08,1.01,1.01,-0.15,5
2017/08/10,37000,34750,0.99,0.99,0.89,0.92,-0.09,10
2017/08/11,504000,479830,0.84,1.02,0.84,1.02,+0.10,12
2017/08/14,492000,440490,0.98,0.98,0.84,0.85,-0.17,26
2017/08/15,659000,626420,0.91,0.98,0.91,0.97,+0.12,17
2017/08/16,1433000,1426330,0.94,1.03,0.92,1.03,+0.06,41
2017/08/17,1585000,1678670,1.08,1.12,1.02,1.12,+0.09,55
2017/08/18,697000,754060,1.06,1.22,1.04,1.17,+0.05,42
2017/08/21,179000,215000,2.04,2.04,1.08,1.08,-0.09,10
