2017/08/08,68000,57400,0.81,0.85,0.81,0.85,+0.03,26
2017/08/09,70000,58400,0.80,0.87,0.79,0.82,-0.03,9
2017/08/10,126000,97830,0.81,0.81,0.68,0.68,-0.14,9
2017/08/11,210000,161360,0.72,0.85,0.71,0.83,+0.15,26
2017/08/14,176000,138630,0.81,0.81,0.74,0.75,-0.08,24
2017/08/15,221000,189800,0.78,0.92,0.78,0.80,+0.05,21
2017/08/16,269000,188410,0.72,0.75,0.65,0.72,-0.08,42
2017/08/17,307000,235800,0.72,0.81,0.72,0.81,+0.09,18
2017/08/18,319000,251710,0.75,0.84,0.74,0.78,-0.03,15
2017/08/21,649000,620420,0.83,1.16,0.83,1.16,+0.38,46
