2017/08/04,345000,406300,1.12,1.23,1.12,1.14,+0.20,11
2017/08/07,826000,1044760,1.23,1.32,1.21,1.21,+0.07,22
2017/08/08,707000,836720,1.23,1.23,1.10,1.14,-0.07,30
2017/08/09,276000,293560,1.06,1.08,1.06,1.08,-0.06,3
2017/08/10,10000,10000,1.00,1.00,1.00,1.00,-0.08,1
2017/08/11,1038000,1134190,1.04,1.18,1.04,1.17,+0.17,22
2017/08/14,831000,920480,1.20,1.20,0.96,0.99,-0.18,50
2017/08/15,819000,884820,1.06,1.12,1.03,1.08,+0.09,36
2017/08/16,1134000,1197770,1.05,1.17,0.97,1.12,+0.04,42
2017/08/17,1169000,1580330,1.19,1.48,1.19,1.48,+0.36,64
2017/08/18,876000,1353880,1.40,1.68,1.38,1.59,+0.11,51
2017/08/21,229000,338810,1.50,1.59,1.44,1.59,0.00,17
