2017/08/16,0,0,---,---,---,---,---,0
2017/08/17,391000,282250,0.65,0.78,0.65,0.77,+0.12,15
2017/08/18,501000,364520,0.71,0.75,0.70,0.75,-0.02,14
2017/08/21,339000,274360,0.75,0.83,0.75,0.80,+0.05,15
