Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2014/10/15,0,0,--,--,--,--,,0
2014/10/16,0,0,--,--,--,--,,0
2014/10/17,1000,14600,14.60,14.60,14.60,14.60,X,1
2014/10/20,2000,29200,14.60,14.60,14.60,14.60,,1
2014/10/21,1000,13800,13.80,13.80,13.80,13.80,-0.80,1
2014/10/22,1000,14400,14.40,14.40,14.40,14.40,0.60,1
2014/10/23,0,0,--,--,--,--,,0
2014/10/24,4000,57000,14.30,14.30,14.20,14.20,X,2
2014/10/27,0,0,--,--,--,--,,0
2014/10/28,20000,302000,15.10,15.10,15.10,15.10,X,2
2014/10/29,25000,380000,15.20,15.20,15.20,15.20,0.10,3
2014/10/30,0,0,--,--,--,--,,0
2014/10/31,0,0,--,--,--,--,,0
2014/11/03,8000,127000,15.70,15.90,15.70,15.90,X,3
2014/11/04,0,0,--,--,--,--,,0
2014/11/05,0,0,--,--,--,--,,0
2014/11/06,0,0,--,--,--,--,,0
2014/11/07,2000,30400,15.20,15.20,15.20,15.20,X,1
2014/11/10,28000,448300,16.10,16.10,16.00,16.00,0.80,3
2014/11/11,3000,48000,16.00,16.00,16.00,16.00,,2
2014/11/12,2000,30000,15.00,15.00,15.00,15.00,-1.00,1
2014/11/13,11000,165000,15.00,15.00,15.00,15.00,,2
2014/11/14,40000,615000,15.40,15.40,15.30,15.30,0.30,2
2014/11/17,33000,496100,15.20,15.20,14.70,15.00,-0.30,5
2014/11/18,1000,15000,15.00,15.00,15.00,15.00,,1
2014/11/19,1000,15200,15.20,15.20,15.20,15.20,0.20,1
2014/11/20,0,0,--,--,--,--,,0
2014/11/21,22000,352000,16.00,16.00,16.00,16.00,X,1
2014/11/24,4000,65200,16.40,16.40,16.20,16.20,0.20,2
2014/11/25,1000,16000,16.00,16.00,16.00,16.00,-0.20,1
2014/11/26,0,0,--,--,--,--,,0
2014/11/27,0,0,--,--,--,--,,0
2014/11/28,0,0,--,--,--,--,,0
2014/12/01,0,0,--,--,--,--,,0
2014/12/02,2000,30800,15.40,15.40,15.40,15.40,X,1
2014/12/03,0,0,--,--,--,--,,0
2014/12/04,0,0,--,--,--,--,,0
2014/12/05,0,0,--,--,--,--,,0
2014/12/08,0,0,--,--,--,--,,0
2014/12/09,0,0,--,--,--,--,,0
2014/12/10,0,0,--,--,--,--,,0
2014/12/11,0,0,--,--,--,--,,0
2014/12/12,0,0,--,--,--,--,,0
2014/12/15,3000,43500,14.50,14.50,14.50,14.50,X,2
2014/12/16,2000,29800,14.90,14.90,14.90,14.90,0.40,1
2014/12/17,1000,14000,14.00,14.00,14.00,14.00,-0.90,1
2014/12/18,0,0,--,--,--,--,,0
2014/12/19,1000,14300,14.30,14.30,14.30,14.30,X,1
