2017/08/07,39000,43300,1.08,1.17,1.08,1.14,-0.08,13
2017/08/08,42000,51540,1.28,1.29,1.10,1.10,-0.04,14
2017/08/09,20000,19530,1.00,1.00,0.92,0.93,-0.17,5
2017/08/10,69000,56680,0.90,0.90,0.78,0.82,-0.11,11
2017/08/11,374000,328940,0.74,0.93,0.74,0.93,+0.11,10
2017/08/14,357000,298620,0.93,0.93,0.74,0.74,-0.19,12
2017/08/15,557000,479750,0.84,0.88,0.81,0.87,+0.13,13
2017/08/16,864000,774610,0.85,0.94,0.84,0.90,+0.03,24
2017/08/17,1022000,1009490,0.99,1.05,0.95,1.05,+0.15,15
2017/08/18,646000,651380,0.95,1.11,0.92,1.08,+0.03,16
2017/08/21,624000,645310,1.09,1.09,1.00,1.00,-0.08,17
