2017/08/08,0,0,---,---,---,---,---,0
2017/08/09,164000,106400,0.65,0.65,0.63,0.63,+0.03,2
2017/08/10,164000,101680,0.62,0.62,0.62,0.62,-0.01,2
2017/08/11,343000,208000,0.60,0.62,0.60,0.62,0.00,4
2017/08/14,783000,470900,0.62,0.62,0.56,0.58,-0.04,8
2017/08/15,766000,469400,0.61,0.62,0.60,0.61,+0.03,8
2017/08/16,576000,332880,0.55,0.58,0.55,0.58,-0.03,8
2017/08/17,163000,99560,0.59,0.62,0.59,0.62,+0.04,3
2017/08/18,113000,65540,0.58,0.58,0.58,0.58,-0.04,1
2017/08/21,400000,212000,0.53,0.53,0.53,0.53,-0.05,2
