Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2015/10/15,2000,71800,35.90,35.90,35.90,35.90,X,2
2015/10/16,4150,149764,35.95,36.15,35.95,36.15,0.25,6
2015/10/19,1000,35900,35.90,35.90,35.90,35.90,-0.25,1
2015/10/20,2000,71950,35.85,36.10,35.85,36.10,0.20,2
2015/10/21,968,34654,--,--,--,--,,2
2015/10/22,0,0,--,--,--,--,,0
2015/10/23,0,0,--,--,--,--,,0
2015/10/26,2000,72050,36.10,36.10,35.95,35.95,X,2
2015/10/27,3000,107800,35.95,35.95,35.90,35.90,-0.05,2
2015/10/28,100,3589,--,--,--,--,,2
2015/10/29,2000,71850,35.95,35.95,35.90,35.90,X,2
2015/10/30,7000,251300,35.90,35.90,35.90,35.90,,6
2015/11/02,2000,71800,35.90,35.90,35.90,35.90,,1
2015/11/03,0,0,--,--,--,--,,0
2015/11/04,441,15831,--,--,--,--,,2
2015/11/05,2000,71800,35.90,35.90,35.90,35.90,X,2
2015/11/06,9563,342976,35.90,35.90,35.85,35.85,-0.05,8
2015/11/09,6000,215400,35.90,35.90,35.90,35.90,0.05,3
2015/11/10,1000,35900,35.90,35.90,35.90,35.90,,1
2015/11/11,9000,322750,35.90,35.90,35.85,35.85,-0.05,3
2015/11/12,0,0,--,--,--,--,,0
2015/11/13,1000,35850,35.85,35.85,35.85,35.85,X,1
2015/11/16,6000,216600,36.10,36.10,36.10,36.10,0.25,4
2015/11/17,0,0,--,--,--,--,,0
2015/11/18,1000,35900,35.90,35.90,35.90,35.90,X,1
2015/11/19,0,0,--,--,--,--,,0
2015/11/20,1000,36100,36.10,36.10,36.10,36.10,X,1
2015/11/23,0,0,--,--,--,--,,0
2015/11/24,0,0,--,--,--,--,,0
2015/11/25,0,0,--,--,--,--,,0
2015/11/26,6000,216600,36.10,36.10,36.10,36.10,X,2
2015/11/27,0,0,--,--,--,--,,0
2015/11/30,0,0,--,--,--,--,,0
2015/12/01,3000,108200,36.00,36.10,36.00,36.10,X,2
2015/12/02,0,0,--,--,--,--,,0
2015/12/03,0,0,--,--,--,--,,0
2015/12/04,0,0,--,--,--,--,,0
2015/12/07,1000,36100,36.10,36.10,36.10,36.10,X,1
2015/12/08,8000,288800,36.10,36.10,36.10,36.10,,1
2015/12/09,1000,36100,36.10,36.10,36.10,36.10,,1
2015/12/10,6000,216450,36.05,36.10,36.05,36.10,,3
2015/12/11,7000,252700,36.10,36.10,36.10,36.10,,5
2015/12/14,3000,108300,36.10,36.10,36.10,36.10,,3
2015/12/15,0,0,--,--,--,--,,0
2015/12/16,6000,214800,35.50,36.10,35.50,36.10,X,4
2015/12/17,0,0,--,--,--,--,,0
2015/12/18,4000,144400,36.10,36.10,36.10,36.10,X,3
2015/12/21,9000,324800,36.10,36.10,36.05,36.05,-0.05,5
2015/12/22,1740,62517,36.10,36.10,36.10,36.10,0.05,4
2015/12/23,171,5557,--,--,--,--,,1
2015/12/24,2000,72200,36.10,36.10,36.10,36.10,X,2
2015/12/25,1000,36150,36.15,36.15,36.15,36.15,0.05,1
2015/12/28,6000,216600,35.85,36.15,35.85,36.15,,3
2015/12/29,3000,108000,36.00,36.00,36.00,36.00,-0.15,2
2015/12/30,0,0,--,--,--,--,,0
2015/12/31,0,0,--,--,--,--,,0
2016/01/04,3089,111654,36.15,36.15,36.15,36.15,X,4
2016/01/05,2000,72300,36.15,36.15,36.15,36.15,,2
2016/01/06,5000,180500,36.10,36.10,36.10,36.10,-0.05,1
2016/01/07,6000,216550,36.05,36.10,36.05,36.10,,2
2016/01/08,1142,40615,36.00,36.00,36.00,36.00,-0.10,2
2016/01/11,2915,104801,35.95,36.05,35.95,36.05,0.05,5
2016/01/12,16000,577600,36.10,36.10,36.10,36.10,0.05,10
2016/01/13,1000,36050,36.05,36.05,36.05,36.05,-0.05,1
2016/01/14,0,0,--,--,--,--,,0
2016/01/15,0,0,--,--,--,--,,0
2016/01/18,23863,861268,36.10,36.10,36.05,36.10,X,10
