2017/08/09,0,0,---,---,---,---,---,0
2017/08/10,1000,930,0.93,0.93,0.93,0.93,-0.05,1
2017/08/11,110000,102260,0.93,0.94,0.92,0.92,-0.01,3
2017/08/14,216000,206900,0.96,0.96,0.92,0.95,+0.03,5
2017/08/15,103000,97850,0.95,0.95,0.95,0.95,0.00,3
2017/08/16,260000,265400,1.00,1.10,1.00,1.00,+0.05,7
2017/08/17,126000,132730,1.06,1.06,1.02,1.02,+0.02,6
2017/08/18,142000,144780,0.99,1.02,0.99,1.02,0.00,3
2017/08/21,150000,153500,1.01,1.05,1.01,1.05,+0.03,5
