2017/08/16,0,0,---,---,---,---,---,0
2017/08/17,290000,258700,0.89,0.92,0.89,0.92,+0.22,3
2017/08/18,560000,504140,0.89,0.94,0.85,0.94,+0.02,14
2017/08/21,764000,673120,0.92,0.92,0.85,0.85,-0.09,13
