Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2014/04/01,0,0,--,--,--,--,,0
2014/04/02,0,0,--,--,--,--,,0
2014/04/03,1000,2090,2.09,2.09,2.09,2.09,X,1
2014/04/07,1000,2090,2.09,2.09,2.09,2.09,,1
2014/04/08,1000,2050,2.05,2.05,2.05,2.05,-0.04,1
2014/04/09,30000,60900,2.03,2.03,2.03,2.03,-0.02,1
2014/04/10,57000,116520,2.06,2.06,2.03,2.03,,6
2014/04/11,162000,334220,2.06,2.07,2.04,2.05,0.02,9
2014/04/14,135000,277060,2.05,2.06,2.04,2.04,-0.01,9
2014/04/15,98000,199420,2.03,2.04,2.01,2.01,-0.03,6
2014/04/16,55000,110500,2.01,2.01,2.00,2.00,-0.01,2
2014/04/17,116000,232720,2.01,2.02,1.99,2.00,,9
2014/04/18,180000,354600,1.97,1.97,1.97,1.97,-0.03,5
2014/04/21,23000,45360,1.97,1.98,1.97,1.97,,3
2014/04/22,24000,46320,1.94,1.94,1.92,1.93,-0.04,3
2014/04/23,18000,34780,1.92,1.96,1.91,1.96,0.03,3
2014/04/24,102000,197960,1.95,1.95,1.94,1.94,-0.02,2
2014/04/25,314000,632200,1.98,2.13,1.96,2.13,0.19,22
2014/04/28,281000,603570,2.16,2.17,2.05,2.06,-0.07,19
2014/04/29,59000,120290,2.03,2.06,2.03,2.03,-0.03,8
2014/04/30,261000,541020,2.05,2.12,2.04,2.12,0.09,18
2014/05/02,39000,79990,2.04,2.06,2.04,2.05,-0.07,9
2014/05/05,25000,50080,1.99,2.05,1.98,2.04,-0.01,8
2014/05/06,140000,278520,2.04,2.05,1.97,1.97,-0.07,8
2014/05/07,91000,184530,2.01,2.05,2.01,2.03,0.06,12
2014/05/08,14000,28020,2.01,2.01,1.97,1.97,-0.06,6
2014/05/09,162000,325190,1.98,2.02,1.98,2.01,0.04,14
2014/05/12,267000,544490,2.02,2.05,2.02,2.04,0.03,13
2014/05/13,122000,243900,2.00,2.02,1.98,2.02,-0.02,8
2014/05/14,123000,244800,1.99,2.00,1.98,1.98,-0.04,8
2014/05/15,85000,169040,1.99,1.99,1.97,1.98,,8
2014/05/16,33000,65660,1.99,2.00,1.97,1.97,-0.01,9
2014/05/19,183000,356870,1.95,1.96,1.95,1.95,-0.02,7
2014/05/20,210000,406030,1.93,1.94,1.91,1.93,-0.02,16
2014/05/21,475000,919710,1.93,1.96,1.92,1.96,0.03,16
2014/05/22,674000,1280040,1.93,1.93,1.87,1.87,-0.09,13
2014/05/23,436000,791350,1.82,1.83,1.80,1.80,-0.07,19
2014/05/26,598000,1055430,1.78,1.78,1.75,1.76,-0.04,16
