Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2013/09/02,0,0,--,--,--,--,,0
2013/09/03,10000,22900,2.29,2.29,2.29,2.29,X,1
2013/09/04,70000,163100,2.34,2.34,2.29,2.29,,3
2013/09/05,50000,116600,2.31,2.34,2.31,2.33,0.04,3
2013/09/06,74000,180840,2.48,2.48,2.41,2.43,0.10,6
2013/09/09,20000,47600,2.38,2.38,2.38,2.38,-0.05,2
2013/09/10,30000,72000,2.40,2.40,2.40,2.40,0.02,2
2013/09/11,104000,244620,2.40,2.40,2.25,2.37,-0.03,12
2013/09/12,41000,104270,2.49,2.62,2.49,2.62,0.25,5
2013/09/13,40000,100400,2.60,2.60,2.47,2.47,-0.15,5
2013/09/16,45000,107200,2.34,2.44,2.34,2.44,0.08,5
2013/09/17,15000,38400,2.56,2.56,2.56,2.56,0.12,2
2013/09/18,5000,12650,2.53,2.53,2.53,2.53,-0.03,1
2013/09/23,10000,25300,2.53,2.53,2.53,2.53,,1
2013/09/24,40000,101950,2.52,2.59,2.50,2.59,0.06,5
2013/09/25,30000,76050,2.50,2.57,2.50,2.57,-0.02,4
2013/09/26,34000,86860,2.52,2.59,2.52,2.59,0.02,5
2013/09/27,20000,51700,2.54,2.63,2.54,2.63,0.04,2
2013/09/30,71000,171830,2.51,2.51,2.33,2.43,-0.20,9
2013/10/01,46000,112310,2.46,2.48,2.41,2.48,0.05,6
2013/10/02,36000,91250,2.45,2.60,2.45,2.60,0.12,6
2013/10/03,16000,44420,2.62,2.82,2.62,2.82,0.22,3
2013/10/04,0,0,--,--,--,--,,0
2013/10/07,10000,28680,2.94,2.94,2.84,2.86,X,3
2013/10/08,6000,17890,2.98,2.99,2.98,2.99,0.13,2
2013/10/09,51000,151410,2.91,3.06,2.91,3.06,0.07,6
2013/10/11,16000,51630,3.25,3.25,3.18,3.25,0.19,4
2013/10/14,31000,97260,3.10,3.16,3.10,3.16,-0.09,6
2013/10/15,17000,58950,3.30,3.55,3.30,3.55,0.39,4
2013/10/16,26000,90700,3.55,3.55,3.42,3.42,-0.13,6
2013/10/17,65000,225200,3.50,3.50,3.42,3.49,0.07,7
2013/10/18,0,0,--,--,--,--,,0
2013/10/21,75000,261600,3.58,3.58,3.44,3.51,X,8
2013/10/22,76000,254660,3.36,3.38,3.29,3.38,-0.13,9
2013/10/23,10000,35000,3.50,3.50,3.50,3.50,0.12,2
2013/10/24,47000,168340,3.50,3.59,3.50,3.54,0.04,3
2013/10/25,0,0,--,--,--,--,,0
2013/10/28,45000,158200,3.43,3.57,3.43,3.54,X,4
2013/10/29,5000,18300,3.66,3.66,3.66,3.66,0.12,1
2013/10/30,10000,36000,3.60,3.60,3.60,3.60,-0.06,2
2013/10/31,20000,76100,3.76,3.82,3.76,3.82,0.22,3
2013/11/01,25000,100150,3.97,4.03,3.97,4.03,0.21,4
2013/11/04,65000,321150,4.83,5.05,4.74,5.00,0.97,7
2013/11/05,20000,103000,5.20,5.20,5.00,5.00,,3
2013/11/06,35000,175900,4.90,5.20,4.89,5.20,0.20,6
2013/11/07,15000,78250,5.25,5.25,5.20,5.20,,3
