2017/08/08,148000,121360,0.82,0.82,0.82,0.82,-0.72,6
2017/08/09,103000,79310,0.77,0.77,0.77,0.77,-0.05,11
2017/08/10,337000,200180,0.68,0.68,0.59,0.59,-0.18,3
2017/08/11,484000,282060,0.53,0.69,0.53,0.69,+0.10,6
2017/08/14,366000,229080,0.63,0.63,0.62,0.62,-0.07,4
2017/08/15,108000,64800,0.60,0.60,0.60,0.60,-0.02,1
2017/08/16,108000,60480,0.56,0.56,0.56,0.56,-0.04,1
2017/08/17,689000,440310,0.61,0.67,0.61,0.66,+0.10,13
2017/08/18,545000,330420,0.60,0.61,0.60,0.61,-0.05,13
2017/08/21,260000,148200,0.57,0.57,0.57,0.57,-0.04,6
