2017/08/04,217000,259270,1.19,1.21,1.12,1.16,+0.15,9
2017/08/07,695000,863800,1.25,1.27,1.21,1.23,+0.07,17
2017/08/08,886000,1169290,1.34,1.39,1.23,1.27,+0.04,38
2017/08/09,330000,396310,1.25,1.25,1.14,1.20,-0.07,25
2017/08/10,722000,705500,1.18,1.18,0.84,0.97,-0.23,38
2017/08/11,585000,595330,0.91,1.14,0.91,1.07,+0.10,40
2017/08/14,1038000,1160940,1.15,1.23,1.04,1.16,+0.09,53
2017/08/15,964000,1234490,1.24,1.34,1.22,1.29,+0.13,91
2017/08/16,1300000,1883340,1.35,1.80,1.29,1.80,+0.51,130
2017/08/17,1152000,1848690,1.85,1.85,1.44,1.48,-0.32,123
2017/08/18,728000,1131640,1.55,1.65,1.46,1.49,+0.01,69
2017/08/21,703000,990370,1.47,1.49,1.30,1.38,-0.11,46
