2017/08/11,0,0,---,---,---,---,---,0
2017/08/14,240000,223100,0.92,0.94,0.92,0.94,-0.03,5
2017/08/15,380000,375800,0.97,1.00,0.97,1.00,+0.06,11
2017/08/16,244000,227910,0.91,0.96,0.90,0.96,-0.04,8
2017/08/17,724000,716640,0.96,1.02,0.96,1.02,+0.06,14
2017/08/18,757000,690210,0.91,0.92,0.90,0.92,-0.10,17
2017/08/21,223000,198130,0.89,0.90,0.87,0.87,-0.05,10
