2017/08/07,25000,17400,0.71,0.71,0.69,0.69,+0.06,4
2017/08/08,15000,10100,0.70,0.70,0.65,0.65,-0.04,3
2017/08/09,166000,103700,0.61,0.64,0.59,0.60,-0.05,6
2017/08/10,195000,112500,0.61,0.61,0.47,0.48,-0.12,8
2017/08/11,33000,16170,0.49,0.49,0.49,0.49,+0.01,2
2017/08/14,194000,98890,0.49,0.52,0.49,0.49,0.00,5
2017/08/15,451000,238360,0.51,0.55,0.51,0.55,+0.06,7
2017/08/16,470000,252430,0.54,0.57,0.50,0.55,0.00,12
2017/08/17,669000,394570,0.56,0.62,0.55,0.62,+0.07,20
2017/08/18,872000,526000,0.54,0.67,0.53,0.66,+0.04,21
2017/08/21,740000,601170,0.79,0.91,0.72,0.88,+0.22,38
