2017/08/15,0,0,---,---,---,---,---,0
2017/08/16,408000,336960,0.78,0.93,0.78,0.92,+0.11,9
2017/08/17,737000,659020,0.90,0.93,0.86,0.93,+0.01,20
2017/08/18,764000,712360,0.87,0.99,0.87,0.99,+0.06,17
2017/08/21,632000,598830,0.96,1.00,0.92,0.97,-0.02,13
