2017/08/08,852000,839510,1.11,1.11,0.96,0.96,+0.04,25
2017/08/09,411000,367940,0.96,0.96,0.86,0.87,-0.09,27
2017/08/10,164000,127800,0.88,0.88,0.75,0.75,-0.12,9
2017/08/11,897000,796800,0.85,0.97,0.83,0.92,+0.17,36
2017/08/14,1090000,985670,0.89,0.95,0.81,0.81,-0.11,35
2017/08/15,876000,775350,0.88,0.90,0.86,0.90,+0.09,18
2017/08/16,1185000,1047740,0.85,0.97,0.82,0.90,0.00,48
2017/08/17,5342000,5982500,1.03,1.30,0.98,1.30,+0.40,163
2017/08/18,3431000,3927870,1.12,1.22,1.08,1.12,-0.18,186
2017/08/21,1181000,1336080,1.12,1.18,1.07,1.14,+0.02,72
