2017/08/07,666000,1193170,1.50,1.89,1.50,1.89,+0.92,66
2017/08/08,3541000,5477290,1.91,1.91,1.31,1.51,-0.38,181
2017/08/09,1298000,2031900,1.59,1.71,1.43,1.54,+0.03,113
2017/08/10,1984000,2688550,1.54,1.55,1.08,1.48,-0.06,173
2017/08/11,2845000,4511050,1.33,1.81,1.28,1.78,+0.30,234
2017/08/14,3504000,6269990,1.80,2.21,1.29,1.41,-0.37,279
2017/08/15,1906000,3239560,1.71,2.01,1.53,2.00,+0.59,140
2017/08/16,1302000,2490940,1.81,2.04,1.74,1.96,-0.04,102
2017/08/17,966000,2115060,1.98,2.60,1.93,2.40,+0.44,108
2017/08/18,588000,1544280,2.20,2.90,2.20,2.62,+0.22,81
2017/08/21,1518000,3974090,2.64,2.89,2.45,2.48,-0.14,65
