2017/08/16,0,0,---,---,---,---,---,0
2017/08/17,50000,47200,0.92,0.95,0.92,0.95,+0.11,3
2017/08/18,62000,56320,0.89,0.96,0.89,0.95,0.00,5
2017/08/21,312000,329410,0.98,1.11,0.98,1.11,+0.16,5
