2017/08/15,0,0,---,---,---,---,---,0
2017/08/16,237000,200970,0.81,0.86,0.81,0.81,-0.02,8
2017/08/17,238000,204290,0.84,0.90,0.82,0.90,+0.09,10
2017/08/18,77000,64590,0.83,0.86,0.83,0.85,-0.05,3
2017/08/21,46000,37700,0.81,0.86,0.81,0.86,+0.01,3
