2017/08/08,0,0,---,---,---,---,---,0
2017/08/09,101000,93980,0.93,0.94,0.93,0.94,+0.08,3
2017/08/10,107000,92980,0.90,0.90,0.78,0.80,-0.14,5
2017/08/11,23000,20370,0.88,0.89,0.88,0.89,+0.09,3
2017/08/14,343000,286510,0.87,0.87,0.82,0.84,-0.05,11
2017/08/15,599000,536900,0.88,0.91,0.88,0.90,+0.06,16
2017/08/16,328000,271640,0.84,0.85,0.81,0.85,-0.05,10
2017/08/17,650000,572930,0.84,0.92,0.84,0.91,+0.06,24
2017/08/18,519000,430070,0.82,0.85,0.82,0.83,-0.08,23
2017/08/21,262000,204570,0.79,0.80,0.75,0.75,-0.08,15
