2017/08/10,0,0,---,---,---,---,---,0
2017/08/11,36000,42800,1.16,1.20,1.16,1.20,+0.19,4
2017/08/14,15000,18040,1.24,1.24,1.19,1.19,-0.01,3
2017/08/15,178000,236190,1.29,1.37,1.24,1.24,+0.05,10
2017/08/16,162000,175140,1.11,1.13,1.01,1.13,-0.11,20
2017/08/17,58000,70460,1.17,1.22,1.17,1.19,+0.06,3
2017/08/18,46000,53110,1.14,1.23,1.12,1.21,+0.02,6
2017/08/21,819000,1128440,1.32,1.72,1.32,1.72,+0.51,35
