2017/08/10,0,0,---,---,---,---,---,0
2017/08/11,471000,329010,0.70,0.71,0.69,0.71,+0.01,6
2017/08/14,728000,539800,0.75,0.76,0.71,0.76,+0.05,12
2017/08/15,909000,674670,0.73,0.76,0.73,0.74,-0.02,17
2017/08/16,2222000,1872640,0.81,0.98,0.76,0.93,+0.19,50
2017/08/17,1468000,1349330,0.95,0.96,0.90,0.92,-0.01,38
2017/08/18,216000,194050,0.87,0.92,0.87,0.90,-0.02,11
2017/08/21,928000,916400,0.97,1.03,0.94,0.99,+0.09,48
