2017/08/04,20000,16800,0.84,0.84,0.84,0.84,-0.44,1
2017/08/07,0,0,---,---,---,---,---,0
2017/08/08,2590000,2172280,0.77,0.91,0.77,0.88,+0.11,49
2017/08/09,2082000,1673710,0.83,0.83,0.77,0.81,-0.07,34
2017/08/10,774000,533390,0.73,0.73,0.67,0.70,-0.11,12
2017/08/11,441000,338170,0.70,0.78,0.70,0.75,+0.05,10
2017/08/14,806000,587150,0.75,0.76,0.63,0.64,-0.11,15
2017/08/15,1362000,1019330,0.70,0.79,0.70,0.73,+0.09,22
2017/08/16,791000,582590,0.75,0.75,0.72,0.72,-0.01,12
2017/08/17,1360000,1044790,0.74,0.80,0.74,0.75,+0.03,32
2017/08/18,807000,581600,0.71,0.76,0.70,0.75,0.00,22
2017/08/21,673000,489190,0.74,0.75,0.71,0.72,-0.03,11
