2017/08/04,46000,38330,0.88,0.88,0.81,0.81,-0.16,7
2017/08/07,161000,137350,0.85,0.87,0.84,0.84,+0.03,12
2017/08/08,383000,285820,0.85,0.85,0.61,0.73,-0.11,15
2017/08/09,322000,214200,0.66,0.69,0.61,0.61,-0.12,10
2017/08/10,513000,277360,0.56,0.58,0.42,0.46,-0.15,16
2017/08/11,110000,47800,0.43,0.48,0.43,0.48,+0.02,4
2017/08/14,340000,125800,0.37,0.37,0.37,0.37,-0.11,1
2017/08/15,20000,8000,0.40,0.40,0.40,0.40,+0.03,1
2017/08/16,0,0,---,---,---,---,---,0
2017/08/17,320000,139000,0.42,0.45,0.42,0.44,+0.07,4
2017/08/18,530000,232500,0.41,0.48,0.41,0.47,+0.03,18
2017/08/21,200000,91000,0.45,0.46,0.45,0.46,-0.01,2
