2017/08/14,0,0,---,---,---,---,---,0
2017/08/15,123000,204980,1.66,1.70,1.66,1.70,+0.25,3
2017/08/16,223000,322570,1.45,1.45,1.41,1.45,-0.25,4
2017/08/17,245000,402700,1.53,1.71,1.53,1.67,+0.22,9
2017/08/18,270000,420160,1.55,1.63,1.54,1.63,-0.04,7
2017/08/21,55000,88000,1.60,1.60,1.60,1.60,-0.03,1
