2017/08/07,767000,1146470,1.40,1.54,1.40,1.51,+0.17,25
2017/08/08,721000,1061350,1.55,1.55,1.29,1.30,-0.21,25
2017/08/09,103000,131560,1.31,1.31,1.23,1.25,-0.05,7
2017/08/10,242000,292780,1.23,1.24,0.92,0.97,-0.28,16
2017/08/11,422000,391360,0.92,0.95,0.92,0.95,-0.02,16
2017/08/14,241000,206220,0.92,0.92,0.84,0.84,-0.11,9
2017/08/15,845000,801610,0.90,0.99,0.89,0.99,+0.15,14
2017/08/16,643000,599890,0.95,0.97,0.91,0.94,-0.05,23
2017/08/17,314000,314930,0.99,1.03,0.95,1.00,+0.06,8
2017/08/18,259000,237910,0.91,0.99,0.90,0.99,-0.01,13
2017/08/21,422000,532950,1.15,1.34,1.13,1.34,+0.35,17
