Date,Open,Buy,Sell,Total
2007/01/02,0,0,-13000,-13000
2007/01/03,0,0,-33000,-33000
2007/01/04,0,0,0,0
2007/01/05,0,0,0,0
2007/01/08,0,0,0,0
2007/01/09,0,0,0,0
2007/01/10,0,0,-22000,-22000
2007/01/11,0,1000,0,1000
2007/01/12,0,0,-332000,-332000
2007/01/15,0,0,0,0
2007/01/16,0,1000,0,1000
2007/01/17,0,0,-200000,-200000
2007/01/18,0,200000,0,200000
2007/01/19,0,800000,0,800000
2007/01/22,0,300000,0,300000
2007/01/23,0,0,0,0
2007/01/24,0,0,0,0
2007/01/25,0,0,0,0
2007/01/26,0,0,0,0
2007/01/29,0,0,0,0
2007/01/30,0,0,0,0
2007/01/31,0,0,0,0
2007/02/01,0,0,-200000,-200000
2007/02/02,0,0,0,0
2007/02/05,0,0,0,0
2007/02/06,0,0,0,0
2007/02/07,0,0,0,0
2007/02/08,0,0,0,0
2007/02/09,0,0,0,0
2007/02/12,0,1000,0,1000
2007/02/13,0,0,0,0
2007/02/14,0,0,0,0
2007/02/15,0,0,0,0
2007/02/16,0,0,0,0
2007/02/19,0,0,0,0
2007/02/20,0,0,0,0
2007/02/21,0,0,0,0
2007/02/22,0,0,0,0
2007/02/23,0,0,0,0
2007/02/26,0,0,0,0
2007/02/27,0,0,0,0
2007/02/28,0,0,0,0
2007/03/01,0,0,-200000,-200000
2007/03/02,0,0,0,0
2007/03/05,0,0,0,0
2007/03/06,0,0,0,0
2007/03/07,0,0,0,0
2007/03/08,0,0,0,0
2007/03/09,0,0,0,0
2007/03/12,0,0,0,0
2007/03/13,0,0,-50000,-50000
2007/03/14,0,0,-25000,-25000
2007/03/15,0,0,-525000,-525000
2007/03/16,0,0,0,0
2007/03/19,0,0,0,0
2007/03/20,0,0,0,0
2007/03/21,0,0,-100000,-100000
2007/03/22,0,0,0,0
2007/03/23,0,0,-100000,-100000
2007/03/26,0,0,0,0
2007/03/27,0,0,0,0
2007/03/28,0,0,0,0
2007/03/29,0,0,0,0
2007/03/30,0,0,0,0
2007/04/02,0,0,0,0
2007/04/03,0,0,0,0
2007/04/04,0,0,0,0
2007/04/05,0,0,0,0
2007/04/06,0,0,0,0
2007/04/09,0,0,0,0
2007/04/10,0,0,0,0
2007/04/11,0,0,0,0
2007/04/12,0,0,0,0
2007/04/13,0,0,-1000,-1000
2007/04/16,0,0,0,0
2007/04/17,0,0,0,0
2007/04/18,0,0,0,0
2007/04/19,0,0,0,0
2007/04/20,0,0,0,0
2007/04/23,0,0,0,0
2007/04/24,0,2000,0,2000
2007/04/25,0,0,0,0
2007/04/26,0,0,0,0
2007/04/27,0,0,0,0
2007/04/30,0,0,0,0
2007/05/01,0,0,0,0
2007/05/02,0,0,0,0
2007/05/03,0,0,0,0
2007/05/04,0,0,0,0
2007/05/07,0,0,0,0
2007/05/08,0,0,0,0
2007/05/09,0,0,0,0
2007/05/10,0,0,-1000,-1000
2007/05/11,0,0,0,0
2007/05/14,0,0,0,0
2007/05/15,0,0,0,0
2007/05/16,0,0,0,0
2007/05/17,0,0,-1000,-1000
2007/05/18,0,0,0,0
2007/05/21,0,0,0,0
2007/05/22,0,0,0,0
2007/05/23,0,0,0,0
2007/05/24,0,0,0,0
2007/05/25,0,0,0,0
2007/05/28,0,0,0,0
2007/05/29,0,0,0,0
2007/05/30,0,0,0,0
2007/05/31,0,0,0,0
2007/06/01,0,400000,0,400000
2007/06/04,0,0,0,0
2007/06/05,0,0,0,0
2007/06/06,0,1000,0,1000
2007/06/07,0,0,0,0
2007/06/08,0,0,0,0
2007/06/11,0,0,0,0
2007/06/12,0,0,0,0
2007/06/13,0,0,0,0
2007/06/14,0,0,0,0
2007/06/15,0,0,0,0
2007/06/18,0,0,0,0
2007/06/19,0,0,0,0
2007/06/20,0,0,0,0
2007/06/21,0,0,0,0
2007/06/22,0,0,0,0
2007/06/25,0,248000,0,248000
2007/06/26,0,0,0,0
2007/06/27,0,0,0,0
2007/06/28,0,0,0,0
2007/06/29,0,0,0,0
2007/07/02,0,0,0,0
2007/07/03,0,0,0,0
2007/07/04,0,0,0,0
2007/07/05,0,14000,0,14000
2007/07/06,0,35000,0,35000
2007/07/09,0,304000,0,304000
2007/07/10,0,1000,0,1000
2007/07/11,0,0,-150000,-150000
2007/07/12,0,0,0,0
2007/07/13,0,0,-300000,-300000
2007/07/16,0,0,0,0
2007/07/17,0,0,0,0
2007/07/18,0,0,-100000,-100000
2007/07/19,0,1000,0,1000
2007/07/20,0,0,0,0
2007/07/23,0,0,0,0
2007/07/24,0,23000,0,23000
2007/07/25,0,0,0,0
2007/07/26,0,0,-6000,-6000
2007/07/27,0,0,0,0
2007/07/30,0,0,0,0
2007/07/31,0,2200000,0,2200000
2007/08/01,0,800000,-8000,792000
2007/08/02,0,500000,0,500000
2007/08/03,0,531000,0,531000
2007/08/06,0,100000,0,100000
2007/08/07,0,400000,0,400000
2007/08/08,0,645000,0,645000
2007/08/09,0,499000,0,499000
2007/08/10,0,500000,0,500000
2007/08/13,0,753000,0,753000
2007/08/14,0,280000,0,280000
2007/08/15,0,1900000,0,1900000
2007/08/16,0,0,-2000,-2000
2007/08/17,0,25000,-1000,24000
2007/08/20,0,242000,0,242000
2007/08/21,0,1306000,0,1306000
2007/08/22,0,1057000,0,1057000
2007/08/23,0,1000,0,1000
2007/08/24,0,0,-330000,-330000
2007/08/27,0,0,0,0
2007/08/28,0,0,0,0
2007/08/29,0,49000,-100000,-51000
2007/08/30,0,66000,-75000,-9000
2007/08/31,0,0,0,0
2007/09/03,0,1509000,-500000,1009000
2007/09/04,0,0,-101000,-101000
2007/09/05,0,0,0,0
2007/09/06,0,0,0,0
2007/09/07,0,0,0,0
2007/09/10,0,0,0,0
2007/09/11,0,0,0,0
2007/09/12,0,0,0,0
2007/09/13,0,0,0,0
2007/09/14,0,9000,0,9000
2007/09/17,0,0,0,0
2007/09/18,0,0,0,0
2007/09/19,0,0,0,0
2007/09/20,0,0,-570000,-570000
2007/09/21,0,0,0,0
2007/09/24,0,0,0,0
2007/09/25,0,0,0,0
2007/09/26,0,0,0,0
2007/09/27,0,301000,0,301000
2007/09/28,0,0,-42000,-42000
2007/10/01,0,21000,-40000,-19000
2007/10/02,0,0,0,0
2007/10/03,0,0,0,0
2007/10/04,0,0,-128000,-128000
2007/10/05,0,0,-300000,-300000
2007/10/08,0,0,-1000,-1000
2007/10/09,0,0,0,0
2007/10/10,0,0,0,0
2007/10/11,0,0,0,0
2007/10/12,0,0,0,0
2007/10/15,0,0,0,0
2007/10/16,0,0,-4000,-4000
2007/10/17,0,0,0,0
2007/10/18,0,0,0,0
2007/10/19,0,0,-355000,-355000
2007/10/22,0,0,0,0
2007/10/23,0,0,-548000,-548000
2007/10/24,0,0,0,0
2007/10/25,0,0,-7000,-7000
2007/10/26,0,0,0,0
2007/10/29,0,134000,0,134000
2007/10/30,0,0,0,0
2007/10/31,0,177000,0,177000
2007/11/01,0,0,0,0
2007/11/02,0,89000,0,89000
2007/11/05,0,0,0,0
2007/11/06,0,44000,0,44000
2007/11/07,0,0,0,0
2007/11/08,0,0,0,0
2007/11/09,0,1000,0,1000
2007/11/12,0,0,0,0
2007/11/13,0,1000,-1000,0
2007/11/14,0,0,-1000,-1000
2007/11/15,0,0,-521000,-521000
2007/11/16,0,0,0,0
2007/11/19,0,10000,0,10000
2007/11/20,0,1000,0,1000
2007/11/21,0,0,-194000,-194000
2007/11/22,0,1000,-555000,-554000
2007/11/23,0,1000,-500000,-499000
2007/11/26,0,1000,-75000,-74000
2007/11/27,0,50000,0,50000
2007/11/28,0,800000,0,800000
2007/11/29,0,1000,0,1000
2007/11/30,0,0,-511000,-511000
2007/12/03,0,0,-511000,-511000
2007/12/04,0,0,0,0
2007/12/05,0,0,-1030000,-1030000
2007/12/06,0,0,-350000,-350000
2007/12/07,0,0,0,0
2007/12/10,0,0,-375000,-375000
2007/12/11,0,0,-23000,-23000
2007/12/12,0,0,0,0
2007/12/13,0,0,-1000,-1000
2007/12/14,0,2000,-1000,1000
2007/12/17,0,0,0,0
2007/12/18,0,2000,0,2000
2007/12/19,0,1456000,0,1456000
2007/12/20,0,200000,0,200000
2007/12/21,0,0,0,0
2007/12/24,0,330000,0,330000
2007/12/25,0,0,0,0
2007/12/26,0,0,0,0
2007/12/27,0,604000,0,604000
2007/12/28,0,400000,0,400000
2007/12/31,0,400000,0,400000
2008/01/01,0,0,0,0
2008/01/02,0,0,-340000,-340000
2008/01/03,0,0,-480000,-480000
2008/01/04,0,0,0,0
2008/01/07,0,0,0,0
2008/01/08,0,1000,-12000,-11000
2008/01/09,0,0,-1000,-1000
2008/01/10,0,6000,0,6000
2008/01/11,0,1000,0,1000
2008/01/14,0,0,-300000,-300000
2008/01/15,0,0,-202000,-202000
2008/01/16,0,0,0,0
2008/01/17,0,0,0,0
2008/01/18,0,8000,0,8000
2008/01/21,0,2000,0,2000
2008/01/22,0,0,-59000,-59000
2008/01/23,0,50000,0,50000
2008/01/24,0,2000,0,2000
2008/01/25,0,0,0,0
2008/01/28,0,1000,0,1000
2008/01/29,0,1000,0,1000
2008/01/30,0,0,0,0
2008/01/31,0,0,0,0
2008/02/01,0,0,0,0
2008/02/04,0,0,0,0
2008/02/05,0,0,0,0
2008/02/06,0,0,0,0
2008/02/07,0,0,0,0
2008/02/08,0,0,0,0
2008/02/11,0,0,0,0
2008/02/12,0,0,0,0
2008/02/13,0,0,0,0
2008/02/14,0,0,0,0
2008/02/15,0,0,0,0
2008/02/18,0,0,0,0
2008/02/19,0,0,-200000,-200000
2008/02/20,0,0,-300000,-300000
2008/02/21,0,0,0,0
2008/02/22,0,0,0,0
2008/02/25,0,1000,-400000,-399000
2008/02/26,0,0,0,0
2008/02/27,0,12000,0,12000
2008/02/28,0,0,0,0
2008/02/29,0,0,-1301000,-1301000
2008/03/03,0,1000,-2000,-1000
2008/03/04,0,0,0,0
2008/03/05,0,0,0,0
2008/03/06,0,1000,0,1000
2008/03/07,0,0,-1000,-1000
2008/03/10,0,1000,0,1000
2008/03/11,0,2000,0,2000
2008/03/12,0,1000,-82000,-81000
2008/03/13,0,0,0,0
2008/03/14,0,1000,0,1000
2008/03/17,0,0,0,0
2008/03/18,0,6000,0,6000
2008/03/19,0,1000,0,1000
2008/03/20,0,25000,-235000,-210000
2008/03/21,0,1000,-400000,-399000
2008/03/24,0,1000,-200000,-199000
2008/03/25,0,0,-1000,-1000
2008/03/26,0,48000,0,48000
2008/03/27,0,1000,0,1000
2008/03/28,0,2000,0,2000
2008/03/31,0,0,-19000,-19000
2008/04/01,0,701000,0,701000
2008/04/02,0,4000,0,4000
2008/04/03,0,0,0,0
2008/04/04,0,0,0,0
2008/04/07,0,0,-600000,-600000
2008/04/08,0,1000,-600000,-599000
2008/04/09,0,0,-600000,-600000
2008/04/10,0,1000,-566000,-565000
2008/04/11,0,0,0,0
2008/04/14,0,7000,-1000,6000
2008/04/15,0,1000,0,1000
2008/04/16,0,0,-1000,-1000
2008/04/17,0,1000,0,1000
2008/04/18,0,0,-1000,-1000
2008/04/21,0,1000,0,1000
2008/04/22,0,0,0,0
2008/04/23,0,1000,0,1000
2008/04/24,0,2000,0,2000
2008/04/25,0,0,0,0
2008/04/28,0,2000,0,2000
2008/04/29,0,1000,-249000,-248000
2008/04/30,0,7000,-35000,-28000
2008/05/01,0,0,0,0
2008/05/02,0,1000,-314000,-313000
2008/05/05,0,1000,-200000,-199000
2008/05/06,0,1000,0,1000
2008/05/07,0,1000,-200000,-199000
2008/05/08,0,0,-200000,-200000
2008/05/09,0,2000,0,2000
2008/05/12,0,39000,0,39000
2008/05/13,0,2000,-11000,-9000
2008/05/14,0,0,0,0
2008/05/15,0,0,0,0
2008/05/16,0,0,0,0
2008/05/19,0,0,-220000,-220000
2008/05/20,0,0,-1000,-1000
2008/05/21,0,0,0,0
2008/05/22,0,2000,0,2000
2008/05/23,0,0,-381000,-381000
2008/05/26,0,7000,0,7000
2008/05/27,0,0,-251000,-251000
2008/05/28,0,1000,-8000,-7000
2008/05/29,0,1000,0,1000
2008/05/30,0,2000,0,2000
2008/06/02,0,2000,0,2000
2008/06/03,0,7000,-100000,-93000
2008/06/04,0,1000,0,1000
2008/06/05,0,0,0,0
2008/06/06,0,1000,-100000,-99000
2008/06/09,0,1000,0,1000
2008/06/10,0,0,0,0
2008/06/11,0,1000,-80000,-79000
2008/06/12,0,2000,0,2000
2008/06/13,0,3000,-520000,-517000
2008/06/16,0,5000,0,5000
