Date,Open,Buy,Sell,Total
2007/04/23,0,4000,0,4000
2007/04/24,0,1000,0,1000
2007/04/25,0,3000,0,3000
2007/04/26,0,2000,0,2000
2007/04/27,0,0,0,0
2007/04/30,0,0,0,0
2007/05/01,0,0,0,0
2007/05/02,0,0,0,0
2007/05/03,0,7000,0,7000
2007/05/04,0,0,-910,-910
2007/05/07,0,0,-30000,-30000
2007/05/08,0,0,-5000,-5000
2007/05/09,0,0,0,0
2007/05/10,0,0,0,0
2007/05/11,0,0,-1000,-1000
2007/05/14,0,0,0,0
2007/05/15,0,0,0,0
2007/05/16,0,0,-1000,-1000
2007/05/17,0,0,-1000,-1000
2007/05/18,0,0,0,0
2007/05/21,0,0,-1197,-1197
2007/05/22,0,0,0,0
2007/05/23,0,0,-1000,-1000
2007/05/24,0,0,0,0
2007/05/25,0,2000,0,2000
2007/05/28,0,3000,0,3000
2007/05/29,0,0,0,0
2007/05/30,0,0,-1402,-1402
2007/05/31,0,28000,0,28000
2007/06/01,0,0,-2000,-2000
2007/06/04,0,0,-1932,-1932
2007/06/05,0,0,0,0
2007/06/06,0,0,0,0
2007/06/07,0,3000,0,3000
2007/06/08,0,50000,-3000,47000
2007/06/11,0,0,-79000,-79000
2007/06/12,0,0,-6000,-6000
2007/06/13,0,0,0,0
2007/06/14,0,0,0,0
2007/06/15,0,0,-1000,-1000
2007/06/18,0,0,0,0
2007/06/19,0,0,0,0
2007/06/20,0,11000,0,11000
2007/06/21,0,19000,-4000,15000
2007/06/22,0,2000,0,2000
2007/06/25,0,9000,0,9000
2007/06/26,0,3000,0,3000
2007/06/27,0,0,0,0
2007/06/28,0,0,0,0
2007/06/29,0,0,-1000,-1000
2007/07/02,0,5000,-23000,-18000
2007/07/03,0,0,-1000,-1000
2007/07/04,0,23000,0,23000
2007/07/05,0,13000,-3000,10000
2007/07/06,0,13000,-14000,-1000
2007/07/09,0,47000,-1000,46000
2007/07/10,0,10000,0,10000
2007/07/11,0,276000,-26016,249984
2007/07/12,0,4000,-6000,-2000
2007/07/13,0,106000,-1014,104986
2007/07/16,0,1000,-97000,-96000
2007/07/17,0,3000,-20000,-17000
2007/07/18,0,0,-4000,-4000
2007/07/19,0,0,-24000,-24000
2007/07/20,0,50000,-12000,38000
2007/07/23,0,0,-8000,-8000
2007/07/24,0,8000,-5000,3000
2007/07/25,0,16000,-3000,13000
2007/07/26,0,4000,-1000,3000
2007/07/27,0,0,-43000,-43000
2007/07/30,0,16000,-4000,12000
2007/07/31,0,11000,-3000,8000
2007/08/01,0,358000,-12000,346000
2007/08/02,0,8000,-112602,-104602
2007/08/03,0,0,-8000,-8000
2007/08/06,0,3000,-1000,2000
2007/08/07,0,9000,-256000,-247000
2007/08/08,0,1000,0,1000
2007/08/09,0,0,-6120,-6120
2007/08/10,0,0,-3604,-3604
2007/08/13,0,0,0,0
2007/08/14,0,0,0,0
2007/08/15,0,6000,0,6000
2007/08/16,0,6000,-13000,-7000
2007/08/17,0,9000,0,9000
2007/08/20,0,0,-5060,-5060
2007/08/21,0,0,0,0
2007/08/22,0,5499,0,5499
2007/08/23,0,0,-5000,-5000
2007/08/24,0,0,-1000,-1000
2007/08/27,0,0,0,0
2007/08/28,0,0,0,0
2007/08/29,0,0,0,0
2007/08/30,0,0,0,0
2007/08/31,0,0,-3000,-3000
2007/09/03,0,10000,-8000,2000
2007/09/04,0,0,-7000,-7000
2007/09/05,0,0,-22000,-22000
2007/09/06,0,0,-522,-522
2007/09/07,0,0,-8000,-8000
2007/09/10,0,0,0,0
2007/09/11,0,0,-6000,-6000
2007/09/12,0,0,-2000,-2000
2007/09/13,0,0,-4000,-4000
2007/09/14,0,0,0,0
2007/09/17,0,0,-3000,-3000
2007/09/18,0,0,0,0
2007/09/19,0,0,-230,-230
2007/09/20,0,0,0,0
2007/09/21,0,10000,-5000,5000
2007/09/24,0,0,0,0
2007/09/25,0,0,0,0
2007/09/26,0,3000,0,3000
2007/09/27,0,0,-5000,-5000
2007/09/28,0,1000,-13000,-12000
2007/10/01,0,0,-12000,-12000
2007/10/02,0,16000,-3000,13000
2007/10/03,0,21000,-15000,6000
2007/10/04,0,7000,-14002,-7002
2007/10/05,0,1000,-8000,-7000
2007/10/08,0,0,-3000,-3000
2007/10/09,0,1000,-9000,-8000
2007/10/10,0,0,0,0
2007/10/11,0,0,-4189,-4189
2007/10/12,0,1000,-11000,-10000
2007/10/15,0,0,-2000,-2000
2007/10/16,0,2000,-3000,-1000
2007/10/17,0,38000,-5000,33000
