Date,Open,Buy,Sell,Total
2007/04/23,0,90000,0,90000
2007/04/24,0,304000,-20000,284000
2007/04/25,0,1379000,-32000,1347000
2007/04/26,0,0,-211000,-211000
2007/04/27,0,751000,0,751000
2007/04/30,0,255000,-1193000,-938000
2007/05/01,0,0,0,0
2007/05/02,0,0,-17000,-17000
2007/05/03,0,250000,-726000,-476000
2007/05/04,0,191000,0,191000
2007/05/07,0,293000,-150000,143000
2007/05/08,0,102000,-57000,45000
2007/05/09,0,0,-277000,-277000
2007/05/10,0,58000,0,58000
2007/05/11,0,0,0,0
2007/05/14,0,8000,-595000,-587000
2007/05/15,0,460000,-534000,-74000
2007/05/16,0,265000,-370000,-105000
2007/05/17,0,375000,-471000,-96000
2007/05/18,0,0,-255000,-255000
2007/05/21,0,0,-130000,-130000
2007/05/22,0,0,-80000,-80000
2007/05/23,0,47000,0,47000
2007/05/24,0,259000,0,259000
2007/05/25,0,0,0,0
2007/05/28,0,100000,-60000,40000
2007/05/29,0,0,-237000,-237000
2007/05/30,0,733000,-888000,-155000
2007/05/31,0,255000,-550000,-295000
2007/06/01,0,430000,-258000,172000
2007/06/04,0,1054000,-285000,769000
2007/06/05,0,10000,-736000,-726000
2007/06/06,0,155000,-610000,-455000
2007/06/07,0,366000,-40000,326000
2007/06/08,0,91000,-222000,-131000
2007/06/11,0,536000,-137000,399000
2007/06/12,0,176000,-27000,149000
2007/06/13,0,74000,-375000,-301000
2007/06/14,0,0,-13000,-13000
2007/06/15,0,86000,-2000,84000
2007/06/18,0,0,0,0
2007/06/19,0,0,0,0
2007/06/20,0,181000,-218000,-37000
2007/06/21,0,20000,-6000,14000
2007/06/22,0,40000,-57000,-17000
2007/06/25,0,635000,-75000,560000
2007/06/26,0,479000,-12000,467000
2007/06/27,0,389000,-44000,345000
2007/06/28,0,1072000,-254000,818000
2007/06/29,0,111000,-2151000,-2040000
2007/07/02,0,97000,-385000,-288000
2007/07/03,0,224000,-12000,212000
2007/07/04,0,155000,-523000,-368000
2007/07/05,0,20000,-341000,-321000
2007/07/06,0,145000,0,145000
2007/07/09,0,108000,0,108000
2007/07/10,0,63000,0,63000
2007/07/11,0,350000,-109576,240424
2007/07/12,0,428000,-352000,76000
2007/07/13,0,139000,-23576,115424
2007/07/16,0,30000,-325000,-295000
2007/07/17,0,52000,-138000,-86000
2007/07/18,0,575000,-502000,73000
2007/07/19,0,945000,-138554,806446
2007/07/20,0,25000,-117000,-92000
2007/07/23,0,321000,-79000,242000
2007/07/24,0,100000,-50000,50000
2007/07/25,0,233000,-5000,228000
2007/07/26,0,571000,-216000,355000
2007/07/27,0,680000,-263000,417000
2007/07/30,0,457000,-1515000,-1058000
2007/07/31,0,3033000,-539000,2494000
2007/08/01,0,1778000,-2351000,-573000
2007/08/02,0,390000,-1522167,-1132167
2007/08/03,0,75000,-18000,57000
2007/08/06,0,563000,-537000,26000
2007/08/07,0,1111000,-153000,958000
2007/08/08,0,2155000,-32000,2123000
2007/08/09,0,1795000,-343152,1451848
2007/08/10,0,20000,-917000,-897000
2007/08/13,0,231000,-700000,-469000
2007/08/14,0,135000,-341000,-206000
2007/08/15,0,109000,-776000,-667000
2007/08/16,0,321000,-949000,-628000
2007/08/17,0,156000,-942000,-786000
2007/08/20,0,525000,-429000,96000
2007/08/21,0,265000,-518000,-253000
2007/08/22,0,331000,-323000,8000
2007/08/23,0,139000,-624000,-485000
2007/08/24,0,231000,-101000,130000
2007/08/27,0,167000,-620000,-453000
2007/08/28,0,86000,-52000,34000
2007/08/29,0,80000,-109000,-29000
2007/08/30,0,286000,0,286000
2007/08/31,0,268000,-25000,243000
2007/09/03,0,177000,-212000,-35000
2007/09/04,0,109000,-154000,-45000
2007/09/05,0,125000,-96000,29000
2007/09/06,0,86000,-46000,40000
2007/09/07,0,105000,-108000,-3000
2007/09/10,0,290000,-175000,115000
2007/09/11,0,205000,-59000,146000
2007/09/12,0,42000,-4000,38000
2007/09/13,0,0,-143000,-143000
2007/09/14,0,139000,-30000,109000
2007/09/17,0,117000,-706000,-589000
2007/09/18,0,0,0,0
2007/09/19,0,180000,-400000,-220000
2007/09/20,0,137000,-305000,-168000
2007/09/21,0,1097000,-608000,489000
2007/09/24,0,0,0,0
2007/09/25,0,0,0,0
2007/09/26,0,604000,-490000,114000
2007/09/27,0,374000,-84000,290000
2007/09/28,0,1321000,-99000,1222000
2007/10/01,0,575000,-294000,281000
