Date,Open,Buy,Sell,Total
2007/01/02,0,0,-101000,-101000
2007/01/03,0,0,-1045000,-1045000
2007/01/04,0,0,-960000,-960000
2007/01/05,0,0,-331000,-331000
2007/01/08,0,0,-670000,-670000
2007/01/09,0,0,-610000,-610000
2007/01/10,0,300000,-138000,162000
2007/01/11,0,59000,-1020000,-961000
2007/01/12,0,6000,-10000,-4000
2007/01/15,0,0,0,0
2007/01/16,0,4000,-196000,-192000
2007/01/17,0,4000,-50000,-46000
2007/01/18,0,189000,0,189000
2007/01/19,0,0,-3000,-3000
2007/01/22,0,37000,-3000,34000
2007/01/23,0,490000,-202000,288000
2007/01/24,0,210000,-500000,-290000
2007/01/25,0,609000,-423000,186000
2007/01/26,0,0,-2000,-2000
2007/01/29,0,22000,-1000,21000
2007/01/30,0,717000,0,717000
2007/01/31,0,0,0,0
2007/02/01,0,0,0,0
2007/02/02,0,4000,0,4000
2007/02/05,0,93000,-30000,63000
2007/02/06,0,212000,-13000,199000
2007/02/07,0,100000,-65000,35000
2007/02/08,0,5000,-279000,-274000
2007/02/09,0,0,-88000,-88000
2007/02/12,0,70000,-73000,-3000
2007/02/13,0,910000,0,910000
2007/02/14,0,400000,-202000,198000
2007/02/15,0,0,0,0
2007/02/16,0,0,0,0
2007/02/19,0,0,0,0
2007/02/20,0,0,0,0
2007/02/21,0,0,0,0
2007/02/22,0,0,0,0
2007/02/23,0,0,0,0
2007/02/26,0,1160000,0,1160000
2007/02/27,0,1070000,-100000,970000
2007/02/28,0,0,0,0
2007/03/01,0,0,-50000,-50000
2007/03/02,0,90000,-160000,-70000
2007/03/05,0,70000,-45000,25000
2007/03/06,0,0,-100000,-100000
2007/03/07,0,0,-918000,-918000
2007/03/08,0,262000,0,262000
2007/03/09,0,0,0,0
2007/03/12,0,0,-170000,-170000
2007/03/13,0,0,0,0
2007/03/14,0,0,-511000,-511000
2007/03/15,0,0,0,0
2007/03/16,0,16000,-81000,-65000
2007/03/19,0,400000,0,400000
2007/03/20,0,0,-106000,-106000
2007/03/21,0,391000,0,391000
2007/03/22,0,0,0,0
2007/03/23,0,0,-156000,-156000
2007/03/26,0,0,-51000,-51000
2007/03/27,0,0,-300000,-300000
2007/03/28,0,0,-300000,-300000
2007/03/29,0,0,-63000,-63000
2007/03/30,0,0,0,0
2007/04/02,0,0,0,0
2007/04/03,0,0,-6000,-6000
2007/04/04,0,0,0,0
2007/04/05,0,0,0,0
2007/04/06,0,0,0,0
2007/04/09,0,0,-184000,-184000
2007/04/10,0,150000,-1000,149000
2007/04/11,0,1330000,-4000,1326000
2007/04/12,0,0,-3000,-3000
2007/04/13,0,60000,-596000,-536000
2007/04/16,0,180000,-7000,173000
2007/04/17,0,90000,-10000,80000
2007/04/18,0,0,-200000,-200000
2007/04/19,0,370000,0,370000
2007/04/20,0,383000,0,383000
2007/04/23,0,592000,-50000,542000
2007/04/24,0,6000,-205000,-199000
2007/04/25,0,51000,-511000,-460000
2007/04/26,0,600000,0,600000
2007/04/27,0,39000,-92000,-53000
2007/04/30,0,181000,0,181000
2007/05/01,0,0,0,0
2007/05/02,0,500000,-622000,-122000
2007/05/03,0,20000,0,20000
2007/05/04,0,0,-150000,-150000
2007/05/07,0,414000,0,414000
2007/05/08,0,0,-401000,-401000
2007/05/09,0,0,-150000,-150000
2007/05/10,0,150000,-1234000,-1084000
2007/05/11,0,50000,-90000,-40000
2007/05/14,0,15000,0,15000
2007/05/15,0,139000,0,139000
2007/05/16,0,50000,-1000,49000
2007/05/17,0,0,-1000,-1000
2007/05/18,0,3000,0,3000
2007/05/21,0,0,0,0
2007/05/22,0,1000,0,1000
2007/05/23,0,0,-132000,-132000
2007/05/24,0,5000,0,5000
2007/05/25,0,69000,-1000,68000
2007/05/28,0,120000,0,120000
2007/05/29,0,171000,-5000,166000
2007/05/30,0,5176000,0,5176000
2007/05/31,0,0,0,0
2007/06/01,0,0,-25000,-25000
2007/06/04,0,1000,0,1000
2007/06/05,0,200000,-320000,-120000
2007/06/06,0,288000,-500000,-212000
2007/06/07,0,2000,0,2000
2007/06/08,0,200000,0,200000
2007/06/11,0,200000,-320000,-120000
2007/06/12,0,0,-200000,-200000
2007/06/13,0,380000,0,380000
2007/06/14,0,300000,-1000,299000
2007/06/15,0,200000,-121000,79000
2007/06/18,0,0,0,0
2007/06/19,0,0,0,0
2007/06/20,0,0,-436000,-436000
2007/06/21,0,0,-50000,-50000
2007/06/22,0,30000,-50000,-20000
2007/06/25,0,652000,0,652000
2007/06/26,0,450000,0,450000
2007/06/27,0,1570000,0,1570000
2007/06/28,0,0,-608000,-608000
2007/06/29,0,1226000,-61000,1165000
2007/07/02,0,392000,0,392000
2007/07/03,0,605000,-100000,505000
2007/07/04,0,800000,0,800000
2007/07/05,0,321000,-249000,72000
2007/07/06,0,657000,-298000,359000
2007/07/09,0,579000,-1000,578000
2007/07/10,0,1948000,-895000,1053000
2007/07/11,0,0,-190000,-190000
2007/07/12,0,511000,-304000,207000
2007/07/13,0,530000,-300000,230000
2007/07/16,0,3489000,0,3489000
2007/07/17,0,1080000,-201000,879000
2007/07/18,0,272000,-80000,192000
2007/07/19,0,1207000,-67000,1140000
2007/07/20,0,793000,-201000,592000
2007/07/23,0,100000,0,100000
2007/07/24,0,70000,0,70000
2007/07/25,0,21000,-45000,-24000
2007/07/26,0,1000,0,1000
2007/07/27,0,0,0,0
2007/07/30,0,240000,0,240000
2007/07/31,0,0,-20000,-20000
2007/08/01,0,1000,-310000,-309000
2007/08/02,0,1000,-204000,-203000
2007/08/03,0,27000,-45000,-18000
2007/08/06,0,100000,0,100000
2007/08/07,0,0,-150000,-150000
2007/08/08,0,2000,-651000,-649000
2007/08/09,0,9000,-530000,-521000
2007/08/10,0,32000,-1021000,-989000
2007/08/13,0,0,-53000,-53000
2007/08/14,0,7000,-152000,-145000
2007/08/15,0,1000,-1000000,-999000
2007/08/16,0,217000,-151000,66000
2007/08/17,0,399000,-301000,98000
2007/08/20,0,1117000,-5342000,-4225000
2007/08/21,0,1093000,-1250000,-157000
2007/08/22,0,856000,-498000,358000
2007/08/23,0,575000,0,575000
2007/08/24,0,522000,-2000,520000
2007/08/27,0,83000,0,83000
2007/08/28,0,0,-150000,-150000
2007/08/29,0,300000,-667000,-367000
2007/08/30,0,319000,-910000,-591000
2007/08/31,0,1233000,-468000,765000
2007/09/03,0,519000,-7000,512000
2007/09/04,0,2000,0,2000
2007/09/05,0,0,0,0
2007/09/06,0,151000,-361000,-210000
2007/09/07,0,4000,-101000,-97000
2007/09/10,0,3000,-50000,-47000
2007/09/11,0,0,-180000,-180000
2007/09/12,0,0,0,0
2007/09/13,0,0,-129000,-129000
2007/09/14,0,209000,-149000,60000
2007/09/17,0,578000,-30000,548000
2007/09/18,0,0,0,0
2007/09/19,0,420000,0,420000
2007/09/20,0,292000,-400000,-108000
2007/09/21,0,431000,-1305000,-874000
2007/09/24,0,0,0,0
2007/09/25,0,0,0,0
2007/09/26,0,1700000,0,1700000
2007/09/27,0,101000,-512000,-411000
2007/09/28,0,429000,-580000,-151000
2007/10/01,0,1532000,-325000,1207000
2007/10/02,0,431000,-253000,178000
2007/10/03,0,1200000,-520000,680000
2007/10/04,0,0,-500000,-500000
2007/10/05,0,200000,-748000,-548000
2007/10/08,0,286000,-3396000,-3110000
