"106年06月26日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"1303  ","南亞            ","606,000","50,000","556,000","1,582,000","71,000","1,511,000","2,188,000","121,000","2,067,000",
="057139","富邦金亞東69購02","0","0","0","2,034,000","0","2,034,000","2,034,000","0","2,034,000",
="060286","大立光元大6B購04","0","0","0","1,996,000","0","1,996,000","1,996,000","0","1,996,000",
="060146","GIS凱基6C購01   ","0","0","0","3,997,000","2,136,000","1,861,000","3,997,000","2,136,000","1,861,000",
="08511P","臺股指群益69售08","0","0","0","2,000,000","230,000","1,770,000","2,000,000","230,000","1,770,000",
"2377  ","微星            ","339,000","24,000","315,000","1,606,000","162,000","1,444,000","1,945,000","186,000","1,759,000",
"2344  ","華邦電          ","199,000","50,000","149,000","1,812,000","207,000","1,605,000","2,011,000","257,000","1,754,000",
="0061  ","元大寶滬深      ","940,000","150,000","790,000","1,300,000","341,000","959,000","2,240,000","491,000","1,749,000",
"2883  ","開發金          ","162,000","0","162,000","2,183,000","598,000","1,585,000","2,345,000","598,000","1,747,000",
="03047P","可成群益6B售01  ","0","0","0","1,712,000","20,000","1,692,000","1,712,000","20,000","1,692,000",
="061097","TPK凱基6C購01   ","0","0","0","2,611,000","925,000","1,686,000","2,611,000","925,000","1,686,000",
="060579","聯電台新71購01  ","0","0","0","2,100,000","434,000","1,666,000","2,100,000","434,000","1,666,000",
"2880  ","華南金          ","115,000","0","115,000","1,500,000","0","1,500,000","1,615,000","0","1,615,000",
="061182","緯創群益6C購01  ","0","0","0","1,780,000","181,000","1,599,000","1,780,000","181,000","1,599,000",
="056488","友達元大68購05  ","0","0","0","1,590,000","0","1,590,000","1,590,000","0","1,590,000",
="00631L","元大台灣50正2   ","19,000","0","19,000","2,663,000","1,128,000","1,535,000","2,682,000","1,128,000","1,554,000",
="060301","台積電國泰6B購01","0","63,000","-63,000","1,848,000","270,000","1,578,000","1,848,000","333,000","1,515,000",
="059982","聯電日盛6C購01  ","0","0","0","3,079,000","1,635,000","1,444,000","3,079,000","1,635,000","1,444,000",
="060154","利勤凱基6B購01  ","0","0","0","1,638,000","195,000","1,443,000","1,638,000","195,000","1,443,000",
="056933","大立光統一69購06","0","0","0","1,449,000","11,000","1,438,000","1,449,000","11,000","1,438,000",
="058185","廣宇統一6B購01  ","0","0","0","1,424,000","0","1,424,000","1,424,000","0","1,424,000",
="059582","大立光元大6A購12","0","0","0","1,800,000","396,000","1,404,000","1,800,000","396,000","1,404,000",
="060797","TPK統一6B購01   ","0","0","0","2,000,000","605,000","1,395,000","2,000,000","605,000","1,395,000",
="08123P","鴻海永昌68售02  ","0","0","0","1,387,000","0","1,387,000","1,387,000","0","1,387,000",
="060399","鴻海兆豐71購05  ","0","0","0","2,357,000","995,000","1,362,000","2,357,000","995,000","1,362,000",
="060821","TPK凱基6B購02   ","0","0","0","2,187,000","826,000","1,361,000","2,187,000","826,000","1,361,000",
="057324","台積電玉山68購01","0","3,000","-3,000","1,491,000","144,000","1,347,000","1,491,000","147,000","1,344,000",
="060751","台積電元大6B購07","0","0","0","2,047,000","715,000","1,332,000","2,047,000","715,000","1,332,000",
="059160","神基凱基6A購01  ","0","0","0","1,745,000","422,000","1,323,000","1,745,000","422,000","1,323,000",
="060635","台積電兆豐6C購03","0","0","0","1,383,000","60,000","1,323,000","1,383,000","60,000","1,323,000",
="060118","神基元大6C購01  ","0","0","0","2,160,000","857,000","1,303,000","2,160,000","857,000","1,303,000",
="057775","新光金兆豐6A購01","0","0","0","1,676,000","376,000","1,300,000","1,676,000","376,000","1,300,000",
="055780","台積電元大68購02","0","0","0","1,391,000","111,000","1,280,000","1,391,000","111,000","1,280,000",
="059440","友達富邦6B購02  ","0","0","0","1,276,000","0","1,276,000","1,276,000","0","1,276,000",
="057824","至上元大69購01  ","0","0","0","1,489,000","215,000","1,274,000","1,489,000","215,000","1,274,000",
="061752","聯電統一74購01  ","0","0","0","2,151,000","878,000","1,273,000","2,151,000","878,000","1,273,000",
="061932","TPK統一6C購01   ","0","0","0","1,877,000","618,000","1,259,000","1,877,000","618,000","1,259,000",
="060432","鴻海元大71購05  ","0","0","0","4,995,000","3,754,000","1,241,000","4,995,000","3,754,000","1,241,000",
="059728","百和凱基6B購02  ","0","0","0","1,856,000","620,000","1,236,000","1,856,000","620,000","1,236,000",
="057464","聯電元富6C購01  ","0","0","0","1,515,000","296,000","1,219,000","1,515,000","296,000","1,219,000",
="059896","康控元大6B購01  ","0","0","0","1,896,000","690,000","1,206,000","1,896,000","690,000","1,206,000",
="060340","台積電凱基6B購02","0","0","0","5,332,000","4,126,000","1,206,000","5,332,000","4,126,000","1,206,000",
"2408  ","南亞科          ","144,000","285,000","-141,000","1,570,000","244,000","1,326,000","1,714,000","529,000","1,185,000",
="060529","致伸凱基6B購01  ","0","0","0","1,525,000","344,000","1,181,000","1,525,000","344,000","1,181,000",
="061122","至上永豐6C購01  ","0","0","0","2,494,000","1,313,000","1,181,000","2,494,000","1,313,000","1,181,000",
="07780P","台灣50群益68售02","0","0","0","1,180,000","0","1,180,000","1,180,000","0","1,180,000",
"6505  ","台塑化          ","1,265,000","120,000","1,145,000","10,000","1,000","9,000","1,275,000","121,000","1,154,000",
="058383","滬深2X元大69購03","0","0","0","2,259,000","1,113,000","1,146,000","2,259,000","1,113,000","1,146,000",
="060837","TPK元富71購01   ","0","0","0","1,208,000","62,000","1,146,000","1,208,000","62,000","1,146,000",
="061620","台積電元富72購01","0","0","0","1,172,000","35,000","1,137,000","1,172,000","35,000","1,137,000",
="057022","友達永豐69購02  ","0","0","0","1,444,000","320,000","1,124,000","1,444,000","320,000","1,124,000",
="00639 ","富邦深100       ","1,190,000","160,000","1,030,000","1,230,000","1,158,000","72,000","2,420,000","1,318,000","1,102,000",
"2885  ","元大金          ","32,000","0","32,000","1,412,000","355,000","1,057,000","1,444,000","355,000","1,089,000",
="006205","富邦上証        ","525,000","0","525,000","1,459,000","927,000","532,000","1,984,000","927,000","1,057,000",
="058211","友達兆豐6A購02  ","0","0","0","1,159,000","105,000","1,054,000","1,159,000","105,000","1,054,000",
="00643 ","群益深証中小    ","610,000","0","610,000","1,112,000","681,000","431,000","1,722,000","681,000","1,041,000",
"6116  ","彩晶            ","1,549,000","0","1,549,000","277,000","787,000","-510,000","1,826,000","787,000","1,039,000",
="058551","堤維西元大71購01","0","0","0","1,130,000","100,000","1,030,000","1,130,000","100,000","1,030,000",
"1310  ","台苯            ","37,000","0","37,000","1,040,000","66,000","974,000","1,077,000","66,000","1,011,000",
="057936","大立光中信6B購03","0","0","0","1,076,000","70,000","1,006,000","1,076,000","70,000","1,006,000",
="055159","S&P反1統一68購01","0","0","0","998,000","0","998,000","998,000","0","998,000",
="07958P","瑞儀元富68售02  ","0","0","0","990,000","0","990,000","990,000","0","990,000",
="055400","緯創凱基67購01  ","0","0","0","1,153,000","171,000","982,000","1,153,000","171,000","982,000",
="061106","台積電元大71購01","0","0","0","2,846,000","1,872,000","974,000","2,846,000","1,872,000","974,000",
="054394","上証2X元富67購01","0","0","0","1,072,000","100,000","972,000","1,072,000","100,000","972,000",
="060754","GIS元大6B購08   ","0","0","0","1,318,000","356,000","962,000","1,318,000","356,000","962,000",
="060820","TPK凱基6B購01   ","0","0","0","1,160,000","210,000","950,000","1,160,000","210,000","950,000",
="060840","TPK康和6B購01   ","0","0","0","953,000","3,000","950,000","953,000","3,000","950,000",
="058919","鴻海元富6B購02  ","0","0","0","1,091,000","160,000","931,000","1,091,000","160,000","931,000",
="08452P","可成元大69售02  ","0","0","0","920,000","0","920,000","920,000","0","920,000",
"4532  ","瑞智            ","72,000","23,000","49,000","879,000","11,000","868,000","951,000","34,000","917,000",
="049927","友達中信68購01  ","0","0","0","924,000","10,000","914,000","924,000","10,000","914,000",
="055856","台積電永昌67購02","0","0","0","910,000","0","910,000","910,000","0","910,000",
="059051","群創群益6A購01  ","0","0","0","1,053,000","150,000","903,000","1,053,000","150,000","903,000",
="058817","中租康和6A購01  ","0","0","0","1,347,000","449,000","898,000","1,347,000","449,000","898,000",
="059727","百和凱基6B購01  ","0","0","0","1,390,000","493,000","897,000","1,390,000","493,000","897,000",
="060757","聯電台新72購01  ","0","0","0","1,333,000","448,000","885,000","1,333,000","448,000","885,000",
="055418","廣華群益69購01  ","0","0","0","892,000","10,000","882,000","892,000","10,000","882,000",
="08668P","仁寶群益6A售02  ","0","0","0","1,064,000","185,000","879,000","1,064,000","185,000","879,000",
"2618  ","長榮航          ","225,000","0","225,000","999,000","345,000","654,000","1,224,000","345,000","879,000",
="061557","台積電日盛6C購01","0","0","0","1,359,000","489,000","870,000","1,359,000","489,000","870,000",
="058444","葡萄王統一6B購01","0","0","0","1,525,000","659,000","866,000","1,525,000","659,000","866,000",
="059726","光寶科凱基6B購01","0","0","0","1,504,000","647,000","857,000","1,504,000","647,000","857,000",
="055764","群創國泰6A購01  ","0","0","0","856,000","0","856,000","856,000","0","856,000",
"2313  ","華通            ","101,000","50,000","51,000","1,068,000","266,000","802,000","1,169,000","316,000","853,000",
="061111","TPK元大6C購01   ","0","0","0","1,234,000","385,000","849,000","1,234,000","385,000","849,000",
="057827","百和統一6C購01  ","0","0","0","1,489,000","642,000","847,000","1,489,000","642,000","847,000",
="058640","百和兆豐6B購01  ","0","0","0","881,000","35,000","846,000","881,000","35,000","846,000",
="058291","台積電元大6A購02","0","0","0","1,464,000","619,000","845,000","1,464,000","619,000","845,000",
="056717","聯電群益6A購01  ","0","0","0","1,083,000","245,000","838,000","1,083,000","245,000","838,000",
="058239","華通元大6C購01  ","0","0","0","1,076,000","240,000","836,000","1,076,000","240,000","836,000",
"2823  ","中壽            ","55,000","50,000","5,000","1,136,000","319,000","817,000","1,191,000","369,000","822,000",
="060830","TPK永豐6B購04   ","0","0","0","910,000","90,000","820,000","910,000","90,000","820,000",
="060341","台積電凱基6B購03","0","0","0","4,743,000","3,925,000","818,000","4,743,000","3,925,000","818,000",
="060636","台積電兆豐6C購04","0","0","0","988,000","171,000","817,000","988,000","171,000","817,000",
="061404","廣華國泰6C購01  ","0","0","0","1,243,000","426,000","817,000","1,243,000","426,000","817,000",
="060117","致伸元大6B購01  ","0","0","0","961,000","147,000","814,000","961,000","147,000","814,000",
="055701","上証2X元富6A購01","0","0","0","900,000","87,000","813,000","900,000","87,000","813,000",
="056452","友達國票69購01  ","0","0","0","810,000","0","810,000","810,000","0","810,000",
="060338","友達凱基6B購03  ","0","0","0","4,690,000","3,880,000","810,000","4,690,000","3,880,000","810,000",
="057907","聯電亞東6A購01  ","0","0","0","1,293,000","485,000","808,000","1,293,000","485,000","808,000",
="059033","南亞科元大6C購02","0","0","0","2,730,000","1,923,000","807,000","2,730,000","1,923,000","807,000",
="057306","T50反1永豐69購01","0","0","0","800,000","0","800,000","800,000","0","800,000",
="060563","大立光元大6B購14","0","0","0","1,012,000","212,000","800,000","1,012,000","212,000","800,000",
="061479","友達元富71購02  ","0","0","0","905,000","130,000","775,000","905,000","130,000","775,000",
="061937","至上元富6C購01  ","0","0","0","1,460,000","686,000","774,000","1,460,000","686,000","774,000",
="08535P","百和元大69售02  ","0","0","0","838,000","65,000","773,000","838,000","65,000","773,000",
="060423","台積電富邦6B購02","0","0","0","1,509,000","737,000","772,000","1,509,000","737,000","772,000",
="059788","中租日盛6B購01  ","0","0","0","867,000","103,000","764,000","867,000","103,000","764,000",
="061016","TPK元富71購06   ","0","0","0","848,000","85,000","763,000","848,000","85,000","763,000",
="059052","群創群益6A購02  ","0","0","0","1,321,000","563,000","758,000","1,321,000","563,000","758,000",
="060293","潤泰全元大6B購01","0","0","0","1,074,000","316,000","758,000","1,074,000","316,000","758,000",
="03423P","GIS統一6B售04   ","0","0","0","1,007,000","251,000","756,000","1,007,000","251,000","756,000",
="061639","致伸元大6C購02  ","0","0","0","1,162,000","407,000","755,000","1,162,000","407,000","755,000",
="058183","台積電統一73購01","0","0","0","2,710,000","1,956,000","754,000","2,710,000","1,956,000","754,000",
"3702  ","大聯大          ","74,000","2,018,000","-1,944,000","2,825,000","127,000","2,698,000","2,899,000","2,145,000","754,000",
="055825","上証2X永豐68購01","0","0","0","1,628,000","878,000","750,000","1,628,000","878,000","750,000",
="056897","中工元大68購02  ","0","0","0","960,000","210,000","750,000","960,000","210,000","750,000",
"2352  ","佳世達          ","410,000","0","410,000","666,000","330,000","336,000","1,076,000","330,000","746,000",
="060617","可成元大6B購08  ","0","0","0","2,663,000","1,925,000","738,000","2,663,000","1,925,000","738,000",
="056413","友達永豐69購01  ","0","0","0","1,233,000","499,000","734,000","1,233,000","499,000","734,000",
="061961","台積電台新72購01","0","0","0","796,000","70,000","726,000","796,000","70,000","726,000",
"1301  ","台塑            ","726,000","52,000","674,000","52,000","0","52,000","778,000","52,000","726,000",
="060813","TPK元大71購01   ","0","0","0","1,009,000","284,000","725,000","1,009,000","284,000","725,000",
="056571","大立光兆豐68購01","0","0","0","748,000","38,000","710,000","748,000","38,000","710,000",
="00663L","國泰臺灣加權正2 ","0","0","0","2,925,000","2,216,000","709,000","2,925,000","2,216,000","709,000",
="057845","瑞昱國票6A購01  ","0","0","0","710,000","10,000","700,000","710,000","10,000","700,000",
="057156","群創兆豐69購01  ","149,000","0","149,000","545,000","0","545,000","694,000","0","694,000",
="060764","華新科永豐6B購01","0","0","0","742,000","57,000","685,000","742,000","57,000","685,000",
="060812","TPK元大6B購06   ","0","0","0","922,000","241,000","681,000","922,000","241,000","681,000",
="061024","TPK台新71購01   ","0","0","0","1,014,000","336,000","678,000","1,014,000","336,000","678,000",
="058980","華邦電元大6A購05","0","0","0","1,419,000","749,000","670,000","1,419,000","749,000","670,000",
="057707","聯電永豐6A購01  ","0","0","0","754,000","85,000","669,000","754,000","85,000","669,000",
="054950","鴻海群益68購02  ","0","0","0","1,940,000","1,272,000","668,000","1,940,000","1,272,000","668,000",
="056036","大同國泰67購03  ","0","0","0","713,000","45,000","668,000","713,000","45,000","668,000",
="055366","鴻準元大6A購02  ","0","0","0","1,607,000","940,000","667,000","1,607,000","940,000","667,000",
="058532","群創凱基6A購02  ","0","0","0","814,000","150,000","664,000","814,000","150,000","664,000",
="059939","上証2X元大6B購01","0","0","0","1,018,000","354,000","664,000","1,018,000","354,000","664,000",
="060815","TPK元大71購03   ","0","0","0","858,000","195,000","663,000","858,000","195,000","663,000",
"3037  ","欣興            ","143,000","78,000","65,000","654,000","59,000","595,000","797,000","137,000","660,000",
="059256","儒鴻元大6A購02  ","0","0","0","1,066,000","410,000","656,000","1,066,000","410,000","656,000",
="061939","致伸國泰6C購01  ","0","0","0","700,000","51,000","649,000","700,000","51,000","649,000",
="058186","緯創統一6B購01  ","0","0","0","1,016,000","368,000","648,000","1,016,000","368,000","648,000",
="057138","富邦金亞東69購01","0","0","0","776,000","130,000","646,000","776,000","130,000","646,000",
="059255","綠悅元大6B購01  ","0","0","0","647,000","2,000","645,000","647,000","2,000","645,000",
="061684","台積電群益72購02","0","0","0","645,000","0","645,000","645,000","0","645,000",
="055979","大同統一67購01  ","0","0","0","642,000","0","642,000","642,000","0","642,000",
="061092","樺漢群益71購02  ","0","0","0","837,000","197,000","640,000","837,000","197,000","640,000",
="061109","大立光元大6C購01","0","0","0","856,000","220,000","636,000","856,000","220,000","636,000",
="058508","聯電元大6C購01  ","0","0","0","1,255,000","623,000","632,000","1,255,000","623,000","632,000",
="061026","廣華永豐6C購01  ","0","0","0","865,000","234,000","631,000","865,000","234,000","631,000",
="059421","仁寶群益6A購03  ","0","0","0","620,000","0","620,000","620,000","0","620,000",
="051785","群創元大66購01  ","0","0","0","691,000","74,000","617,000","691,000","74,000","617,000",
="057669","葡萄王統一6A購01","0","0","0","890,000","273,000","617,000","890,000","273,000","617,000",
="060289","百和元大6B購02  ","0","0","0","1,154,000","539,000","615,000","1,154,000","539,000","615,000",
="03291P","仁寶元大6B售01  ","0","0","0","745,000","136,000","609,000","745,000","136,000","609,000",
="060576","台積電台新6C購03","0","0","0","816,000","210,000","606,000","816,000","210,000","606,000",
="056983","鴻海富邦6A購01  ","0","0","0","733,000","131,000","602,000","733,000","131,000","602,000",
="059400","群創元大6A購06  ","0","0","0","2,519,000","1,917,000","602,000","2,519,000","1,917,000","602,000",
="08622P","華邦電統一69售01","0","0","0","723,000","121,000","602,000","723,000","121,000","602,000",
="056067","友達凱基67購04  ","0","0","0","600,000","0","600,000","600,000","0","600,000",
="058764","至上永豐6A購01  ","0","0","0","686,000","89,000","597,000","686,000","89,000","597,000",
="055102","利勤富邦68購01  ","0","0","0","616,000","20,000","596,000","616,000","20,000","596,000",
="061945","TPK富邦72購01   ","0","0","0","682,000","88,000","594,000","682,000","88,000","594,000",
="060192","GIS永豐6C購02   ","0","0","0","1,267,000","676,000","591,000","1,267,000","676,000","591,000",
="059133","華航永豐6A購01  ","0","0","0","618,000","28,000","590,000","618,000","28,000","590,000",
="058538","力達元大6B購01  ","0","0","0","683,000","94,000","589,000","683,000","94,000","589,000",
="056803","康友凱基6B購02  ","0","0","0","600,000","15,000","585,000","600,000","15,000","585,000",
="060565","元上證元大6B購01","0","0","0","600,000","15,000","585,000","600,000","15,000","585,000",
="054431","友達富邦6B購01  ","0","0","0","583,000","0","583,000","583,000","0","583,000",
="058602","中租日盛6A購01  ","0","0","0","1,235,000","659,000","576,000","1,235,000","659,000","576,000",
="058631","葡萄王凱基6A購01","0","0","0","2,187,000","1,611,000","576,000","2,187,000","1,611,000","576,000",
"1326  ","台化            ","562,000","0","562,000","18,000","5,000","13,000","580,000","5,000","575,000",
="060171","台積電群益6C購02","0","0","0","583,000","10,000","573,000","583,000","10,000","573,000",
"2892  ","第一金          ","213,000","0","213,000","360,000","0","360,000","573,000","0","573,000",
="059601","聯電兆豐6B購02  ","0","0","0","852,000","284,000","568,000","852,000","284,000","568,000",
="03181P","超眾元大6C售03  ","0","0","0","816,000","250,000","566,000","816,000","250,000","566,000",
="058711","百和國票6B購01  ","0","0","0","1,050,000","485,000","565,000","1,050,000","485,000","565,000",
="050100","宏達電中信68購01","0","0","0","559,000","0","559,000","559,000","0","559,000",
="057148","統一元大68購01  ","0","0","0","723,000","165,000","558,000","723,000","165,000","558,000",
="059223","群創群益6A購04  ","0","0","0","1,840,000","1,282,000","558,000","1,840,000","1,282,000","558,000",
="059387","廣華國泰6A購01  ","0","0","0","695,000","137,000","558,000","695,000","137,000","558,000",
="061155","敦泰永豐6C購02  ","0","0","0","574,000","20,000","554,000","574,000","20,000","554,000",
="03746P","光寶科元大6C售01","0","0","0","563,000","10,000","553,000","563,000","10,000","553,000",
="03633P","卜蜂元大6C售03  ","0","0","0","811,000","259,000","552,000","811,000","259,000","552,000",
="061396","榮成元富6C購01  ","0","0","0","652,000","100,000","552,000","652,000","100,000","552,000",
="059380","華邦電永昌6A購02","0","0","0","551,000","1,000","550,000","551,000","1,000","550,000",
="056497","中鋼兆豐68購01  ","0","0","0","549,000","0","549,000","549,000","0","549,000",
="061340","可成統一71購02  ","0","0","0","701,000","152,000","549,000","701,000","152,000","549,000",
="061957","台積電統一71購02","0","0","0","865,000","321,000","544,000","865,000","321,000","544,000",
="06825P","台灣50日盛67售01","0","0","0","540,000","0","540,000","540,000","0","540,000",
="059983","中租統一6B購01  ","0","0","0","710,000","171,000","539,000","710,000","171,000","539,000",
="056906","葡萄王元大68購01","0","0","0","811,000","273,000","538,000","811,000","273,000","538,000",
="060184","鴻海群益73購01  ","0","0","0","1,397,000","861,000","536,000","1,397,000","861,000","536,000",
="061773","榮成兆豐71購01  ","0","0","0","631,000","95,000","536,000","631,000","95,000","536,000",
="08948P","鎧勝凱基6A售02  ","0","0","0","836,000","301,000","535,000","836,000","301,000","535,000",
="058156","緯創元大69購02  ","0","0","0","538,000","5,000","533,000","538,000","5,000","533,000",
="056722","大立光富邦6C購03","0","0","0","552,000","20,000","532,000","552,000","20,000","532,000",
="055463","彩晶統一69購01  ","0","0","0","690,000","160,000","530,000","690,000","160,000","530,000",
="061507","榮成凱基6C購01  ","0","0","0","1,290,000","761,000","529,000","1,290,000","761,000","529,000",
="07836P","TPK群益68售03   ","0","0","0","529,000","0","529,000","529,000","0","529,000",
="058056","新日興國泰6A購01","0","0","0","733,000","207,000","526,000","733,000","207,000","526,000",
="060402","王品永豐6B購02  ","0","0","0","566,000","40,000","526,000","566,000","40,000","526,000",
"2002  ","中鋼            ","421,000","110,000","311,000","279,000","64,000","215,000","700,000","174,000","526,000",
="03284P","致伸元富6B售02  ","0","0","0","656,000","131,000","525,000","656,000","131,000","525,000",
="061271","榮成永豐6C購01  ","0","0","0","751,000","226,000","525,000","751,000","226,000","525,000",
="03547P","聯發科元大6B售07","0","0","0","1,002,000","478,000","524,000","1,002,000","478,000","524,000",
="060368","台積電元富71購01","0","0","0","729,000","206,000","523,000","729,000","206,000","523,000",
="060662","聯電元大6B購01  ","0","0","0","1,430,000","909,000","521,000","1,430,000","909,000","521,000",
="059388","南亞富邦6A購01  ","0","0","0","955,000","435,000","520,000","955,000","435,000","520,000",
="060138","可成兆豐6C購01  ","0","0","0","954,000","434,000","520,000","954,000","434,000","520,000",
"2454  ","聯發科          ","80,000","24,000","56,000","568,000","104,000","464,000","648,000","128,000","520,000",
="057546","友達富邦69購01  ","0","0","0","629,000","110,000","519,000","629,000","110,000","519,000",
="058959","台積電富邦6C購01","0","0","0","1,894,000","1,375,000","519,000","1,894,000","1,375,000","519,000",
="060811","TPK元大6B購05   ","0","0","0","861,000","342,000","519,000","861,000","342,000","519,000",
="060854","TPK富邦71購03   ","0","0","0","555,000","40,000","515,000","555,000","40,000","515,000",
="060799","TPK群益71購02   ","0","0","0","514,000","0","514,000","514,000","0","514,000",
="060848","麗豐國泰6B購01  ","0","0","0","515,000","1,000","514,000","515,000","1,000","514,000",
="061386","日月光日盛6C購01","0","0","0","697,000","184,000","513,000","697,000","184,000","513,000",
="056665","葡萄王日盛69購01","0","0","0","562,000","50,000","512,000","562,000","50,000","512,000",
="060801","TPK臺銀6B購01   ","0","0","0","511,000","0","511,000","511,000","0","511,000",
="055813","友達富邦67購02  ","0","0","0","509,000","0","509,000","509,000","0","509,000",
="061919","台積電凱基6C購01","0","0","0","509,000","0","509,000","509,000","0","509,000",
="060970","TPK永豐6C購01   ","0","0","0","767,000","260,000","507,000","767,000","260,000","507,000",
"1402  ","遠東新          ","498,000","0","498,000","8,000","0","8,000","506,000","0","506,000",
="060194","可成永豐6B購02  ","0","0","0","953,000","448,000","505,000","953,000","448,000","505,000",
="055397","葡萄王凱基69購01","0","0","0","1,002,000","501,000","501,000","1,002,000","501,000","501,000",
="07962P","亞光凱基68售01  ","0","0","0","501,000","0","501,000","501,000","0","501,000",
="056262","群創群益68購03  ","0","0","0","975,000","475,000","500,000","975,000","475,000","500,000",
="057209","T50反1中信6A購01","0","0","0","500,000","0","500,000","500,000","0","500,000",
="060831","TPK永豐6B購05   ","0","0","0","839,000","339,000","500,000","839,000","339,000","500,000",
="061331","TPK群益71購05   ","0","0","0","582,000","82,000","500,000","582,000","82,000","500,000",
="060798","TPK群益71購01   ","0","0","0","499,000","0","499,000","499,000","0","499,000",
="059077","群創永豐6B購02  ","0","0","0","858,000","360,000","498,000","858,000","360,000","498,000",
="061293","得力元富71購01  ","0","0","0","496,000","0","496,000","496,000","0","496,000",
="059512","葡萄王日盛6A購01","0","0","0","540,000","45,000","495,000","540,000","45,000","495,000",
="060878","卜蜂永豐6B購02  ","0","0","0","628,000","133,000","495,000","628,000","133,000","495,000",
="03221P","聯鈞國泰6B售01  ","0","0","0","494,000","0","494,000","494,000","0","494,000",
="059267","麗清國泰6C購01  ","0","0","0","494,000","0","494,000","494,000","0","494,000",
="060775","王品國泰6B購02  ","0","0","0","755,000","262,000","493,000","755,000","262,000","493,000",
="057196","新光金兆豐68購01","0","0","0","669,000","177,000","492,000","669,000","177,000","492,000",
="056000","大同凱基67購02  ","0","0","0","628,000","142,000","486,000","628,000","142,000","486,000",
="058761","光寶科永豐6A購01","0","0","0","486,000","0","486,000","486,000","0","486,000",
="059246","光寶科元大6A購03","0","0","0","499,000","14,000","485,000","499,000","14,000","485,000",
="062003","百和元大73購01  ","0","0","0","661,000","177,000","484,000","661,000","177,000","484,000",
="061164","台積電元富71購02","0","0","0","497,000","15,000","482,000","497,000","15,000","482,000",
="059125","友達台新6C購01  ","0","0","0","554,000","73,000","481,000","554,000","73,000","481,000",
="055775","友達凱基67購02  ","0","0","0","805,000","325,000","480,000","805,000","325,000","480,000",
="060841","TPK康和6B購02   ","0","0","0","580,000","100,000","480,000","580,000","100,000","480,000",
="061419","台積電永昌6C購03","0","0","0","931,000","451,000","480,000","931,000","451,000","480,000",
="058059","百和富邦6B購01  ","0","0","0","753,000","274,000","479,000","753,000","274,000","479,000",
="055356","友達元大68購03  ","0","0","0","1,794,000","1,317,000","477,000","1,794,000","1,317,000","477,000",
"4904  ","遠傳            ","477,000","0","477,000","0","0","0","477,000","0","477,000",
