"106年05月25日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00637L","元大滬深300正2  ","5,380,000","450,000","4,930,000","119,187,000","2,294,000","116,893,000","124,567,000","2,744,000","121,823,000",
="00633L","富邦上証正2     ","903,000","1,686,000","-783,000","34,186,000","688,000","33,498,000","35,089,000","2,374,000","32,715,000",
="00672L","元大S&P原油正2  ","0","0","0","16,069,000","1,060,000","15,009,000","16,069,000","1,060,000","15,009,000",
="056175","臺股指元大69購13","0","0","0","7,633,000","4,000","7,629,000","7,633,000","4,000","7,629,000",
="00642U","元大S&P石油     ","10,000","0","10,000","6,354,000","290,000","6,064,000","6,364,000","290,000","6,074,000",
="00692 ","富邦公司治理    ","0","0","0","5,468,000","274,000","5,194,000","5,468,000","274,000","5,194,000",
="058971","聯發科統一6B購04","0","0","0","7,769,000","4,252,000","3,517,000","7,769,000","4,252,000","3,517,000",
="059534","元上證元大6A購01","0","0","0","3,296,000","190,000","3,106,000","3,296,000","190,000","3,106,000",
="060067","GIS統一6B購02   ","0","0","0","3,912,000","1,418,000","2,494,000","3,912,000","1,418,000","2,494,000",
"2344  ","華邦電          ","650,000","1,000","649,000","3,444,000","1,691,000","1,753,000","4,094,000","1,692,000","2,402,000",
"1216  ","統一            ","705,000","320,000","385,000","1,903,000","33,000","1,870,000","2,608,000","353,000","2,255,000",
="0050  ","元大台灣50      ","179,000","107,000","72,000","2,178,000","0","2,178,000","2,357,000","107,000","2,250,000",
="058602","中租日盛6A購01  ","0","0","0","2,858,000","633,000","2,225,000","2,858,000","633,000","2,225,000",
="056567","滬深2X日盛6B購01","0","0","0","2,192,000","8,000","2,184,000","2,192,000","8,000","2,184,000",
="08128P","臺股指群益68售08","0","0","0","2,050,000","0","2,050,000","2,050,000","0","2,050,000",
="056176","臺股指元大69購14","0","0","0","2,004,000","20,000","1,984,000","2,004,000","20,000","1,984,000",
"1605  ","華新            ","0","0","0","2,367,000","437,000","1,930,000","2,367,000","437,000","1,930,000",
"1303  ","南亞            ","3,000","1,000","2,000","1,801,000","1,000","1,800,000","1,804,000","2,000","1,802,000",
="060267","聯發科統一6C購02","0","0","0","2,811,000","1,023,000","1,788,000","2,811,000","1,023,000","1,788,000",
="0061  ","元大寶滬深      ","390,000","50,000","340,000","2,170,000","733,000","1,437,000","2,560,000","783,000","1,777,000",
="059223","群創群益6A購04  ","0","0","0","4,303,000","2,555,000","1,748,000","4,303,000","2,555,000","1,748,000",
="00655L","國泰中國A50正2  ","0","0","0","2,280,000","582,000","1,698,000","2,280,000","582,000","1,698,000",
="060383","新日興凱基6B購01","0","0","0","2,613,000","920,000","1,693,000","2,613,000","920,000","1,693,000",
"2603  ","長榮            ","226,000","1,000","225,000","1,513,000","67,000","1,446,000","1,739,000","68,000","1,671,000",
="059957","台積電統一72購01","0","0","0","1,640,000","2,000","1,638,000","1,640,000","2,000","1,638,000",
="058056","新日興國泰6A購01","0","0","0","2,153,000","603,000","1,550,000","2,153,000","603,000","1,550,000",
="060342","京鼎凱基6B購03  ","0","0","0","1,567,000","32,000","1,535,000","1,567,000","32,000","1,535,000",
="056782","新日興元大6B購01","0","0","0","2,448,000","942,000","1,506,000","2,448,000","942,000","1,506,000",
="060312","聯發科統一6B購05","0","0","0","4,018,000","2,521,000","1,497,000","4,018,000","2,521,000","1,497,000",
="054556","聯發科元大68購01","0","0","0","1,673,000","194,000","1,479,000","1,673,000","194,000","1,479,000",
="07962P","亞光凱基68售01  ","0","0","0","1,473,000","10,000","1,463,000","1,473,000","10,000","1,463,000",
"2340  ","光磊            ","119,000","1,000","118,000","1,342,000","0","1,342,000","1,461,000","1,000","1,460,000",
"2455  ","全新            ","527,000","138,000","389,000","1,181,000","111,000","1,070,000","1,708,000","249,000","1,459,000",
="03218P","台積電永昌6C售01","0","0","0","3,209,000","1,758,000","1,451,000","3,209,000","1,758,000","1,451,000",
="056647","大立光國泰6A購04","0","0","0","1,476,000","28,000","1,448,000","1,476,000","28,000","1,448,000",
="057791","華新元大6A購01  ","0","0","0","2,595,000","1,187,000","1,408,000","2,595,000","1,187,000","1,408,000",
="055232","新日興元富67購01","0","0","0","1,809,000","426,000","1,383,000","1,809,000","426,000","1,383,000",
="059163","聯發科凱基6A購03","0","0","0","3,591,000","2,211,000","1,380,000","3,591,000","2,211,000","1,380,000",
="059508","群創群益6A購07  ","0","0","0","1,506,000","200,000","1,306,000","1,506,000","200,000","1,306,000",
="060462","GIS永豐6B購04   ","0","0","0","1,547,000","248,000","1,299,000","1,547,000","248,000","1,299,000",
="08948P","鎧勝凱基6A售02  ","0","0","0","1,778,000","531,000","1,247,000","1,778,000","531,000","1,247,000",
="059652","群創玉山6A購01  ","0","0","0","1,215,000","10,000","1,205,000","1,215,000","10,000","1,205,000",
="060192","GIS永豐6C購02   ","0","0","0","1,802,000","622,000","1,180,000","1,802,000","622,000","1,180,000",
="060374","京鼎國泰73購01  ","0","0","0","1,206,000","35,000","1,171,000","1,206,000","35,000","1,171,000",
="060473","GIS群益6B購03   ","0","0","0","1,855,000","703,000","1,152,000","1,855,000","703,000","1,152,000",
