"106年08月17日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"2354  ","鴻準            ","200,000","25,000","175,000","807,000","89,000","718,000","1,007,000","114,000","893,000",
="059301","友達元大6B購03  ","0","0","0","1,275,000","385,000","890,000","1,275,000","385,000","890,000",
="062609","台玻元富71購01  ","0","0","0","991,000","109,000","882,000","991,000","109,000","882,000",
="058591","碩天國泰71購01  ","0","0","0","912,000","31,000","881,000","912,000","31,000","881,000",
="03747P","英業達元大6C售01","0","0","0","908,000","37,000","871,000","908,000","37,000","871,000",
="063498","長榮元大71購02  ","0","0","0","1,314,000","460,000","854,000","1,314,000","460,000","854,000",
="058471","華邦電國泰6C購02","0","0","0","1,327,000","479,000","848,000","1,327,000","479,000","848,000",
="060746","和碩凱基6B購01  ","0","0","0","1,085,000","240,000","845,000","1,085,000","240,000","845,000",
"2515  ","中工            ","842,000","0","842,000","1,000","17,000","-16,000","843,000","17,000","826,000",
="04118P","可成凱基71售01  ","0","0","0","1,440,000","620,000","820,000","1,440,000","620,000","820,000",
="063776","康控統一71購02  ","0","0","0","861,000","42,000","819,000","861,000","42,000","819,000",
="060383","新日興凱基6B購01","0","0","0","836,000","24,000","812,000","836,000","24,000","812,000",
="058090","華通凱基69購01  ","0","0","0","865,000","59,000","806,000","865,000","59,000","806,000",
="064056","榮成統一73購01  ","0","0","0","1,371,000","567,000","804,000","1,371,000","567,000","804,000",
="064548","綠悅中信76購01  ","0","0","0","854,000","50,000","804,000","854,000","50,000","804,000",
="057263","啟碁群益68購02  ","0","0","0","803,000","0","803,000","803,000","0","803,000",
="062394","欣興凱基6C購01  ","0","0","0","830,000","30,000","800,000","830,000","30,000","800,000",
="063329","奇力新兆豐71購01","0","0","0","797,000","0","797,000","797,000","0","797,000",
="04584P","群創群益72售05  ","0","0","0","834,000","42,000","792,000","834,000","42,000","792,000",
="057117","敦泰群益69購02  ","0","0","0","792,000","0","792,000","792,000","0","792,000",
="058915","奇力新元富6B購01","0","0","0","1,130,000","338,000","792,000","1,130,000","338,000","792,000",
="061990","超眾日盛6C購01  ","0","0","0","1,034,000","242,000","792,000","1,034,000","242,000","792,000",
="063703","美律統一72購02  ","0","0","0","1,670,000","887,000","783,000","1,670,000","887,000","783,000",
="061854","台積電元大6C購09","0","0","0","1,382,000","600,000","782,000","1,382,000","600,000","782,000",
="061467","訊芯元大72購01  ","0","0","0","800,000","22,000","778,000","800,000","22,000","778,000",
="061671","台灣50元大72購02","0","0","0","1,031,000","253,000","778,000","1,031,000","253,000","778,000",
="060369","智易元富6C購01  ","0","0","0","1,715,000","941,000","774,000","1,715,000","941,000","774,000",
="064407","美律統一74購01  ","0","0","0","1,376,000","602,000","774,000","1,376,000","602,000","774,000",
"1609  ","大亞            ","772,000","0","772,000","0","0","0","772,000","0","772,000",
="064305","華通統一72購01  ","0","0","0","2,126,000","1,359,000","767,000","2,126,000","1,359,000","767,000",
="058461","聯詠群益6B購01  ","0","0","0","1,012,000","250,000","762,000","1,012,000","250,000","762,000",
="063746","華通元大71購06  ","0","0","0","1,062,000","300,000","762,000","1,062,000","300,000","762,000",
="059564","大立光統一6A購05","0","0","0","1,043,000","288,000","755,000","1,043,000","288,000","755,000",
="063258","群創兆豐71購04  ","0","0","0","750,000","0","750,000","750,000","0","750,000",
="064424","台積電富邦72購05","0","0","0","810,000","60,000","750,000","810,000","60,000","750,000",
="064445","劍麟元大72購02  ","0","0","0","976,000","226,000","750,000","976,000","226,000","750,000",
="062976","長榮元大71購01  ","0","0","0","763,000","14,000","749,000","763,000","14,000","749,000",
="063614","正文元大72購01  ","0","0","0","900,000","151,000","749,000","900,000","151,000","749,000",
="061929","榮成統一6C購02  ","0","0","0","1,394,000","651,000","743,000","1,394,000","651,000","743,000",
="03378P","臺股指中信6B售05","0","0","0","776,000","34,000","742,000","776,000","34,000","742,000",
="056984","大立光兆豐69購05","0","0","0","761,000","20,000","741,000","761,000","20,000","741,000",
="064035","華通凱基73購01  ","0","0","0","895,000","154,000","741,000","895,000","154,000","741,000",
="063962","元大金兆豐74購01","0","0","0","864,000","124,000","740,000","864,000","124,000","740,000",
="00639 ","富邦深100       ","70,000","0","70,000","832,000","164,000","668,000","902,000","164,000","738,000",
="063767","華通元富71購03  ","0","0","0","904,000","166,000","738,000","904,000","166,000","738,000",
="064423","台積電富邦72購04","0","0","0","765,000","27,000","738,000","765,000","27,000","738,000",
="04210P","儒鴻統一73售02  ","0","0","0","757,000","20,000","737,000","757,000","20,000","737,000",
="064509","華通國票72購01  ","0","0","0","755,000","22,000","733,000","755,000","22,000","733,000",
="08852P","和大元大6A售01  ","0","0","0","1,062,000","330,000","732,000","1,062,000","330,000","732,000",
="064226","聯發科元大72購07","0","0","0","740,000","10,000","730,000","740,000","10,000","730,000",
="08084P","TPK凱基69售02   ","0","0","0","729,000","0","729,000","729,000","0","729,000",
="062297","神基永豐6C購01  ","0","0","0","899,000","173,000","726,000","899,000","173,000","726,000",
="063567","GIS統一73購01   ","0","0","0","893,000","167,000","726,000","893,000","167,000","726,000",
="063073","鴻海凱基71購02  ","0","0","0","4,041,000","3,321,000","720,000","4,041,000","3,321,000","720,000",
="060388","華邦電日盛6B購01","0","0","0","838,000","119,000","719,000","838,000","119,000","719,000",
="04088P","鴻海統一71售05  ","0","0","0","711,000","0","711,000","711,000","0","711,000",
="03902P","台積電凱基6C售08","0","0","0","726,000","16,000","710,000","726,000","16,000","710,000",
="03612P","和大元大6C售02  ","0","0","0","1,124,000","418,000","706,000","1,124,000","418,000","706,000",
="060882","長榮永豐6B購01  ","0","0","0","888,000","185,000","703,000","888,000","185,000","703,000",
="064060","京鼎統一74購01  ","0","0","0","1,320,000","617,000","703,000","1,320,000","617,000","703,000",
="059182","富邦金群益6A購02","0","0","0","700,000","0","700,000","700,000","0","700,000",
="08977P","聯鈞群益6B售02  ","0","0","0","698,000","0","698,000","698,000","0","698,000",
="061490","智原國泰6C購01  ","0","0","0","1,125,000","431,000","694,000","1,125,000","431,000","694,000",
="064491","建準永豐72購02  ","0","0","0","738,000","45,000","693,000","738,000","45,000","693,000",
="03769P","聯電凱基6C售02  ","0","0","0","912,000","220,000","692,000","912,000","220,000","692,000",
="061974","鴻海富邦72購02  ","0","0","0","1,646,000","954,000","692,000","1,646,000","954,000","692,000",
="063059","中磊元大71購01  ","0","0","0","1,037,000","345,000","692,000","1,037,000","345,000","692,000",
="063048","GIS兆豐74購02   ","0","0","0","779,000","90,000","689,000","779,000","90,000","689,000",
="064011","GIS國泰74購01   ","0","0","0","796,000","115,000","681,000","796,000","115,000","681,000",
"2891  ","中信金          ","400,000","10,000","390,000","375,000","85,000","290,000","775,000","95,000","680,000",
="057504","彩晶兆豐69購01  ","0","0","0","677,000","0","677,000","677,000","0","677,000",
="057202","華新永昌68購02  ","0","0","0","675,000","0","675,000","675,000","0","675,000",
="058595","華邦電富邦6C購01","0","0","0","940,000","265,000","675,000","940,000","265,000","675,000",
"1536  ","和大            ","2,000","81,000","-79,000","853,000","102,000","751,000","855,000","183,000","672,000",
="061534","超眾元大73購01  ","0","0","0","710,000","40,000","670,000","710,000","40,000","670,000",
"1215  ","卜蜂            ","167,000","5,000","162,000","519,000","13,000","506,000","686,000","18,000","668,000",
="059160","神基凱基6A購01  ","0","0","0","1,296,000","632,000","664,000","1,296,000","632,000","664,000",
="064189","臻鼎兆豐72購01  ","0","0","0","1,100,000","438,000","662,000","1,100,000","438,000","662,000",
="00677U","富邦VIX         ","230,000","0","230,000","1,157,000","728,000","429,000","1,387,000","728,000","659,000",
="08987P","仁寶元富6B售02  ","0","0","0","808,000","150,000","658,000","808,000","150,000","658,000",
="03955P","大立光統一71售03","0","0","0","1,161,000","505,000","656,000","1,161,000","505,000","656,000",
="04595P","和大群益73售01  ","0","0","0","662,000","10,000","652,000","662,000","10,000","652,000",
="056668","景碩統一6A購01  ","0","0","0","1,076,000","425,000","651,000","1,076,000","425,000","651,000",
="063400","華邦電永豐71購01","0","0","0","987,000","341,000","646,000","987,000","341,000","646,000",
="064485","京鼎日盛72購01  ","0","0","0","654,000","10,000","644,000","654,000","10,000","644,000",
="04233P","微星元富72售01  ","0","0","0","644,000","1,000","643,000","644,000","1,000","643,000",
="062687","劍麟群益72購01  ","0","0","0","1,602,000","963,000","639,000","1,602,000","963,000","639,000",
="063496","凌陽元大71購02  ","0","0","0","768,000","130,000","638,000","768,000","130,000","638,000",
="063162","綠悅永豐71購01  ","0","0","0","917,000","282,000","635,000","917,000","282,000","635,000",
="063640","京鼎國泰73購02  ","0","0","0","1,058,000","424,000","634,000","1,058,000","424,000","634,000",
="060566","神基元大6B購01  ","0","0","0","2,056,000","1,424,000","632,000","2,056,000","1,424,000","632,000",
="061395","樺漢統一6C購02  ","0","0","0","1,441,000","810,000","631,000","1,441,000","810,000","631,000",
="062293","正隆永豐71購01  ","0","0","0","875,000","245,000","630,000","875,000","245,000","630,000",
="058247","華邦電永豐6A購03","0","0","0","1,320,000","692,000","628,000","1,320,000","692,000","628,000",
"2458  ","義隆            ","13,000","0","13,000","684,000","70,000","614,000","697,000","70,000","627,000",
="08186P","和大元富6A售01  ","0","0","0","821,000","200,000","621,000","821,000","200,000","621,000",
="064513","京鼎統一73購01  ","0","0","0","864,000","245,000","619,000","864,000","245,000","619,000",
="064120","GIS永豐72購01   ","0","0","0","900,000","287,000","613,000","900,000","287,000","613,000",
="04526P","嘉澤元大72售03  ","0","0","0","790,000","180,000","610,000","790,000","180,000","610,000",
="057740","智易元大69購01  ","0","0","0","610,000","0","610,000","610,000","0","610,000",
="060489","長榮航日盛6B購01","0","0","0","1,006,000","396,000","610,000","1,006,000","396,000","610,000",
="061676","華通元大6C購02  ","0","0","0","700,000","92,000","608,000","700,000","92,000","608,000",
="060005","訊芯元大6B購01  ","0","0","0","605,000","0","605,000","605,000","0","605,000",
="062423","景碩凱基71購01  ","0","0","0","1,480,000","879,000","601,000","1,480,000","879,000","601,000",
="058923","宏全國票6B購01  ","0","0","0","700,000","100,000","600,000","700,000","100,000","600,000",
="061070","佳世達國票71購01","0","0","0","599,000","0","599,000","599,000","0","599,000",
="064354","華新科永豐72購01","0","0","0","912,000","317,000","595,000","912,000","317,000","595,000",
="058767","奇力新永豐6A購01","0","0","0","827,000","235,000","592,000","827,000","235,000","592,000",
="04543P","台積電統一74售04","0","0","0","711,000","124,000","587,000","711,000","124,000","587,000",
="058528","華邦電凱基6A購01","0","0","0","2,135,000","1,548,000","587,000","2,135,000","1,548,000","587,000",
="061847","景碩兆豐6C購01  ","0","0","0","696,000","110,000","586,000","696,000","110,000","586,000",
="063588","景碩玉山71購01  ","0","0","0","592,000","8,000","584,000","592,000","8,000","584,000",
="03289P","可成富邦6B售01  ","0","0","0","873,000","290,000","583,000","873,000","290,000","583,000",
="060115","台郡元大71購01  ","0","0","0","1,087,000","504,000","583,000","1,087,000","504,000","583,000",
="063923","京鼎元大75購01  ","0","0","0","917,000","335,000","582,000","917,000","335,000","582,000",
="061271","榮成永豐6C購01  ","0","0","0","873,000","292,000","581,000","873,000","292,000","581,000",
="064429","美律日盛72購01  ","0","0","0","581,000","0","581,000","581,000","0","581,000",
="062135","聯發科元富6C購07","0","0","0","579,000","0","579,000","579,000","0","579,000",
="063581","建準元大71購03  ","0","0","0","1,553,000","979,000","574,000","1,553,000","979,000","574,000",
="061935","宏達電元富6C購01","0","0","0","602,000","29,000","573,000","602,000","29,000","573,000",
="063066","景碩國泰71購01  ","0","0","0","1,411,000","838,000","573,000","1,411,000","838,000","573,000",
="04144P","鴻海永昌77售03  ","0","0","0","1,740,000","1,170,000","570,000","1,740,000","1,170,000","570,000",
="055428","淘帝元大6A購01  ","0","0","0","570,000","0","570,000","570,000","0","570,000",
="060234","永冠兆豐6C購01  ","0","0","0","600,000","30,000","570,000","600,000","30,000","570,000",
="063579","臺股指日盛71購02","0","0","0","580,000","10,000","570,000","580,000","10,000","570,000",
"1718  ","中纖            ","500,000","4,000","496,000","99,000","28,000","71,000","599,000","32,000","567,000",
="04186P","宏碁元大71售01  ","0","0","0","571,000","5,000","566,000","571,000","5,000","566,000",
="063417","健鼎元大71購01  ","0","0","0","616,000","52,000","564,000","616,000","52,000","564,000",
="063561","臺股指永豐71購02","0","0","0","574,000","10,000","564,000","574,000","10,000","564,000",
="059376","智易元大6B購01  ","0","0","0","851,000","288,000","563,000","851,000","288,000","563,000",
="064512","景碩統一73購01  ","0","0","0","1,417,000","856,000","561,000","1,417,000","856,000","561,000",
="061813","台苯日盛6C購01  ","0","0","0","570,000","10,000","560,000","570,000","10,000","560,000",
"2885  ","元大金          ","300,000","39,000","261,000","785,000","486,000","299,000","1,085,000","525,000","560,000",
"2303  ","聯電            ","0","222,000","-222,000","1,085,000","309,000","776,000","1,085,000","531,000","554,000",
="061804","富邦金凱基6C購01","0","0","0","1,694,000","1,142,000","552,000","1,694,000","1,142,000","552,000",
="064192","華通凱基72購01  ","0","0","0","1,302,000","750,000","552,000","1,302,000","750,000","552,000",
="062370","T50反1元大71購05","0","0","0","581,000","30,000","551,000","581,000","30,000","551,000",
="063030","聯發科統一72購05","0","0","0","993,000","444,000","549,000","993,000","444,000","549,000",
="061773","榮成兆豐71購01  ","0","0","0","568,000","21,000","547,000","568,000","21,000","547,000",
="04303P","台積電統一72售02","0","0","0","660,000","116,000","544,000","660,000","116,000","544,000",
="063197","台勝科統一72購01","0","0","0","587,000","45,000","542,000","587,000","45,000","542,000",
="063798","劍麟凱基71購01  ","0","0","0","647,000","105,000","542,000","647,000","105,000","542,000",
="04301P","日月光元富72售01","0","0","0","667,000","126,000","541,000","667,000","126,000","541,000",
="058452","中壽群益6A購01  ","0","0","0","593,000","52,000","541,000","593,000","52,000","541,000",
="062365","台光電群益6C購02","0","0","0","767,000","227,000","540,000","767,000","227,000","540,000",
="060286","大立光元大6B購04","0","0","0","559,000","20,000","539,000","559,000","20,000","539,000",
"4426  ","利勤            ","0","0","0","558,000","19,000","539,000","558,000","19,000","539,000",
="03903P","台積電凱基6C售09","0","0","0","554,000","16,000","538,000","554,000","16,000","538,000",
="060423","台積電富邦6B購02","0","100,000","-100,000","1,361,000","723,000","638,000","1,361,000","823,000","538,000",
="060958","卜蜂中信6C購01  ","0","0","0","620,000","82,000","538,000","620,000","82,000","538,000",
="060451","GIS中信6B購02   ","0","0","0","607,000","70,000","537,000","607,000","70,000","537,000",
="059313","臺股指兆豐6A購06","0","0","0","737,000","201,000","536,000","737,000","201,000","536,000",
="060820","TPK凱基6B購01   ","0","0","0","2,958,000","2,422,000","536,000","2,958,000","2,422,000","536,000",
="060487","智易富邦72購01  ","0","0","0","1,062,000","529,000","533,000","1,062,000","529,000","533,000",
="03783P","中石化國泰6C售01","0","0","0","531,000","0","531,000","531,000","0","531,000",
="061499","大立光兆豐6C購04","0","0","0","616,000","85,000","531,000","616,000","85,000","531,000",
="063742","GIS永豐71購05   ","0","0","0","853,000","322,000","531,000","853,000","322,000","531,000",
="061628","利勤永豐6C購01  ","0","0","0","912,000","382,000","530,000","912,000","382,000","530,000",
="062487","廣宇元富72購01  ","0","0","0","701,000","172,000","529,000","701,000","172,000","529,000",
="061537","景碩玉山6C購01  ","0","0","0","727,000","199,000","528,000","727,000","199,000","528,000",
="063484","開發金永豐71購02","0","0","0","859,000","331,000","528,000","859,000","331,000","528,000",
="062432","新興日盛71購01  ","0","0","0","675,000","149,000","526,000","675,000","149,000","526,000",
="059602","大立光永豐6B購01","0","0","0","541,000","20,000","521,000","541,000","20,000","521,000",
="063800","中磊凱基71購01  ","0","0","0","679,000","158,000","521,000","679,000","158,000","521,000",
="03685P","華邦電群益6C售08","0","0","0","2,127,000","1,608,000","519,000","2,127,000","1,608,000","519,000",
="057440","上証2X群益6A購01","0","0","0","619,000","100,000","519,000","619,000","100,000","519,000",
="03221P","聯鈞國泰6B售01  ","0","0","0","566,000","50,000","516,000","566,000","50,000","516,000",
="059270","臺股指富邦71購02","0","0","0","538,000","23,000","515,000","538,000","23,000","515,000",
="062273","大立光統一74購02","0","0","0","817,000","304,000","513,000","817,000","304,000","513,000",
="04182P","宏碁元富72售02  ","0","0","0","512,000","0","512,000","512,000","0","512,000",
="058605","奇力新日盛6A購01","0","0","0","611,000","99,000","512,000","611,000","99,000","512,000",
="061098","彩晶凱基6C購01  ","0","0","0","544,000","33,000","511,000","544,000","33,000","511,000",
="059870","元大金凱基6B購01","0","0","0","844,000","334,000","510,000","844,000","334,000","510,000",
="03988P","鴻海永昌6C售03  ","0","0","0","910,000","401,000","509,000","910,000","401,000","509,000",
="059631","麗豐元大71購02  ","0","0","0","509,000","0","509,000","509,000","0","509,000",
="060436","華航凱基6B購01  ","0","0","0","1,636,000","1,129,000","507,000","1,636,000","1,129,000","507,000",
="057580","元油反群益6A購02","0","0","0","526,000","20,000","506,000","526,000","20,000","506,000",
="059949","台玻永豐6B購01  ","0","0","0","566,000","60,000","506,000","566,000","60,000","506,000",
="058350","華邦電統一6A購02","0","0","0","752,000","247,000","505,000","752,000","247,000","505,000",
="04102P","鴻海凱基6C售06  ","0","0","0","803,000","300,000","503,000","803,000","300,000","503,000",
="03524P","華邦電台新71售01","0","0","0","502,000","0","502,000","502,000","0","502,000",
="04253P","緯創元大71售01  ","0","0","0","502,000","0","502,000","502,000","0","502,000",
="062836","英業達中信73購01","0","0","0","635,000","134,000","501,000","635,000","134,000","501,000",
="063654","訊芯台新72購01  ","0","0","0","600,000","100,000","500,000","600,000","100,000","500,000",
="062037","T50反1群益6C購03","0","0","0","500,000","1,000","499,000","500,000","1,000","499,000",
="064459","榮成兆豐73購01  ","0","0","0","1,123,000","625,000","498,000","1,123,000","625,000","498,000",
="063190","綠悅康和71購01  ","0","0","0","497,000","0","497,000","497,000","0","497,000",
