"106年06月01日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00637L","元大滬深300正2  ","500,000","0","500,000","34,000,000","13,342,000","20,658,000","34,500,000","13,342,000","21,158,000",
"2344  ","華邦電          ","4,940,000","94,000","4,846,000","13,947,000","4,623,000","9,324,000","18,887,000","4,717,000","14,170,000",
"2337  ","旺宏            ","12,112,000","456,000","11,656,000","0","0","0","12,112,000","456,000","11,656,000",
="059652","群創玉山6A購01  ","0","0","0","4,000,000","20,000","3,980,000","4,000,000","20,000","3,980,000",
="00633L","富邦上証正2     ","264,000","1,656,000","-1,392,000","8,214,000","3,031,000","5,183,000","8,478,000","4,687,000","3,791,000",
"2633  ","台灣高鐵        ","533,000","202,000","331,000","5,425,000","2,132,000","3,293,000","5,958,000","2,334,000","3,624,000",
="08053P","TPK永豐69售04   ","0","0","0","3,889,000","1,017,000","2,872,000","3,889,000","1,017,000","2,872,000",
="056055","大同康和67購02  ","0","0","0","2,920,000","80,000","2,840,000","2,920,000","80,000","2,840,000",
="006205","富邦上証        ","1,483,000","0","1,483,000","1,939,000","635,000","1,304,000","3,422,000","635,000","2,787,000",
"3231  ","緯創            ","2,662,000","235,000","2,427,000","625,000","553,000","72,000","3,287,000","788,000","2,499,000",
"1303  ","南亞            ","20,000","14,000","6,000","2,265,000","0","2,265,000","2,285,000","14,000","2,271,000",
="00632R","元大台灣50反1   ","225,000","0","225,000","3,121,000","1,142,000","1,979,000","3,346,000","1,142,000","2,204,000",
="059637","綠悅永豐6A購02  ","0","0","0","2,240,000","142,000","2,098,000","2,240,000","142,000","2,098,000",
"2884  ","玉山金          ","2,000,000","53,000","1,947,000","141,000","37,000","104,000","2,141,000","90,000","2,051,000",
="08183P","聯發科兆豐68售02","0","0","0","2,622,000","631,000","1,991,000","2,622,000","631,000","1,991,000",
="08363P","宏碁群益6A售02  ","0","0","0","1,909,000","110,000","1,799,000","1,909,000","110,000","1,799,000",
"1319  ","東陽            ","359,000","141,000","218,000","1,674,000","149,000","1,525,000","2,033,000","290,000","1,743,000",
="058235","台積電統一6B購04","0","0","0","3,536,000","1,820,000","1,716,000","3,536,000","1,820,000","1,716,000",
="059090","佳世達統一6A購01","0","0","0","2,151,000","470,000","1,681,000","2,151,000","470,000","1,681,000",
="058025","美律統一6A購02  ","0","0","0","3,128,000","1,582,000","1,546,000","3,128,000","1,582,000","1,546,000",
="059223","群創群益6A購04  ","0","0","0","3,001,000","1,489,000","1,512,000","3,001,000","1,489,000","1,512,000",
="058429","緯創國泰6A購01  ","0","0","0","1,803,000","316,000","1,487,000","1,803,000","316,000","1,487,000",
="03204P","台郡永豐6B售01  ","0","0","0","1,455,000","30,000","1,425,000","1,455,000","30,000","1,425,000",
="060144","聯發科統一71購01","0","0","0","1,437,000","28,000","1,409,000","1,437,000","28,000","1,409,000",
"2892  ","第一金          ","450,000","21,000","429,000","1,000,000","25,000","975,000","1,450,000","46,000","1,404,000",
="057551","滬深2X統一6B購01","0","0","0","1,414,000","40,000","1,374,000","1,414,000","40,000","1,374,000",
="060423","台積電富邦6B購02","0","0","0","1,358,000","0","1,358,000","1,358,000","0","1,358,000",
="060037","全新元大72購01  ","0","0","0","2,102,000","749,000","1,353,000","2,102,000","749,000","1,353,000",
="060091","滬深2X統一6C購03","0","0","0","1,350,000","10,000","1,340,000","1,350,000","10,000","1,340,000",
="006207","FH滬深          ","160,000","0","160,000","1,278,000","154,000","1,124,000","1,438,000","154,000","1,284,000",
="058440","聯發科凱基6A購02","0","0","0","1,480,000","228,000","1,252,000","1,480,000","228,000","1,252,000",
"2352  ","佳世達          ","1,300,000","120,000","1,180,000","2,801,000","2,739,000","62,000","4,101,000","2,859,000","1,242,000",
="058456","華邦電群益6A購02","0","0","0","2,218,000","1,015,000","1,203,000","2,218,000","1,015,000","1,203,000",
="059625","臻鼎凱基6A購01  ","0","0","0","1,209,000","10,000","1,199,000","1,209,000","10,000","1,199,000",
="03171P","亞光元富6C售01  ","0","0","0","1,240,000","93,000","1,147,000","1,240,000","93,000","1,147,000",
="059957","台積電統一72購01","0","0","0","1,255,000","111,000","1,144,000","1,255,000","111,000","1,144,000",
="051913","得力國泰68購01  ","0","0","0","1,216,000","105,000","1,111,000","1,216,000","105,000","1,111,000",
="03081P","GIS永豐6B售02   ","0","0","0","1,280,000","170,000","1,110,000","1,280,000","170,000","1,110,000",
="060375","美律國泰71購03  ","0","0","0","1,415,000","321,000","1,094,000","1,415,000","321,000","1,094,000",
="03383P","臺股指統一71售04","0","0","0","1,185,000","98,000","1,087,000","1,185,000","98,000","1,087,000",
"3006  ","晶豪科          ","196,000","25,000","171,000","1,174,000","259,000","915,000","1,370,000","284,000","1,086,000",
="055768","富邦金永昌67購01","0","0","0","1,055,000","0","1,055,000","1,055,000","0","1,055,000",
="03262B","臺股指元大66熊04","0","0","0","1,130,000","100,000","1,030,000","1,130,000","100,000","1,030,000",
="060470","和大統一6C購01  ","0","0","0","1,320,000","292,000","1,028,000","1,320,000","292,000","1,028,000",
="08453P","宏碁元大69售02  ","0","0","0","1,026,000","0","1,026,000","1,026,000","0","1,026,000",
="059447","滬深2X統一6C購02","0","0","0","1,104,000","84,000","1,020,000","1,104,000","84,000","1,020,000",
"6116  ","彩晶            ","0","130,000","-130,000","1,301,000","174,000","1,127,000","1,301,000","304,000","997,000",
="07553P","興富發元大6A售01","0","0","0","1,076,000","86,000","990,000","1,076,000","86,000","990,000",
"3481  ","群創            ","75,000","45,000","30,000","2,060,000","1,109,000","951,000","2,135,000","1,154,000","981,000",
="060692","滬深2X凱基6B購02","0","0","0","1,556,000","582,000","974,000","1,556,000","582,000","974,000",
="060469","GIS統一6B購03   ","0","0","0","1,812,000","854,000","958,000","1,812,000","854,000","958,000",
="08180P","宏碁元大68售01  ","0","0","0","1,173,000","231,000","942,000","1,173,000","231,000","942,000",
="059517","宏達電凱基6A購03","0","0","0","1,925,000","985,000","940,000","1,925,000","985,000","940,000",
="059068","佳世達永豐6B購01","0","0","0","1,871,000","948,000","923,000","1,871,000","948,000","923,000",
="058028","日友兆豐69購01  ","0","0","0","988,000","70,000","918,000","988,000","70,000","918,000",
="057399","亞光元大69購01  ","0","0","0","1,133,000","218,000","915,000","1,133,000","218,000","915,000",
="059671","宏達電群益6A購09","0","0","0","1,061,000","148,000","913,000","1,061,000","148,000","913,000",
="057069","滬深2X元大68購02","0","0","0","953,000","45,000","908,000","953,000","45,000","908,000",
="055007","滬深2X統一67購02","0","0","0","1,074,000","174,000","900,000","1,074,000","174,000","900,000",
="058171","FB上証富邦69購01","0","0","0","900,000","26,000","874,000","900,000","26,000","874,000",
="058855","滬深2X永昌6A購01","0","0","0","915,000","53,000","862,000","915,000","53,000","862,000",
="07364P","臺股指國泰66售01","0","0","0","850,000","0","850,000","850,000","0","850,000",
="059274","美律日盛6C購01  ","0","0","0","939,000","96,000","843,000","939,000","96,000","843,000",
="060442","滬深2X康和6B購01","0","0","0","888,000","52,000","836,000","888,000","52,000","836,000",
="058611","上銀統一6B購02  ","0","0","0","1,142,000","307,000","835,000","1,142,000","307,000","835,000",
="058350","華邦電統一6A購02","0","0","0","2,818,000","1,998,000","820,000","2,818,000","1,998,000","820,000",
"8112  ","至上            ","0","113,000","-113,000","941,000","8,000","933,000","941,000","121,000","820,000",
="00648R","元大S&P500反1   ","0","0","0","952,000","138,000","814,000","952,000","138,000","814,000",
="057093","全新凱基68購01  ","0","0","0","1,780,000","966,000","814,000","1,780,000","966,000","814,000",
="055188","億豐國泰68購01  ","0","0","0","823,000","10,000","813,000","823,000","10,000","813,000",
="07532P","TPK凱基69售01   ","0","0","0","810,000","10,000","800,000","810,000","10,000","800,000",
="054611","滬深2X群益66購02","0","0","0","796,000","0","796,000","796,000","0","796,000",
="057511","宏達電日盛69購01","0","0","0","1,262,000","472,000","790,000","1,262,000","472,000","790,000",
="03406P","訊芯統一6B售01  ","0","0","0","838,000","53,000","785,000","838,000","53,000","785,000",
="056761","滬深2X元大68購01","0","0","0","1,867,000","1,082,000","785,000","1,867,000","1,082,000","785,000",
="00655L","國泰中國A50正2  ","0","0","0","1,389,000","612,000","777,000","1,389,000","612,000","777,000",
="058656","欣興元大6A購02  ","0","0","0","791,000","16,000","775,000","791,000","16,000","775,000",
="07291P","中壽富邦69售02  ","0","0","0","775,000","0","775,000","775,000","0","775,000",
="057166","大同康和68購01  ","0","0","0","776,000","10,000","766,000","776,000","10,000","766,000",
="059999","中租元大6B購02  ","0","0","0","924,000","160,000","764,000","924,000","160,000","764,000",
="057443","華通群益6A購03  ","0","0","0","763,000","0","763,000","763,000","0","763,000",
="058485","百和興元大71購01","0","0","0","780,000","20,000","760,000","780,000","20,000","760,000",
="057807","長榮永豐69購01  ","0","0","0","769,000","20,000","749,000","769,000","20,000","749,000",
="058942","台橡元大6A購01  ","0","0","0","752,000","6,000","746,000","752,000","6,000","746,000",
="058296","長榮元大69購02  ","0","0","0","845,000","105,000","740,000","845,000","105,000","740,000",
="059424","宏達電群益6A購07","0","0","0","793,000","73,000","720,000","793,000","73,000","720,000",
="060280","農林凱基6B購01  ","0","0","0","728,000","10,000","718,000","728,000","10,000","718,000",
="058595","華邦電富邦6C購01","0","0","0","858,000","144,000","714,000","858,000","144,000","714,000",
="058315","聯發科統一6B購02","0","0","0","733,000","22,000","711,000","733,000","22,000","711,000",
="052867","晶豪科元大67購01","0","0","0","1,274,000","564,000","710,000","1,274,000","564,000","710,000",
="057240","台新金富邦68購01","0","0","0","714,000","10,000","704,000","714,000","10,000","704,000",
="03420P","鎧勝永豐6B售01  ","0","0","0","702,000","0","702,000","702,000","0","702,000",
="057389","新日興凱基69購01","0","0","0","1,371,000","669,000","702,000","1,371,000","669,000","702,000",
="059226","滬深2X統一6C購01","0","0","0","740,000","38,000","702,000","740,000","38,000","702,000",
="058310","美律國泰6A購02  ","0","0","0","1,585,000","894,000","691,000","1,585,000","894,000","691,000",
="059825","台橡國泰6B購01  ","0","0","0","688,000","0","688,000","688,000","0","688,000",
="060284","鎧勝凱基6B購01  ","0","0","0","1,231,000","548,000","683,000","1,231,000","548,000","683,000",
"2408  ","南亞科          ","290,000","5,000","285,000","638,000","241,000","397,000","928,000","246,000","682,000",
="058829","亞光元富6B購02  ","0","0","0","939,000","258,000","681,000","939,000","258,000","681,000",
="060581","滬深2X永豐6B購01","0","0","0","864,000","184,000","680,000","864,000","184,000","680,000",
="057611","滬深2X元富6A購01","0","0","0","680,000","1,000","679,000","680,000","1,000","679,000",
="058780","得力永豐6A購01  ","0","0","0","1,028,000","349,000","679,000","1,028,000","349,000","679,000",
="056837","元大金元富68購01","0","0","0","1,007,000","330,000","677,000","1,007,000","330,000","677,000",
="057400","景碩元大69購01  ","0","0","0","771,000","100,000","671,000","771,000","100,000","671,000",
="055192","東陽富邦66購01  ","0","0","0","670,000","0","670,000","670,000","0","670,000",
="057796","佳世達永豐6A購01","0","0","0","709,000","43,000","666,000","709,000","43,000","666,000",
="059665","大同統一6A購02  ","0","0","0","852,000","190,000","662,000","852,000","190,000","662,000",
="054400","友達兆豐67購01  ","0","0","0","660,000","0","660,000","660,000","0","660,000",
