"106年08月03日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00672L","元大S&P原油正2  ","0","0","0","10,934,000","803,000","10,131,000","10,934,000","803,000","10,131,000",
"2892  ","第一金          ","2,497,000","310,000","2,187,000","6,571,000","618","6,570,382","9,068,000","310,618","8,757,382",
="060153","台郡凱基6B購02  ","0","0","0","4,477,000","1,015,000","3,462,000","4,477,000","1,015,000","3,462,000",
="057096","貿聯凱基68購03  ","0","0","0","2,959,000","55,000","2,904,000","2,959,000","55,000","2,904,000",
="056284","利勤元大6A購01  ","0","0","0","3,047,000","193,000","2,854,000","3,047,000","193,000","2,854,000",
="04254P","大聯大元大71售03","0","0","0","3,016,000","302,000","2,714,000","3,016,000","302,000","2,714,000",
"2884  ","玉山金          ","502,000","68,000","434,000","2,391,000","111,000","2,280,000","2,893,000","179,000","2,714,000",
="0061  ","元大寶滬深      ","0","30,000","-30,000","2,803,000","64,000","2,739,000","2,803,000","94,000","2,709,000",
="063058","利勤元大72購01  ","0","0","0","2,944,000","288,000","2,656,000","2,944,000","288,000","2,656,000",
="062981","利勤元大71購02  ","0","0","0","3,093,000","494,000","2,599,000","3,093,000","494,000","2,599,000",
="062160","統一國泰6C購01  ","0","0","0","2,844,000","293,000","2,551,000","2,844,000","293,000","2,551,000",
="00632R","元大台灣50反1   ","1,650,000","1,350,000","300,000","6,550,000","4,453,000","2,097,000","8,200,000","5,803,000","2,397,000",
="063612","利勤元大71購03  ","0","0","0","2,928,000","747,000","2,181,000","2,928,000","747,000","2,181,000",
="063547","力達群益72購02  ","0","0","0","2,417,000","268,000","2,149,000","2,417,000","268,000","2,149,000",
="060947","神達元大6C購01  ","0","0","0","2,417,000","277,000","2,140,000","2,417,000","277,000","2,140,000",
="04427P","美律台新71售02  ","0","0","0","2,659,000","635,000","2,024,000","2,659,000","635,000","2,024,000",
"3035  ","智原            ","346,000","46,000","300,000","1,863,000","178,000","1,685,000","2,209,000","224,000","1,985,000",
"2344  ","華邦電          ","0","111,000","-111,000","2,496,000","407,000","2,089,000","2,496,000","518,000","1,978,000",
="04443P","聯發科群益71售02","0","0","0","2,473,000","569,000","1,904,000","2,473,000","569,000","1,904,000",
