"106年05月26日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00637L","元大滬深300正2  ","0","830,000","-830,000","38,264,000","6,463,000","31,801,000","38,264,000","7,293,000","30,971,000",
="00633L","富邦上証正2     ","130,000","1,230,000","-1,100,000","12,193,000","3,786,000","8,407,000","12,323,000","5,016,000","7,307,000",
="059493","T50反1國泰6A購01","0","0","0","4,010,000","0","4,010,000","4,010,000","0","4,010,000",
="055954","T50反1中信6C購01","0","0","0","3,847,000","221,000","3,626,000","3,847,000","221,000","3,626,000",
="08318P","美律台新69售01  ","0","0","0","3,496,000","1,000","3,495,000","3,496,000","1,000","3,495,000",
="058351","聯發科統一6A購03","0","0","0","3,913,000","456,000","3,457,000","3,913,000","456,000","3,457,000",
="058893","聯發科統一6C購01","0","0","0","3,407,000","326,000","3,081,000","3,407,000","326,000","3,081,000",
="057888","統一凱基69購01  ","0","0","0","4,354,000","1,603,000","2,751,000","4,354,000","1,603,000","2,751,000",
="07873P","宏達電群益68售02","0","0","0","2,661,000","44,000","2,617,000","2,661,000","44,000","2,617,000",
"2353  ","宏碁            ","555,000","112,000","443,000","2,039,000","136,000","1,903,000","2,594,000","248,000","2,346,000",
="058971","聯發科統一6B購04","0","0","0","4,084,000","1,787,000","2,297,000","4,084,000","1,787,000","2,297,000",
"2887  ","台新金          ","455,000","0","455,000","1,942,000","236,000","1,706,000","2,397,000","236,000","2,161,000",
="058035","統一元大69購01  ","0","0","0","2,983,000","875,000","2,108,000","2,983,000","875,000","2,108,000",
="057662","瑞昱元大69購03  ","0","0","0","2,039,000","20,000","2,019,000","2,039,000","20,000","2,019,000",
="0061  ","元大寶滬深      ","400,000","10,000","390,000","2,234,000","631,000","1,603,000","2,634,000","641,000","1,993,000",
="057060","聯發科亞東69購02","0","0","0","2,023,000","187,000","1,836,000","2,023,000","187,000","1,836,000",
="059358","光磊永豐6A購02  ","0","0","0","1,819,000","0","1,819,000","1,819,000","0","1,819,000",
="08847P","美律統一6B售03  ","0","0","0","3,057,000","1,314,000","1,743,000","3,057,000","1,314,000","1,743,000",
="052867","晶豪科元大67購01","0","0","0","1,886,000","165,000","1,721,000","1,886,000","165,000","1,721,000",
="07962P","亞光凱基68售01  ","0","0","0","1,707,000","0","1,707,000","1,707,000","0","1,707,000",
="0050  ","元大台灣50      ","334,000","79,000","255,000","1,444,000","9,000","1,435,000","1,778,000","88,000","1,690,000",
="006205","富邦上証        ","1,077,000","36,000","1,041,000","1,418,000","771,000","647,000","2,495,000","807,000","1,688,000",
="060312","聯發科統一6B購05","0","0","0","1,758,000","73,000","1,685,000","1,758,000","73,000","1,685,000",
