"106年08月14日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
="060143","群創統一71購01  ","0","0","0","1,258,000","79,000","1,179,000","1,258,000","79,000","1,179,000",
="08674P","華新群益6A售02  ","0","0","0","1,382,000","250,000","1,132,000","1,382,000","250,000","1,132,000",
="08317P","臺股指中信6A售05","0","0","0","1,130,000","0","1,130,000","1,130,000","0","1,130,000",
="063645","國喬富邦71購01  ","0","0","0","1,457,000","328,000","1,129,000","1,457,000","328,000","1,129,000",
="063716","群創元富71購01  ","0","0","0","1,147,000","20,000","1,127,000","1,147,000","20,000","1,127,000",
="062543","華新永昌72購01  ","0","0","0","1,330,000","218,000","1,112,000","1,330,000","218,000","1,112,000",
="07766P","台灣50兆豐68售01","0","0","0","1,106,000","0","1,106,000","1,106,000","0","1,106,000",
="04280P","榮成國泰71售02  ","0","0","0","1,093,000","0","1,093,000","1,093,000","0","1,093,000",
="063968","群創兆豐72購01  ","0","0","0","1,222,000","136,000","1,086,000","1,222,000","136,000","1,086,000",
="063357","中石化富邦72購01","0","0","0","1,372,000","299,000","1,073,000","1,372,000","299,000","1,073,000",
="03051P","臺股指中信6A售11","0","0","0","1,069,000","1,000","1,068,000","1,069,000","1,000","1,068,000",
="060704","中石化群益6C購01","0","0","0","1,151,000","90,000","1,061,000","1,151,000","90,000","1,061,000",
="03493P","T50正2群益6C售01","0","0","0","1,225,000","171,000","1,054,000","1,225,000","171,000","1,054,000",
="064225","佳世達元大72購01","0","0","0","1,152,000","105,000","1,047,000","1,152,000","105,000","1,047,000",
="060426","GIS元大6B購06   ","0","0","0","2,035,000","992,000","1,043,000","2,035,000","992,000","1,043,000",
="063931","群創統一73購03  ","0","0","0","1,058,000","15,000","1,043,000","1,058,000","15,000","1,043,000",
="04536P","亞光群益73售01  ","0","0","0","1,797,000","756,000","1,041,000","1,797,000","756,000","1,041,000",
="058026","貿聯統一6B購02  ","0","0","0","1,452,000","418,000","1,034,000","1,452,000","418,000","1,034,000",
="063075","國喬日盛71購01  ","0","0","0","1,537,000","506,000","1,031,000","1,537,000","506,000","1,031,000",
="060852","群創富邦6B購02  ","0","0","0","1,142,000","115,000","1,027,000","1,142,000","115,000","1,027,000",
="061623","貿聯中信72購01  ","0","0","0","1,057,000","32,000","1,025,000","1,057,000","32,000","1,025,000",
="064280","TPK永豐72購01   ","0","0","0","1,038,000","33,000","1,005,000","1,038,000","33,000","1,005,000",
="03697P","上銀元大6C售03  ","0","0","0","3,530,000","2,530,000","1,000,000","3,530,000","2,530,000","1,000,000",
="059687","潤泰全永豐6B購01","0","0","0","1,116,000","120,000","996,000","1,116,000","120,000","996,000",
="063418","TPK元大71購06   ","0","0","0","1,407,000","416,000","991,000","1,407,000","416,000","991,000",
="08518P","臺股指群益69售15","0","0","0","1,033,000","44,000","989,000","1,033,000","44,000","989,000",
="063944","貿聯國泰72購01  ","0","0","0","1,174,000","186,000","988,000","1,174,000","186,000","988,000",
="057393","燁輝台新69購01  ","0","0","0","985,000","0","985,000","985,000","0","985,000",
="059765","彰銀元大6B購01  ","0","0","0","987,000","2,000","985,000","987,000","2,000","985,000",
="062304","台積電凱基6C購14","0","0","0","980,000","0","980,000","980,000","0","980,000",
="063830","亞光元大74購03  ","0","0","0","1,074,000","94,000","980,000","1,074,000","94,000","980,000",
="064129","彩晶群益74購01  ","0","0","0","2,033,000","1,053,000","980,000","2,033,000","1,053,000","980,000",
="064025","玉山金群益73購01","0","0","0","998,000","36,000","962,000","998,000","36,000","962,000",
"2356  ","英業達          ","10,000","64,000","-54,000","1,076,000","62,000","1,014,000","1,086,000","126,000","960,000",
="060394","京元電兆豐6C購01","0","0","0","953,000","0","953,000","953,000","0","953,000",
="062978","群創元大71購03  ","0","0","0","946,000","0","946,000","946,000","0","946,000",
="063642","康控國泰71購04  ","0","0","0","1,347,000","402,000","945,000","1,347,000","402,000","945,000",
="061587","上銀兆豐71購04  ","0","0","0","1,092,000","149,000","943,000","1,092,000","149,000","943,000",
="063665","可成永昌71購02  ","0","0","0","1,185,000","251,000","934,000","1,185,000","251,000","934,000",
="062244","群創元大71購01  ","0","0","0","976,000","45,000","931,000","976,000","45,000","931,000",
="060580","台光電永豐6B購01","0","0","0","1,047,000","130,000","917,000","1,047,000","130,000","917,000",
="062289","鴻海台新71購02  ","0","0","0","938,000","27,000","911,000","938,000","27,000","911,000",
="063513","創意日盛71購01  ","0","0","0","1,317,000","411,000","906,000","1,317,000","411,000","906,000",
="058733","乙盛國泰6B購01  ","0","0","0","1,863,000","960,000","903,000","1,863,000","960,000","903,000",
="060847","TPK國泰71購01   ","0","0","0","1,105,000","202,000","903,000","1,105,000","202,000","903,000",
="04139P","台泥元大74售03  ","0","0","0","897,000","0","897,000","897,000","0","897,000",
="060419","貿聯國泰6B購02  ","0","0","0","1,452,000","558,000","894,000","1,452,000","558,000","894,000",
="057177","燁輝國泰69購01  ","0","0","0","938,000","45,000","893,000","938,000","45,000","893,000",
="058374","T50反1元大71購01","0","0","0","1,106,000","217,000","889,000","1,106,000","217,000","889,000",
="08684P","臺股指永豐6B售01","0","0","0","1,070,000","185,000","885,000","1,070,000","185,000","885,000",
="060683","大同元富71購01  ","0","0","0","884,000","0","884,000","884,000","0","884,000",
="063691","美律玉山73購01  ","0","0","0","882,000","2,000","880,000","882,000","2,000","880,000",
="056682","南亞科兆豐69購01","0","0","0","900,000","22,000","878,000","900,000","22,000","878,000",
="061551","葡萄王永豐6C購01","0","0","0","878,000","0","878,000","878,000","0","878,000",
="03382P","臺股指統一71售03","4,397,000","0","4,397,000","0","3,524,000","-3,524,000","4,397,000","3,524,000","873,000",
="056281","T50反1元大6A購01","0","0","0","871,000","0","871,000","871,000","0","871,000",
="058183","台積電統一73購01","0","0","0","1,146,000","296,000","850,000","1,146,000","296,000","850,000",
="064423","台積電富邦72購04","0","0","0","987,000","141,000","846,000","987,000","141,000","846,000",
="063245","東陽元大71購02  ","0","0","0","877,000","32,000","845,000","877,000","32,000","845,000",
="04155P","創意元大71售01  ","0","0","0","840,000","0","840,000","840,000","0","840,000",
="061342","上銀元富6C購01  ","0","0","0","1,067,000","231,000","836,000","1,067,000","231,000","836,000",
="063083","TPK元大72購03   ","0","0","0","1,112,000","280,000","832,000","1,112,000","280,000","832,000",
="061521","大同元富71購02  ","0","0","0","946,000","120,000","826,000","946,000","120,000","826,000",
="006205","富邦上証        ","202,000","0","202,000","2,599,000","1,977,000","622,000","2,801,000","1,977,000","824,000",
="064327","智原元大72購01  ","0","0","0","883,000","63,000","820,000","883,000","63,000","820,000",
="061671","台灣50元大72購02","0","0","0","1,124,000","305,000","819,000","1,124,000","305,000","819,000",
="060195","台積電永豐6C購02","0","0","0","1,046,000","231,000","815,000","1,046,000","231,000","815,000",
="063840","華邦電統一73購01","0","0","0","814,000","0","814,000","814,000","0","814,000",
="062643","台積電兆豐74購01","0","0","0","810,000","0","810,000","810,000","0","810,000",
="061391","群創統一71購02  ","0","0","0","802,000","0","802,000","802,000","0","802,000",
="059677","正隆中信6A購01  ","0","0","0","868,000","67,000","801,000","868,000","67,000","801,000",
="08293P","樺漢元大69售01  ","0","0","0","800,000","0","800,000","800,000","0","800,000",
="060855","TPK富邦73購01   ","0","0","0","878,000","85,000","793,000","878,000","85,000","793,000",
="062474","康友國泰71購02  ","0","0","0","793,000","5,000","788,000","793,000","5,000","788,000",
="063947","台積電富邦72購02","0","0","0","800,000","12,000","788,000","800,000","12,000","788,000",
="063573","建準凱基71購01  ","0","0","0","2,907,000","2,120,000","787,000","2,907,000","2,120,000","787,000",
="04067P","聯發科國泰6C售04","0","0","0","1,167,000","382,000","785,000","1,167,000","382,000","785,000",
="060882","長榮永豐6B購01  ","0","0","0","973,000","190,000","783,000","973,000","190,000","783,000",
="059227","T50反1兆豐6C購01","0","0","0","780,000","0","780,000","780,000","0","780,000",
="062955","至上元富71購01  ","0","0","0","801,000","24,000","777,000","801,000","24,000","777,000",
="064424","台積電富邦72購05","0","0","0","910,000","133,000","777,000","910,000","133,000","777,000",
="057250","啟碁日盛68購01  ","0","0","0","785,000","10,000","775,000","785,000","10,000","775,000",
="058546","奇鋐元大71購01  ","0","0","0","1,181,000","407,000","774,000","1,181,000","407,000","774,000",
="063505","康控元大71購03  ","0","0","0","1,418,000","646,000","772,000","1,418,000","646,000","772,000",
="08569P","臺股指中信6A售06","0","0","0","772,000","0","772,000","772,000","0","772,000",
="062063","智邦元大6C購03  ","0","0","0","1,079,000","315,000","764,000","1,079,000","315,000","764,000",
="058892","台積電統一74購01","0","0","0","861,000","100,000","761,000","861,000","100,000","761,000",
="057474","景碩富邦6B購01  ","0","0","0","770,000","10,000","760,000","770,000","10,000","760,000",
="062534","群創元大71購02  ","0","0","0","754,000","0","754,000","754,000","0","754,000",
="062822","健策國泰71購01  ","0","0","0","770,000","20,000","750,000","770,000","20,000","750,000",
="063076","華邦電日盛71購02","0","0","0","778,000","32,000","746,000","778,000","32,000","746,000",
="063512","凌巨凱基71購01  ","0","0","0","924,000","180,000","744,000","924,000","180,000","744,000",
="058182","台積電統一6C購02","0","0","0","816,000","76,000","740,000","816,000","76,000","740,000",
="058526","啟碁凱基6A購01  ","0","0","0","821,000","82,000","739,000","821,000","82,000","739,000",
="063999","創意凱基75購01  ","0","0","0","1,101,000","363,000","738,000","1,101,000","363,000","738,000",
="061182","緯創群益6C購01  ","0","0","0","739,000","5,000","734,000","739,000","5,000","734,000",
="060846","TPK國泰6B購02   ","0","0","0","1,069,000","343,000","726,000","1,069,000","343,000","726,000",
="060391","可成元大6B購06  ","0","0","0","1,954,000","1,235,000","719,000","1,954,000","1,235,000","719,000",
="060957","京鼎凱基6C購02  ","0","0","0","1,854,000","1,140,000","714,000","1,854,000","1,140,000","714,000",
="054718","中石化群益69購01","0","0","0","711,000","7,000","704,000","711,000","7,000","704,000",
="063221","智原元富71購01  ","0","0","0","732,000","29,000","703,000","732,000","29,000","703,000",
="060718","大同元大6B購02  ","0","0","0","1,017,000","317,000","700,000","1,017,000","317,000","700,000",
="058949","群創元大6C購01  ","0","0","0","1,113,000","415,000","698,000","1,113,000","415,000","698,000",
="059656","中石化富邦6C購01","0","0","0","1,423,000","726,000","697,000","1,423,000","726,000","697,000",
="060870","中信金元大6B購02","0","0","0","767,000","73,000","694,000","767,000","73,000","694,000",
="062776","宏碁元大71購03  ","0","0","0","816,000","125,000","691,000","816,000","125,000","691,000",
="060830","TPK永豐6B購04   ","0","0","0","1,495,000","807,000","688,000","1,495,000","807,000","688,000",
="062352","台積電統一73購05","0","0","0","916,000","228,000","688,000","916,000","228,000","688,000",
="060955","玉山金凱基6C購02","0","0","0","737,000","50,000","687,000","737,000","50,000","687,000",
="059520","富邦金凱基6A購05","0","0","0","1,355,000","671,000","684,000","1,355,000","671,000","684,000",
="054431","友達富邦6B購01  ","0","0","0","1,575,000","892,000","683,000","1,575,000","892,000","683,000",
="063341","創意凱基74購01  ","0","0","0","1,119,000","436,000","683,000","1,119,000","436,000","683,000",
="063957","大同兆豐75購01  ","0","0","0","818,000","135,000","683,000","818,000","135,000","683,000",
="04399P","滬深2X元富72售02","0","0","0","710,000","30,000","680,000","710,000","30,000","680,000",
="061968","至上永豐6C購02  ","0","0","0","802,000","122,000","680,000","802,000","122,000","680,000",
="057764","彩晶元富69購01  ","0","0","0","690,000","11,000","679,000","690,000","11,000","679,000",
="057538","群電元大69購01  ","0","0","0","668,000","0","668,000","668,000","0","668,000",
="061707","臺指2X玉山6C購01","0","0","0","730,000","67,000","663,000","730,000","67,000","663,000",
="060243","友達永豐6C購01  ","0","0","0","666,000","5,000","661,000","666,000","5,000","661,000",
="04436P","滬深2X元大71售05","0","0","0","650,000","0","650,000","650,000","0","650,000",
="062079","和碩元大6C購02  ","0","0","0","1,044,000","394,000","650,000","1,044,000","394,000","650,000",
="059629","群創元大6A購07  ","0","0","0","1,071,000","423,000","648,000","1,071,000","423,000","648,000",
="061648","大成群益6C購01  ","0","0","0","798,000","150,000","648,000","798,000","150,000","648,000",
="062405","群創國泰73購01  ","0","0","0","678,000","35,000","643,000","678,000","35,000","643,000",
="063369","宏碁元大71購04  ","0","0","0","679,000","37,000","642,000","679,000","37,000","642,000",
="03360P","鴻海兆豐71售04  ","0","0","0","650,000","10,000","640,000","650,000","10,000","640,000",
="063277","鴻準兆豐71購01  ","0","0","0","661,000","21,000","640,000","661,000","21,000","640,000",
="062030","台積電統一74購03","0","0","0","851,000","224,000","627,000","851,000","224,000","627,000",
="062668","宏碁日盛71購01  ","0","0","0","711,000","88,000","623,000","711,000","88,000","623,000",
="062126","聯發科康和6C購01","0","0","0","863,000","241,000","622,000","863,000","241,000","622,000",
="063524","TPK統一72購01   ","0","0","0","641,000","19,000","622,000","641,000","19,000","622,000",
="061998","廣達元大6C購02  ","0","0","0","770,000","150,000","620,000","770,000","150,000","620,000",
="062996","可成國泰73購01  ","0","0","0","746,000","126,000","620,000","746,000","126,000","620,000",
"1309  ","台達化          ","620,000","0","620,000","0","0","0","620,000","0","620,000",
="063472","台積電元富72購04","0","0","0","619,000","0","619,000","619,000","0","619,000",
="062665","江申凱基71購01  ","0","0","0","625,000","10,000","615,000","625,000","10,000","615,000",
="060171","台積電群益6C購02","0","0","0","613,000","0","613,000","613,000","0","613,000",
="061656","康控群益6C購02  ","0","0","0","654,000","45,000","609,000","654,000","45,000","609,000",
="057615","大成群益69購01  ","0","0","0","606,000","0","606,000","606,000","0","606,000",
="058253","友達群益69購05  ","0","0","0","645,000","40,000","605,000","645,000","40,000","605,000",
="03981P","和碩元大6C售01  ","0","0","0","1,149,000","545,000","604,000","1,149,000","545,000","604,000",
="058735","友訊國泰6A購01  ","0","0","0","600,000","0","600,000","600,000","0","600,000",
="063300","綠悅元大73購01  ","0","0","0","750,000","150,000","600,000","750,000","150,000","600,000",
="059482","友達兆豐6B購01  ","0","0","0","600,000","1,000","599,000","600,000","1,000","599,000",
="062130","中租統一6C購02  ","0","0","0","977,000","379,000","598,000","977,000","379,000","598,000",
="060795","上銀統一71購01  ","0","0","0","1,762,000","1,169,000","593,000","1,762,000","1,169,000","593,000",
="063888","京鼎國泰73購03  ","0","0","0","776,000","186,000","590,000","776,000","186,000","590,000",
="063656","美律永豐71購03  ","0","0","0","609,000","20,000","589,000","609,000","20,000","589,000",
="059386","奇鋐國泰6A購01  ","0","0","0","592,000","8,000","584,000","592,000","8,000","584,000",
="063663","台積電永昌73購02","0","0","0","741,000","157,000","584,000","741,000","157,000","584,000",
="058155","廣宇元大6A購02  ","0","0","0","973,000","390,000","583,000","973,000","390,000","583,000",
="063256","開發金兆豐71購01","0","0","0","609,000","26,000","583,000","609,000","26,000","583,000",
="063976","國喬永豐72購01  ","0","0","0","1,459,000","877,000","582,000","1,459,000","877,000","582,000",
="061930","智邦統一72購01  ","0","0","0","760,000","180,000","580,000","760,000","180,000","580,000",
="063657","義隆永豐71購01  ","0","0","0","580,000","0","580,000","580,000","0","580,000",
="064190","祥碩兆豐72購01  ","0","0","0","589,000","10,000","579,000","589,000","10,000","579,000",
="063516","中石化元富71購01","0","0","0","1,360,000","783,000","577,000","1,360,000","783,000","577,000",
="062287","T50反1中信76購02","0","0","0","600,000","30,000","570,000","600,000","30,000","570,000",
="058611","上銀統一6B購02  ","0","0","0","565,000","0","565,000","565,000","0","565,000",
="062775","宏碁元大71購02  ","0","0","0","666,000","101,000","565,000","666,000","101,000","565,000",
="062896","燁輝元富71購01  ","0","0","0","904,000","339,000","565,000","904,000","339,000","565,000",
="063506","凌巨元大71購02  ","0","0","0","836,000","271,000","565,000","836,000","271,000","565,000",
="058509","友達永昌6A購01  ","0","0","0","1,535,000","971,000","564,000","1,535,000","971,000","564,000",
="04392P","台光電凱基71售02","0","0","0","653,000","91,000","562,000","653,000","91,000","562,000",
="063344","聯電元大72購04  ","0","0","0","1,022,000","460,000","562,000","1,022,000","460,000","562,000",
="057496","貿聯群益69購02  ","0","0","0","561,000","0","561,000","561,000","0","561,000",
="062376","英業達元大6C購02","0","0","0","587,000","28,000","559,000","587,000","28,000","559,000",
="062763","凌巨永豐71購01  ","0","0","0","749,000","194,000","555,000","749,000","194,000","555,000",
="064210","上銀統一74購01  ","0","0","0","1,818,000","1,263,000","555,000","1,818,000","1,263,000","555,000",
="063262","聯電國泰71購02  ","0","0","0","744,000","192,000","552,000","744,000","192,000","552,000",
="063467","滬深2X元富72購01","0","0","0","552,000","0","552,000","552,000","0","552,000",
="063566","嘉澤統一71購01  ","0","0","0","753,000","203,000","550,000","753,000","203,000","550,000",
="08629P","國喬富邦6A售01  ","0","0","0","550,000","0","550,000","550,000","0","550,000",
="063276","新唐永豐71購01  ","0","0","0","761,000","212,000","549,000","761,000","212,000","549,000",
="059023","華邦電統一6B購02","0","0","0","634,000","88,000","546,000","634,000","88,000","546,000",
="058595","華邦電富邦6C購01","0","0","0","1,063,000","518,000","545,000","1,063,000","518,000","545,000",
="063687","美律凱基74購02  ","0","0","0","879,000","336,000","543,000","879,000","336,000","543,000",
="063270","中石化永昌73購01","0","0","0","993,000","452,000","541,000","993,000","452,000","541,000",
="063686","美律凱基74購01  ","0","0","0","1,215,000","677,000","538,000","1,215,000","677,000","538,000",
="060423","台積電富邦6B購02","100,000","200,000","-100,000","3,336,000","2,700,000","636,000","3,436,000","2,900,000","536,000",
="064031","台積電日盛72購01","0","0","0","600,000","64,000","536,000","600,000","64,000","536,000",
="03949P","聯發科中信6C售04","0","0","0","689,000","154,000","535,000","689,000","154,000","535,000",
="058468","茂林國泰6A購01  ","0","0","0","530,000","0","530,000","530,000","0","530,000",
="03725P","微星元大6C售01  ","0","0","0","548,000","20,000","528,000","548,000","20,000","528,000",
="061585","臻鼎元大6C購01  ","0","0","0","1,120,000","592,000","528,000","1,120,000","592,000","528,000",
="059999","中租元大6B購02  ","0","0","0","946,000","419,000","527,000","946,000","419,000","527,000",
="060392","台積電元大6B購06","0","0","0","770,000","243,000","527,000","770,000","243,000","527,000",
="058471","華邦電國泰6C購02","0","0","0","746,000","223,000","523,000","746,000","223,000","523,000",
="061409","台勝科國泰71購01","0","0","0","904,000","381,000","523,000","904,000","381,000","523,000",
="055463","彩晶統一69購01  ","0","0","0","571,000","50,000","521,000","571,000","50,000","521,000",
="062941","宏碁國票72購01  ","0","0","0","876,000","355,000","521,000","876,000","355,000","521,000",
="063335","綠悅永豐71購02  ","0","0","0","540,000","20,000","520,000","540,000","20,000","520,000",
="063806","美律國泰71購04  ","0","0","0","529,000","9,000","520,000","529,000","9,000","520,000",
="08687P","利勤日盛6B售01  ","0","0","0","520,000","0","520,000","520,000","0","520,000",
="051518","T50反1中信6B購01","0","0","0","520,000","1,000","519,000","520,000","1,000","519,000",
="060221","友達國泰6C購02  ","0","0","0","639,000","120,000","519,000","639,000","120,000","519,000",
="058594","宏碁富邦6A購01  ","0","0","0","614,000","96,000","518,000","614,000","96,000","518,000",
="059446","富邦金統一6A購02","0","0","0","519,000","1,000","518,000","519,000","1,000","518,000",
="04401P","創意元富71售01  ","0","0","0","522,000","5,000","517,000","522,000","5,000","517,000",
="058350","華邦電統一6A購02","0","0","0","572,000","55,000","517,000","572,000","55,000","517,000",
="062098","群創日盛6C購01  ","0","0","0","517,000","0","517,000","517,000","0","517,000",
="063395","台積電台新72購02","0","0","0","527,000","10,000","517,000","527,000","10,000","517,000",
="04469P","京元電群益71售01","0","0","0","516,000","0","516,000","516,000","0","516,000",
="00665L","富邦H股正2      ","0","45,000","-45,000","1,177,000","617,000","560,000","1,177,000","662,000","515,000",
="060368","台積電元富71購01","0","0","0","515,000","0","515,000","515,000","0","515,000",
="059969","群創富邦71購01  ","0","0","0","623,000","114,000","509,000","623,000","114,000","509,000",
="063419","康控元大71購02  ","0","0","0","1,034,000","525,000","509,000","1,034,000","525,000","509,000",
="055214","億豐元大69購02  ","0","0","0","580,000","73,000","507,000","580,000","73,000","507,000",
="063171","台積電元大71購03","0","0","0","1,712,000","1,207,000","505,000","1,712,000","1,207,000","505,000",
="061962","台灣50永豐6C購03","0","0","0","1,663,000","1,159,000","504,000","1,663,000","1,159,000","504,000",
="060491","T50反1統一71購03","0","0","0","503,000","0","503,000","503,000","0","503,000",
="061407","台勝科國泰6C購02","0","0","0","563,000","60,000","503,000","563,000","60,000","503,000",
="060815","TPK元大71購03   ","0","0","0","755,000","253,000","502,000","755,000","253,000","502,000",
="04494P","上銀群益71售04  ","0","0","0","606,000","105,000","501,000","606,000","105,000","501,000",
="062502","聯電群益72購01  ","0","0","0","776,000","275,000","501,000","776,000","275,000","501,000",
="062650","台積電兆豐75購01","0","0","0","525,000","24,000","501,000","525,000","24,000","501,000",
="03747P","英業達元大6C售01","0","0","0","510,000","10,000","500,000","510,000","10,000","500,000",
="058966","中工凱基6A購01  ","0","0","0","500,000","0","500,000","500,000","0","500,000",
="064079","智原永豐72購01  ","0","0","0","747,000","247,000","500,000","747,000","247,000","500,000",
"6142  ","友勁            ","500,000","0","500,000","0","0","0","500,000","0","500,000",
="03500P","神達群益6B售04  ","0","0","0","679,000","181,000","498,000","679,000","181,000","498,000",
="060172","台積電群益71購02","0","0","0","515,000","17,000","498,000","515,000","17,000","498,000",
="08897P","聯發科永昌6A售03","0","0","0","499,000","1,000","498,000","499,000","1,000","498,000",
="063673","創意元大71購05  ","0","0","0","718,000","222,000","496,000","718,000","222,000","496,000",
="060216","可成元富6C購02  ","0","0","0","854,000","359,000","495,000","854,000","359,000","495,000",
="060576","台積電台新6C購03","0","0","0","531,000","37,000","494,000","531,000","37,000","494,000",
="061683","台積電群益71購04","0","0","0","494,000","0","494,000","494,000","0","494,000",
="056129","友達富邦68購01  ","0","0","0","493,000","0","493,000","493,000","0","493,000",
="057511","宏達電日盛69購01","0","0","0","495,000","2,000","493,000","495,000","2,000","493,000",
="059436","群創國泰6B購03  ","0","0","0","958,000","465,000","493,000","958,000","465,000","493,000",
="063882","美律凱基74購06  ","0","0","0","619,000","127,000","492,000","619,000","127,000","492,000",
="062979","群創元大71購04  ","0","0","0","503,000","12,000","491,000","503,000","12,000","491,000",
="059029","統一元富6A購01  ","0","0","0","490,000","0","490,000","490,000","0","490,000",
="060542","和大富邦71購01  ","0","0","0","491,000","1,000","490,000","491,000","1,000","490,000",
="061434","聚陽永豐6C購01  ","0","0","0","500,000","10,000","490,000","500,000","10,000","490,000",
="063487","新唐永豐71購02  ","0","0","0","562,000","72,000","490,000","562,000","72,000","490,000",
="061284","台積電群益72購01","0","0","0","489,000","0","489,000","489,000","0","489,000",
="063770","京鼎元富71購02  ","0","0","0","692,000","203,000","489,000","692,000","203,000","489,000",
="060119","國泰金元大6C購02","0","0","0","588,000","100,000","488,000","588,000","100,000","488,000",
="062609","台玻元富71購01  ","0","0","0","617,000","129,000","488,000","617,000","129,000","488,000",
="064152","美律國泰73購02  ","0","0","0","491,000","3,000","488,000","491,000","3,000","488,000",
