"106年06月22日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00637L","元大滬深300正2  ","871,000","80,000","791,000","61,046,000","9,154,000","51,892,000","61,917,000","9,234,000","52,683,000",
="00633L","富邦上証正2     ","2,080,000","969,000","1,111,000","22,022,000","2,626,000","19,396,000","24,102,000","3,595,000","20,507,000",
="00632R","元大台灣50反1   ","1,100,000","1,520,000","-420,000","18,821,000","3,428,000","15,393,000","19,921,000","4,948,000","14,973,000",
="059571","群創統一6A購03  ","0","0","0","4,718,000","348,000","4,370,000","4,718,000","348,000","4,370,000",
="0050  ","元大台灣50      ","171,000","5,000","166,000","4,067,000","260,000","3,807,000","4,238,000","265,000","3,973,000",
="061519","群創統一71購03  ","0","0","0","4,092,000","461,000","3,631,000","4,092,000","461,000","3,631,000",
"2330  ","台積電          ","3,000,000","77,000","2,923,000","551,000","144,000","407,000","3,551,000","221,000","3,330,000",
="060742","元上證凱基6B購01","0","0","0","3,044,000","55,000","2,989,000","3,044,000","55,000","2,989,000",
="060679","GIS群益6B購04   ","0","0","0","3,808,000","1,087,000","2,721,000","3,808,000","1,087,000","2,721,000",
="059643","國巨中信6A購02  ","0","0","0","3,062,000","343,000","2,719,000","3,062,000","343,000","2,719,000",
="055262","葡萄王群益67購01","0","0","0","2,528,000","33,000","2,495,000","2,528,000","33,000","2,495,000",
="058049","聯發科群益69購02","0","0","0","2,778,000","328,000","2,450,000","2,778,000","328,000","2,450,000",
="054320","深中小富邦68購01","0","0","0","2,400,000","0","2,400,000","2,400,000","0","2,400,000",
="059301","友達元大6B購03  ","0","0","0","3,025,000","640,000","2,385,000","3,025,000","640,000","2,385,000",
"2882  ","國泰金          ","617,000","71,000","546,000","1,909,000","261,000","1,648,000","2,526,000","332,000","2,194,000",
="0056  ","元大高股息      ","0","0","0","2,111,000","0","2,111,000","2,111,000","0","2,111,000",
="056479","群創統一6A購02  ","0","0","0","2,323,000","309,000","2,014,000","2,323,000","309,000","2,014,000",
"2317  ","鴻海            ","2,340,000","210,000","2,130,000","393,000","535,000","-142,000","2,733,000","745,000","1,988,000",
="055786","台橡國票69購01  ","0","0","0","2,000,000","40,000","1,960,000","2,000,000","40,000","1,960,000",
="061482","聯發科統一72購04","0","0","0","3,118,000","1,169,000","1,949,000","3,118,000","1,169,000","1,949,000",
="060819","群創凱基6B購06  ","0","0","0","2,404,000","547,000","1,857,000","2,404,000","547,000","1,857,000",
="058128","英業達凱基69購03","0","0","0","2,566,000","728,000","1,838,000","2,566,000","728,000","1,838,000",
="059736","群創凱基6B購02  ","0","0","0","2,636,000","847,000","1,789,000","2,636,000","847,000","1,789,000",
="057658","亞翔元大69購01  ","0","0","0","2,377,000","630,000","1,747,000","2,377,000","630,000","1,747,000",
="058579","友達統一6C購01  ","0","0","0","3,748,000","2,009,000","1,739,000","3,748,000","2,009,000","1,739,000",
="055778","群創統一6A購01  ","0","0","0","1,913,000","183,000","1,730,000","1,913,000","183,000","1,730,000",
="060384","群創凱基6B購05  ","0","0","0","3,082,000","1,395,000","1,687,000","3,082,000","1,395,000","1,687,000",
"2345  ","智邦            ","574,000","61,000","513,000","1,410,000","269,000","1,141,000","1,984,000","330,000","1,654,000",
="060143","群創統一71購01  ","0","0","0","1,639,000","3,000","1,636,000","1,639,000","3,000","1,636,000",
="059051","群創群益6A購01  ","0","0","0","1,633,000","0","1,633,000","1,633,000","0","1,633,000",
="058532","群創凱基6A購02  ","0","0","0","1,957,000","365,000","1,592,000","1,957,000","365,000","1,592,000",
="058509","友達永昌6A購01  ","0","0","0","1,887,000","300,000","1,587,000","1,887,000","300,000","1,587,000",
="060998","台積電兆豐71購01","0","0","0","1,718,000","136,000","1,582,000","1,718,000","136,000","1,582,000",
="061337","聯發科統一72購02","0","0","0","2,656,000","1,103,000","1,553,000","2,656,000","1,103,000","1,553,000",
="056428","康舒元大68購01  ","0","0","0","1,549,000","0","1,549,000","1,549,000","0","1,549,000",
="059173","群創元大6A購02  ","0","0","0","2,813,000","1,278,000","1,535,000","2,813,000","1,278,000","1,535,000",
"2618  ","長榮航          ","54,000","0","54,000","2,259,000","783,000","1,476,000","2,313,000","783,000","1,530,000",
="03791P","台積電元大6C售07","0","0","0","1,748,000","250,000","1,498,000","1,748,000","250,000","1,498,000",
="061166","英業達元富71購01","0","0","0","1,529,000","31,000","1,498,000","1,529,000","31,000","1,498,000",
"1303  ","南亞            ","0","0","0","1,543,000","47,000","1,496,000","1,543,000","47,000","1,496,000",
="07554P","鴻準元大69售01  ","0","0","0","1,586,000","95,000","1,491,000","1,586,000","95,000","1,491,000",
="060665","中租元大6B購03  ","0","0","0","1,712,000","241,000","1,471,000","1,712,000","241,000","1,471,000",
="061379","亞光凱基6C購01  ","0","0","0","1,519,000","69,000","1,450,000","1,519,000","69,000","1,450,000",
="057582","元金反群益6A購02","0","0","0","1,404,000","0","1,404,000","1,404,000","0","1,404,000",
="060281","鴻海凱基6B購03  ","0","0","0","5,147,000","3,746,000","1,401,000","5,147,000","3,746,000","1,401,000",
="059299","群創亞東6A購03  ","0","0","0","1,433,000","50,000","1,383,000","1,433,000","50,000","1,383,000",
="059436","群創國泰6B購03  ","0","0","0","1,797,000","488,000","1,309,000","1,797,000","488,000","1,309,000",
="006207","FH滬深          ","20,000","200,000","-180,000","1,856,000","374,000","1,482,000","1,876,000","574,000","1,302,000",
="059735","群創凱基6B購01  ","0","0","0","1,785,000","499,000","1,286,000","1,785,000","499,000","1,286,000",
="058127","英業達凱基69購01","0","0","0","1,739,000","459,000","1,280,000","1,739,000","459,000","1,280,000",
