"106年07月17日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00637L","元大滬深300正2  ","23,000","235,000","-212,000","52,712,000","17,822,000","34,890,000","52,735,000","18,057,000","34,678,000",
="00672L","元大S&P原油正2  ","0","0","0","18,799,000","885,000","17,914,000","18,799,000","885,000","17,914,000",
="00633L","富邦上証正2     ","217,000","780,000","-563,000","18,162,000","5,103,000","13,059,000","18,379,000","5,883,000","12,496,000",
"1303  ","南亞            ","2,159,000","10,000","2,149,000","6,305,000","7,000","6,298,000","8,464,000","17,000","8,447,000",
"2888  ","新光金          ","84,000","485,000","-401,000","7,493,000","603,000","6,890,000","7,577,000","1,088,000","6,489,000",
="060315","中信金元大6B購01","0","0","0","4,418,000","731,000","3,687,000","4,418,000","731,000","3,687,000",
="062433","中信金日盛71購01","0","0","0","3,489,000","10,000","3,479,000","3,489,000","10,000","3,479,000",
="059254","華新科元大6A購01","0","0","0","3,873,000","1,083,000","2,790,000","3,873,000","1,083,000","2,790,000",
="062285","GIS統一6C購01   ","0","0","0","2,617,000","132,000","2,485,000","2,617,000","132,000","2,485,000",
="060866","GIS統一71購01   ","0","0","0","4,751,000","2,563,000","2,188,000","4,751,000","2,563,000","2,188,000",
="061228","台積電兆豐71購03","0","0","0","2,246,000","186,000","2,060,000","2,246,000","186,000","2,060,000",
="057967","中信金元富69購01","0","0","0","2,040,000","35,000","2,005,000","2,040,000","35,000","2,005,000",
"1710  ","東聯            ","750,000","86,000","664,000","1,424,000","86,000","1,338,000","2,174,000","172,000","2,002,000",
="058522","中鋼凱基6A購01  ","0","0","0","2,220,000","248,000","1,972,000","2,220,000","248,000","1,972,000",
="061048","中信金群益71購01","0","0","0","2,573,000","646,000","1,927,000","2,573,000","646,000","1,927,000",
="057042","大立光統一68購08","0","0","0","2,244,000","389,000","1,855,000","2,244,000","389,000","1,855,000",
="061755","台積電統一73購04","0","0","0","2,253,000","440,000","1,813,000","2,253,000","440,000","1,813,000",
="060635","台積電兆豐6C購03","0","0","0","1,810,000","0","1,810,000","1,810,000","0","1,810,000",
="0061  ","元大寶滬深      ","338,000","150,000","188,000","2,371,000","758,000","1,613,000","2,709,000","908,000","1,801,000",
="057894","中信金統一6B購01","0","0","0","2,368,000","579,000","1,789,000","2,368,000","579,000","1,789,000",
="060411","聚陽群益6B購01  ","0","0","0","2,473,000","690,000","1,783,000","2,473,000","690,000","1,783,000",
="061080","宏達電統一6C購01","0","0","0","2,042,000","341,000","1,701,000","2,042,000","341,000","1,701,000",
