"106年07月25日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00672L","元大S&P原油正2  ","0","0","0","15,617,000","457,000","15,160,000","15,617,000","457,000","15,160,000",
"2371  ","大同            ","545,000","326,000","219,000","10,624,000","1,460,000","9,164,000","11,169,000","1,786,000","9,383,000",
"3481  ","群創            ","485,000","462,000","23,000","8,114,000","2,529,000","5,585,000","8,599,000","2,991,000","5,608,000",
"6116  ","彩晶            ","1,610,000","21,000","1,589,000","4,393,000","672,000","3,721,000","6,003,000","693,000","5,310,000",
"2002  ","中鋼            ","2,033,000","85,000","1,948,000","2,854,000","63,000","2,791,000","4,887,000","148,000","4,739,000",
="054994","正新元大68購01  ","0","0","0","3,944,000","0","3,944,000","3,944,000","0","3,944,000",
="054118","葡萄王統一68購01","0","0","0","3,060,000","0","3,060,000","3,060,000","0","3,060,000",
="060153","台郡凱基6B購02  ","0","0","0","3,908,000","956,000","2,952,000","3,908,000","956,000","2,952,000",
"2409  ","友達            ","0","10,000","-10,000","3,891,000","976,000","2,915,000","3,891,000","986,000","2,905,000",
="063170","儒鴻元大71購02  ","0","0","0","3,449,000","679,000","2,770,000","3,449,000","679,000","2,770,000",
="060951","台泥凱基6C購01  ","0","0","0","3,140,000","407,000","2,733,000","3,140,000","407,000","2,733,000",
="062568","儒鴻統一73購01  ","0","0","0","2,915,000","235,000","2,680,000","2,915,000","235,000","2,680,000",
="062179","儒鴻凱基6C購03  ","0","0","0","3,180,000","551,000","2,629,000","3,180,000","551,000","2,629,000",
="055423","正新元大6A購02  ","0","0","0","2,524,000","17,000","2,507,000","2,524,000","17,000","2,507,000",
="061757","貿聯統一71購01  ","0","0","0","2,839,000","584,000","2,255,000","2,839,000","584,000","2,255,000",
="063412","亞德客元大71購04","0","0","0","2,157,000","2,000","2,155,000","2,157,000","2,000","2,155,000",
="062178","儒鴻凱基6C購01  ","0","0","0","3,149,000","1,014,000","2,135,000","3,149,000","1,014,000","2,135,000",
="061509","亞光凱基6C購02  ","0","0","0","4,885,000","2,792,000","2,093,000","4,885,000","2,792,000","2,093,000",
="055052","正新元富69購01  ","0","0","0","2,158,000","155,000","2,003,000","2,158,000","155,000","2,003,000",
="063494","亞德客元大71購05","0","0","0","2,145,000","175,000","1,970,000","2,145,000","175,000","1,970,000",
="057015","儒鴻凱基68購02  ","0","0","0","2,223,000","280,000","1,943,000","2,223,000","280,000","1,943,000",
="03091X","元展85          ","0","0","0","1,928,000","2,000","1,926,000","1,928,000","2,000","1,926,000",
="08499P","臺股指凱基69售12","0","0","0","1,892,000","25,000","1,867,000","1,892,000","25,000","1,867,000",
="060618","台泥元大6C購01  ","0","0","0","1,905,000","61,000","1,844,000","1,905,000","61,000","1,844,000",
="061505","深100凱基6C購01 ","0","0","0","1,905,000","74,000","1,831,000","1,905,000","74,000","1,831,000",
="057349","亞光凱基68購04  ","0","0","0","2,436,000","640,000","1,796,000","2,436,000","640,000","1,796,000",
="061851","儒鴻元大6C購03  ","0","0","0","2,518,000","722,000","1,796,000","2,518,000","722,000","1,796,000",
="00633L","富邦上証正2     ","620,000","110,000","510,000","7,659,000","6,396,000","1,263,000","8,279,000","6,506,000","1,773,000",
="062517","台泥元大74購02  ","0","0","0","1,828,000","120,000","1,708,000","1,828,000","120,000","1,708,000",
"2377  ","微星            ","514,000","71,000","443,000","1,765,000","506,000","1,259,000","2,279,000","577,000","1,702,000",
"2892  ","第一金          ","1,730,000","66,000","1,664,000","0","0","0","1,730,000","66,000","1,664,000",
="058383","滬深2X元大69購03","0","0","0","1,648,000","26,000","1,622,000","1,648,000","26,000","1,622,000",
="055941","儒鴻元富69購01  ","0","0","0","2,050,000","449,000","1,601,000","2,050,000","449,000","1,601,000",
="060367","台郡永昌6C購01  ","0","0","0","1,712,000","141,000","1,571,000","1,712,000","141,000","1,571,000",
="03181P","超眾元大6C售03  ","0","0","0","1,568,000","0","1,568,000","1,568,000","0","1,568,000",
="060192","GIS永豐6C購02   ","0","0","0","1,750,000","260,000","1,490,000","1,750,000","260,000","1,490,000",
="062282","儒鴻統一71購03  ","0","0","0","1,606,000","153,000","1,453,000","1,606,000","153,000","1,453,000",
="056284","利勤元大6A購01  ","0","0","0","1,432,000","6,000","1,426,000","1,432,000","6,000","1,426,000",
"1305  ","華夏            ","215,000","220,000","-5,000","1,451,000","32,000","1,419,000","1,666,000","252,000","1,414,000",
="060472","儒鴻統一6C購01  ","0","0","0","1,728,000","315,000","1,413,000","1,728,000","315,000","1,413,000",
="062370","T50反1元大71購05","0","0","0","1,758,000","345,000","1,413,000","1,758,000","345,000","1,413,000",
="062526","鴻海元大71購07  ","0","0","0","1,751,000","350,000","1,401,000","1,751,000","350,000","1,401,000",
="061755","台積電統一73購04","0","0","0","1,656,000","259,000","1,397,000","1,656,000","259,000","1,397,000",
"1314  ","中石化          ","0","34,000","-34,000","1,407,000","13,000","1,394,000","1,407,000","47,000","1,360,000",
="060451","GIS中信6B購02   ","0","0","0","1,462,000","135,000","1,327,000","1,462,000","135,000","1,327,000",
="00635U","元大S&P黃金     ","0","0","0","1,479,000","171,000","1,308,000","1,479,000","171,000","1,308,000",
="059358","光磊永豐6A購02  ","0","0","0","1,297,000","34,000","1,263,000","1,297,000","34,000","1,263,000",
="061339","可成統一6C購04  ","0","0","0","1,592,000","337,000","1,255,000","1,592,000","337,000","1,255,000",
="060040","貿聯元大71購01  ","0","0","0","1,639,000","399,000","1,240,000","1,639,000","399,000","1,240,000",
="00632R","元大台灣50反1   ","150,000","100,000","50,000","1,926,000","747,000","1,179,000","2,076,000","847,000","1,229,000",
="060469","GIS統一6B購03   ","0","0","0","1,430,000","201,000","1,229,000","1,430,000","201,000","1,229,000",
