"106年06月28日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00632R","元大台灣50反1   ","6,713,000","4,050,000","2,663,000","28,405,000","3,026,000","25,379,000","35,118,000","7,076,000","28,042,000",
="00637L","元大滬深300正2  ","300,000","0","300,000","21,362,000","9,649,000","11,713,000","21,662,000","9,649,000","12,013,000",
"2409  ","友達            ","2,790,000","1,545,000","1,245,000","15,783,000","9,038,000","6,745,000","18,573,000","10,583,000","7,990,000",
="00633L","富邦上証正2     ","80,000","20,000","60,000","9,777,000","3,112,000","6,665,000","9,857,000","3,132,000","6,725,000",
="00672L","元大S&P原油正2  ","0","0","0","12,371,000","7,069,000","5,302,000","12,371,000","7,069,000","5,302,000",
"2303  ","聯電            ","848,000","2,510,000","-1,662,000","9,891,000","4,206,000","5,685,000","10,739,000","6,716,000","4,023,000",
="08239P","聯發科元大69售03","0","0","0","3,330,000","110,000","3,220,000","3,330,000","110,000","3,220,000",
="060266","宏達電統一6B購01","0","0","0","3,343,000","253,000","3,090,000","3,343,000","253,000","3,090,000",
"1310  ","台苯            ","142,000","0","142,000","2,846,000","38,000","2,808,000","2,988,000","38,000","2,950,000",
="0050  ","元大台灣50      ","195,000","22,000","173,000","3,250,000","543,000","2,707,000","3,445,000","565,000","2,880,000",
="060222","至上國泰6B購02  ","0","0","0","2,879,000","17,000","2,862,000","2,879,000","17,000","2,862,000",
="006205","富邦上証        ","383,000","30,000","353,000","2,514,000","234,000","2,280,000","2,897,000","264,000","2,633,000",
="056497","中鋼兆豐68購01  ","0","0","0","2,568,000","0","2,568,000","2,568,000","0","2,568,000",
"1314  ","中石化          ","215,000","117,000","98,000","2,664,000","367,000","2,297,000","2,879,000","484,000","2,395,000",
"2023  ","燁輝            ","2,208,000","0","2,208,000","254,000","118,000","136,000","2,462,000","118,000","2,344,000",
="061256","台新金凱基6C購02","0","0","0","2,420,000","110,000","2,310,000","2,420,000","110,000","2,310,000",
"1303  ","南亞            ","342,000","41,000","301,000","2,059,000","86,000","1,973,000","2,401,000","127,000","2,274,000",
"2881  ","富邦金          ","936,000","183,000","753,000","1,555,000","115,000","1,440,000","2,491,000","298,000","2,193,000",
="060139","GIS日盛6B購01   ","0","0","0","2,776,000","814,000","1,962,000","2,776,000","814,000","1,962,000",
="060689","GIS日盛6B購02   ","0","0","0","1,899,000","0","1,899,000","1,899,000","0","1,899,000",
="061751","GIS凱基6C購02   ","0","0","0","2,965,000","1,097,000","1,868,000","2,965,000","1,097,000","1,868,000",
="060272","宏達電凱基6B購01","0","0","0","2,493,000","725,000","1,768,000","2,493,000","725,000","1,768,000",
="058253","友達群益69購05  ","0","0","0","1,924,000","175,000","1,749,000","1,924,000","175,000","1,749,000",
="058064","宏達電凱基69購01","0","0","0","1,977,000","238,000","1,739,000","1,977,000","238,000","1,739,000",
