"106年06月20日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
="059576","啟碁群益6B購01  ","0","0","0","1,567,000","21,000","1,546,000","1,567,000","21,000","1,546,000",
="060217","致伸元富6B購01  ","0","0","0","1,932,000","406,000","1,526,000","1,932,000","406,000","1,526,000",
="060726","順德元富6C購01  ","0","0","0","1,849,000","339,000","1,510,000","1,849,000","339,000","1,510,000",
"2880  ","華南金          ","21,000","0","21,000","1,500,000","16,000","1,484,000","1,521,000","16,000","1,505,000",
="059877","美律統一6B購04  ","0","0","0","2,020,000","550,000","1,470,000","2,020,000","550,000","1,470,000",
="059508","群創群益6A購07  ","0","0","0","2,458,000","1,009,000","1,449,000","2,458,000","1,009,000","1,449,000",
="059539","為升元大6B購01  ","0","0","0","2,192,000","746,000","1,446,000","2,192,000","746,000","1,446,000",
="054020","南亞科統一68購02","0","0","0","1,492,000","90,000","1,402,000","1,492,000","90,000","1,402,000",
="060895","聯電永昌71購01  ","0","0","0","1,414,000","14,000","1,400,000","1,414,000","14,000","1,400,000",
="061106","台積電元大71購01","0","0","0","2,916,000","1,528,000","1,388,000","2,916,000","1,528,000","1,388,000",
="0061  ","元大寶滬深      ","150,000","110,000","40,000","1,487,000","140,000","1,347,000","1,637,000","250,000","1,387,000",
="058526","啟碁凱基6A購01  ","0","0","0","2,075,000","772,000","1,303,000","2,075,000","772,000","1,303,000",
="057257","聯發科中信68購03","0","0","0","1,303,000","20,000","1,283,000","1,303,000","20,000","1,283,000",
"8112  ","至上            ","76,000","16,000","60,000","1,555,000","364,000","1,191,000","1,631,000","380,000","1,251,000",
="058806","冠德富邦6A購01  ","0","0","0","1,345,000","103,000","1,242,000","1,345,000","103,000","1,242,000",
="054578","友達永昌67購02  ","0","0","0","1,394,000","187,000","1,207,000","1,394,000","187,000","1,207,000",
="056405","大立光中信68購02","0","0","0","1,230,000","23,000","1,207,000","1,230,000","23,000","1,207,000",
="059791","南亞科統一6B購01","0","0","0","1,537,000","339,000","1,198,000","1,537,000","339,000","1,198,000",
="058577","大立光統一6B購02","0","0","0","1,264,000","70,000","1,194,000","1,264,000","70,000","1,194,000",
="057634","富邦金玉山69購01","0","0","0","1,188,000","0","1,188,000","1,188,000","0","1,188,000",
="07643P","台積電永昌67售01","0","0","0","1,187,000","0","1,187,000","1,187,000","0","1,187,000",
="060857","聯發科凱基6B購04","0","0","0","1,795,000","614,000","1,181,000","1,795,000","614,000","1,181,000",
"2352  ","佳世達          ","82,000","85,000","-3,000","1,410,804","229,000","1,181,804","1,492,804","314,000","1,178,804",
="061170","南亞科元大6C購06","0","0","0","1,662,000","521,000","1,141,000","1,662,000","521,000","1,141,000",
="03129P","GIS統一6B售01   ","0","0","0","1,217,000","77,000","1,140,000","1,217,000","77,000","1,140,000",
="049274","元黃金日盛66購01","0","0","0","1,127,000","0","1,127,000","1,127,000","0","1,127,000",
="058200","啟碁元富6A購01  ","0","0","0","1,810,000","684,000","1,126,000","1,810,000","684,000","1,126,000",
="08948P","鎧勝凱基6A售02  ","0","0","0","1,320,000","200,000","1,120,000","1,320,000","200,000","1,120,000",
="061057","啟碁元大71購01  ","0","0","0","1,560,000","450,000","1,110,000","1,560,000","450,000","1,110,000",
="057880","可成日盛69購02  ","0","0","0","1,100,000","0","1,100,000","1,100,000","0","1,100,000",
="057386","微星富邦6B購01  ","0","0","0","1,099,000","0","1,099,000","1,099,000","0","1,099,000",
="061338","聯發科統一72購03","0","0","0","1,151,000","63,000","1,088,000","1,151,000","63,000","1,088,000",
="059485","景碩兆豐6A購01  ","0","0","0","1,186,000","102,000","1,084,000","1,186,000","102,000","1,084,000",
="058148","可成元大69購03  ","0","0","0","1,313,000","233,000","1,080,000","1,313,000","233,000","1,080,000",
="060367","台郡永昌6C購01  ","0","0","0","1,611,000","548,000","1,063,000","1,611,000","548,000","1,063,000",
="060336","大立光凱基6B購08","0","0","0","1,119,000","61,000","1,058,000","1,119,000","61,000","1,058,000",
="058490","南亞科元大6C購01","0","0","0","1,263,000","208,000","1,055,000","1,263,000","208,000","1,055,000",
="060917","群創群益6B購04  ","0","0","0","1,037,000","0","1,037,000","1,037,000","0","1,037,000",
"2409  ","友達            ","427,000","1,265,000","-838,000","5,680,000","3,805,000","1,875,000","6,107,000","5,070,000","1,037,000",
="060269","力達凱基6B購02  ","0","0","0","1,052,000","20,000","1,032,000","1,052,000","20,000","1,032,000",
="056105","上証2X群益67購04","0","0","0","1,150,000","138,000","1,012,000","1,150,000","138,000","1,012,000",
="03656P","台積電元大6C售04","0","0","0","2,090,000","1,080,000","1,010,000","2,090,000","1,080,000","1,010,000",
="054796","新光金兆豐67購01","0","0","0","1,006,000","10,000","996,000","1,006,000","10,000","996,000",
="057276","美律元大68購02  ","0","0","0","1,142,000","166,000","976,000","1,142,000","166,000","976,000",
="059033","南亞科元大6C購02","0","0","0","2,225,000","1,249,000","976,000","2,225,000","1,249,000","976,000",
="058846","順德元富6A購01  ","0","0","0","1,046,000","73,000","973,000","1,046,000","73,000","973,000",
="057435","致伸元大6A購01  ","0","0","0","1,327,000","357,000","970,000","1,327,000","357,000","970,000",
="060593","南亞科富邦71購01","0","0","0","1,219,000","266,000","953,000","1,219,000","266,000","953,000",
="058303","上証2X群益6A購03","0","0","0","1,003,000","54,000","949,000","1,003,000","54,000","949,000",
="056108","和大群益68購01  ","0","0","0","1,473,000","529,000","944,000","1,473,000","529,000","944,000",
="061633","台積電元大6C購06","0","0","0","1,406,000","462,000","944,000","1,406,000","462,000","944,000",
="057413","聯電永昌69購01  ","0","0","0","940,000","0","940,000","940,000","0","940,000",
="060152","中砂凱基6B購01  ","0","0","0","1,547,000","612,000","935,000","1,547,000","612,000","935,000",
="057268","微星統一6A購01  ","0","0","0","1,236,000","304,000","932,000","1,236,000","304,000","932,000",
="058123","力達凱基6B購01  ","0","0","0","932,000","0","932,000","932,000","0","932,000",
="060268","鴻海統一72購01  ","0","0","0","1,169,000","237,000","932,000","1,169,000","237,000","932,000",
"2356  ","英業達          ","1,092,000","56,000","1,036,000","351,000","456,000","-105,000","1,443,000","512,000","931,000",
="061232","啟碁兆豐71購01  ","0","0","0","1,003,000","78,000","925,000","1,003,000","78,000","925,000",
="061253","永豐金富邦6C購01","0","0","0","924,000","0","924,000","924,000","0","924,000",
="059152","國泰金統一6B購01","0","0","0","1,956,000","1,038,000","918,000","1,956,000","1,038,000","918,000",
="059896","康控元大6B購01  ","0","0","0","1,202,000","286,000","916,000","1,202,000","286,000","916,000",
="058919","鴻海元富6B購02  ","0","0","0","1,797,000","884,000","913,000","1,797,000","884,000","913,000",
="061206","南亞科統一72購01","0","0","0","1,236,000","335,000","901,000","1,236,000","335,000","901,000",
="053720","聯發科統一67購01","0","0","0","900,000","0","900,000","900,000","0","900,000",
="00637L","元大滬深300正2  ","800,000","800,000","0","5,352,000","4,455,000","897,000","6,152,000","5,255,000","897,000",
="03737P","康控群益6C售01  ","0","0","0","1,021,000","124,000","897,000","1,021,000","124,000","897,000",
="057844","國泰金國票6A購01","0","0","0","895,000","0","895,000","895,000","0","895,000",
="058718","啟碁國票6B購01  ","0","0","0","892,000","0","892,000","892,000","0","892,000",
="060493","美律統一6B購06  ","0","0","0","899,000","15,000","884,000","899,000","15,000","884,000",
="061205","南亞科統一71購01","0","0","0","1,091,000","210,000","881,000","1,091,000","210,000","881,000",
"5871  ","中租-KY         ","150,000","20,000","130,000","925,000","174,000","751,000","1,075,000","194,000","881,000",
="058990","致伸群益6C購02  ","0","0","0","1,125,000","254,000","871,000","1,125,000","254,000","871,000",
="00633L","富邦上証正2     ","264,000","755,000","-491,000","4,726,000","3,375,000","1,351,000","4,990,000","4,130,000","860,000",
="061605","美律統一71購01  ","0","0","0","948,000","96,000","852,000","948,000","96,000","852,000",
="07986P","T50反1凱基68售05","0","0","0","850,000","0","850,000","850,000","0","850,000",
="07987P","T50反1凱基68售06","0","0","0","850,000","0","850,000","850,000","0","850,000",
="056668","景碩統一6A購01  ","0","0","0","920,000","71,000","849,000","920,000","71,000","849,000",
="060038","啟碁元大6B購02  ","0","0","0","1,837,000","988,000","849,000","1,837,000","988,000","849,000",
="055999","緯創統一68購01  ","0","0","0","859,000","13,000","846,000","859,000","13,000","846,000",
="059660","華新富邦6A購01  ","0","0","0","832,000","0","832,000","832,000","0","832,000",
="061478","南亞科元富71購01","0","0","0","828,000","0","828,000","828,000","0","828,000",
="059429","微星群益6B購03  ","0","0","0","1,021,000","202,000","819,000","1,021,000","202,000","819,000",
="061464","可成元大6C購04  ","0","0","0","1,360,000","543,000","817,000","1,360,000","543,000","817,000",
="060694","美律凱基6B購02  ","0","0","0","1,376,000","564,000","812,000","1,376,000","564,000","812,000",
="060141","南亞科日盛6B購02","0","0","0","810,000","0","810,000","810,000","0","810,000",
="058326","超眾永豐6A購01  ","0","0","0","817,000","10,000","807,000","817,000","10,000","807,000",
="060207","南亞科元大6C購04","0","0","0","928,000","121,000","807,000","928,000","121,000","807,000",
="059338","力達國泰6A購01  ","0","0","0","824,000","18,000","806,000","824,000","18,000","806,000",
="060741","台積電統一75購01","0","0","0","1,128,000","322,000","806,000","1,128,000","322,000","806,000",
="060391","可成元大6B購06  ","0","0","0","2,409,000","1,607,000","802,000","2,409,000","1,607,000","802,000",
="060395","南亞科兆豐6B購02","0","0","0","1,082,000","280,000","802,000","1,082,000","280,000","802,000",
="055573","長虹元大67購01  ","0","0","0","800,000","0","800,000","800,000","0","800,000",
="07375P","台灣50康和66售02","0","0","0","795,000","0","795,000","795,000","0","795,000",
="08495P","T50反1凱基69售04","0","0","0","869,000","75,000","794,000","869,000","75,000","794,000",
="060507","康控永豐6B購02  ","0","0","0","964,000","171,000","793,000","964,000","171,000","793,000",
="0056  ","元大高股息      ","0","0","0","792,000","0","792,000","792,000","0","792,000",
"2448  ","晶電            ","817,000","25,000","792,000","0","0","0","817,000","25,000","792,000",
="060791","康控群益6B購01  ","0","0","0","802,000","11,000","791,000","802,000","11,000","791,000",
"2891  ","中信金          ","1,198,000","200,000","998,000","386,000","593,000","-207,000","1,584,000","793,000","791,000",
="048729","為升第一67購01  ","0","0","0","800,000","10,000","790,000","800,000","10,000","790,000",
="060181","群創群益6B購03  ","0","0","0","789,000","0","789,000","789,000","0","789,000",
="057367","亞光元大68購07  ","0","0","0","806,000","28,000","778,000","806,000","28,000","778,000",
="057604","國泰金永豐6A購01","0","0","0","891,000","114,000","777,000","891,000","114,000","777,000",
="060399","鴻海兆豐71購05  ","0","0","0","1,938,000","1,166,000","772,000","1,938,000","1,166,000","772,000",
="060658","啟碁永豐6B購01  ","0","0","0","845,000","75,000","770,000","845,000","75,000","770,000",
="057360","上銀凱基69購01  ","0","0","0","993,000","224,000","769,000","993,000","224,000","769,000",
="057607","富邦金永昌69購01","0","0","0","766,000","0","766,000","766,000","0","766,000",
="057766","微星元富6A購01  ","0","0","0","978,000","215,000","763,000","978,000","215,000","763,000",
="057823","台耀元大69購01  ","0","0","0","1,273,000","512,000","761,000","1,273,000","512,000","761,000",
="057848","國泰金元大69購03","0","0","0","760,000","0","760,000","760,000","0","760,000",
="060094","超眾永豐6C購01  ","0","0","0","1,163,000","406,000","757,000","1,163,000","406,000","757,000",
="060093","台郡永豐6C購01  ","0","0","0","967,000","213,000","754,000","967,000","213,000","754,000",
="061107","富邦金元大6C購02","0","0","0","840,000","88,000","752,000","840,000","88,000","752,000",
="059834","啟碁群益6B購02  ","0","0","0","789,000","38,000","751,000","789,000","38,000","751,000",
="060384","群創凱基6B購05  ","0","0","0","1,260,000","509,000","751,000","1,260,000","509,000","751,000",
="060685","訊芯元富71購01  ","0","0","0","788,000","41,000","747,000","788,000","41,000","747,000",
="061296","南亞科玉山6C購02","0","0","0","995,000","249,000","746,000","995,000","249,000","746,000",
="061531","高鐵元大71購01  ","0","0","0","757,000","14,000","743,000","757,000","14,000","743,000",
="059320","華新永豐6B購01  ","0","0","0","816,000","75,000","741,000","816,000","75,000","741,000",
="08382P","卜蜂國泰6A售01  ","0","0","0","741,000","0","741,000","741,000","0","741,000",
"6116  ","彩晶            ","222,000","4,000","218,000","531,000","8,000","523,000","753,000","12,000","741,000",
="059072","景碩永豐6A購02  ","0","0","0","801,000","71,000","730,000","801,000","71,000","730,000",
="060046","南亞科凱基6B購01","0","0","0","1,129,000","399,000","730,000","1,129,000","399,000","730,000",
="060110","上銀元大6C購01  ","0","0","0","833,000","103,000","730,000","833,000","103,000","730,000",
="056302","樺漢統一6B購01  ","0","0","0","931,000","208,000","723,000","931,000","208,000","723,000",
="03127P","永豐金凱基6B售01","0","0","0","870,000","148,000","722,000","870,000","148,000","722,000",
="060154","利勤凱基6B購01  ","0","0","0","1,723,000","1,003,000","720,000","1,723,000","1,003,000","720,000",
="057107","華新富邦68購01  ","0","0","0","819,000","100,000","719,000","819,000","100,000","719,000",
="061216","啟碁群益6C購01  ","0","0","0","780,000","64,000","716,000","780,000","64,000","716,000",
="057608","上銀元富69購01  ","0","0","0","775,000","60,000","715,000","775,000","60,000","715,000",
="058415","T50正2群益6B購01","0","0","0","747,000","33,000","714,000","747,000","33,000","714,000",
="061212","南亞科群益6C購01","0","0","0","751,000","38,000","713,000","751,000","38,000","713,000",
="060265","可成統一6C購03  ","0","0","0","2,193,000","1,483,000","710,000","2,193,000","1,483,000","710,000",
="060206","長虹元大71購01  ","0","0","0","778,000","69,000","709,000","778,000","69,000","709,000",
="060389","大立光統一6B購10","0","0","0","738,000","30,000","708,000","738,000","30,000","708,000",
="059545","啟碁元大6A購02  ","0","0","0","1,907,000","1,203,000","704,000","1,907,000","1,203,000","704,000",
="03430P","廣達元大6B售02  ","0","0","0","721,000","20,000","701,000","721,000","20,000","701,000",
="059969","群創富邦71購01  ","0","0","0","701,000","0","701,000","701,000","0","701,000",
="057470","微星國泰69購01  ","0","0","0","995,000","298,000","697,000","995,000","298,000","697,000",
="057324","台積電玉山68購01","0","0","0","750,000","54,000","696,000","750,000","54,000","696,000",
="060275","冠德凱基6B購01  ","0","0","0","1,127,000","432,000","695,000","1,127,000","432,000","695,000",
="061422","南亞科永昌6C購01","0","0","0","700,000","7,000","693,000","700,000","7,000","693,000",
="061611","矽創凱基6C購01  ","0","0","0","900,000","214,000","686,000","900,000","214,000","686,000",
="08259P","宏達電兆豐69售01","0","0","0","690,000","4,000","686,000","690,000","4,000","686,000",
="061193","南亞科國泰6C購01","0","0","0","725,000","42,000","683,000","725,000","42,000","683,000",
="056470","大立光統一69購04","0","0","0","880,000","199,000","681,000","880,000","199,000","681,000",
="058980","華邦電元大6A購05","0","0","0","1,250,000","574,000","676,000","1,250,000","574,000","676,000",
="060128","明泰元富6B購01  ","0","0","0","783,000","108,000","675,000","783,000","108,000","675,000",
="059022","美律統一6B購02  ","0","0","0","747,000","74,000","673,000","747,000","74,000","673,000",
="060661","上銀元大6B購06  ","0","0","0","748,000","76,000","672,000","748,000","76,000","672,000",
="058979","啟碁元大6A購01  ","0","0","0","980,000","311,000","669,000","980,000","311,000","669,000",
="058145","廣達永豐69購01  ","0","0","0","778,000","110,000","668,000","778,000","110,000","668,000",
="055983","緯創國泰68購01  ","0","0","0","887,000","220,000","667,000","887,000","220,000","667,000",
="060751","台積電元大6B購07","0","0","0","1,767,000","1,101,000","666,000","1,767,000","1,101,000","666,000",
="058991","啟碁群益6A購01  ","0","0","0","806,000","142,000","664,000","806,000","142,000","664,000",
="056404","大立光中信68購01","0","0","0","1,266,000","603,000","663,000","1,266,000","603,000","663,000",
="056823","華新永豐69購01  ","0","0","0","760,000","97,000","663,000","760,000","97,000","663,000",
="058820","乙盛元富6A購01  ","0","0","0","987,000","327,000","660,000","987,000","327,000","660,000",
="060133","南亞科富邦6B購01","0","0","0","677,000","19,000","658,000","677,000","19,000","658,000",
="057790","永豐金元大6A購01","0","0","0","971,000","321,000","650,000","971,000","321,000","650,000",
="059733","國泰金凱基6B購01","0","0","0","2,142,000","1,494,000","648,000","2,142,000","1,494,000","648,000",
="056793","神達兆豐68購01  ","0","0","0","691,000","45,000","646,000","691,000","45,000","646,000",
="060098","台郡凱基6B購01  ","0","0","0","930,000","286,000","644,000","930,000","286,000","644,000",
="0050  ","元大台灣50      ","0","148,000","-148,000","985,000","197,000","788,000","985,000","345,000","640,000",
="057525","聯發科統一6B購01","0","0","0","1,596,000","960,000","636,000","1,596,000","960,000","636,000",
="056319","南亞科日盛68購01","0","0","0","716,000","81,000","635,000","716,000","81,000","635,000",
="058049","聯發科群益69購02","0","0","0","1,402,000","769,000","633,000","1,402,000","769,000","633,000",
="057350","力達國泰68購01  ","0","0","0","629,000","0","629,000","629,000","0","629,000",
="058962","乙盛凱基6A購01  ","0","0","0","829,000","200,000","629,000","829,000","200,000","629,000",
="057622","卜蜂元大69購01  ","0","0","0","737,000","111,000","626,000","737,000","111,000","626,000",
="060679","GIS群益6B購04   ","0","0","0","1,367,000","741,000","626,000","1,367,000","741,000","626,000",
="03731P","可成元富71售03  ","0","0","0","695,000","72,000","623,000","695,000","72,000","623,000",
="03281B","臺股指元大6A熊01","0","0","0","634,000","12,000","622,000","634,000","12,000","622,000",
="060947","神達元大6C購01  ","0","0","0","678,000","56,000","622,000","678,000","56,000","622,000",
="058521","聯詠永豐6B購01  ","0","0","0","709,000","92,000","617,000","709,000","92,000","617,000",
="059345","華新凱基6A購01  ","0","0","0","1,322,000","705,000","617,000","1,322,000","705,000","617,000",
="058075","美律群益6A購01  ","0","0","0","656,000","41,000","615,000","656,000","41,000","615,000",
="058089","華夏凱基69購01  ","0","0","0","615,000","0","615,000","615,000","0","615,000",
="058958","晶豪科國泰6A購01","0","0","0","725,000","110,000","615,000","725,000","110,000","615,000",
="060568","康控康和6B購01  ","0","0","0","635,000","20,000","615,000","635,000","20,000","615,000",
="00640L","富邦日本正2     ","0","0","0","1,007,000","395,000","612,000","1,007,000","395,000","612,000",
="059223","群創群益6A購04  ","0","0","0","966,000","355,000","611,000","966,000","355,000","611,000",
="060285","上銀元大6B購05  ","0","0","0","709,000","98,000","611,000","709,000","98,000","611,000",
="03219P","創意元富6B售01  ","0","0","0","656,000","50,000","606,000","656,000","50,000","606,000",
="03282B","臺股指元大69熊03","0","0","0","842,000","239,000","603,000","842,000","239,000","603,000",
="055410","亞德客群益69購01","0","0","0","601,000","0","601,000","601,000","0","601,000",
="060342","京鼎凱基6B購03  ","0","0","0","803,000","202,000","601,000","803,000","202,000","601,000",
="056259","友達元富67購03  ","0","0","0","600,000","0","600,000","600,000","0","600,000",
="057511","宏達電日盛69購01","0","0","0","762,000","162,000","600,000","762,000","162,000","600,000",
="058211","友達兆豐6A購02  ","0","0","0","1,190,000","590,000","600,000","1,190,000","590,000","600,000",
="061423","友達永昌71購02  ","0","0","0","606,000","6,000","600,000","606,000","6,000","600,000",
"2323  ","中環            ","596,000","0","596,000","0","0","0","596,000","0","596,000",
="060783","鴻海群益6C購06  ","0","0","0","957,000","364,000","593,000","957,000","364,000","593,000",
="057417","貿聯元富69購01  ","0","0","0","613,000","22,000","591,000","613,000","22,000","591,000",
="057472","聯電國泰69購01  ","0","0","0","632,000","45,000","587,000","632,000","45,000","587,000",
="03084P","聯發科元大6B售02","0","0","0","896,000","310,000","586,000","896,000","310,000","586,000",
="058917","致茂元富6A購01  ","0","0","0","585,000","0","585,000","585,000","0","585,000",
="058733","乙盛國泰6B購01  ","0","0","0","1,397,000","813,000","584,000","1,397,000","813,000","584,000",
="060159","華新凱基6B購01  ","0","0","0","647,000","63,000","584,000","647,000","63,000","584,000",
="061507","榮成凱基6C購01  ","0","0","0","1,503,000","919,000","584,000","1,503,000","919,000","584,000",
="057953","大立光元大69購11","0","0","0","616,000","36,000","580,000","616,000","36,000","580,000",
"4938  ","和碩            ","291,000","256,000","35,000","1,146,000","601,000","545,000","1,437,000","857,000","580,000",
="057949","緯創日盛6A購01  ","0","0","0","573,000","0","573,000","573,000","0","573,000",
="059261","欣興元富6A購02  ","0","0","0","1,018,000","446,000","572,000","1,018,000","446,000","572,000",
="058894","鴻海統一6B購05  ","0","0","0","604,000","33,000","571,000","604,000","33,000","571,000",
="07985P","T50反1凱基68售04","0","1,943,000","-1,943,000","2,513,000","0","2,513,000","2,513,000","1,943,000","570,000",
="060792","啟碁群益6B購03  ","0","0","0","742,000","173,000","569,000","742,000","173,000","569,000",
="058182","台積電統一6C購02","0","0","0","847,000","280,000","567,000","847,000","280,000","567,000",
="057085","力達凱基6A購01  ","0","0","0","575,000","10,000","565,000","575,000","10,000","565,000",
="03278P","大立光元大6B售06","0","0","0","568,000","5,000","563,000","568,000","5,000","563,000",
="054869","南亞科統一69購01","0","0","0","733,000","170,000","563,000","733,000","170,000","563,000",
="060602","貿聯統一6C購01  ","0","0","0","846,000","286,000","560,000","846,000","286,000","560,000",
="056101","富邦金元大68購02","0","0","0","590,000","34,000","556,000","590,000","34,000","556,000",
="059915","上銀國票6C購01  ","0","0","0","638,000","82,000","556,000","638,000","82,000","556,000",
="058084","可成凱基69購01  ","0","0","0","927,000","373,000","554,000","927,000","373,000","554,000",
="061483","大立光統一71購01","0","0","0","759,000","207,000","552,000","759,000","207,000","552,000",
="059941","和大元大6C購01  ","0","0","0","948,000","401,000","547,000","948,000","401,000","547,000",
="056692","綠悅中信68購01  ","0","0","0","544,000","0","544,000","544,000","0","544,000",
="059661","廣達富邦6A購01  ","0","0","0","602,000","58,000","544,000","602,000","58,000","544,000",
="058169","矽創國泰69購01  ","0","0","0","551,000","10,000","541,000","551,000","10,000","541,000",
="059468","國泰金永豐6B購01","0","0","0","905,000","364,000","541,000","905,000","364,000","541,000",
="058978","美律元大6A購04  ","0","0","0","1,176,000","636,000","540,000","1,176,000","636,000","540,000",
="061511","神達凱基6C購02  ","0","0","0","681,000","141,000","540,000","681,000","141,000","540,000",
="057330","上銀元大69購02  ","0","0","0","633,000","96,000","537,000","633,000","96,000","537,000",
="058764","至上永豐6A購01  ","0","0","0","764,000","229,000","535,000","764,000","229,000","535,000",
="060532","華夏凱基6B購01  ","0","0","0","984,000","449,000","535,000","984,000","449,000","535,000",
="061563","力達群益6C購01  ","0","0","0","535,000","0","535,000","535,000","0","535,000",
="061375","神達兆豐6C購01  ","0","0","0","592,000","58,000","534,000","592,000","58,000","534,000",
="055290","台揚日盛6A購01  ","0","0","0","541,000","8,000","533,000","541,000","8,000","533,000",
="059687","潤泰全永豐6B購01","0","0","0","543,000","10,000","533,000","543,000","10,000","533,000",
="056598","葡萄王台新68購01","0","0","0","530,000","0","530,000","530,000","0","530,000",
="058385","上銀元富69購04  ","0","0","0","528,000","0","528,000","528,000","0","528,000",
="056899","京元電元大69購01","0","0","0","946,000","420,000","526,000","946,000","420,000","526,000",
="059655","群創國泰6A購04  ","0","0","0","525,000","0","525,000","525,000","0","525,000",
="060858","聯發科凱基6B購05","0","0","0","557,000","32,000","525,000","557,000","32,000","525,000",
="057284","開發金國泰69購01","0","0","0","684,000","160,000","524,000","684,000","160,000","524,000",
="060832","乙盛永豐6B購02  ","0","0","0","646,000","123,000","523,000","646,000","123,000","523,000",
="056840","神達元富68購01  ","0","0","0","544,000","24,000","520,000","544,000","24,000","520,000",
="060517","超眾元大71購01  ","0","0","0","883,000","363,000","520,000","883,000","363,000","520,000",
="058774","冠德永豐6A購01  ","0","0","0","557,000","40,000","517,000","557,000","40,000","517,000",
="059448","永冠元大6A購02  ","0","0","0","615,000","98,000","517,000","615,000","98,000","517,000",
="059963","鴻海元富6C購04  ","0","0","0","1,108,000","591,000","517,000","1,108,000","591,000","517,000",
="054444","聯鈞統一69購01  ","0","0","0","624,000","108,000","516,000","624,000","108,000","516,000",
="058419","南亞科群益6A購01","0","0","0","1,358,000","843,000","515,000","1,358,000","843,000","515,000",
="060803","美律兆豐6B購01  ","0","0","0","593,000","80,000","513,000","593,000","80,000","513,000",
="058884","亞光永豐6A購03  ","0","0","0","570,000","59,000","511,000","570,000","59,000","511,000",
="055234","聯發科玉山66購01","0","0","0","510,000","0","510,000","510,000","0","510,000",
="060479","美律玉山71購01  ","0","0","0","546,000","36,000","510,000","546,000","36,000","510,000",
="059204","微星元富6B購01  ","0","0","0","519,000","10,000","509,000","519,000","10,000","509,000",
