"106年06月07日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00637L","元大滬深300正2  ","0","500,000","-500,000","39,976,000","5,744,000","34,232,000","39,976,000","6,244,000","33,732,000",
="00633L","富邦上証正2     ","340,000","460,000","-120,000","16,238,000","2,602,000","13,636,000","16,578,000","3,062,000","13,516,000",
"2409  ","友達            ","48,000","500,000","-452,000","13,587,000","2,895,000","10,692,000","13,635,000","3,395,000","10,240,000",
="00672L","元大S&P原油正2  ","200,000","0","200,000","8,454,000","4,443,000","4,011,000","8,654,000","4,443,000","4,211,000",
="059223","群創群益6A購04  ","0","0","0","4,162,000","839,000","3,323,000","4,162,000","839,000","3,323,000",
="058861","智原凱基6A購01  ","0","0","0","3,678,000","1,328,000","2,350,000","3,678,000","1,328,000","2,350,000",
="059435","智原國泰6A購01  ","0","0","0","3,238,000","923,000","2,315,000","3,238,000","923,000","2,315,000",
="08024P","可成元大68售03  ","0","0","0","2,162,000","0","2,162,000","2,162,000","0","2,162,000",
="00636 ","國泰中國A50     ","200,000","0","200,000","1,869,000","236,000","1,633,000","2,069,000","236,000","1,833,000",
="058783","智原永豐6A購01  ","0","0","0","1,690,000","39,000","1,651,000","1,690,000","39,000","1,651,000",
="08452P","可成元大69售02  ","0","0","0","1,650,000","0","1,650,000","1,650,000","0","1,650,000",
="058529","華邦電凱基6A購03","0","0","0","3,160,000","1,595,000","1,565,000","3,160,000","1,595,000","1,565,000",
="03421P","貿聯國泰6B售04  ","0","0","0","1,557,000","20,000","1,537,000","1,557,000","20,000","1,537,000",
"1303  ","南亞            ","7,000","0","7,000","1,507,000","1,000","1,506,000","1,514,000","1,000","1,513,000",
="055655","元黃金統一69購02","0","0","0","1,443,000","20,000","1,423,000","1,443,000","20,000","1,423,000",
"2328  ","廣宇            ","24,000","24,000","0","1,552,000","192,000","1,360,000","1,576,000","216,000","1,360,000",
="07480P","台達電元大69售01","0","0","0","1,532,000","182,000","1,350,000","1,532,000","182,000","1,350,000",
="056663","友達日盛69購02  ","0","0","0","1,365,000","40,000","1,325,000","1,365,000","40,000","1,325,000",
="055354","友達元大68購01  ","0","0","0","3,935,000","2,635,000","1,300,000","3,935,000","2,635,000","1,300,000",
="060114","可成元大6B購05  ","0","0","0","2,352,000","1,056,000","1,296,000","2,352,000","1,056,000","1,296,000",
"2892  ","第一金          ","1,300,000","32,000","1,268,000","0","0","0","1,300,000","32,000","1,268,000",
="058494","華邦電元大6A購03","0","0","0","1,700,000","465,000","1,235,000","1,700,000","465,000","1,235,000",
="057662","瑞昱元大69購03  ","0","0","0","1,781,000","559,000","1,222,000","1,781,000","559,000","1,222,000",
="03493P","T50正2群益6C售01","0","0","0","1,314,000","120,000","1,194,000","1,314,000","120,000","1,194,000",
="056471","大立光統一69購05","0","0","0","1,469,000","306,000","1,163,000","1,469,000","306,000","1,163,000",
="08832P","可成元大6A售03  ","0","0","0","1,158,000","0","1,158,000","1,158,000","0","1,158,000",
="03470P","貿聯元大6B售03  ","0","0","0","1,555,000","407,000","1,148,000","1,555,000","407,000","1,148,000",
="08611P","可成永昌69售02  ","0","0","0","1,233,000","86,000","1,147,000","1,233,000","86,000","1,147,000",
="056007","大同群益68購02  ","0","0","0","1,758,000","618,000","1,140,000","1,758,000","618,000","1,140,000",
="059245","可成元大6A購04  ","0","0","0","2,050,000","917,000","1,133,000","2,050,000","917,000","1,133,000",
="058367","鎧勝中信69購02  ","0","0","0","1,136,000","20,000","1,116,000","1,136,000","20,000","1,116,000",
="058862","榮成凱基6A購01  ","0","0","0","1,497,000","396,000","1,101,000","1,497,000","396,000","1,101,000",
="059168","中石化元大6C購01","0","0","0","1,421,000","330,000","1,091,000","1,421,000","330,000","1,091,000",
="059263","華邦電元富6A購02","0","0","0","1,243,000","171,000","1,072,000","1,243,000","171,000","1,072,000",
="055087","英利元大69購01  ","0","0","0","1,091,000","20,000","1,071,000","1,091,000","20,000","1,071,000",
="03464C","大立光凱基68牛06","0","0","0","1,216,000","172,000","1,044,000","1,216,000","172,000","1,044,000",
="058941","友達元大6C購01  ","0","0","0","1,114,000","75,000","1,039,000","1,114,000","75,000","1,039,000",
="055220","友達群益66購03  ","0","0","0","1,032,000","0","1,032,000","1,032,000","0","1,032,000",
="03083P","可成元大6B售01  ","0","0","0","1,626,000","607,000","1,019,000","1,626,000","607,000","1,019,000",
="056824","上銀群益68購02  ","0","0","0","1,030,000","14,000","1,016,000","1,030,000","14,000","1,016,000",
="058794","瀚宇博永豐6A購01","0","0","0","1,009,000","0","1,009,000","1,009,000","0","1,009,000",
="058448","華邦電永豐6A購04","0","0","0","1,268,000","272,000","996,000","1,268,000","272,000","996,000",
="059709","華新科國泰6B購01","0","0","0","1,167,000","175,000","992,000","1,167,000","175,000","992,000",
="00673R","元大S&P原油反1  ","0","0","0","1,377,000","397,000","980,000","1,377,000","397,000","980,000",
="060264","可成統一6B購11  ","0","0","0","1,700,000","728,000","972,000","1,700,000","728,000","972,000",
"2454  ","聯發科          ","126,000","129,000","-3,000","1,185,000","226,000","959,000","1,311,000","355,000","956,000",
="054197","中石化群益67購01","0","0","0","955,000","5,000","950,000","955,000","5,000","950,000",
="057951","大立光統一6A購02","0","0","0","996,000","53,000","943,000","996,000","53,000","943,000",
="07670P","群創中信69售02  ","0","0","0","1,005,000","70,000","935,000","1,005,000","70,000","935,000",
="054677","聯發科群益67購03","0","0","0","1,083,000","150,000","933,000","1,083,000","150,000","933,000",
="060304","欣興國泰6B購01  ","0","0","0","969,000","37,000","932,000","969,000","37,000","932,000",
="056524","台光電凱基69購01","0","0","0","1,330,000","405,000","925,000","1,330,000","405,000","925,000",
="055356","友達元大68購03  ","0","0","0","3,069,000","2,148,000","921,000","3,069,000","2,148,000","921,000",
="060276","智原凱基6B購01  ","0","0","0","1,228,000","313,000","915,000","1,228,000","313,000","915,000",
="0061  ","元大寶滬深      ","357,000","220,000","137,000","1,160,000","391,000","769,000","1,517,000","611,000","906,000",
="059696","為升元大6B購02  ","0","0","0","1,310,000","406,000","904,000","1,310,000","406,000","904,000",
="057588","鎧勝群益69購02  ","0","0","0","899,000","0","899,000","899,000","0","899,000",
="057356","康友統一69購01  ","0","0","0","912,000","16,000","896,000","912,000","16,000","896,000",
="058428","日月光國泰6A購01","0","0","0","1,145,000","250,000","895,000","1,145,000","250,000","895,000",
="08540P","可成群益69售03  ","0","0","0","900,000","10,000","890,000","900,000","10,000","890,000",
="056888","日月光凱基68購01","0","0","0","1,486,000","597,000","889,000","1,486,000","597,000","889,000",
="060136","中石化國泰6B購01","0","0","0","1,104,000","219,000","885,000","1,104,000","219,000","885,000",
="059902","友達永昌71購01  ","0","0","0","1,397,000","514,000","883,000","1,397,000","514,000","883,000",
="059486","華邦電兆豐6B購02","0","0","0","897,000","15,000","882,000","897,000","15,000","882,000",
="057700","鎧勝中信69購01  ","0","0","0","890,000","9,000","881,000","890,000","9,000","881,000",
="03356P","瑞儀元大6B售02  ","0","0","0","891,000","21,000","870,000","891,000","21,000","870,000",
="058637","華邦電亞東6A購02","0","0","0","870,000","0","870,000","870,000","0","870,000",
