"106年06月12日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
="056434","群創國泰69購01  ","0","0","0","499,000","31,000","468,000","499,000","31,000","468,000",
="03246P","台積電永豐6C售01","0","0","0","462,000","0","462,000","462,000","0","462,000",
="03595P","聯發科群益6C售02","0","0","0","607,000","145,000","462,000","607,000","145,000","462,000",
="060405","明泰永豐6B購02  ","0","0","0","576,000","114,000","462,000","576,000","114,000","462,000",
="054213","啟碁國票67購01  ","0","0","0","460,000","0","460,000","460,000","0","460,000",
="060910","敬鵬群益71購01  ","0","0","0","459,000","0","459,000","459,000","0","459,000",
="00673R","元大S&P原油反1  ","0","0","0","494,000","38,000","456,000","494,000","38,000","456,000",
="057763","宏全元富6A購01  ","0","0","0","618,000","163,000","455,000","618,000","163,000","455,000",
="058056","新日興國泰6A購01","0","0","0","1,049,000","594,000","455,000","1,049,000","594,000","455,000",
="03320P","臺股指群益6B售10","0","0","0","453,000","0","453,000","453,000","0","453,000",
="060077","彩晶兆豐6B購02  ","0","0","0","537,000","84,000","453,000","537,000","84,000","453,000",
="058606","明泰日盛6A購01  ","0","0","0","452,000","0","452,000","452,000","0","452,000",
="060766","麗清永豐6B購01  ","0","0","0","450,000","0","450,000","450,000","0","450,000",
="060827","敬鵬永豐6B購02  ","0","0","0","450,000","0","450,000","450,000","0","450,000",
="060985","農林群益71購01  ","0","0","0","450,000","0","450,000","450,000","0","450,000",
="055052","正新元富69購01  ","0","0","0","448,000","0","448,000","448,000","0","448,000",
="03355P","台苯元大6B售02  ","0","0","0","449,000","2,000","447,000","449,000","2,000","447,000",
="03572P","緯創元大6C售02  ","0","0","0","485,000","38,000","447,000","485,000","38,000","447,000",
="056469","大立光統一69購03","0","0","0","476,000","30,000","446,000","476,000","30,000","446,000",
="060681","興勤國泰71購01  ","0","0","0","545,000","99,000","446,000","545,000","99,000","446,000",
="058507","聯詠元大71購02  ","0","0","0","630,000","185,000","445,000","630,000","185,000","445,000",
="058566","元大金兆豐6B購01","0","0","0","585,000","140,000","445,000","585,000","140,000","445,000",
="059612","富邦金國泰6B購01","0","0","0","565,000","120,000","445,000","565,000","120,000","445,000",
="061171","聯發科元大6C購01","0","0","0","521,000","76,000","445,000","521,000","76,000","445,000",
="03530P","高鐵康和6B售01  ","0","0","0","1,004,000","560,000","444,000","1,004,000","560,000","444,000",
="056247","深中小富邦68購02","0","0","0","444,000","0","444,000","444,000","0","444,000",
="056548","臻鼎元富68購01  ","0","0","0","585,000","141,000","444,000","585,000","141,000","444,000",
="058208","上銀兆豐6A購03  ","0","0","0","581,000","140,000","441,000","581,000","140,000","441,000",
="057857","宏全群益6A購01  ","0","0","0","560,000","120,000","440,000","560,000","120,000","440,000",
="07794P","臺股指元大69售08","0","0","0","440,000","0","440,000","440,000","0","440,000",
="03131P","台積電群益6B售10","0","0","0","438,000","0","438,000","438,000","0","438,000",
="058412","深100元大6C購01 ","0","0","0","1,074,000","636,000","438,000","1,074,000","636,000","438,000",
="058861","智原凱基6A購01  ","0","0","0","711,000","273,000","438,000","711,000","273,000","438,000",
="07406P","聯發科元大67售02","0","0","0","453,000","15,000","438,000","453,000","15,000","438,000",
="08239P","聯發科元大69售03","0","0","0","2,050,000","1,612,000","438,000","2,050,000","1,612,000","438,000",
="059775","國巨元富6C購01  ","0","0","0","689,000","252,000","437,000","689,000","252,000","437,000",
="03359P","儒鴻兆豐6C售01  ","0","0","0","518,000","84,000","434,000","518,000","84,000","434,000",
="059480","臻鼎元富6A購01  ","0","0","0","516,000","82,000","434,000","516,000","82,000","434,000",
="03351P","群創凱基6B售04  ","0","0","0","433,000","0","433,000","433,000","0","433,000",
="057795","宏全永豐6A購01  ","0","0","0","645,000","212,000","433,000","645,000","212,000","433,000",
="03382P","臺股指統一71售03","0","0","0","470,000","38,000","432,000","470,000","38,000","432,000",
="059091","彩晶統一6B購01  ","0","0","0","648,000","216,000","432,000","648,000","216,000","432,000",
="059073","智邦永豐6B購01  ","0","0","0","606,000","175,000","431,000","606,000","175,000","431,000",
="056957","元油2X日盛69購01","0","0","0","431,000","1,000","430,000","431,000","1,000","430,000",
="00665L","富邦H股正2      ","0","0","0","1,125,000","697,000","428,000","1,125,000","697,000","428,000",
="058349","大同統一6A購01  ","0","0","0","427,000","0","427,000","427,000","0","427,000",
="08472P","智易元大69售02  ","0","0","0","426,000","0","426,000","426,000","0","426,000",
="059896","康控元大6B購01  ","0","0","0","1,600,000","1,175,000","425,000","1,600,000","1,175,000","425,000",
="060131","中壽富邦6C購01  ","0","0","0","505,000","83,000","422,000","505,000","83,000","422,000",
="060293","潤泰全元大6B購01","0","0","0","471,000","51,000","420,000","471,000","51,000","420,000",
="07358P","臺股指群益66售23","0","0","0","420,000","0","420,000","420,000","0","420,000",
="060865","大立光統一6B購11","0","0","0","428,000","10,000","418,000","428,000","10,000","418,000",
="03121P","王品元富6C售01  ","0","0","0","587,000","175,000","412,000","587,000","175,000","412,000",
="059943","貿聯元大6B購02  ","0","0","0","450,000","38,000","412,000","450,000","38,000","412,000",
="060817","敬鵬凱基6B購01  ","0","0","0","607,000","195,000","412,000","607,000","195,000","412,000",
="061295","新日興元富72購01","0","0","0","412,000","0","412,000","412,000","0","412,000",
="03233P","聯鈞凱基6B售01  ","0","0","0","410,000","0","410,000","410,000","0","410,000",
="056476","彩晶統一69購02  ","0","0","0","410,000","0","410,000","410,000","0","410,000",
="058445","玉山金中信6C購01","0","0","0","410,000","0","410,000","410,000","0","410,000",
="061247","新日興永豐6C購01","0","0","0","410,000","0","410,000","410,000","0","410,000",
="03076P","台積電統一6B售05","0","0","0","484,000","75,000","409,000","484,000","75,000","409,000",
="060580","台光電永豐6B購01","0","0","0","429,000","20,000","409,000","429,000","20,000","409,000",
="060479","美律玉山71購01  ","0","0","0","500,000","92,000","408,000","500,000","92,000","408,000",
="058471","華邦電國泰6C購02","0","0","0","775,000","368,000","407,000","775,000","368,000","407,000",
="059704","上銀元富6A購02  ","0","0","0","436,000","29,000","407,000","436,000","29,000","407,000",
="058039","玉山金群益69購01","0","0","0","523,000","118,000","405,000","523,000","118,000","405,000",
="059083","麗清國泰6B購01  ","0","0","0","545,000","140,000","405,000","545,000","140,000","405,000",
="060450","廣宇兆豐6C購01  ","0","0","0","405,000","0","405,000","405,000","0","405,000",
="059223","群創群益6A購04  ","0","0","0","1,031,000","627,000","404,000","1,031,000","627,000","404,000",
="059089","大立光統一6C購04","0","0","0","452,000","50,000","402,000","452,000","50,000","402,000",
="056778","全新元大68購01  ","0","0","0","421,000","20,000","401,000","421,000","20,000","401,000",
="08915P","臺股指元大6A售05","0","0","0","706,000","305,000","401,000","706,000","305,000","401,000",
="03020P","鑽全群益6A售01  ","0","0","0","400,000","0","400,000","400,000","0","400,000",
="051785","群創元大66購01  ","0","0","0","400,000","0","400,000","400,000","0","400,000",
="055849","麗豐元大6A購01  ","0","0","0","400,000","0","400,000","400,000","0","400,000",
="059402","廣達元大6A購01  ","0","0","0","622,000","222,000","400,000","622,000","222,000","400,000",
="060043","麗豐元大72購01  ","0","0","0","400,000","0","400,000","400,000","0","400,000",
="08153P","臺股指凱基68售10","0","0","0","400,000","0","400,000","400,000","0","400,000",
="08930P","臺股指群益6A售10","0","0","0","400,000","0","400,000","400,000","0","400,000",
="03448P","中石化群益6B售04","0","0","0","449,000","50,000","399,000","449,000","50,000","399,000",
="058024","日月光日盛6A購01","0","0","0","505,000","107,000","398,000","505,000","107,000","398,000",
