"106年06月16日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
"2409  ","友達            ","418,000","1,603,000","-1,185,000","10,885,000","2,482,000","8,403,000","11,303,000","4,085,000","7,218,000",
"3481  ","群創            ","333,000","901,000","-568,000","10,888,000","4,866,000","6,022,000","11,221,000","5,767,000","5,454,000",
"2344  ","華邦電          ","1,150,000","600,000","550,000","5,061,000","1,352,000","3,709,000","6,211,000","1,952,000","4,259,000",
="057997","大立光國泰69購01","0","0","0","3,241,000","259,000","2,982,000","3,241,000","259,000","2,982,000",
"1326  ","台化            ","365,000","10,000","355,000","2,597,000","0","2,597,000","2,962,000","10,000","2,952,000",
="055821","群創台新67購01  ","0","170,000","-170,000","2,900,000","0","2,900,000","2,900,000","170,000","2,730,000",
"2317  ","鴻海            ","1,000,000","388,000","612,000","2,339,000","270,000","2,069,000","3,339,000","658,000","2,681,000",
="08319P","GIS元大69售03   ","0","0","0","2,495,000","0","2,495,000","2,495,000","0","2,495,000",
="058547","奇鋐元大71購02  ","0","0","0","2,661,000","446,000","2,215,000","2,661,000","446,000","2,215,000",
="057746","彩晶永豐69購01  ","0","0","0","2,019,000","28,000","1,991,000","2,019,000","28,000","1,991,000",
="061485","GIS統一71購02   ","0","0","0","4,878,000","3,136,000","1,742,000","4,878,000","3,136,000","1,742,000",
="060143","群創統一71購01  ","0","0","0","2,341,000","627,000","1,714,000","2,341,000","627,000","1,714,000",
="03598P","農林群益71售02  ","0","0","0","1,663,000","0","1,663,000","1,663,000","0","1,663,000",
="060116","明泰元大6B購02  ","0","0","0","2,698,000","1,061,000","1,637,000","2,698,000","1,061,000","1,637,000",
="053044","台積電統一68購01","0","0","0","1,664,000","108,000","1,556,000","1,664,000","108,000","1,556,000",
="056413","友達永豐69購01  ","0","0","0","1,497,000","0","1,497,000","1,497,000","0","1,497,000",
="058493","國碩元大71購03  ","0","0","0","1,517,000","35,000","1,482,000","1,517,000","35,000","1,482,000",
="08773P","農林群益6B售02  ","0","0","0","1,563,000","111,000","1,452,000","1,563,000","111,000","1,452,000",
="03182P","儒鴻元大6B售01  ","0","0","0","1,485,000","55,000","1,430,000","1,485,000","55,000","1,430,000",
="08948P","鎧勝凱基6A售02  ","0","0","0","1,761,000","351,000","1,410,000","1,761,000","351,000","1,410,000",
="059488","群創兆豐6A購04  ","0","0","0","2,281,000","880,000","1,401,000","2,281,000","880,000","1,401,000",
="0056  ","元大高股息      ","0","0","0","1,382,000","0","1,382,000","1,382,000","0","1,382,000",
"6116  ","彩晶            ","615,000","48,000","567,000","1,573,000","762,000","811,000","2,188,000","810,000","1,378,000",
="061203","台積電統一73購02","0","0","0","1,930,000","655,000","1,275,000","1,930,000","655,000","1,275,000",
="058768","奇鋐永豐6A購01  ","0","0","0","1,527,000","269,000","1,258,000","1,527,000","269,000","1,258,000",
="03487C","臺股指元大75牛02","0","0","0","1,250,000","10,000","1,240,000","1,250,000","10,000","1,240,000",
="07673P","台灣50富邦6A售01","0","0","0","1,278,000","70,000","1,208,000","1,278,000","70,000","1,208,000",
"3380  ","明泰            ","127,000","0","127,000","1,578,000","502,000","1,076,000","1,705,000","502,000","1,203,000",
="054400","友達兆豐67購01  ","0","0","0","1,190,000","0","1,190,000","1,190,000","0","1,190,000",
="059591","緯創元大6A購01  ","0","0","0","1,320,000","134,000","1,186,000","1,320,000","134,000","1,186,000",
="08374P","鴻海群益6A售03  ","0","0","0","1,392,000","208,000","1,184,000","1,392,000","208,000","1,184,000",
="060067","GIS統一6B購02   ","0","0","0","2,739,000","1,565,000","1,174,000","2,739,000","1,565,000","1,174,000",
"2330  ","台積電          ","1,795,000","1,060,000","735,000","1,085,000","646,000","439,000","2,880,000","1,706,000","1,174,000",
="0061  ","元大寶滬深      ","0","100,000","-100,000","1,735,000","479,000","1,256,000","1,735,000","579,000","1,156,000",
="061419","台積電永昌6C購03","0","0","0","1,458,000","312,000","1,146,000","1,458,000","312,000","1,146,000",
="060404","奇鋐永豐6B購01  ","0","0","0","1,480,000","365,000","1,115,000","1,480,000","365,000","1,115,000",
="057636","友達國泰69購01  ","0","0","0","1,126,000","20,000","1,106,000","1,126,000","20,000","1,106,000",
="059695","矽創元大6A購01  ","0","0","0","1,888,000","798,000","1,090,000","1,888,000","798,000","1,090,000",
="03221P","聯鈞國泰6B售01  ","0","0","0","1,082,000","0","1,082,000","1,082,000","0","1,082,000",
="03471P","日友元大6B售02  ","0","0","0","1,073,000","5,000","1,068,000","1,073,000","5,000","1,068,000",
="058235","台積電統一6B購04","0","0","0","1,774,000","708,000","1,066,000","1,774,000","708,000","1,066,000",
="060720","緯創元大6C購01  ","0","0","0","1,260,000","195,000","1,065,000","1,260,000","195,000","1,065,000",
="060857","聯發科凱基6B購04","0","0","0","1,486,000","422,000","1,064,000","1,486,000","422,000","1,064,000",
="03262P","台灣50群益6B售01","0","0","0","2,197,000","1,141,000","1,056,000","2,197,000","1,141,000","1,056,000",
="056896","大立光元大69購06","0","0","0","1,243,000","188,000","1,055,000","1,243,000","188,000","1,055,000",
="059530","中砂元大6B購01  ","0","0","0","1,627,000","580,000","1,047,000","1,627,000","580,000","1,047,000",
"3037  ","欣興            ","141,000","11,000","130,000","1,543,000","638,000","905,000","1,684,000","649,000","1,035,000",
="060726","順德元富6C購01  ","0","0","0","2,086,000","1,054,000","1,032,000","2,086,000","1,054,000","1,032,000",
="059897","康控元大6B購02  ","0","0","0","1,541,000","517,000","1,024,000","1,541,000","517,000","1,024,000",
="061315","創意永豐6C購01  ","0","0","0","1,458,000","437,000","1,021,000","1,458,000","437,000","1,021,000",
="03273P","東陽凱基6B售02  ","0","0","0","1,019,000","5,000","1,014,000","1,019,000","5,000","1,014,000",
="07649P","聯發科群益67售08","0","0","0","1,008,000","1,000","1,007,000","1,008,000","1,000","1,007,000",
="057267","元油反統一6A購01","0","0","0","1,006,000","0","1,006,000","1,006,000","0","1,006,000",
="056555","群創富邦68購02  ","0","0","0","1,140,000","135,000","1,005,000","1,140,000","135,000","1,005,000",
="058785","順德永豐6A購01  ","0","0","0","1,299,000","310,000","989,000","1,299,000","310,000","989,000",
"1319  ","東陽            ","473,000","1,000","472,000","612,000","102,000","510,000","1,085,000","103,000","982,000",
="059963","鴻海元富6C購04  ","0","0","0","965,000","1,000","964,000","965,000","1,000","964,000",
="08438P","日友凱基69售02  ","0","0","0","964,000","0","964,000","964,000","0","964,000",
="060762","順德永豐6B購02  ","0","0","0","1,500,000","540,000","960,000","1,500,000","540,000","960,000",
="08607P","日友群益69售04  ","0","0","0","962,000","3,000","959,000","962,000","3,000","959,000",
="060872","GIS元大6B購10   ","0","0","0","1,067,000","116,000","951,000","1,067,000","116,000","951,000",
="006205","富邦上証        ","254,000","160,000","94,000","2,242,000","1,387,000","855,000","2,496,000","1,547,000","949,000",
="056284","利勤元大6A購01  ","0","0","0","3,252,000","2,309,000","943,000","3,252,000","2,309,000","943,000",
="054950","鴻海群益68購02  ","0","0","0","948,000","9,000","939,000","948,000","9,000","939,000",
="056649","中砂國泰69購02  ","0","0","0","979,000","54,000","925,000","979,000","54,000","925,000",
="057546","友達富邦69購01  ","0","0","0","1,307,000","398,000","909,000","1,307,000","398,000","909,000",
="055234","聯發科玉山66購01","0","0","0","900,000","0","900,000","900,000","0","900,000",
="054613","滬深2X群益68購01","0","0","0","1,158,000","262,000","896,000","1,158,000","262,000","896,000",
="03260P","台光電群益6B售02","0","0","0","894,000","0","894,000","894,000","0","894,000",
="056783","群創元大68購06  ","0","0","0","1,042,000","152,000","890,000","1,042,000","152,000","890,000",
="060397","鴻海兆豐6B購06  ","0","0","0","1,972,000","1,088,000","884,000","1,972,000","1,088,000","884,000",
="08985P","群創群益6A售06  ","0","0","0","930,000","52,000","878,000","930,000","52,000","878,000",
="055128","新日興群益68購01","0","0","0","866,000","0","866,000","866,000","0","866,000",
="058354","奇鋐凱基69購01  ","0","0","0","3,633,000","2,768,000","865,000","3,633,000","2,768,000","865,000",
="060708","大同群益6C購01  ","0","0","0","949,000","86,000","863,000","949,000","86,000","863,000",
="056211","緯創中信69購01  ","0","0","0","862,000","0","862,000","862,000","0","862,000",
="03364P","日友群益6B售02  ","0","0","0","852,000","19,000","833,000","852,000","19,000","833,000",
="059100","大同康和6A購01  ","0","0","0","1,476,000","646,000","830,000","1,476,000","646,000","830,000",
="061235","榮成國票71購01  ","0","0","0","1,547,000","718,000","829,000","1,547,000","718,000","829,000",
="03573P","鎧勝元大6C售02  ","0","0","0","1,444,000","620,000","824,000","1,444,000","620,000","824,000",
="08417P","東陽凱基69售02  ","0","0","0","853,000","29,000","824,000","853,000","29,000","824,000",
="057047","鴻海永昌68購03  ","0","0","0","906,000","103,000","803,000","906,000","103,000","803,000",
="03465P","鎧勝群益6B售02  ","0","0","0","801,000","0","801,000","801,000","0","801,000",
="061527","為升元大71購01  ","0","0","0","896,000","103,000","793,000","896,000","103,000","793,000",
="03342P","台光電國泰6B售01","0","0","0","867,000","80,000","787,000","867,000","80,000","787,000",
="061518","榮成統一71購01  ","0","0","0","2,921,000","2,151,000","770,000","2,921,000","2,151,000","770,000",
="053276","元石油統一68購01","0","0","0","808,000","50,000","758,000","808,000","50,000","758,000",
="056143","緯創元富68購02  ","0","0","0","774,000","23,000","751,000","774,000","23,000","751,000",
="060836","新日興元富71購01","0","0","0","1,109,000","365,000","744,000","1,109,000","365,000","744,000",
="08307P","臻鼎群益69售02  ","0","0","0","763,000","20,000","743,000","763,000","20,000","743,000",
="058557","新日興元大6B購02","0","0","0","1,060,000","318,000","742,000","1,060,000","318,000","742,000",
="057640","瑞昱永豐6A購01  ","0","0","0","1,129,000","393,000","736,000","1,129,000","393,000","736,000",
="058730","中砂玉山6A購01  ","0","0","0","829,000","94,000","735,000","829,000","94,000","735,000",
="060723","綠悅元富6B購01  ","0","0","0","822,000","95,000","727,000","822,000","95,000","727,000",
