"106年06月23日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00632R","元大台灣50反1   ","400,000","500,000","-100,000","29,762,000","2,424,000","27,338,000","30,162,000","2,924,000","27,238,000",
"2303  ","聯電            ","1,501,000","800,000","701,000","11,602,000","1,305,000","10,297,000","13,103,000","2,105,000","10,998,000",
"2330  ","台積電          ","3,534,000","42,000","3,492,000","3,673,000","42,000","3,631,000","7,207,000","84,000","7,123,000",
"2409  ","友達            ","300,000","2,700,000","-2,400,000","9,970,000","1,470,000","8,500,000","10,270,000","4,170,000","6,100,000",
"2884  ","玉山金          ","200,000","0","200,000","3,077,000","0","3,077,000","3,277,000","0","3,277,000",
="0050  ","元大台灣50      ","0","366,000","-366,000","3,600,000","5,000","3,595,000","3,600,000","371,000","3,229,000",
="08239P","聯發科元大69售03","0","0","0","2,498,000","300,000","2,198,000","2,498,000","300,000","2,198,000",
"8112  ","至上            ","0","0","0","2,476,000","327,000","2,149,000","2,476,000","327,000","2,149,000",
="056404","大立光中信68購01","0","0","0","2,413,000","307,000","2,106,000","2,413,000","307,000","2,106,000",
="059161","富邦金凱基6A購03","0","0","0","1,872,000","51,000","1,821,000","1,872,000","51,000","1,821,000",
="00699R","元大美債7-10反1 ","0","0","0","2,506,000","701,000","1,805,000","2,506,000","701,000","1,805,000",
="060895","聯電永昌71購01  ","0","0","0","2,795,000","1,079,000","1,716,000","2,795,000","1,079,000","1,716,000",
="08393P","上証2X群益69售01","0","0","0","1,715,000","36,000","1,679,000","1,715,000","36,000","1,679,000",
="058852","元大金永昌6A購01","0","0","0","2,128,000","462,000","1,666,000","2,128,000","462,000","1,666,000",
="058035","統一元大69購01  ","0","0","0","2,127,000","467,000","1,660,000","2,127,000","467,000","1,660,000",
"1303  ","南亞            ","34,000","0","34,000","1,611,000","15,000","1,596,000","1,645,000","15,000","1,630,000",
="057728","百和群益69購01  ","0","0","0","1,702,000","100,000","1,602,000","1,702,000","100,000","1,602,000",
="055893","儒鴻統一69購01  ","0","0","0","1,964,000","392,000","1,572,000","1,964,000","392,000","1,572,000",
="060164","T50反1群益6B購04","420,000","250,000","170,000","1,820,000","450,000","1,370,000","2,240,000","700,000","1,540,000",
="059069","長榮航永豐6A購01","0","0","0","1,625,000","90,000","1,535,000","1,625,000","90,000","1,535,000",
="061253","永豐金富邦6C購01","0","0","0","1,622,000","95,000","1,527,000","1,622,000","95,000","1,527,000",
="061688","鎧勝群益6C購01  ","0","0","0","1,507,000","74,000","1,433,000","1,507,000","74,000","1,433,000",
="060827","敬鵬永豐6B購02  ","0","0","0","1,632,000","204,000","1,428,000","1,632,000","204,000","1,428,000",
="059487","群創兆豐6A購03  ","0","0","0","1,594,000","168,000","1,426,000","1,594,000","168,000","1,426,000",
="08596P","台積電兆豐69售01","0","0","0","1,450,000","50,000","1,400,000","1,450,000","50,000","1,400,000",
="00698L","元大美債7-10正2 ","0","0","0","1,813,000","426,000","1,387,000","1,813,000","426,000","1,387,000",
="060233","鴻海富邦6B購02  ","0","0","0","1,749,000","386,000","1,363,000","1,749,000","386,000","1,363,000",
="058116","智邦元大6A購01  ","0","0","0","2,153,000","808,000","1,345,000","2,153,000","808,000","1,345,000",
="060098","台郡凱基6B購01  ","0","0","0","1,892,000","554,000","1,338,000","1,892,000","554,000","1,338,000",
="060411","聚陽群益6B購01  ","0","0","0","1,645,000","307,000","1,338,000","1,645,000","307,000","1,338,000",
="061325","光寶科群益71購01","0","0","0","1,336,000","0","1,336,000","1,336,000","0","1,336,000",
="00692 ","富邦公司治理    ","0","0","0","1,433,000","122,000","1,311,000","1,433,000","122,000","1,311,000",
="058474","麗豐富邦6A購01  ","0","0","0","1,626,000","350,000","1,276,000","1,626,000","350,000","1,276,000",
"3231  ","緯創            ","114,000","0","114,000","1,317,000","174,000","1,143,000","1,431,000","174,000","1,257,000",
="060588","聚陽國泰6B購01  ","0","0","0","2,007,000","756,000","1,251,000","2,007,000","756,000","1,251,000",
="07272P","台灣50統一69售02","0","0","0","1,233,000","0","1,233,000","1,233,000","0","1,233,000",
="057773","統一兆豐69購01  ","0","0","0","1,337,000","120,000","1,217,000","1,337,000","120,000","1,217,000",
="055188","億豐國泰68購01  ","0","0","0","1,219,000","4,000","1,215,000","1,219,000","4,000","1,215,000",
="059669","光寶科群益6B購01","0","0","0","1,215,000","0","1,215,000","1,215,000","0","1,215,000",
="060954","統一凱基6C購01  ","0","0","0","1,393,000","191,000","1,202,000","1,393,000","191,000","1,202,000",
="060093","台郡永豐6C購01  ","0","0","0","1,356,000","156,000","1,200,000","1,356,000","156,000","1,200,000",
="054613","滬深2X群益68購01","0","0","0","2,067,000","873,000","1,194,000","2,067,000","873,000","1,194,000",
="059520","富邦金凱基6A購05","0","0","0","2,574,000","1,384,000","1,190,000","2,574,000","1,384,000","1,190,000",
="059987","FB上証群益6C購02","0","0","0","1,596,000","412,000","1,184,000","1,596,000","412,000","1,184,000",
="058570","儒鴻兆豐6B購01  ","0","0","0","1,159,000","12,000","1,147,000","1,159,000","12,000","1,147,000",
="060043","麗豐元大72購01  ","0","0","0","1,643,000","525,000","1,118,000","1,643,000","525,000","1,118,000",
="060880","光磊永豐6B購01  ","0","0","0","1,110,000","0","1,110,000","1,110,000","0","1,110,000",
="03084P","聯發科元大6B售02","0","0","0","1,350,000","250,000","1,100,000","1,350,000","250,000","1,100,000",
"3673  ","TPK-KY          ","0","16,000","-16,000","1,160,000","55,000","1,105,000","1,160,000","71,000","1,089,000",
="060281","鴻海凱基6B購03  ","0","0","0","2,162,000","1,090,000","1,072,000","2,162,000","1,090,000","1,072,000",
="03439P","GIS凱基6B售05   ","0","0","0","2,579,000","1,519,000","1,060,000","2,579,000","1,519,000","1,060,000",
="058645","潤泰全兆豐6A購01","0","0","0","1,153,000","96,000","1,057,000","1,153,000","96,000","1,057,000",
="060432","鴻海元大71購05  ","0","0","0","2,181,000","1,125,000","1,056,000","2,181,000","1,125,000","1,056,000",
="060738","聚陽日盛6B購01  ","0","0","0","1,289,000","259,000","1,030,000","1,289,000","259,000","1,030,000",
="059097","智邦元大6A購03  ","0","0","0","1,871,000","844,000","1,027,000","1,871,000","844,000","1,027,000",
="060271","台橡凱基6B購01  ","0","0","0","1,077,000","95,000","982,000","1,077,000","95,000","982,000",
="058408","大立光統一6C購01","0","0","0","1,133,000","155,000","978,000","1,133,000","155,000","978,000",
="08865P","臺股指元富6A售02","0","0","0","967,000","0","967,000","967,000","0","967,000",
="060170","台郡群益6B購01  ","0","0","0","1,150,000","188,000","962,000","1,150,000","188,000","962,000",
="061607","智邦凱基6C購01  ","0","0","0","1,147,000","189,000","958,000","1,147,000","189,000","958,000",
="060848","麗豐國泰6B購01  ","0","0","0","985,000","32,000","953,000","985,000","32,000","953,000",
="08220P","台積電國泰69售02","0","0","0","961,000","10,000","951,000","961,000","10,000","951,000",
="060571","康控元富71購01  ","0","0","0","950,000","0","950,000","950,000","0","950,000",
"2882  ","國泰金          ","552,000","200,000","352,000","752,000","155,000","597,000","1,304,000","355,000","949,000",
="057507","聯電兆豐6A購01  ","0","0","0","1,296,000","348,000","948,000","1,296,000","348,000","948,000",
="03547P","聯發科元大6B售07","0","0","0","1,513,000","568,000","945,000","1,513,000","568,000","945,000",
="056225","宏碁群益69購01  ","0","0","0","1,056,000","116,000","940,000","1,056,000","116,000","940,000",
="061900","仁寶元大6C購01  ","0","0","0","1,006,000","68,000","938,000","1,006,000","68,000","938,000",
="060643","儒鴻兆豐6C購02  ","0","0","0","1,054,000","120,000","934,000","1,054,000","120,000","934,000",
