"106年06月08日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
="054477","鴻海永昌66購01  ","0","0","0","680,000","0","680,000","680,000","0","680,000",
="056456","東聯群益69購01  ","0","0","0","700,000","20,000","680,000","700,000","20,000","680,000",
="056749","美律元大68購01  ","0","0","0","690,000","10,000","680,000","690,000","10,000","680,000",
="058780","得力永豐6A購01  ","0","0","0","675,000","0","675,000","675,000","0","675,000",
="059162","廣宇凱基6A購01  ","0","0","0","802,000","127,000","675,000","802,000","127,000","675,000",
="08409P","元油2X元大69售02","0","0","0","2,041,000","1,368,000","673,000","2,041,000","1,368,000","673,000",
="060650","嘉澤永豐6B購04  ","0","0","0","671,000","0","671,000","671,000","0","671,000",
="054981","奇鋐凱基67購01  ","0","0","0","710,000","40,000","670,000","710,000","40,000","670,000",
="057166","大同康和68購01  ","0","0","0","670,000","0","670,000","670,000","0","670,000",
="060002","宏達電元大6B購06","0","0","0","740,000","71,000","669,000","740,000","71,000","669,000",
="08899P","華通元富6B售02  ","0","0","0","944,000","281,000","663,000","944,000","281,000","663,000",
="059922","嘉澤凱基6B購01  ","0","0","0","763,000","105,000","658,000","763,000","105,000","658,000",
="08565P","英業達凱基69售02","0","0","0","714,000","57,000","657,000","714,000","57,000","657,000",
="061123","得力國泰6C購01  ","0","0","0","651,000","0","651,000","651,000","0","651,000",
="057059","聯發科亞東69購01","0","0","0","999,000","350,000","649,000","999,000","350,000","649,000",
="061073","友達國票71購01  ","0","0","0","669,000","20,000","649,000","669,000","20,000","649,000",
="057573","聯發科元富69購02","0","0","0","793,000","149,000","644,000","793,000","149,000","644,000",
="053703","國喬國泰66購01  ","0","0","0","640,000","0","640,000","640,000","0","640,000",
="057844","國泰金國票6A購01","0","0","0","940,000","300,000","640,000","940,000","300,000","640,000",
="060861","南茂凱基6B購01  ","0","0","0","1,234,000","596,000","638,000","1,234,000","596,000","638,000",
="053720","聯發科統一67購01","0","0","0","1,208,000","572,000","636,000","1,208,000","572,000","636,000",
="060272","宏達電凱基6B購01","0","0","0","769,000","134,000","635,000","769,000","134,000","635,000",
="056304","大成凱基68購01  ","0","0","0","821,000","189,000","632,000","821,000","189,000","632,000",
="08948P","鎧勝凱基6A售02  ","0","0","0","870,000","239,000","631,000","870,000","239,000","631,000",
="061164","台積電元富71購02","0","0","0","630,000","0","630,000","630,000","0","630,000",
="03241P","義隆群益6B售02  ","0","0","0","690,000","63,000","627,000","690,000","63,000","627,000",
="060343","高鐵凱基6B購01  ","0","0","0","942,000","318,000","624,000","942,000","318,000","624,000",
="056771","葡萄王統一69購01","0","0","0","748,000","126,000","622,000","748,000","126,000","622,000",
="057324","台積電玉山68購01","10,000","0","10,000","640,000","35,000","605,000","650,000","35,000","615,000",
="08957P","上銀國泰6A售03  ","0","0","0","655,000","40,000","615,000","655,000","40,000","615,000",
="058535","友達元富71購01  ","0","0","0","611,000","0","611,000","611,000","0","611,000",
="058861","智原凱基6A購01  ","0","0","0","1,573,000","966,000","607,000","1,573,000","966,000","607,000",
="03208P","南亞科凱基6B售02","0","0","0","610,000","5,000","605,000","610,000","5,000","605,000",
="059274","美律日盛6C購01  ","0","0","0","708,000","103,000","605,000","708,000","103,000","605,000",
="03108P","台光電台新6B售01","0","0","0","600,000","0","600,000","600,000","0","600,000",
="055727","鑽全兆豐68購01  ","0","0","0","600,000","0","600,000","600,000","0","600,000",
="056861","臻鼎統一6A購01  ","0","0","0","898,000","298,000","600,000","898,000","298,000","600,000",
="059304","宏達電元大6B購02","0","0","0","600,000","0","600,000","600,000","0","600,000",
="056826","宏達電群益68購04","0","0","0","849,000","250,000","599,000","849,000","250,000","599,000",
="059529","上証2X元大6A購01","0","0","0","635,000","38,000","597,000","635,000","38,000","597,000",
="03444P","王品永豐6B售04  ","0","0","0","627,000","34,000","593,000","627,000","34,000","593,000",
="08286P","日月光元富69售01","0","0","0","602,000","10,000","592,000","602,000","10,000","592,000",
="08814P","光磊元富6B售02  ","0","0","0","701,000","109,000","592,000","701,000","109,000","592,000",
="056132","台積電富邦68購02","0","0","0","600,000","10,000","590,000","600,000","10,000","590,000",
="08770P","日月光群益6A售01","0","0","0","698,000","110,000","588,000","698,000","110,000","588,000",
="059631","麗豐元大71購02  ","0","0","0","634,000","50,000","584,000","634,000","50,000","584,000",
="057257","聯發科中信68購03","0","0","0","656,000","73,000","583,000","656,000","73,000","583,000",
="053668","廣宇日盛67購01  ","0","0","0","580,000","0","580,000","580,000","0","580,000",
="058786","新唐永豐6A購01  ","0","0","0","1,083,000","504,000","579,000","1,083,000","504,000","579,000",
="060913","廣達群益71購01  ","0","0","0","587,000","8,000","579,000","587,000","8,000","579,000",
="055059","智邦群益67購01  ","0","0","0","611,000","34,000","577,000","611,000","34,000","577,000",
="08979P","超眾凱基6A售03  ","0","0","0","650,000","75,000","575,000","650,000","75,000","575,000",
="055528","東陽兆豐68購01  ","0","0","0","806,000","236,000","570,000","806,000","236,000","570,000",
="057525","聯發科統一6B購01","0","0","0","2,295,000","1,726,000","569,000","2,295,000","1,726,000","569,000",
="056376","大同統一6B購01  ","0","0","0","692,000","124,000","568,000","692,000","124,000","568,000",
="058759","正隆永豐6A購01  ","0","0","0","684,000","117,000","567,000","684,000","117,000","567,000",
="056225","宏碁群益69購01  ","0","0","0","578,000","13,000","565,000","578,000","13,000","565,000",
="058611","上銀統一6B購02  ","0","0","0","1,293,000","728,000","565,000","1,293,000","728,000","565,000",
="059852","國泰金兆豐6B購01","0","0","0","815,000","251,000","564,000","815,000","251,000","564,000",
="057889","聯發科凱基69購01","0","0","0","2,227,000","1,665,000","562,000","2,227,000","1,665,000","562,000",
="052210","鴻海元大66購03  ","0","0","0","561,000","0","561,000","561,000","0","561,000",
="060692","滬深2X凱基6B購02","0","0","0","703,000","142,000","561,000","703,000","142,000","561,000",
="061106","台積電元大71購01","0","0","0","1,040,000","480,000","560,000","1,040,000","480,000","560,000",
="057060","聯發科亞東69購02","0","0","0","925,000","368,000","557,000","925,000","368,000","557,000",
="056494","廣宇元大69購01  ","0","0","0","780,000","226,000","554,000","780,000","226,000","554,000",
="060422","嘉澤國泰6B購01  ","0","0","0","745,000","191,000","554,000","745,000","191,000","554,000",
="058376","大立光元大6A購01","0","0","0","800,000","247,000","553,000","800,000","247,000","553,000",
="059697","敦泰元大6B購01  ","0","0","0","620,000","67,000","553,000","620,000","67,000","553,000",
="057274","宏達電元大68購02","0","0","0","820,000","269,000","551,000","820,000","269,000","551,000",
="058138","聯發科統一6A購02","0","0","0","2,104,000","1,555,000","549,000","2,104,000","1,555,000","549,000",
"6116  ","彩晶            ","0","130,000","-130,000","1,473,000","796,000","677,000","1,473,000","926,000","547,000",
="00675L","富邦臺灣加權正2 ","0","0","0","1,984,000","1,440,000","544,000","1,984,000","1,440,000","544,000",
="08576P","榮化元富69售01  ","0","0","0","579,000","35,000","544,000","579,000","35,000","544,000",
="059694","宏達電元大6B購05","0","0","0","611,000","71,000","540,000","611,000","71,000","540,000",
="057563","宏達電元大6A購01","0","0","0","774,000","236,000","538,000","774,000","236,000","538,000",
="056933","大立光統一69購06","0","0","0","1,522,000","985,000","537,000","1,522,000","985,000","537,000",
="03402P","上銀凱基6B售01  ","0","0","0","1,050,000","516,000","534,000","1,050,000","516,000","534,000",
="08661P","可成元大6A售01  ","0","0","0","625,000","91,000","534,000","625,000","91,000","534,000",
="03285P","GIS國泰6B售04   ","0","0","0","551,000","18,000","533,000","551,000","18,000","533,000",
="056587","宏碁群益6A購01  ","0","0","0","597,000","65,000","532,000","597,000","65,000","532,000",
="08146P","台積電凱基68售11","0","0","0","942,000","411,000","531,000","942,000","411,000","531,000",
="03044P","大立光群益6A售11","0","0","0","560,000","30,000","530,000","560,000","30,000","530,000",
="058056","新日興國泰6A購01","0","0","0","1,112,000","583,000","529,000","1,112,000","583,000","529,000",
="059275","廣宇日盛6B購01  ","0","0","0","532,000","3,000","529,000","532,000","3,000","529,000",
="058530","新唐凱基6A購01  ","0","0","0","1,212,000","684,000","528,000","1,212,000","684,000","528,000",
="03468P","王品元大6B售02  ","0","0","0","541,000","15,000","526,000","541,000","15,000","526,000",
="060317","宏達電元大72購01","0","0","0","710,000","184,000","526,000","710,000","184,000","526,000",
="060646","友達台新6B購02  ","0","0","0","526,000","0","526,000","526,000","0","526,000",
="060163","鈺齊凱基6B購01  ","0","0","0","576,000","51,000","525,000","576,000","51,000","525,000",
="08289P","上銀凱基6A售01  ","0","0","0","1,323,000","798,000","525,000","1,323,000","798,000","525,000",
"2823  ","中壽            ","0","3,000","-3,000","578,000","50,000","528,000","578,000","53,000","525,000",
="006207","FH滬深          ","0","100,000","-100,000","771,000","148,000","623,000","771,000","248,000","523,000",
="03366P","奇力新群益6B售01","0","0","0","525,000","2,000","523,000","525,000","2,000","523,000",
="060938","京鼎元富6C購02  ","0","0","0","853,000","330,000","523,000","853,000","330,000","523,000",
="08826P","微星國泰6A售02  ","0","0","0","527,000","5,000","522,000","527,000","5,000","522,000",
="03401P","嘉澤凱基6B售04  ","0","0","0","670,000","150,000","520,000","670,000","150,000","520,000",
="060280","農林凱基6B購01  ","0","0","0","774,000","255,000","519,000","774,000","255,000","519,000",
="059642","緯創群益6B購01  ","0","0","0","523,000","5,000","518,000","523,000","5,000","518,000",
="08951P","南亞科群益6A售03","0","0","0","529,000","11,000","518,000","529,000","11,000","518,000",
"2492  ","華新科          ","181,000","74,000","107,000","474,000","65,000","409,000","655,000","139,000","516,000",
="058600","聯發科富邦6C購03","0","0","0","784,000","269,000","515,000","784,000","269,000","515,000",
="058194","日月光元大69購01","0","0","0","748,000","235,000","513,000","748,000","235,000","513,000",
="058645","潤泰全兆豐6A購01","0","0","0","816,000","304,000","512,000","816,000","304,000","512,000",
="055774","友達凱基67購01  ","0","0","0","609,000","100,000","509,000","609,000","100,000","509,000",
="059634","新唐永豐6A購02  ","0","0","0","508,000","0","508,000","508,000","0","508,000",
="057953","大立光元大69購11","0","0","0","577,000","70,000","507,000","577,000","70,000","507,000",
="061027","得力永豐6C購01  ","0","0","0","557,000","50,000","507,000","557,000","50,000","507,000",
"2548  ","華固            ","7,000","0","7,000","500,000","0","500,000","507,000","0","507,000",
="058509","友達永昌6A購01  ","0","0","0","911,000","405,000","506,000","911,000","405,000","506,000",
="059057","美律中信6C購01  ","0","0","0","549,000","46,000","503,000","549,000","46,000","503,000",
="08804P","微星永豐6A售02  ","0","0","0","511,000","10,000","501,000","511,000","10,000","501,000",
="053482","台郡元大67購01  ","0","0","0","515,000","15,000","500,000","515,000","15,000","500,000",
="059493","T50反1國泰6A購01","0","0","0","500,000","0","500,000","500,000","0","500,000",
="060396","綠悅兆豐6C購01  ","0","0","0","520,000","20,000","500,000","520,000","20,000","500,000",
="057385","T50反1富邦6B購02","0","0","0","499,000","0","499,000","499,000","0","499,000",
="060384","群創凱基6B購05  ","0","0","0","509,000","10,000","499,000","509,000","10,000","499,000",
="060695","國泰金凱基6B購03","0","0","0","682,000","183,000","499,000","682,000","183,000","499,000",
="061032","王品永豐6C購01  ","0","0","0","499,000","0","499,000","499,000","0","499,000",
="08136P","臺股指群益68售16","0","0","0","499,000","0","499,000","499,000","0","499,000",
="08444P","GIS凱基69售01   ","0","0","0","500,000","2,000","498,000","500,000","2,000","498,000",
="060642","榮成兆豐6B購01  ","0","0","0","648,000","151,000","497,000","648,000","151,000","497,000",
="03524P","華邦電台新71售01","0","0","0","576,000","80,000","496,000","576,000","80,000","496,000",
="056828","南亞科群益68購03","0","0","0","640,000","144,000","496,000","640,000","144,000","496,000",
="060582","臻鼎永豐6B購01  ","0","0","0","502,000","6,000","496,000","502,000","6,000","496,000",
"4904  ","遠傳            ","500,000","5,000","495,000","0","0","0","500,000","5,000","495,000",
="0050  ","元大台灣50      ","350,000","25,000","325,000","342,000","175,000","167,000","692,000","200,000","492,000",
="054761","中鋼宏遠66購01  ","0","0","0","490,000","0","490,000","490,000","0","490,000",
="055825","上証2X永豐68購01","0","0","0","578,000","90,000","488,000","578,000","90,000","488,000",
="057613","上銀統一6A購01  ","0","0","0","1,149,000","661,000","488,000","1,149,000","661,000","488,000",
="057679","瑞昱國泰69購01  ","0","0","0","672,000","184,000","488,000","672,000","184,000","488,000",
="060463","宏達電永豐6B購01","0","0","0","492,000","7,000","485,000","492,000","7,000","485,000",
="056470","大立光統一69購04","0","0","0","688,000","205,000","483,000","688,000","205,000","483,000",
="08405P","上銀兆豐6A售02  ","0","0","0","483,000","0","483,000","483,000","0","483,000",
="03342P","台光電國泰6B售01","0","0","0","752,000","273,000","479,000","752,000","273,000","479,000",
="058252","友達群益69購04  ","0","0","0","745,000","266,000","479,000","745,000","266,000","479,000",
="061079","佳世達統一6C購01","0","0","0","990,000","512,000","478,000","990,000","512,000","478,000",
="059733","國泰金凱基6B購01","0","0","0","1,068,000","595,000","473,000","1,068,000","595,000","473,000",
="059661","廣達富邦6A購01  ","0","0","0","574,000","102,000","472,000","574,000","102,000","472,000",
="03202P","鴻海康和6B售01  ","0","0","0","470,000","0","470,000","470,000","0","470,000",
="058065","宏達電凱基69購02","0","0","0","481,000","11,000","470,000","481,000","11,000","470,000",
="059949","台玻永豐6B購01  ","0","0","0","500,000","30,000","470,000","500,000","30,000","470,000",
="055185","上証2X永昌67購02","0","0","0","539,000","70,000","469,000","539,000","70,000","469,000",
="058157","友達元富69購02  ","0","0","0","491,000","22,000","469,000","491,000","22,000","469,000",
="059046","長華群益6B購05  ","0","0","0","469,000","0","469,000","469,000","0","469,000",
="058444","葡萄王統一6B購01","0","0","0","804,000","337,000","467,000","804,000","337,000","467,000",
="03145P","康控國泰71售02  ","0","0","0","516,000","50,000","466,000","516,000","50,000","466,000",
="059794","光寶科群益6C購01","0","0","0","466,000","0","466,000","466,000","0","466,000",
="059146","友達富邦6A購03  ","0","0","0","514,000","49,000","465,000","514,000","49,000","465,000",
="03014P","華邦電統一6A售04","0","0","0","493,000","29,000","464,000","493,000","29,000","464,000",
="03641P","華邦電國泰6C售03","0","0","0","544,000","80,000","464,000","544,000","80,000","464,000",
="08406P","台光電兆豐6A售02","0","0","0","522,000","60,000","462,000","522,000","60,000","462,000",
="056489","日月光元大68購01","0","0","0","701,000","240,000","461,000","701,000","240,000","461,000",
="059247","佳世達元大6B購01","0","0","0","554,000","95,000","459,000","554,000","95,000","459,000",
="059363","廣宇永豐6A購01  ","0","0","0","492,000","33,000","459,000","492,000","33,000","459,000",
="03194P","台光電兆豐6C售02","0","0","0","530,000","72,000","458,000","530,000","72,000","458,000",
="056083","義隆元大69購01  ","0","0","0","790,000","333,000","457,000","790,000","333,000","457,000",
