"106年08月02日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
="08123P","鴻海永昌68售02  ","0","0","0","1,077,000","0","1,077,000","1,077,000","0","1,077,000",
="058486","亞翔元大71購01  ","0","0","0","1,382,000","307,000","1,075,000","1,382,000","307,000","1,075,000",
="00637L","元大滬深300正2  ","0","0","0","12,512,000","11,459,000","1,053,000","12,512,000","11,459,000","1,053,000",
="060406","南茂永豐6B購02  ","0","0","0","1,070,000","33,000","1,037,000","1,070,000","33,000","1,037,000",
="061093","上証2X凱基6C購02","0","0","0","1,114,000","78,000","1,036,000","1,114,000","78,000","1,036,000",
"6176  ","瑞儀            ","202,000","26,000","176,000","956,000","101,000","855,000","1,158,000","127,000","1,031,000",
="08725P","超眾元大6A售02  ","0","0","0","1,030,000","0","1,030,000","1,030,000","0","1,030,000",
"2603  ","長榮            ","480,000","360,000","120,000","1,083,000","185,000","898,000","1,563,000","545,000","1,018,000",
="061551","葡萄王永豐6C購01","0","0","0","1,002,000","3,000","999,000","1,002,000","3,000","999,000",
="062170","聯發科凱基6C購05","0","0","0","2,086,000","1,090,000","996,000","2,086,000","1,090,000","996,000",
="061363","台勝科元大6C購01","0","0","0","1,023,000","30,000","993,000","1,023,000","30,000","993,000",
="061105","廣宇元大72購03  ","0","0","0","1,216,000","229,000","987,000","1,216,000","229,000","987,000",
"2456  ","奇力新          ","20,000","0","20,000","980,000","16,000","964,000","1,000,000","16,000","984,000",
="059588","敦泰元大6A購02  ","0","0","0","1,960,000","979,000","981,000","1,960,000","979,000","981,000",
="062896","燁輝元富71購01  ","0","0","0","1,028,000","48,000","980,000","1,028,000","48,000","980,000",
="00643 ","群益深証中小    ","0","120,000","-120,000","1,336,000","240,000","1,096,000","1,336,000","360,000","976,000",
="08220P","台積電國泰69售02","0","0","0","1,026,000","50,000","976,000","1,026,000","50,000","976,000",
="063457","京鼎凱基73購01  ","0","0","0","1,455,000","480,000","975,000","1,455,000","480,000","975,000",
="057546","友達富邦69購01  ","0","0","0","994,000","20,000","974,000","994,000","20,000","974,000",
="061834","上銀元富6C購02  ","0","0","0","1,016,000","43,000","973,000","1,016,000","43,000","973,000",
="062687","劍麟群益72購01  ","0","0","0","1,032,000","60,000","972,000","1,032,000","60,000","972,000",
="058324","敦泰永豐6A購01  ","0","0","0","1,029,000","60,000","969,000","1,029,000","60,000","969,000",
="059642","緯創群益6B購01  ","0","0","0","1,048,000","80,000","968,000","1,048,000","80,000","968,000",
"2881  ","富邦金          ","963,000","5,000","958,000","238,000","229,000","9,000","1,201,000","234,000","967,000",
="08728P","鑽全元大6B售01  ","0","0","0","1,221,000","270,000","951,000","1,221,000","270,000","951,000",
="03072P","超眾元富6B售02  ","0","0","0","950,000","0","950,000","950,000","0","950,000",
="060957","京鼎凱基6C購02  ","0","0","0","1,924,000","975,000","949,000","1,924,000","975,000","949,000",
="00692 ","富邦公司治理    ","0","0","0","1,026,000","79,000","947,000","1,026,000","79,000","947,000",
="063030","聯發科統一72購05","0","0","0","1,642,000","698,000","944,000","1,642,000","698,000","944,000",
="062544","鴻海永昌77購01  ","0","0","0","2,112,000","1,169,000","943,000","2,112,000","1,169,000","943,000",
="060971","敦南永豐6C購01  ","0","0","0","1,076,000","136,000","940,000","1,076,000","136,000","940,000",
="061926","綠悅日盛6C購01  ","0","0","0","935,000","0","935,000","935,000","0","935,000",
="058385","上銀元富69購04  ","0","0","0","939,000","6,000","933,000","939,000","6,000","933,000",
="059219","敦泰群益6B購03  ","0","0","0","1,295,000","362,000","933,000","1,295,000","362,000","933,000",
"2324  ","仁寶            ","2,000","0","2,000","976,000","45,000","931,000","978,000","45,000","933,000",
="060926","卜蜂國泰6B購01  ","0","0","0","1,548,000","616,000","932,000","1,548,000","616,000","932,000",
="057966","中石化元富6A購02","0","0","0","1,109,000","178,000","931,000","1,109,000","178,000","931,000",
="058407","樺漢日盛6A購01  ","0","0","0","965,000","41,000","924,000","965,000","41,000","924,000",
="057226","華通元大68購03  ","0","0","0","930,000","10,000","920,000","930,000","10,000","920,000",
="03181P","超眾元大6C售03  ","0","0","0","919,000","0","919,000","919,000","0","919,000",
="063463","上銀統一71購03  ","0","0","0","1,068,000","150,000","918,000","1,068,000","150,000","918,000",
="061632","滬深2X元大71購01","0","0","0","1,350,000","433,000","917,000","1,350,000","433,000","917,000",
="060976","滬深2X群益71購02","0","0","0","1,029,000","119,000","910,000","1,029,000","119,000","910,000",
="063225","可成統一72購02  ","0","0","0","1,368,000","458,000","910,000","1,368,000","458,000","910,000",
="055843","彩晶元大68購01  ","0","0","0","900,000","0","900,000","900,000","0","900,000",
="061364","台勝科元大6C購02","0","0","0","900,000","0","900,000","900,000","0","900,000",
="063236","可成群益72購01  ","0","0","0","1,227,000","328,000","899,000","1,227,000","328,000","899,000",
="059381","群創永昌6C購01  ","0","0","0","975,000","89,000","886,000","975,000","89,000","886,000",
="059417","農林元富6A購01  ","0","0","0","972,000","89,000","883,000","972,000","89,000","883,000",
="063486","敦泰永豐71購02  ","0","0","0","955,000","78,000","877,000","955,000","78,000","877,000",
"2401  ","凌陽            ","2,000","1,000","1,000","889,000","16,000","873,000","891,000","17,000","874,000",
="061396","榮成元富6C購01  ","0","0","0","1,124,000","252,000","872,000","1,124,000","252,000","872,000",
="061339","可成統一6C購04  ","0","0","0","1,475,000","604,000","871,000","1,475,000","604,000","871,000",
="08669P","台泥群益6A售01  ","0","0","0","871,000","0","871,000","871,000","0","871,000",
="03620P","華邦電凱基6C售01","0","0","0","2,197,000","1,327,000","870,000","2,197,000","1,327,000","870,000",
="062124","緯創兆豐71購02  ","0","0","0","934,000","64,000","870,000","934,000","64,000","870,000",
="063156","大聯大國泰71購01","0","0","0","1,714,000","852,000","862,000","1,714,000","852,000","862,000",
="058787","農林永豐6A購01  ","0","0","0","861,000","0","861,000","861,000","0","861,000",
="059584","大立光元大6B購02","0","0","0","1,290,000","429,000","861,000","1,290,000","429,000","861,000",
="059435","智原國泰6A購01  ","0","0","0","1,331,000","476,000","855,000","1,331,000","476,000","855,000",
="04164P","創意群益73售01  ","0","0","0","899,000","47,000","852,000","899,000","47,000","852,000",
="060854","TPK富邦71購03   ","0","0","0","1,164,000","316,000","848,000","1,164,000","316,000","848,000",
="063327","敦泰群益72購02  ","0","0","0","848,000","0","848,000","848,000","0","848,000",
="063416","聯發科元大71購05","0","0","0","949,000","101,000","848,000","949,000","101,000","848,000",
="061434","聚陽永豐6C購01  ","0","0","0","876,000","30,000","846,000","876,000","30,000","846,000",
="08913P","華邦電元大6A售07","0","0","0","912,000","67,000","845,000","912,000","67,000","845,000",
="061338","聯發科統一72購03","0","0","0","943,000","100,000","843,000","943,000","100,000","843,000",
="063270","中石化永昌73購01","0","0","0","1,434,000","593,000","841,000","1,434,000","593,000","841,000",
"3380  ","明泰            ","0","75,000","-75,000","944,000","30,000","914,000","944,000","105,000","839,000",
="063578","中石化日盛71購01","0","0","0","838,000","0","838,000","838,000","0","838,000",
="063632","矽創元富72購01  ","0","0","0","1,109,000","271,000","838,000","1,109,000","271,000","838,000",
="056675","台光電凱基69購03","0","0","0","1,005,000","168,000","837,000","1,005,000","168,000","837,000",
="063289","上銀凱基72購01  ","0","0","0","1,868,000","1,031,000","837,000","1,868,000","1,031,000","837,000",
="059832","鎧勝國泰6B購01  ","0","0","0","845,000","10,000","835,000","845,000","10,000","835,000",
="056925","TPK中信6C購01   ","0","0","0","1,475,000","643,000","832,000","1,475,000","643,000","832,000",
="063654","訊芯台新72購01  ","0","0","0","1,036,000","210,000","826,000","1,036,000","210,000","826,000",
"2317  ","鴻海            ","728,000","471,000","257,000","1,115,000","546,000","569,000","1,843,000","1,017,000","826,000",
="060479","美律玉山71購01  ","0","0","0","834,000","10,000","824,000","834,000","10,000","824,000",
="061284","台積電群益72購01","0","0","0","824,000","0","824,000","824,000","0","824,000",
="060451","GIS中信6B購02   ","0","0","0","1,070,000","247,000","823,000","1,070,000","247,000","823,000",
="00633L","富邦上証正2     ","590,000","406,000","184,000","5,895,000","5,263,000","632,000","6,485,000","5,669,000","816,000",
="060617","可成元大6B購08  ","0","0","0","4,058,000","3,242,000","816,000","4,058,000","3,242,000","816,000",
="062549","緯創中信71購01  ","0","0","0","855,000","40,000","815,000","855,000","40,000","815,000",
="058814","農林富邦6A購01  ","0","0","0","872,000","59,000","813,000","872,000","59,000","813,000",
="03669P","南亞科群益6C售03","0","0","0","836,000","30,000","806,000","836,000","30,000","806,000",
="059262","景碩元富6A購01  ","0","0","0","1,121,000","315,000","806,000","1,121,000","315,000","806,000",
="062924","中砂兆豐72購01  ","0","0","0","1,366,000","562,000","804,000","1,366,000","562,000","804,000",
="061923","台積電凱基6C購05","0","0","0","2,366,000","1,563,000","803,000","2,366,000","1,563,000","803,000",
="058829","亞光元富6B購02  ","0","12,000","-12,000","933,000","123,000","810,000","933,000","135,000","798,000",
="03563P","卜蜂國泰6B售02  ","0","0","0","832,000","40,000","792,000","832,000","40,000","792,000",
="061234","南茂兆豐71購01  ","0","0","0","909,000","119,000","790,000","909,000","119,000","790,000",
="061238","上証2X元大6C購02","0","0","0","1,329,000","542,000","787,000","1,329,000","542,000","787,000",
="062171","可成凱基6C購06  ","0","0","0","1,234,000","449,000","785,000","1,234,000","449,000","785,000",
="061410","敦南國泰6C購01  ","0","0","0","1,116,000","332,000","784,000","1,116,000","332,000","784,000",
="061773","榮成兆豐71購01  ","0","0","0","862,000","80,000","782,000","862,000","80,000","782,000",
="062152","聯發科元大71購02","0","0","0","1,247,000","472,000","775,000","1,247,000","472,000","775,000",
="062758","大聯大永豐71購01","0","0","0","811,000","38,000","773,000","811,000","38,000","773,000",
="063221","智原元富71購01  ","0","0","0","856,000","84,000","772,000","856,000","84,000","772,000",
="063350","台勝科元大71購02","0","0","0","876,000","113,000","763,000","876,000","113,000","763,000",
="056225","宏碁群益69購01  ","0","0","0","967,000","205,000","762,000","967,000","205,000","762,000",
="063022","聚陽國票72購01  ","0","0","0","787,000","26,000","761,000","787,000","26,000","761,000",
="03099P","鑽全元大6B售02  ","0","0","0","1,175,000","419,000","756,000","1,175,000","419,000","756,000",
="063066","景碩國泰71購01  ","0","0","0","1,168,000","413,000","755,000","1,168,000","413,000","755,000",
="058742","南茂國泰6A購01  ","0","0","0","781,000","31,000","750,000","781,000","31,000","750,000",
="059909","麗清元富6B購01  ","0","0","0","750,000","0","750,000","750,000","0","750,000",
="08389P","超眾永豐69售03  ","0","0","0","757,000","10,000","747,000","757,000","10,000","747,000",
="058720","敦泰國票6B購01  ","0","0","0","755,000","12,000","743,000","755,000","12,000","743,000",
="061659","鎧勝富邦6C購02  ","0","0","0","887,000","144,000","743,000","887,000","144,000","743,000",
="063841","微星統一73購02  ","0","0","0","744,000","3,000","741,000","744,000","3,000","741,000",
="059591","緯創元大6A購01  ","0","0","0","799,000","60,000","739,000","799,000","60,000","739,000",
"2458  ","義隆            ","119,000","5,000","114,000","1,048,000","423,000","625,000","1,167,000","428,000","739,000",
="00639 ","富邦深100       ","210,000","0","210,000","828,000","300,000","528,000","1,038,000","300,000","738,000",
"2887  ","台新金          ","0","3,000","-3,000","824,000","85,000","739,000","824,000","88,000","736,000",
="03080P","華邦電凱基6B售01","0","0","0","805,000","71,000","734,000","805,000","71,000","734,000",
="059558","中鋼凱基6A購02  ","0","0","0","1,161,000","428,000","733,000","1,161,000","428,000","733,000",
="059862","王品國泰6B購01  ","0","0","0","1,142,000","412,000","730,000","1,142,000","412,000","730,000",
="061098","彩晶凱基6C購01  ","0","0","0","816,000","87,000","729,000","816,000","87,000","729,000",
="060032","緯創富邦6B購01  ","0","0","0","839,000","114,000","725,000","839,000","114,000","725,000",
="060087","王品統一6B購02  ","0","0","0","978,000","253,000","725,000","978,000","253,000","725,000",
="00631L","元大台灣50正2   ","0","0","0","1,045,000","321,000","724,000","1,045,000","321,000","724,000",
="060688","鎧勝日盛6B購01  ","0","0","0","1,002,000","278,000","724,000","1,002,000","278,000","724,000",
="062351","鴻海統一73購03  ","0","0","0","1,514,000","790,000","724,000","1,514,000","790,000","724,000",
="063214","聯發科凱基71購01","0","0","0","1,818,000","1,097,000","721,000","1,818,000","1,097,000","721,000",
="063047","樺漢兆豐71購01  ","0","0","0","796,000","85,000","711,000","796,000","85,000","711,000",
="061365","台勝科元大71購01","0","0","0","710,000","0","710,000","710,000","0","710,000",
="062030","台積電統一74購03","0","0","0","1,130,000","424,000","706,000","1,130,000","424,000","706,000",
="059949","台玻永豐6B購01  ","0","0","0","1,086,000","382,000","704,000","1,086,000","382,000","704,000",
="063516","中石化元富71購01","0","0","0","841,000","137,000","704,000","841,000","137,000","704,000",
="060098","台郡凱基6B購01  ","0","0","0","925,000","224,000","701,000","925,000","224,000","701,000",
="060793","TPK日盛6B購01   ","0","0","0","824,000","125,000","699,000","824,000","125,000","699,000",
="063851","智伸科元富71購01","0","0","0","755,000","60,000","695,000","755,000","60,000","695,000",
="061343","敦泰元富6C購01  ","0","0","0","899,000","206,000","693,000","899,000","206,000","693,000",
="058444","葡萄王統一6B購01","0","0","0","897,000","205,000","692,000","897,000","205,000","692,000",
="062621","允強永豐72購01  ","0","0","0","838,000","146,000","692,000","838,000","146,000","692,000",
="03792P","華邦電元大6C售02","0","0","0","853,000","162,000","691,000","853,000","162,000","691,000",
="063781","中石化兆豐71購02","0","0","0","957,000","270,000","687,000","957,000","270,000","687,000",
="060402","王品永豐6B購02  ","0","0","0","783,000","97,000","686,000","783,000","97,000","686,000",
="061665","聯發科凱基6C購03","0","0","0","772,000","87,000","685,000","772,000","87,000","685,000",
="058906","農林群益6B購01  ","0","0","0","775,000","92,000","683,000","775,000","92,000","683,000",
="060605","神達群益6B購02  ","0","0","0","752,000","71,000","681,000","752,000","71,000","681,000",
="058724","農林國票6B購01  ","0","0","0","678,000","0","678,000","678,000","0","678,000",
="061153","華通永豐6C購01  ","0","0","0","1,537,000","860,000","677,000","1,537,000","860,000","677,000",
="059348","鎧勝凱基6A購01  ","0","0","0","1,596,000","920,000","676,000","1,596,000","920,000","676,000",
="060939","神達元富6C購01  ","0","0","0","1,064,000","388,000","676,000","1,064,000","388,000","676,000",
="058348","敬鵬日盛69購01  ","0","0","0","800,000","126,000","674,000","800,000","126,000","674,000",
="03482P","卜蜂元大6B售02  ","0","0","0","1,330,000","657,000","673,000","1,330,000","657,000","673,000",
="061929","榮成統一6C購02  ","0","0","0","1,403,000","731,000","672,000","1,403,000","731,000","672,000",
="063368","矽創永豐71購01  ","0","0","0","919,000","247,000","672,000","919,000","247,000","672,000",
"2345  ","智邦            ","347,000","13,000","334,000","480,000","142,000","338,000","827,000","155,000","672,000",
="062561","開發金國泰72購01","0","0","0","734,000","65,000","669,000","734,000","65,000","669,000",
="04170P","奇力新永豐71售01","0","0","0","665,000","0","665,000","665,000","0","665,000",
="058253","友達群益69購05  ","0","0","0","700,000","35,000","665,000","700,000","35,000","665,000",
="061383","台勝科凱基6C購02","0","0","0","678,000","13,000","665,000","678,000","13,000","665,000",
="062032","貿聯統一6C購03  ","0","0","0","1,069,000","404,000","665,000","1,069,000","404,000","665,000",
="057362","長虹凱基68購02  ","0","0","0","740,000","80,000","660,000","740,000","80,000","660,000",
="060399","鴻海兆豐71購05  ","0","0","0","657,000","0","657,000","657,000","0","657,000",
="08991P","華邦電兆豐6A售02","0","0","0","694,000","39,000","655,000","694,000","39,000","655,000",
"4426  ","利勤            ","0","0","0","656,000","1,000","655,000","656,000","1,000","655,000",
="04175P","華邦電富邦72售02","0","0","0","731,000","77,000","654,000","731,000","77,000","654,000",
="063440","華夏凱基71購01  ","0","0","0","908,000","255,000","653,000","908,000","255,000","653,000",
="063729","開發金日盛71購01","0","0","0","687,000","35,000","652,000","687,000","35,000","652,000",
="063036","台苯兆豐71購01  ","0","0","0","672,000","21,000","651,000","672,000","21,000","651,000",
="059677","正隆中信6A購01  ","0","0","0","671,000","23,000","648,000","671,000","23,000","648,000",
="059888","義隆永豐6B購01  ","0","0","0","891,000","245,000","646,000","891,000","245,000","646,000",
="060029","矽創富邦6B購01  ","0","0","0","652,000","8,000","644,000","652,000","8,000","644,000",
="062967","長榮航凱基71購01","0","0","0","735,000","93,000","642,000","735,000","93,000","642,000",
="061348","可成富邦6C購03  ","0","0","0","900,000","259,000","641,000","900,000","259,000","641,000",
="058044","國喬群益6A購01  ","0","0","0","730,000","90,000","640,000","730,000","90,000","640,000",
="060918","群創群益6B購05  ","0","0","0","745,000","106,000","639,000","745,000","106,000","639,000",
="062343","晶豪科永豐6C購02","0","0","0","639,000","0","639,000","639,000","0","639,000",
="0056  ","元大高股息      ","0","0","0","638,000","0","638,000","638,000","0","638,000",
="059841","中石化台新71購01","0","0","0","635,000","0","635,000","635,000","0","635,000",
="058608","南茂日盛6A購01  ","0","0","0","650,000","20,000","630,000","650,000","20,000","630,000",
="061934","中砂元富6C購01  ","0","0","0","986,000","356,000","630,000","986,000","356,000","630,000",
="061928","敦泰日盛6C購03  ","0","0","0","673,000","44,000","629,000","673,000","44,000","629,000",
="060725","日月光元富6C購01","0","0","0","638,000","10,000","628,000","638,000","10,000","628,000",
="061875","台積電永昌6C購04","0","0","0","648,000","20,000","628,000","648,000","20,000","628,000",
="063104","彩晶統一73購01  ","0","0","0","829,000","201,000","628,000","829,000","201,000","628,000",
="061470","聯發科中信71購03","0","0","0","646,000","20,000","626,000","646,000","20,000","626,000",
="063707","樺漢統一73購02  ","0","0","0","932,000","306,000","626,000","932,000","306,000","626,000",
="061979","上銀凱基6C購02  ","0","0","0","1,190,000","565,000","625,000","1,190,000","565,000","625,000",
="058534","樺漢凱基6A購01  ","0","0","0","1,105,000","481,000","624,000","1,105,000","481,000","624,000",
="062569","聚陽統一73購01  ","0","0","0","782,000","158,000","624,000","782,000","158,000","624,000",
="063433","敦泰群益72購03  ","0","0","0","693,000","70,000","623,000","693,000","70,000","623,000",
="059656","中石化富邦6C購01","0","0","0","743,000","123,000","620,000","743,000","123,000","620,000",
="060213","鴻海元大71購02  ","0","0","0","986,000","367,000","619,000","986,000","367,000","619,000",
="060129","長虹元富6B購01  ","0","0","0","701,000","84,000","617,000","701,000","84,000","617,000",
="063570","卜蜂凱基71購01  ","0","0","0","1,043,000","427,000","616,000","1,043,000","427,000","616,000",
="03618P","華邦電統一6C售03","0","0","0","1,021,000","407,000","614,000","1,021,000","407,000","614,000",
="057397","訊芯統一69購01  ","0","0","0","615,000","1,000","614,000","615,000","1,000","614,000",
="08396P","大同元大69售01  ","0","0","0","614,000","0","614,000","614,000","0","614,000",
="060953","卜蜂凱基6C購01  ","0","0","0","1,107,000","495,000","612,000","1,107,000","495,000","612,000",
="062819","建準國泰71購01  ","0","0","0","703,000","91,000","612,000","703,000","91,000","612,000",
="062838","大聯大中信71購01","0","0","0","2,019,000","1,412,000","607,000","2,019,000","1,412,000","607,000",
="063247","王品元大72購01  ","0","0","0","1,338,000","734,000","604,000","1,338,000","734,000","604,000",
="058478","大聯大元大71購01","0","0","0","1,772,000","1,169,000","603,000","1,772,000","1,169,000","603,000",
="060601","訊芯統一6B購02  ","0","0","0","798,000","195,000","603,000","798,000","195,000","603,000",
="061711","鎧勝國泰6C購01  ","0","0","0","1,189,000","586,000","603,000","1,189,000","586,000","603,000",
="059555","玉山金富邦6C購01","0","0","0","602,000","1,000","601,000","602,000","1,000","601,000",
="062674","大聯大日盛71購01","0","0","0","641,000","40,000","601,000","641,000","40,000","601,000",
="063465","裕融統一71購01  ","0","0","0","753,000","152,000","601,000","753,000","152,000","601,000",
="03191P","可成統一6B售07  ","0","0","0","600,000","0","600,000","600,000","0","600,000",
