"106年07月06日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00672L","元大S&P原油正2  ","0","500,000","-500,000","28,048,000","7,096,000","20,952,000","28,048,000","7,596,000","20,452,000",
="00632R","元大台灣50反1   ","500,000","3,100,000","-2,600,000","10,925,000","2,958,000","7,967,000","11,425,000","6,058,000","5,367,000",
="062477","台化富邦71購01  ","0","0","0","4,840,000","60,000","4,780,000","4,840,000","60,000","4,780,000",
="00642U","元大S&P石油     ","0","0","0","5,210,000","1,242,000","3,968,000","5,210,000","1,242,000","3,968,000",
="061462","聯發科元大6C購04","0","0","0","4,942,000","1,244,000","3,698,000","4,942,000","1,244,000","3,698,000",
="061337","聯發科統一72購02","0","0","0","4,503,000","1,306,000","3,197,000","4,503,000","1,306,000","3,197,000",
="062180","聚陽凱基6C購01  ","0","0","0","2,703,000","35,000","2,668,000","2,703,000","35,000","2,668,000",
="061341","可成統一72購01  ","0","0","0","3,765,000","1,150,000","2,615,000","3,765,000","1,150,000","2,615,000",
="062662","台化富邦71購02  ","0","0","0","2,614,000","7,000","2,607,000","2,614,000","7,000","2,607,000",
="060617","可成元大6B購08  ","0","0","0","3,554,000","1,106,000","2,448,000","3,554,000","1,106,000","2,448,000",
="061665","聯發科凱基6C購03","0","0","0","2,708,000","348,000","2,360,000","2,708,000","348,000","2,360,000",
"2344  ","華邦電          ","0","0","0","2,967,000","610,000","2,357,000","2,967,000","610,000","2,357,000",
"2891  ","中信金          ","4,037,000","3,634,000","403,000","2,478,000","555,000","1,923,000","6,515,000","4,189,000","2,326,000",
="054656","新光金日盛67購01","0","0","0","2,203,000","0","2,203,000","2,203,000","0","2,203,000",
="062151","聯發科元大6C購08","0","0","0","3,202,000","1,100,000","2,102,000","3,202,000","1,100,000","2,102,000",
="059401","群創元大6C購02  ","0","0","0","2,097,000","0","2,097,000","2,097,000","0","2,097,000",
="055176","金寶元大69購01  ","0","0","0","1,956,000","10,000","1,946,000","1,956,000","10,000","1,946,000",
="058221","台化凱基69購01  ","0","0","0","1,925,000","61,000","1,864,000","1,925,000","61,000","1,864,000",
="060858","聯發科凱基6B購05","0","0","0","3,269,000","1,411,000","1,858,000","3,269,000","1,411,000","1,858,000",
"2002  ","中鋼            ","1,807,000","30,000","1,777,000","611,000","564,000","47,000","2,418,000","594,000","1,824,000",
="060607","T50反1永昌75購01","0","0","0","1,804,000","0","1,804,000","1,804,000","0","1,804,000",
="03060X","元展55          ","0","0","0","1,801,000","0","1,801,000","1,801,000","0","1,801,000",
="057506","聯發科兆豐6A購01","0","0","0","1,801,000","12,000","1,789,000","1,801,000","12,000","1,789,000",
="055438","寶成元大6A購02  ","0","0","0","1,983,000","256,000","1,727,000","1,983,000","256,000","1,727,000",
"6116  ","彩晶            ","120,000","116,000","4,000","2,439,000","718,000","1,721,000","2,559,000","834,000","1,725,000",
="060817","敬鵬凱基6B購01  ","0","0","0","1,808,000","89,000","1,719,000","1,808,000","89,000","1,719,000",
="062152","聯發科元大71購02","0","0","0","2,546,000","842,000","1,704,000","2,546,000","842,000","1,704,000",
="060192","GIS永豐6C購02   ","0","0","0","1,877,000","201,000","1,676,000","1,877,000","201,000","1,676,000",
="061338","聯發科統一72購03","0","0","0","1,664,000","47,000","1,617,000","1,664,000","47,000","1,617,000",
="061019","日友元富6C購01  ","0","0","0","1,672,000","69,000","1,603,000","1,672,000","69,000","1,603,000",
"3673  ","TPK-KY          ","146,000","67,000","79,000","1,630,000","132,000","1,498,000","1,776,000","199,000","1,577,000",
