"106年05月31日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00672L","元大S&P原油正2  ","0","0","0","11,837,000","942,000","10,895,000","11,837,000","942,000","10,895,000",
="00633L","富邦上証正2     ","634,000","50,000","584,000","9,747,000","3,526,000","6,221,000","10,381,000","3,576,000","6,805,000",
"2344  ","華邦電          ","2,079,000","103,000","1,976,000","5,886,000","1,363,000","4,523,000","7,965,000","1,466,000","6,499,000",
="00637L","元大滬深300正2  ","100,000","5,300,000","-5,200,000","28,132,000","17,097,000","11,035,000","28,232,000","22,397,000","5,835,000",
"1303  ","南亞            ","3,000","14,000","-11,000","3,300,000","52,000","3,248,000","3,303,000","66,000","3,237,000",
="059508","群創群益6A購07  ","0","0","0","3,573,000","485,000","3,088,000","3,573,000","485,000","3,088,000",
="060067","GIS統一6B購02   ","0","0","0","3,413,000","393,000","3,020,000","3,413,000","393,000","3,020,000",
"2330  ","台積電          ","1,266,000","100,000","1,166,000","1,561,000","68,000","1,493,000","2,827,000","168,000","2,659,000",
="07988P","華邦電凱基68售04","0","0","0","2,383,000","0","2,383,000","2,383,000","0","2,383,000",
="054929","鴻準元富67購01  ","0","0","0","2,370,000","200,000","2,170,000","2,370,000","200,000","2,170,000",
"2883  ","開發金          ","2,604,000","0","2,604,000","0","489,000","-489,000","2,604,000","489,000","2,115,000",
="08206P","可成永豐68售03  ","0","0","0","1,996,000","0","1,996,000","1,996,000","0","1,996,000",
"3481  ","群創            ","2,014,000","0","2,014,000","1,723,000","1,883,000","-160,000","3,737,000","1,883,000","1,854,000",
="053711","鎧勝日盛66購01  ","0","0","0","1,951,000","142,000","1,809,000","1,951,000","142,000","1,809,000",
"2337  ","旺宏            ","1,780,000","7,000","1,773,000","0","0","0","1,780,000","7,000","1,773,000",
="054133","T50反1富邦68購01","0","0","0","1,697,000","0","1,697,000","1,697,000","0","1,697,000",
"2887  ","台新金          ","484,000","22,000","462,000","1,737,000","502,000","1,235,000","2,221,000","524,000","1,697,000",
="03104P","美律國泰71售01  ","0","0","0","1,815,000","157,000","1,658,000","1,815,000","157,000","1,658,000",
="058429","緯創國泰6A購01  ","0","0","0","2,001,000","353,000","1,648,000","2,001,000","353,000","1,648,000",
="03192P","美律統一6B售05  ","0","0","0","1,635,000","55,000","1,580,000","1,635,000","55,000","1,580,000",
"2498  ","宏達電          ","314,000","244,000","70,000","1,530,000","64,000","1,466,000","1,844,000","308,000","1,536,000",
="07766P","台灣50兆豐68售01","0","0","0","1,509,000","0","1,509,000","1,509,000","0","1,509,000",
"8150  ","南茂            ","500,000","0","500,000","1,158,000","155,000","1,003,000","1,658,000","155,000","1,503,000",
="060535","臻鼎凱基6B購01  ","0","0","0","1,468,000","64,000","1,404,000","1,468,000","64,000","1,404,000",
="08847P","美律統一6B售03  ","0","0","0","1,467,000","96,000","1,371,000","1,467,000","96,000","1,371,000",
="059303","永冠元大6B購01  ","0","0","0","1,199,000","0","1,199,000","1,199,000","0","1,199,000",
="08158P","T50反1富邦6C售03","0","0","0","1,520,000","380,000","1,140,000","1,520,000","380,000","1,140,000",
"2352  ","佳世達          ","321,000","540,000","-219,000","2,497,000","1,144,000","1,353,000","2,818,000","1,684,000","1,134,000",
="07770P","台灣50凱基67售01","0","0","0","1,149,000","50,000","1,099,000","1,149,000","50,000","1,099,000",
="08612P","台積電永昌69售04","0","0","0","1,189,000","121,000","1,068,000","1,189,000","121,000","1,068,000",
