"106年06月06日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00637L","元大滬深300正2  ","0","0","0","14,746,000","5,710,000","9,036,000","14,746,000","5,710,000","9,036,000",
"2409  ","友達            ","1,060,000","500,000","560,000","8,304,000","1,095,038","7,208,962","9,364,000","1,595,038","7,768,962",
="060391","可成元大6B購06  ","0","0","0","6,548,000","1,691,000","4,857,000","6,548,000","1,691,000","4,857,000",
="0056  ","元大高股息      ","0","0","0","4,214,000","0","4,214,000","4,214,000","0","4,214,000",
"2344  ","華邦電          ","3,230,000","3,220,000","10,000","5,018,000","921,360","4,096,640","8,248,000","4,141,360","4,106,640",
"2337  ","旺宏            ","3,784,000","701,000","3,083,000","0","0","0","3,784,000","701,000","3,083,000",
"1314  ","中石化          ","250,000","42,000","208,000","3,137,000","394,000","2,743,000","3,387,000","436,000","2,951,000",
="056036","大同國泰67購03  ","0","0","0","2,757,000","49,000","2,708,000","2,757,000","49,000","2,708,000",
="057127","大同凱基68購04  ","0","0","0","2,545,000","0","2,545,000","2,545,000","0","2,545,000",
"2371  ","大同            ","525,000","798,000","-273,000","4,253,000","1,505,771","2,747,229","4,778,000","2,303,771","2,474,229",
"3481  ","群創            ","520,000","1,739,000","-1,219,000","7,145,000","3,592,089","3,552,911","7,665,000","5,331,089","2,333,911",
="058287","樺漢統一6B購02  ","0","0","0","3,798,000","1,466,000","2,332,000","3,798,000","1,466,000","2,332,000",
"1303  ","南亞            ","1,000","0","1,000","2,231,000","230","2,230,770","2,232,000","230","2,231,770",
="058211","友達兆豐6A購02  ","0","0","0","2,617,000","389,000","2,228,000","2,617,000","389,000","2,228,000",
="057524","聯發科統一6A購01","0","0","0","2,512,000","339,000","2,173,000","2,512,000","339,000","2,173,000",
="058148","可成元大69購03  ","0","0","0","4,478,000","2,557,000","1,921,000","4,478,000","2,557,000","1,921,000",
="059801","可成元大6B購03  ","0","0","0","3,596,000","1,700,000","1,896,000","3,596,000","1,700,000","1,896,000",
="058127","英業達凱基69購01","0","0","0","2,257,000","527,000","1,730,000","2,257,000","527,000","1,730,000",
="059877","美律統一6B購04  ","0","0","0","2,742,000","1,091,000","1,651,000","2,742,000","1,091,000","1,651,000",
="08611P","可成永昌69售02  ","0","0","0","3,105,000","1,458,000","1,647,000","3,105,000","1,458,000","1,647,000",
="059767","鎧勝元大6B購02  ","0","0","0","2,689,000","1,093,000","1,596,000","2,689,000","1,093,000","1,596,000",
="060550","友達統一6C購03  ","0","0","0","1,839,000","306,000","1,533,000","1,839,000","306,000","1,533,000",
="060047","貿聯凱基6B購01  ","0","0","0","1,829,000","340,000","1,489,000","1,829,000","340,000","1,489,000",
="058848","樺漢元富6B購02  ","0","0","0","1,483,000","0","1,483,000","1,483,000","0","1,483,000",
"3035  ","智原            ","140,000","10,000","130,000","1,369,000","43,000","1,326,000","1,509,000","53,000","1,456,000",
="03586P","佳世達群益6C售01","0","0","0","1,769,000","320,000","1,449,000","1,769,000","320,000","1,449,000",
="059321","敬鵬永豐6A購01  ","0","0","0","1,452,000","11,000","1,441,000","1,452,000","11,000","1,441,000",
="060690","樺漢統一71購01  ","0","0","0","2,299,000","893,000","1,406,000","2,299,000","893,000","1,406,000",
="059089","大立光統一6C購04","0","0","0","1,592,000","263,000","1,329,000","1,592,000","263,000","1,329,000",
="060040","貿聯元大71購01  ","0","0","0","2,527,000","1,206,000","1,321,000","2,527,000","1,206,000","1,321,000",
="058408","大立光統一6C購01","0","0","0","1,649,000","347,000","1,302,000","1,649,000","347,000","1,302,000",
="054723","中石化元大66購05","0","0","0","1,300,000","0","1,300,000","1,300,000","0","1,300,000",
="056037","大同國泰68購01  ","0","0","0","1,490,000","217,000","1,273,000","1,490,000","217,000","1,273,000",
="057413","聯電永昌69購01  ","0","0","0","1,255,000","0","1,255,000","1,255,000","0","1,255,000",
="057914","華通永豐6A購02  ","0","0","0","1,435,000","238,000","1,197,000","1,435,000","238,000","1,197,000",
="058182","台積電統一6C購02","0","0","0","2,041,000","852,000","1,189,000","2,041,000","852,000","1,189,000",
="058910","樺漢群益6A購02  ","0","0","0","1,369,000","183,000","1,186,000","1,369,000","183,000","1,186,000",
="060492","大立光統一6C購07","0","0","0","1,313,000","128,000","1,185,000","1,313,000","128,000","1,185,000",
="058159","華新科元富69購02","0","0","0","1,477,000","293,000","1,184,000","1,477,000","293,000","1,184,000",
="059985","彩晶統一6B購02  ","0","0","0","1,501,000","345,000","1,156,000","1,501,000","345,000","1,156,000",
="08836P","長華群益6B售06  ","0","0","0","1,355,000","200,000","1,155,000","1,355,000","200,000","1,155,000",
="059571","群創統一6A購03  ","0","0","0","1,259,000","108,000","1,151,000","1,259,000","108,000","1,151,000",
="057341","和碩元大68購03  ","0","0","0","1,347,000","198,000","1,149,000","1,347,000","198,000","1,149,000",
="060934","聯發科統一72購01","0","0","0","1,354,000","227,000","1,127,000","1,354,000","227,000","1,127,000",
="058078","可成統一6A購03  ","0","0","0","2,037,000","931,000","1,106,000","2,037,000","931,000","1,106,000",
="059223","群創群益6A購04  ","0","0","0","2,691,000","1,593,000","1,098,000","2,691,000","1,593,000","1,098,000",
="058084","可成凱基69購01  ","0","0","0","2,012,000","947,000","1,065,000","2,012,000","947,000","1,065,000",
="058970","可成統一6B購05  ","0","0","0","1,512,000","455,000","1,057,000","1,512,000","455,000","1,057,000",
="056106","大同群益68購06  ","0","0","0","1,151,000","111,000","1,040,000","1,151,000","111,000","1,040,000",
="058893","聯發科統一6C購01","0","0","0","1,506,000","475,000","1,031,000","1,506,000","475,000","1,031,000",
="03226P","台積電統一6B售06","0","508,000","-508,000","1,534,000","0","1,534,000","1,534,000","508,000","1,026,000",
="056334","南亞科元大69購01","0","0","0","1,479,000","465,000","1,014,000","1,479,000","465,000","1,014,000",
"2883  ","開發金          ","1,283,000","0","1,283,000","48,000","321,000","-273,000","1,331,000","321,000","1,010,000",
="058128","英業達凱基69購03","0","0","0","1,421,000","414,000","1,007,000","1,421,000","414,000","1,007,000",
="060935","長榮統一6C購01  ","0","0","0","1,019,000","23,000","996,000","1,019,000","23,000","996,000",
="060277","貿聯凱基6B購02  ","0","0","0","1,221,000","250,000","971,000","1,221,000","250,000","971,000",
="060766","麗清永豐6B購01  ","0","0","0","1,062,000","95,000","967,000","1,062,000","95,000","967,000",
="058138","聯發科統一6A購02","0","0","0","1,142,000","177,000","965,000","1,142,000","177,000","965,000",
="059436","群創國泰6B購03  ","0","0","0","1,036,000","84,000","952,000","1,036,000","84,000","952,000",
="058614","可成統一6B購02  ","0","0","0","1,889,000","943,000","946,000","1,889,000","943,000","946,000",
="056783","群創元大68購06  ","0","0","0","1,335,000","401,000","934,000","1,335,000","401,000","934,000",
="059165","聯鈞凱基6A購01  ","0","0","0","1,635,000","701,000","934,000","1,635,000","701,000","934,000",
="059655","群創國泰6A購04  ","0","0","0","1,049,000","115,000","934,000","1,049,000","115,000","934,000",
="059900","樺漢元大71購03  ","0","0","0","1,522,000","597,000","925,000","1,522,000","597,000","925,000",
="055704","英業達元富68購01","0","0","0","1,001,000","100,000","901,000","1,001,000","100,000","901,000",
="059033","南亞科元大6C購02","0","0","0","2,030,000","1,129,000","901,000","2,030,000","1,129,000","901,000",
="08985P","群創群益6A售06  ","0","0","0","960,000","60,000","900,000","960,000","60,000","900,000",
="056965","和碩元富68購01  ","0","0","0","968,000","79,000","889,000","968,000","79,000","889,000",
