"106年08月01日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00672L","元大S&P原油正2  ","0","0","0","28,498,000","870,000","27,628,000","28,498,000","870,000","27,628,000",
"1314  ","中石化          ","182,000","0","182,000","7,725,000","524,000","7,201,000","7,907,000","524,000","7,383,000",
="00642U","元大S&P石油     ","0","160,000","-160,000","6,142,000","158,000","5,984,000","6,142,000","318,000","5,824,000",
="056175","臺股指元大69購13","0","0","0","6,171,000","767,000","5,404,000","6,171,000","767,000","5,404,000",
="060391","可成元大6B購06  ","0","0","0","10,495,000","5,759,000","4,736,000","10,495,000","5,759,000","4,736,000",
"3231  ","緯創            ","998,000","0","998,000","3,641,000","51,556","3,589,444","4,639,000","51,556","4,587,444",
="062080","和碩元大71購02  ","0","0","0","4,318,000","330,000","3,988,000","4,318,000","330,000","3,988,000",
="061508","可成凱基6C購02  ","0","0","0","4,402,000","964,000","3,438,000","4,402,000","964,000","3,438,000",
="060746","和碩凱基6B購01  ","0","0","0","3,530,000","275,000","3,255,000","3,530,000","275,000","3,255,000",
="00637L","元大滬深300正2  ","0","0","0","18,399,000","15,443,000","2,956,000","18,399,000","15,443,000","2,956,000",
="058431","大聯大台新6A購01","0","0","0","2,924,000","0","2,924,000","2,924,000","0","2,924,000",
="061531","高鐵元大71購01  ","0","0","0","2,874,000","66,000","2,808,000","2,874,000","66,000","2,808,000",
="08092P","廣達元富69售01  ","0","0","0","2,800,000","0","2,800,000","2,800,000","0","2,800,000",
"2884  ","玉山金          ","736,000","0","736,000","1,906,000","39,000","1,867,000","2,642,000","39,000","2,603,000",
="060476","和大群益6B購05  ","0","0","0","2,501,000","0","2,501,000","2,501,000","0","2,501,000",
="057149","臺企銀元大6A購01","0","0","0","2,549,000","62,000","2,487,000","2,549,000","62,000","2,487,000",
"2883  ","開發金          ","573,000","0","573,000","2,403,000","530,000","1,873,000","2,976,000","530,000","2,446,000",
="062079","和碩元大6C購02  ","0","0","0","2,625,000","189,000","2,436,000","2,625,000","189,000","2,436,000",
="055905","大同群益68購01  ","0","0","0","2,353,000","59,000","2,294,000","2,353,000","59,000","2,294,000",
="060343","高鐵凱基6B購01  ","0","0","0","2,465,000","248,000","2,217,000","2,465,000","248,000","2,217,000",
="062620","盛餘永豐72購01  ","0","0","0","2,529,000","318,000","2,211,000","2,529,000","318,000","2,211,000",
="057613","上銀統一6A購01  ","0","0","0","3,188,000","1,081,000","2,107,000","3,188,000","1,081,000","2,107,000",
"2892  ","第一金          ","1,018,000","0","1,018,000","1,351,000","271,000","1,080,000","2,369,000","271,000","2,098,000",
="062639","聯電兆豐72購01  ","0","0","0","2,104,000","100,000","2,004,000","2,104,000","100,000","2,004,000",
="08499P","臺股指凱基69售12","0","0","0","1,993,000","81,000","1,912,000","1,993,000","81,000","1,912,000",
="03753P","光寶科凱基6C售01","0","0","0","2,150,000","261,000","1,889,000","2,150,000","261,000","1,889,000",
="060544","兆赫凱基6B購01  ","0","0","0","2,208,000","330,000","1,878,000","2,208,000","330,000","1,878,000",
"2458  ","義隆            ","185,000","36,000","149,000","1,818,000","103,000","1,715,000","2,003,000","139,000","1,864,000",
="061203","台積電統一73購02","0","0","0","1,843,000","30,000","1,813,000","1,843,000","30,000","1,813,000",
"2313  ","華通            ","698,000","0","698,000","1,369,000","257,000","1,112,000","2,067,000","257,000","1,810,000",
="00631L","元大台灣50正2   ","0","650,000","-650,000","2,733,000","278,000","2,455,000","2,733,000","928,000","1,805,000",
="061530","兆赫元大72購01  ","0","0","0","1,807,000","4,000","1,803,000","1,807,000","4,000","1,803,000",
="03942P","鴻海元大6C售09  ","0","0","0","2,069,000","315,000","1,754,000","2,069,000","315,000","1,754,000",
"3545  ","敦泰            ","60,000","50,000","10,000","1,991,000","266,000","1,725,000","2,051,000","316,000","1,735,000",
"3706  ","神達            ","139,000","0","139,000","1,577,000","13,000","1,564,000","1,716,000","13,000","1,703,000",
="063042","元大金兆豐71購01","0","0","0","1,888,000","231,000","1,657,000","1,888,000","231,000","1,657,000",
="062773","順德元大71購01  ","0","0","0","1,736,000","80,000","1,656,000","1,736,000","80,000","1,656,000",
="060138","可成兆豐6C購01  ","0","0","0","2,041,000","458,000","1,583,000","2,041,000","458,000","1,583,000",
="058529","華邦電凱基6A購03","0","0","0","2,266,000","693,000","1,573,000","2,266,000","693,000","1,573,000",
="060107","兆赫群益6C購01  ","0","0","0","1,644,000","100,000","1,544,000","1,644,000","100,000","1,544,000",
="056417","群創永豐69購01  ","0","0","0","1,560,000","35,000","1,525,000","1,560,000","35,000","1,525,000",
="062774","順德元大71購02  ","0","0","0","1,607,000","82,000","1,525,000","1,607,000","82,000","1,525,000",
="058611","上銀統一6B購02  ","0","0","0","1,956,000","446,000","1,510,000","1,956,000","446,000","1,510,000",
="03573P","鎧勝元大6C售02  ","0","0","0","1,576,000","84,000","1,492,000","1,576,000","84,000","1,492,000",
="055359","長華元大6A購01  ","0","0","0","1,648,000","161,000","1,487,000","1,648,000","161,000","1,487,000",
="006207","FH滬深          ","0","0","0","1,704,000","233,000","1,471,000","1,704,000","233,000","1,471,000",
="08518P","臺股指群益69售15","0","0","0","1,553,000","82,000","1,471,000","1,553,000","82,000","1,471,000",
="0061  ","元大寶滬深      ","40,000","0","40,000","1,692,000","266,000","1,426,000","1,732,000","266,000","1,466,000",
="057168","大同玉山68購01  ","0","0","0","1,462,000","0","1,462,000","1,462,000","0","1,462,000",
="04153P","光寶科元大74售01","0","0","0","1,453,000","0","1,453,000","1,453,000","0","1,453,000",
="057954","元油2X元大69購03","0","0","0","1,432,000","0","1,432,000","1,432,000","0","1,432,000",
="061764","麗清國泰6C購02  ","0","0","0","1,618,000","219,000","1,399,000","1,618,000","219,000","1,399,000",
="03480P","大同凱基6B售01  ","0","0","0","1,655,000","270,000","1,385,000","1,655,000","270,000","1,385,000",
="057396","上銀統一6B購01  ","0","0","0","1,920,000","539,000","1,381,000","1,920,000","539,000","1,381,000",
="061518","榮成統一71購01  ","0","0","0","3,298,000","1,919,000","1,379,000","3,298,000","1,919,000","1,379,000",
="062471","麗清國泰74購01  ","0","0","0","1,921,000","567,000","1,354,000","1,921,000","567,000","1,354,000",
="061290","和碩群益6C購01  ","0","0","0","1,380,000","30,000","1,350,000","1,380,000","30,000","1,350,000",
="058035","統一元大69購01  ","0","0","0","1,920,000","579,000","1,341,000","1,920,000","579,000","1,341,000",
="08140P","臺股指群益68售20","0","0","0","1,350,000","20,000","1,330,000","1,350,000","20,000","1,330,000",
="03746P","光寶科元大6C售01","0","0","0","1,312,000","0","1,312,000","1,312,000","0","1,312,000",
"2352  ","佳世達          ","0","0","0","1,378,000","84,000","1,294,000","1,378,000","84,000","1,294,000",
="060585","和碩國泰6C購01  ","0","0","0","1,441,000","160,000","1,281,000","1,441,000","160,000","1,281,000",
="03061P","光寶科群益6B售02","0","0","0","1,385,000","111,000","1,274,000","1,385,000","111,000","1,274,000",
="062177","和碩凱基6C購02  ","0","0","0","1,618,000","357,000","1,261,000","1,618,000","357,000","1,261,000",
="08985P","群創群益6A售06  ","0","0","0","1,260,000","0","1,260,000","1,260,000","0","1,260,000",
"3481  ","群創            ","6,000","4,000","2,000","3,248,000","1,990,000","1,258,000","3,254,000","1,994,000","1,260,000",
="059839","欣興中信6C購01  ","0","0","0","1,439,000","191,000","1,248,000","1,439,000","191,000","1,248,000",
="061249","上証2X凱基6C購03","0","0","0","1,388,000","160,000","1,228,000","1,388,000","160,000","1,228,000",
="058411","兆赫元大6C購01  ","0","0","0","1,906,000","686,000","1,220,000","1,906,000","686,000","1,220,000",
="059589","華新元大6A購02  ","0","0","0","1,550,000","331,000","1,219,000","1,550,000","331,000","1,219,000",
="058645","潤泰全兆豐6A購01","0","0","0","1,321,000","108,000","1,213,000","1,321,000","108,000","1,213,000",
="056492","群創元大68購05  ","0","0","0","1,200,000","0","1,200,000","1,200,000","0","1,200,000",
"3035  ","智原            ","301,000","14,000","287,000","1,278,000","369,000","909,000","1,579,000","383,000","1,196,000",
="058528","華邦電凱基6A購01","0","0","0","1,957,000","765,000","1,192,000","1,957,000","765,000","1,192,000",
