"106年06月13日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
="055557","力達元大68購01  ","0","0","0","1,500,000","150,000","1,350,000","1,500,000","150,000","1,350,000",
="061381","創意凱基6C購01  ","0","0","0","1,853,000","520,000","1,333,000","1,853,000","520,000","1,333,000",
="059244","大同元大71購01  ","0","0","0","2,096,000","789,000","1,307,000","2,096,000","789,000","1,307,000",
="059697","敦泰元大6B購01  ","0","0","0","1,350,000","54,000","1,296,000","1,350,000","54,000","1,296,000",
="058657","南茂元大6A購01  ","0","0","0","1,625,000","339,000","1,286,000","1,625,000","339,000","1,286,000",
="07617P","群創日盛67售03  ","0","0","0","1,245,000","3,000","1,242,000","1,245,000","3,000","1,242,000",
"2603  ","長榮            ","982,000","512,000","470,000","965,000","287,000","678,000","1,947,000","799,000","1,148,000",
="059374","東聯元大6A購01  ","0","0","0","1,159,000","31,000","1,128,000","1,159,000","31,000","1,128,000",
="057350","力達國泰68購01  ","0","0","0","1,184,000","60,000","1,124,000","1,184,000","60,000","1,124,000",
="03119P","鑽全康和6B售01  ","0","0","0","1,113,000","0","1,113,000","1,113,000","0","1,113,000",
="058209","智邦兆豐6A購01  ","0","0","0","1,207,000","117,000","1,090,000","1,207,000","117,000","1,090,000",
="07780P","台灣50群益68售02","0","0","0","1,057,000","0","1,057,000","1,057,000","0","1,057,000",
="03138P","台灣50元大71售01","0","0","0","1,427,000","374,000","1,053,000","1,427,000","374,000","1,053,000",
="059482","友達兆豐6B購01  ","0","0","0","1,049,000","0","1,049,000","1,049,000","0","1,049,000",
="0056  ","元大高股息      ","0","0","0","1,048,000","0","1,048,000","1,048,000","0","1,048,000",
="058295","東聯元大69購01  ","0","0","0","1,703,000","664,000","1,039,000","1,703,000","664,000","1,039,000",
="060116","明泰元大6B購02  ","0","0","0","1,918,000","893,000","1,025,000","1,918,000","893,000","1,025,000",
="060890","南茂永豐6B購03  ","0","0","0","1,603,000","582,000","1,021,000","1,603,000","582,000","1,021,000",
="08374P","鴻海群益6A售03  ","0","0","0","1,715,000","699,000","1,016,000","1,715,000","699,000","1,016,000",
"2633  ","台灣高鐵        ","46,000","0","46,000","1,170,000","206,000","964,000","1,216,000","206,000","1,010,000",
="08234P","GIS統一69售02   ","0","0","0","1,003,000","0","1,003,000","1,003,000","0","1,003,000",
="056923","聯詠群益68購03  ","0","0","0","1,051,000","53,000","998,000","1,051,000","53,000","998,000",
"2317  ","鴻海            ","352,000","528,000","-176,000","1,421,000","272,000","1,149,000","1,773,000","800,000","973,000",
="056643","臻鼎玉山68購01  ","0","0","0","1,326,000","356,000","970,000","1,326,000","356,000","970,000",
="08396P","大同元大69售01  ","0","0","0","1,456,000","501,000","955,000","1,456,000","501,000","955,000",
="08918P","臺股指元大6A售08","0","0","0","1,000,000","45,000","955,000","1,000,000","45,000","955,000",
="08157P","臺股指國泰68售02","0","0","0","940,000","10,000","930,000","940,000","10,000","930,000",
="03020P","鑽全群益6A售01  ","0","0","0","946,000","30,000","916,000","946,000","30,000","916,000",
="03629P","高鐵元富71售02  ","0","0","0","931,000","20,000","911,000","931,000","20,000","911,000",
"1326  ","台化            ","0","2,000","-2,000","903,000","0","903,000","903,000","2,000","901,000",
="057874","致伸凱基69購01  ","0","0","0","1,255,000","364,000","891,000","1,255,000","364,000","891,000",
="059502","新光金富邦6B購01","0","0","0","891,000","1,000","890,000","891,000","1,000","890,000",
"2352  ","佳世達          ","100,000","62,000","38,000","2,435,000","1,593,000","842,000","2,535,000","1,655,000","880,000",
="03415P","京鼎永豐6B售04  ","0","0","0","988,000","110,000","878,000","988,000","110,000","878,000",
="056148","大同統一69購01  ","0","0","0","1,444,000","572,000","872,000","1,444,000","572,000","872,000",
="060143","群創統一71購01  ","0","0","0","936,000","67,000","869,000","936,000","67,000","869,000",
="058141","瑞儀台新69購01  ","0","0","0","971,000","109,000","862,000","971,000","109,000","862,000",
="03172P","義隆元富6B售01  ","0","0","0","888,000","30,000","858,000","888,000","30,000","858,000",
="057821","大同元大69購02  ","0","0","0","1,940,000","1,093,000","847,000","1,940,000","1,093,000","847,000",
="059124","彩晶中信6A購01  ","0","0","0","844,000","0","844,000","844,000","0","844,000",
="03142P","臺股指元富6B售01","0","0","0","1,006,000","165,000","841,000","1,006,000","165,000","841,000",
="061058","南茂元大6C購01  ","0","0","0","1,443,000","602,000","841,000","1,443,000","602,000","841,000",
="059063","智邦台新6A購01  ","0","0","0","839,000","0","839,000","839,000","0","839,000",
="057758","臻鼎宏遠69購01  ","0","0","0","938,000","100,000","838,000","938,000","100,000","838,000",
="060718","大同元大6B購02  ","0","0","0","1,302,000","481,000","821,000","1,302,000","481,000","821,000",
="057117","敦泰群益69購02  ","0","0","0","1,068,000","248,000","820,000","1,068,000","248,000","820,000",
="08639P","大同元大6C售01  ","0","0","0","862,000","42,000","820,000","862,000","42,000","820,000",
="060639","致伸兆豐6C購01  ","0","0","0","958,000","148,000","810,000","958,000","148,000","810,000",
="061056","可成元大6C購01  ","0","0","0","1,115,000","308,000","807,000","1,115,000","308,000","807,000",
="08262P","神達群益68售02  ","0","0","0","805,000","3,000","802,000","805,000","3,000","802,000",
="056451","鎧勝富邦6B購01  ","0","0","0","907,000","106,000","801,000","907,000","106,000","801,000",
="056753","彩晶元大6A購01  ","0","0","0","1,208,000","411,000","797,000","1,208,000","411,000","797,000",
="060235","敦泰兆豐6C購02  ","0","0","0","893,000","101,000","792,000","893,000","101,000","792,000",
="058837","南茂元富6A購02  ","0","0","0","1,095,000","308,000","787,000","1,095,000","308,000","787,000",
="056682","南亞科兆豐69購01","0","0","0","897,000","119,000","778,000","897,000","119,000","778,000",
="03385P","台灣50群益6B售02","290,000","0","290,000","1,011,000","525,000","486,000","1,301,000","525,000","776,000",
="059022","美律統一6B購02  ","0","0","0","824,000","50,000","774,000","824,000","50,000","774,000",
="059377","華邦電元大6B購01","0","0","0","1,265,000","494,000","771,000","1,265,000","494,000","771,000",
="059983","中租統一6B購01  ","0","0","0","1,423,000","658,000","765,000","1,423,000","658,000","765,000",
="058833","欣興元富6A購01  ","0","0","0","1,490,000","728,000","762,000","1,490,000","728,000","762,000",
="057043","智邦統一6A購01  ","0","0","0","1,009,000","250,000","759,000","1,009,000","250,000","759,000",
="08585P","台積電統一69售02","0","0","0","759,000","0","759,000","759,000","0","759,000",
="057640","瑞昱永豐6A購01  ","0","0","0","834,000","77,000","757,000","834,000","77,000","757,000",
="060501","大同兆豐71購01  ","0","0","0","1,084,000","345,000","739,000","1,084,000","345,000","739,000",
="059699","榮成元大6A購02  ","0","0","0","1,153,000","415,000","738,000","1,153,000","415,000","738,000",
="060210","智邦元大6C購01  ","0","0","0","768,000","32,000","736,000","768,000","32,000","736,000",
="08382P","卜蜂國泰6A售01  ","0","0","0","741,000","10,000","731,000","741,000","10,000","731,000",
"1905  ","華紙            ","936,000","3,000","933,000","0","202,000","-202,000","936,000","205,000","731,000",
="055706","緯創元富68購01  ","0","0","0","718,000","0","718,000","718,000","0","718,000",
="03488P","王品康和6B售02  ","0","0","0","835,000","123,000","712,000","835,000","123,000","712,000",
="056143","緯創元富68購02  ","0","0","0","736,000","25,000","711,000","736,000","25,000","711,000",
="053399","樺漢統一66購02  ","0","0","0","710,000","0","710,000","710,000","0","710,000",
="058321","大成元富6A購01  ","0","0","0","977,000","267,000","710,000","977,000","267,000","710,000",
="03368P","儒鴻群益6B售03  ","0","0","0","743,000","38,000","705,000","743,000","38,000","705,000",
="054394","上証2X元富67購01","0","0","0","1,208,000","505,000","703,000","1,208,000","505,000","703,000",
="03006P","聯發科元大6A售04","0","0","0","755,000","54,000","701,000","755,000","54,000","701,000",
="00688L","國泰20年美債正2 ","0","0","0","876,000","180,000","696,000","876,000","180,000","696,000",
="054992","聯發科群益67購05","0","0","0","936,000","246,000","690,000","936,000","246,000","690,000",
="07178P","大立光兆豐67售03","0","0","0","688,000","0","688,000","688,000","0","688,000",
="057462","瑞儀元富69購01  ","0","0","0","878,000","192,000","686,000","878,000","192,000","686,000",
="059730","神達凱基6B購02  ","0","0","0","759,000","78,000","681,000","759,000","78,000","681,000",
="03444P","王品永豐6B售04  ","0","0","0","837,000","163,000","674,000","837,000","163,000","674,000",
="060165","上銀群益6B購03  ","0","0","0","767,000","93,000","674,000","767,000","93,000","674,000",
="08728P","鑽全元大6B售01  ","0","0","0","757,000","90,000","667,000","757,000","90,000","667,000",
="058608","南茂日盛6A購01  ","0","0","0","772,000","121,000","651,000","772,000","121,000","651,000",
="03277B","臺股指凱基66熊14","0","0","0","654,000","5,000","649,000","654,000","5,000","649,000",
="059998","智邦兆豐6C購01  ","0","0","0","1,025,000","376,000","649,000","1,025,000","376,000","649,000",
="061300","佳世達國泰6C購02","0","0","0","646,000","0","646,000","646,000","0","646,000",
="08612P","台積電永昌69售04","0","0","0","644,000","0","644,000","644,000","0","644,000",
="08755P","亞光元富6B售01  ","0","0","0","746,000","102,000","644,000","746,000","102,000","644,000",
="061246","佳世達永豐6C購02","0","0","0","1,063,000","420,000","643,000","1,063,000","420,000","643,000",
="07502P","亞德客元大6A售01","0","0","0","790,000","155,000","635,000","790,000","155,000","635,000",
="061267","神達元大6C購02  ","0","0","0","931,000","297,000","634,000","931,000","297,000","634,000",
="060217","致伸元富6B購01  ","0","0","0","846,000","221,000","625,000","846,000","221,000","625,000",
="058993","瑞儀群益6B購01  ","0","0","0","624,000","0","624,000","624,000","0","624,000",
="08869P","國巨群益6B售03  ","0","0","0","624,000","1,000","623,000","624,000","1,000","623,000",
="048729","為升第一67購01  ","0","0","0","619,000","0","619,000","619,000","0","619,000",
="08956P","欣興元富6A售03  ","0","0","0","735,000","117,000","618,000","735,000","117,000","618,000",
="055366","鴻準元大6A購02  ","0","0","0","818,000","201,000","617,000","818,000","201,000","617,000",
="03646P","高鐵統一6C售02  ","0","0","0","643,000","28,000","615,000","643,000","28,000","615,000",
="050303","義隆第一68購01  ","0","0","0","613,000","0","613,000","613,000","0","613,000",
"2618  ","長榮航          ","60,000","0","60,000","820,000","270,000","550,000","880,000","270,000","610,000",
="061104","卜蜂元大6C購02  ","0","0","0","688,000","79,000","609,000","688,000","79,000","609,000",
="059320","華新永豐6B購01  ","0","0","0","744,000","138,000","606,000","744,000","138,000","606,000",
="061299","佳世達國泰6C購01","0","0","0","630,000","26,000","604,000","630,000","26,000","604,000",
="051774","國泰金元大66購01","0","0","0","1,231,000","631,000","600,000","1,231,000","631,000","600,000",
="03608P","高鐵群益71售05  ","0","0","0","598,000","0","598,000","598,000","0","598,000",
="055983","緯創國泰68購01  ","0","0","0","676,000","78,000","598,000","676,000","78,000","598,000",
="058305","智邦群益6B購01  ","0","0","0","650,000","53,000","597,000","650,000","53,000","597,000",
="060957","京鼎凱基6C購02  ","0","0","0","1,012,000","416,000","596,000","1,012,000","416,000","596,000",
="061138","佳世達兆豐71購01","0","0","0","763,000","167,000","596,000","763,000","167,000","596,000",
="055495","微星台新67購01  ","0","0","0","595,000","0","595,000","595,000","0","595,000",
="058607","欣興日盛6A購01  ","0","0","0","712,000","118,000","594,000","712,000","118,000","594,000",
="03275B","臺股指凱基69熊03","0","0","0","1,099,000","511,000","588,000","1,099,000","511,000","588,000",
="03086P","國巨元富6C售02  ","0","0","0","583,000","1,000","582,000","583,000","1,000","582,000",
="03137P","鑽全永豐6B售01  ","0","0","0","580,000","0","580,000","580,000","0","580,000",
="057622","卜蜂元大69購01  ","0","0","0","626,000","46,000","580,000","626,000","46,000","580,000",
="059003","T50反1中信74購01","0","0","0","800,000","222,000","578,000","800,000","222,000","578,000",
="061107","富邦金元大6C購02","0","0","0","897,000","321,000","576,000","897,000","321,000","576,000",
="061272","大同永豐6C購01  ","0","0","0","576,000","0","576,000","576,000","0","576,000",
="03099P","鑽全元大6B售02  ","0","0","0","581,000","7,000","574,000","581,000","7,000","574,000",
="061222","卜蜂元富71購01  ","0","0","0","571,000","0","571,000","571,000","0","571,000",
"5264  ","鎧勝-KY         ","0","30,000","-30,000","873,000","273,319","599,681","873,000","303,319","569,681",
="057003","智邦元大69購01  ","0","0","0","943,000","375,000","568,000","943,000","375,000","568,000",
="03202P","鴻海康和6B售01  ","0","0","0","567,000","0","567,000","567,000","0","567,000",
="058667","創意元大6A購01  ","0","0","0","615,000","50,000","565,000","615,000","50,000","565,000",
="056461","瑞儀群益6A購01  ","0","0","0","1,237,000","676,000","561,000","1,237,000","676,000","561,000",
="059485","景碩兆豐6A購01  ","0","0","0","614,000","55,000","559,000","614,000","55,000","559,000",
="03530P","高鐵康和6B售01  ","0","0","0","563,000","5,000","558,000","563,000","5,000","558,000",
="03670P","聯發科群益6C售06","0","0","0","1,029,000","471,000","558,000","1,029,000","471,000","558,000",
="08604P","GIS日盛69售03   ","0","0","0","557,000","0","557,000","557,000","0","557,000",
="058035","統一元大69購01  ","0","0","0","719,000","163,000","556,000","719,000","163,000","556,000",
"3380  ","明泰            ","4,000","16,000","-12,000","1,121,000","553,000","568,000","1,125,000","569,000","556,000",
="057740","智易元大69購01  ","0","0","0","600,000","45,000","555,000","600,000","45,000","555,000",
="059877","美律統一6B購04  ","0","0","0","894,000","339,000","555,000","894,000","339,000","555,000",
="055999","緯創統一68購01  ","0","0","0","760,000","207,000","553,000","760,000","207,000","553,000",
="057071","緯創元大69購01  ","0","0","0","827,000","274,000","553,000","827,000","274,000","553,000",
="061079","佳世達統一6C購01","0","0","0","1,177,000","624,000","553,000","1,177,000","624,000","553,000",
="056503","緯創兆豐68購01  ","0","0","0","599,000","50,000","549,000","599,000","50,000","549,000",
="061121","景碩永豐6C購01  ","0","0","0","550,000","1,000","549,000","550,000","1,000","549,000",
="059161","富邦金凱基6A購03","0","0","0","667,000","120,000","547,000","667,000","120,000","547,000",
="03623P","王品凱基6C售01  ","0","0","0","636,000","90,000","546,000","636,000","90,000","546,000",
="03643P","台積電統一71售01","0","0","0","921,000","375,000","546,000","921,000","375,000","546,000",
="059201","仁寶元富6B購01  ","0","0","0","764,000","221,000","543,000","764,000","221,000","543,000",
="03028P","國巨永豐6A售03  ","0","0","0","605,000","63,000","542,000","605,000","63,000","542,000",
="059456","南茂群益6B購02  ","0","0","0","749,000","207,000","542,000","749,000","207,000","542,000",
="061206","南亞科統一72購01","0","0","0","559,000","21,000","538,000","559,000","21,000","538,000",
="058990","致伸群益6C購02  ","0","0","0","589,000","52,000","537,000","589,000","52,000","537,000",
="061205","南亞科統一71購01","0","0","0","536,000","0","536,000","536,000","0","536,000",
="057692","華夏元大6B購01  ","0","0","0","562,000","31,000","531,000","562,000","31,000","531,000",
="060617","可成元大6B購08  ","0","0","0","1,463,000","934,000","529,000","1,463,000","934,000","529,000",
="07610P","全新凱基67售01  ","0","0","0","529,000","0","529,000","529,000","0","529,000",
="08873P","鴻海統一6C售02  ","0","0","0","717,000","188,000","529,000","717,000","188,000","529,000",
="059517","宏達電凱基6A購03","0","0","0","565,000","37,000","528,000","565,000","37,000","528,000",
="08848P","欣興永豐6A售02  ","0","0","0","608,000","81,000","527,000","608,000","81,000","527,000",
="03013P","可成統一6A售07  ","0","0","0","635,000","113,000","522,000","635,000","113,000","522,000",
="054861","神達元大68購01  ","0","0","0","591,000","70,000","521,000","591,000","70,000","521,000",
="058409","大同元大6A購01  ","0","0","0","1,557,000","1,037,000","520,000","1,557,000","1,037,000","520,000",
="061232","啟碁兆豐71購01  ","0","0","0","520,000","0","520,000","520,000","0","520,000",
"6456  ","GIS-KY          ","245,000","38,000","207,000","363,000","50,000","313,000","608,000","88,000","520,000",
="056008","大同群益69購02  ","0","0","0","531,000","12,000","519,000","531,000","12,000","519,000",
="060384","群創凱基6B購05  ","0","0","0","519,000","0","519,000","519,000","0","519,000",
="058396","智邦國泰69購01  ","0","0","0","654,000","136,000","518,000","654,000","136,000","518,000",
="056688","聯發科兆豐68購01","0","0","0","1,935,000","1,418,000","517,000","1,935,000","1,418,000","517,000",
="060375","美律國泰71購03  ","0","0","0","638,000","122,000","516,000","638,000","122,000","516,000",
="061187","南茂群益71購01  ","0","0","0","1,350,000","842,000","508,000","1,350,000","842,000","508,000",
="060943","東聯元大6C購01  ","0","0","0","532,000","29,000","503,000","532,000","29,000","503,000",
="061294","佳世達元富71購01","0","0","0","575,000","72,000","503,000","575,000","72,000","503,000",
="055169","群創群益67購02  ","0","0","0","501,000","0","501,000","501,000","0","501,000",
="060682","中石化元富6B購01","0","0","0","500,000","0","500,000","500,000","0","500,000",
="053137","永冠統一67購01  ","0","0","0","499,000","0","499,000","499,000","0","499,000",
="055117","東陽永豐67購01  ","0","0","0","499,000","0","499,000","499,000","0","499,000",
="056106","大同群益68購06  ","0","0","0","826,000","328,000","498,000","826,000","328,000","498,000",
="060594","國泰金富邦71購01","0","0","0","520,000","22,000","498,000","520,000","22,000","498,000",
="03546P","東陽元大6B售03  ","0","0","0","497,000","0","497,000","497,000","0","497,000",
="059162","廣宇凱基6A購01  ","0","0","0","499,000","3,000","496,000","499,000","3,000","496,000",
="059599","富邦金兆豐6B購01","0","0","0","520,000","24,000","496,000","520,000","24,000","496,000",
="058727","緯創國票6B購01  ","0","0","0","537,000","50,000","487,000","537,000","50,000","487,000",
="059864","訊芯國泰6C購01  ","0","0","0","564,000","79,000","485,000","564,000","79,000","485,000",
="08143P","台積電凱基68售08","0","0","0","485,000","0","485,000","485,000","0","485,000",
="056376","大同統一6B購01  ","0","0","0","704,000","220,000","484,000","704,000","220,000","484,000",
="058558","新唐元大71購01  ","0","0","0","485,000","1,000","484,000","485,000","1,000","484,000",
="057069","滬深2X元大68購02","0","0","0","501,000","18,000","483,000","501,000","18,000","483,000",
="08738P","國巨凱基6A售02  ","0","0","0","483,000","0","483,000","483,000","0","483,000",
="056566","瑞儀日盛68購01  ","0","0","0","482,000","0","482,000","482,000","0","482,000",
="03607P","高鐵群益71售04  ","0","0","0","481,000","0","481,000","481,000","0","481,000",
="03278B","臺股指凱基66熊15","0","0","0","480,000","0","480,000","480,000","0","480,000",
="059830","緯創國泰6B購01  ","0","0","0","633,000","154,000","479,000","633,000","154,000","479,000",
="03475P","臺股指元富6B售03","0","0","0","478,000","0","478,000","478,000","0","478,000",
="08841P","可成兆豐6B售02  ","0","0","0","728,000","250,000","478,000","728,000","250,000","478,000",
="058656","欣興元大6A購02  ","0","0","0","873,000","396,000","477,000","873,000","396,000","477,000",
="061339","可成統一6C購04  ","0","0","0","479,000","6,000","473,000","479,000","6,000","473,000",
="08865P","臺股指元富6A售02","0","0","0","495,000","25,000","470,000","495,000","25,000","470,000",
="058200","啟碁元富6A購01  ","0","0","0","562,000","93,000","469,000","562,000","93,000","469,000",
="08905P","台積電凱基6A售09","0","0","0","968,000","499,000","469,000","968,000","499,000","469,000",
="061271","榮成永豐6C購01  ","0","0","0","669,000","204,000","465,000","669,000","204,000","465,000",
="058324","敦泰永豐6A購01  ","0","0","0","464,000","0","464,000","464,000","0","464,000",
="059991","敦泰群益6C購02  ","0","0","0","573,000","109,000","464,000","573,000","109,000","464,000",
="03622P","高鐵凱基6C售02  ","0","0","0","484,000","21,000","463,000","484,000","21,000","463,000",
="058214","仁寶國泰69購01  ","0","0","0","501,000","40,000","461,000","501,000","40,000","461,000",
="060056","智邦國泰6B購02  ","0","0","0","544,000","84,000","460,000","544,000","84,000","460,000",
="061139","中石化國票71購01","0","0","0","542,000","86,000","456,000","542,000","86,000","456,000",
"2882  ","國泰金          ","584,000","0","584,000","93,000","221,000","-128,000","677,000","221,000","456,000",
="060947","神達元大6C購01  ","0","0","0","1,064,000","609,000","455,000","1,064,000","609,000","455,000",
="058451","中石化群益6B購01","0","0","0","553,000","99,000","454,000","553,000","99,000","454,000",
="060529","致伸凱基6B購01  ","0","0","0","534,000","81,000","453,000","534,000","81,000","453,000",
="08142P","台積電凱基68售07","0","0","0","450,000","0","450,000","450,000","0","450,000",
="058457","華邦電群益6A購03","0","0","0","689,000","240,000","449,000","689,000","240,000","449,000",
="03517P","GIS元大6B售09   ","0","0","0","479,000","31,000","448,000","479,000","31,000","448,000",
="060578","榮成台新6B購01  ","0","0","0","485,000","37,000","448,000","485,000","37,000","448,000",
="058417","仁寶群益6A購01  ","0","0","0","512,000","65,000","447,000","512,000","65,000","447,000",
="059891","瑞儀凱基6B購01  ","0","0","0","1,271,000","825,000","446,000","1,271,000","825,000","446,000",
="058046","瑞昱群益6A購01  ","0","0","0","454,000","10,000","444,000","454,000","10,000","444,000",
="060117","致伸元大6B購01  ","0","0","0","1,011,000","568,000","443,000","1,011,000","568,000","443,000",
="054947","新光金群益67購02","0","0","0","442,000","0","442,000","442,000","0","442,000",
="056598","葡萄王台新68購01","0","0","0","454,000","12,000","442,000","454,000","12,000","442,000",
="060234","永冠兆豐6C購01  ","0","0","0","536,000","95,000","441,000","536,000","95,000","441,000",
"2023  ","燁輝            ","0","0","0","596,000","160,000","436,000","596,000","160,000","436,000",
="057773","統一兆豐69購01  ","0","0","0","593,000","162,000","431,000","593,000","162,000","431,000",
="059067","亞光永豐6B購01  ","0","0","0","488,000","58,000","430,000","488,000","58,000","430,000",
="08904P","台積電凱基6A售08","0","0","0","429,000","0","429,000","429,000","0","429,000",
="03423P","GIS統一6B售04   ","0","0","0","514,000","88,000","426,000","514,000","88,000","426,000",
="07882P","大立光中信68售03","0","0","0","498,000","73,000","425,000","498,000","73,000","425,000",
="059200","大同元富6B購03  ","0","0","0","437,000","13,000","424,000","437,000","13,000","424,000",
="08166P","中石化統一68售02","0","0","0","423,000","0","423,000","423,000","0","423,000",
="056053","大同永豐68購02  ","0","0","0","1,023,000","601,000","422,000","1,023,000","601,000","422,000",
="058211","友達兆豐6A購02  ","0","0","0","639,000","218,000","421,000","639,000","218,000","421,000",
="08611P","可成永昌69售02  ","0","0","0","421,000","0","421,000","421,000","0","421,000",
="054633","和大日盛68購02  ","0","0","0","445,000","25,000","420,000","445,000","25,000","420,000",
="03468P","王品元大6B售02  ","0","0","0","451,000","33,000","418,000","451,000","33,000","418,000",
="058949","群創元大6C購01  ","0","0","0","838,000","420,000","418,000","838,000","420,000","418,000",
="060869","華邦電元大6B購03","0","0","0","752,000","334,000","418,000","752,000","334,000","418,000",
"2903  ","遠百            ","420,000","2,000","418,000","0","0","0","420,000","2,000","418,000",
="056957","元油2X日盛69購01","0","0","0","495,000","80,000","415,000","495,000","80,000","415,000",
="057514","宏全國泰6A購01  ","0","0","0","464,000","51,000","413,000","464,000","51,000","413,000",
="059173","群創元大6A購02  ","0","0","0","2,407,000","1,994,000","413,000","2,407,000","1,994,000","413,000",
="08995P","廣宇國泰6A售01  ","0","0","0","413,000","0","413,000","413,000","0","413,000",
="08985P","群創群益6A售06  ","0","0","0","841,000","429,000","412,000","841,000","429,000","412,000",
="03079P","國泰金凱基6B售02","0","0","0","871,000","460,000","411,000","871,000","460,000","411,000",
="056479","群創統一6A購02  ","0","0","0","465,000","54,000","411,000","465,000","54,000","411,000",
="061340","可成統一71購02  ","0","0","0","416,000","7,000","409,000","416,000","7,000","409,000",
="08641P","台積電元大6A售04","0","0","0","760,000","351,000","409,000","760,000","351,000","409,000",
="08047P","鴻海統一68售03  ","0","0","0","408,000","0","408,000","408,000","0","408,000",
="059399","智邦元大6A購04  ","0","0","0","663,000","258,000","405,000","663,000","258,000","405,000",
="08307P","臻鼎群益69售02  ","0","0","0","953,000","549,000","404,000","953,000","549,000","404,000",
="058370","大同永豐6A購01  ","0","0","0","1,119,000","716,000","403,000","1,119,000","716,000","403,000",
="061070","佳世達國票71購01","0","0","0","558,000","159,000","399,000","558,000","159,000","399,000",
="059909","麗清元富6B購01  ","0","0","0","397,000","0","397,000","397,000","0","397,000",
="061004","鎧勝兆豐6C購01  ","0","0","0","889,000","492,000","397,000","889,000","492,000","397,000",
="060675","明泰群益6B購04  ","0","0","0","395,000","0","395,000","395,000","0","395,000",
="08144P","台積電凱基68售09","0","0","0","395,000","0","395,000","395,000","0","395,000",
="08692P","智邦群益6A售03  ","0","0","0","450,000","55,000","395,000","450,000","55,000","395,000",
="03280P","國巨元大6B售03  ","0","0","0","405,000","11,000","394,000","405,000","11,000","394,000",
="03241P","義隆群益6B售02  ","0","0","0","395,000","3,000","392,000","395,000","3,000","392,000",
="056026","大同元富67購01  ","0","0","0","454,000","64,000","390,000","454,000","64,000","390,000",
="059524","奇鋐永豐6A購02  ","0","0","0","450,000","60,000","390,000","450,000","60,000","390,000",
="00650L","FH香港正2       ","0","0","0","777,000","389,000","388,000","777,000","389,000","388,000",
