"106年08月11日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00632R","元大台灣50反1   ","3,600,000","2,576,000","1,024,000","43,003,000","2,982,000","40,021,000","46,603,000","5,558,000","41,045,000",
="00677U","富邦VIX         ","2,878,000","875,000","2,003,000","38,084,000","783,000","37,301,000","40,962,000","1,658,000","39,304,000",
"6116  ","彩晶            ","2,202,000","398,000","1,804,000","9,546,000","2,554,000","6,992,000","11,748,000","2,952,000","8,796,000",
"2344  ","華邦電          ","2,054,000","6,000","2,048,000","6,666,000","808,000","5,858,000","8,720,000","814,000","7,906,000",
"3481  ","群創            ","354,000","1,972,000","-1,618,000","11,196,000","2,608,000","8,588,000","11,550,000","4,580,000","6,970,000",
="057978","上銀凱基69購02  ","0","0","0","5,151,000","63,000","5,088,000","5,151,000","63,000","5,088,000",
"1314  ","中石化          ","152,000","32,000","120,000","5,532,000","869,000","4,663,000","5,684,000","901,000","4,783,000",
="08514P","臺股指群益69售11","1,231,000","0","1,231,000","3,089,000","1,000","3,088,000","4,320,000","1,000","4,319,000",
"2371  ","大同            ","498,000","1,000","497,000","3,815,000","409,000","3,406,000","4,313,000","410,000","3,903,000",
="006205","富邦上証        ","909,000","0","909,000","3,940,000","992,000","2,948,000","4,849,000","992,000","3,857,000",
="057330","上銀元大69購02  ","0","0","0","3,991,000","155,000","3,836,000","3,991,000","155,000","3,836,000",
="056281","T50反1元大6A購01","0","0","0","3,245,000","0","3,245,000","3,245,000","0","3,245,000",
="08938P","臺股指群益6A售18","0","0","0","2,560,000","59,000","2,501,000","2,560,000","59,000","2,501,000",
="059223","群創群益6A購04  ","0","0","0","4,889,000","2,445,000","2,444,000","4,889,000","2,445,000","2,444,000",
="03406P","訊芯統一6B售01  ","0","0","0","2,423,000","0","2,423,000","2,423,000","0","2,423,000",
"2330  ","台積電          ","899,000","380,000","519,000","2,050,000","151,000","1,899,000","2,949,000","531,000","2,418,000",
="063692","全新國泰73購01  ","0","0","0","2,500,000","100,000","2,400,000","2,500,000","100,000","2,400,000",
="03299P","臺股指兆豐6B售03","2,000","0","2,000","2,525,000","230,000","2,295,000","2,527,000","230,000","2,297,000",
="057922","鎧勝元大6A購01  ","0","0","0","2,273,000","72,000","2,201,000","2,273,000","72,000","2,201,000",
="061112","T50反1中信76購01","0","0","0","2,356,000","232,000","2,124,000","2,356,000","232,000","2,124,000",
="059279","友達永昌6B購01  ","0","0","0","2,789,000","669,000","2,120,000","2,789,000","669,000","2,120,000",
="060822","GIS凱基6B購06   ","0","0","0","3,970,000","1,913,000","2,057,000","3,970,000","1,913,000","2,057,000",
="062174","群創凱基6C購03  ","0","0","0","2,067,000","10,000","2,057,000","2,067,000","10,000","2,057,000",
"2887  ","台新金          ","220,000","9,000","211,000","1,933,000","90,489","1,842,511","2,153,000","99,489","2,053,511",
="059888","義隆永豐6B購01  ","0","0","0","2,048,000","0","2,048,000","2,048,000","0","2,048,000",
="058214","仁寶國泰69購01  ","0","0","0","1,999,000","0","1,999,000","1,999,000","0","1,999,000",
"1312  ","國喬            ","59,000","656,000","-597,000","2,880,000","346,000","2,534,000","2,939,000","1,002,000","1,937,000",
="058478","大聯大元大71購01","0","0","0","2,310,000","390,000","1,920,000","2,310,000","390,000","1,920,000",
="00673R","元大S&P原油反1  ","0","0","0","2,526,000","695,000","1,831,000","2,526,000","695,000","1,831,000",
="063073","鴻海凱基71購02  ","0","0","0","3,724,000","1,946,000","1,778,000","3,724,000","1,946,000","1,778,000",
="062370","T50反1元大71購05","0","0","0","1,911,000","169,000","1,742,000","1,911,000","169,000","1,742,000",
="059508","群創群益6A購07  ","0","0","0","2,009,000","291,000","1,718,000","2,009,000","291,000","1,718,000",
="04608P","TPK元大72售05   ","0","0","0","2,048,000","343,000","1,705,000","2,048,000","343,000","1,705,000",
="04437P","為升元大71售02  ","0","0","0","1,745,000","152,000","1,593,000","1,745,000","152,000","1,593,000",
="03383P","臺股指統一71售04","0","0","0","2,107,000","554,000","1,553,000","2,107,000","554,000","1,553,000",
