"106年05月24日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00637L","元大滬深300正2  ","300,000","3,600,000","-3,300,000","42,163,000","8,255,000","33,908,000","42,463,000","11,855,000","30,608,000",
="00672L","元大S&P原油正2  ","100,000","400,000","-300,000","23,465,000","762,000","22,703,000","23,565,000","1,162,000","22,403,000",
="00633L","富邦上証正2     ","603,000","846,000","-243,000","9,062,000","1,841,000","7,221,000","9,665,000","2,687,000","6,978,000",
="00642U","元大S&P石油     ","30,000","0","30,000","6,260,000","226,000","6,034,000","6,290,000","226,000","6,064,000",
="058182","台積電統一6C購02","0","0","0","3,545,000","360,000","3,185,000","3,545,000","360,000","3,185,000",
="060143","群創統一71購01  ","0","0","0","3,097,000","297,000","2,800,000","3,097,000","297,000","2,800,000",
"2023  ","燁輝            ","1,016,000","50,000","966,000","1,835,000","187,000","1,648,000","2,851,000","237,000","2,614,000",
="056949","大立光凱基68購11","0","0","0","2,644,000","55,000","2,589,000","2,644,000","55,000","2,589,000",
="057588","鎧勝群益69購02  ","0","0","0","2,586,000","198,000","2,388,000","2,586,000","198,000","2,388,000",
="054556","聯發科元大68購01","0","0","0","2,312,000","167,000","2,145,000","2,312,000","167,000","2,145,000",
="057303","聯鈞元大69購02  ","0","0","0","1,929,000","0","1,929,000","1,929,000","0","1,929,000",
="056038","台橡國泰67購01  ","0","0","0","1,850,000","0","1,850,000","1,850,000","0","1,850,000",
="059508","群創群益6A購07  ","0","0","0","2,246,000","416,000","1,830,000","2,246,000","416,000","1,830,000",
="06114P","臺股指中信66售03","0","0","0","1,820,000","10,000","1,810,000","1,820,000","10,000","1,810,000",
="03261B","臺股指元大66熊03","0","0","0","1,790,000","20,000","1,770,000","1,790,000","20,000","1,770,000",
="056632","東聯元大68購01  ","0","0","0","1,700,000","0","1,700,000","1,700,000","0","1,700,000",
="056376","大同統一6B購01  ","0","0","0","1,632,000","0","1,632,000","1,632,000","0","1,632,000",
="058532","群創凱基6A購02  ","0","0","0","2,190,000","565,000","1,625,000","2,190,000","565,000","1,625,000",
="059519","高鐵凱基6A購01  ","0","0","0","2,052,000","493,000","1,559,000","2,052,000","493,000","1,559,000",
="03227P","群創統一6B售02  ","0","0","0","1,550,000","40,000","1,510,000","1,550,000","40,000","1,510,000",
"2337  ","旺宏            ","1,500,000","0","1,500,000","0","0","0","1,500,000","0","1,500,000",
"2344  ","華邦電          ","0","11,000","-11,000","2,283,000","772,000","1,511,000","2,283,000","783,000","1,500,000",
="059935","鴻海群益6C購03  ","0","0","0","2,634,000","1,141,000","1,493,000","2,634,000","1,141,000","1,493,000",
="060384","群創凱基6B購05  ","0","0","0","1,441,000","22,000","1,419,000","1,441,000","22,000","1,419,000",
="059400","群創元大6A購06  ","0","0","0","2,666,000","1,280,000","1,386,000","2,666,000","1,280,000","1,386,000",
="059979","GIS永豐6C購01   ","0","0","0","2,125,000","747,000","1,378,000","2,125,000","747,000","1,378,000",
="058729","鎧勝國票6B購01  ","0","0","0","1,465,000","90,000","1,375,000","1,465,000","90,000","1,375,000",
="059348","鎧勝凱基6A購01  ","0","0","0","2,472,000","1,097,000","1,375,000","2,472,000","1,097,000","1,375,000",
="060343","高鐵凱基6B購01  ","0","0","0","1,510,000","197,000","1,313,000","1,510,000","197,000","1,313,000",
="060099","京鼎凱基6B購01  ","0","0","0","3,259,000","1,950,000","1,309,000","3,259,000","1,950,000","1,309,000",
="056836","鎧勝群益69購01  ","0","0","0","1,497,000","221,000","1,276,000","1,497,000","221,000","1,276,000",
="059245","可成元大6A購04  ","0","0","0","1,870,000","606,000","1,264,000","1,870,000","606,000","1,264,000",
="059652","群創玉山6A購01  ","0","0","0","1,245,000","0","1,245,000","1,245,000","0","1,245,000",
="055658","群創統一69購01  ","0","0","0","1,934,000","732,000","1,202,000","1,934,000","732,000","1,202,000",
="058077","鎧勝日盛69購01  ","0","0","0","1,198,000","0","1,198,000","1,198,000","0","1,198,000",
="059963","鴻海元富6C購04  ","0","0","0","1,167,000","15,000","1,152,000","1,167,000","15,000","1,152,000",
="0050  ","元大台灣50      ","287,000","61,000","226,000","938,000","48,000","890,000","1,225,000","109,000","1,116,000",
="059959","鴻海統一71購02  ","0","0","0","1,481,000","376,000","1,105,000","1,481,000","376,000","1,105,000",
="057294","群創永昌69購02  ","142,000","0","142,000","998,000","40,000","958,000","1,140,000","40,000","1,100,000",
="07184P","訊芯元富67售01  ","0","0","0","1,100,000","0","1,100,000","1,100,000","0","1,100,000",
="07830P","亞光國泰67售02  ","0","0","0","1,096,000","0","1,096,000","1,096,000","0","1,096,000",
"2454  ","聯發科          ","108,000","51,000","57,000","1,220,000","182,000","1,038,000","1,328,000","233,000","1,095,000",
="059718","群創統一6B購01  ","0","0","0","1,095,000","10,000","1,085,000","1,095,000","10,000","1,085,000",
="00632R","元大台灣50反1   ","400,000","300,000","100,000","4,509,000","3,526,000","983,000","4,909,000","3,826,000","1,083,000",
="060342","京鼎凱基6B購03  ","0","0","0","2,647,000","1,565,000","1,082,000","2,647,000","1,565,000","1,082,000",
="054020","南亞科統一68購02","0","0","0","1,874,000","807,000","1,067,000","1,874,000","807,000","1,067,000",
="060284","鎧勝凱基6B購01  ","0","0","0","1,792,000","730,000","1,062,000","1,792,000","730,000","1,062,000",
="058777","高鐵永豐6A購01  ","0","0","0","1,244,000","188,000","1,056,000","1,244,000","188,000","1,056,000",
"1303  ","南亞            ","0","3,000","-3,000","1,019,000","0","1,019,000","1,019,000","3,000","1,016,000",
="060372","京鼎國泰6B購02  ","0","0","0","1,979,000","975,000","1,004,000","1,979,000","975,000","1,004,000",
="053703","國喬國泰66購01  ","0","0","0","1,015,000","50,000","965,000","1,015,000","50,000","965,000",
="059431","鎧勝群益6B購01  ","0","0","0","1,314,000","361,000","953,000","1,314,000","361,000","953,000",
="056111","統一群益68購01  ","0","0","0","951,000","0","951,000","951,000","0","951,000",
="057083","臺股指群益68購06","0","0","0","952,000","1,000","951,000","952,000","1,000","951,000",
="059172","群創元大6A購01  ","0","0","0","1,593,000","658,000","935,000","1,593,000","658,000","935,000",
="054056","國泰金元大65購06","0","0","0","930,000","0","930,000","930,000","0","930,000",
="056055","大同康和67購02  ","0","0","0","960,000","30,000","930,000","960,000","30,000","930,000",
="060373","京鼎國泰71購01  ","0","0","0","2,214,000","1,286,000","928,000","2,214,000","1,286,000","928,000",
="059650","鎧勝元富6B購01  ","0","0","0","1,113,000","191,000","922,000","1,113,000","191,000","922,000",
