"106年05月23日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00637L","元大滬深300正2  ","4,749,000","460,000","4,289,000","76,630,000","2,245,000","74,385,000","81,379,000","2,705,000","78,674,000",
="00633L","富邦上証正2     ","408,000","1,878,000","-1,470,000","26,072,000","1,780,000","24,292,000","26,480,000","3,658,000","22,822,000",
="00672L","元大S&P原油正2  ","0","50,000","-50,000","22,716,000","1,023,000","21,693,000","22,716,000","1,073,000","21,643,000",
="00642U","元大S&P石油     ","0","0","0","9,049,000","556,000","8,493,000","9,049,000","556,000","8,493,000",
="00632R","元大台灣50反1   ","0","0","0","7,635,000","2,354,000","5,281,000","7,635,000","2,354,000","5,281,000",
="060067","GIS統一6B購02   ","0","0","0","5,178,000","1,771,000","3,407,000","5,178,000","1,771,000","3,407,000",
="059223","群創群益6A購04  ","0","0","0","5,179,000","1,838,000","3,341,000","5,179,000","1,838,000","3,341,000",
="059508","群創群益6A購07  ","0","0","0","3,194,000","212,000","2,982,000","3,194,000","212,000","2,982,000",
"3481  ","群創            ","1,000","15,000","-14,000","5,791,000","2,945,000","2,846,000","5,792,000","2,960,000","2,832,000",
="054279","富邦金玉山66購01","0","0","0","2,805,000","0","2,805,000","2,805,000","0","2,805,000",
="055178","振樺電元大69購01","0","0","0","2,868,000","255,000","2,613,000","2,868,000","255,000","2,613,000",
="060469","GIS統一6B購03   ","0","0","0","2,794,000","431,000","2,363,000","2,794,000","431,000","2,363,000",
="058892","台積電統一74購01","0","0","0","2,593,000","415,000","2,178,000","2,593,000","415,000","2,178,000",
="059452","台玻群益6A購01  ","0","0","0","2,473,000","504,000","1,969,000","2,473,000","504,000","1,969,000",
="054017","新光金日盛65購01","0","0","0","1,943,000","0","1,943,000","1,943,000","0","1,943,000",
="056451","鎧勝富邦6B購01  ","0","0","0","2,111,000","175,000","1,936,000","2,111,000","175,000","1,936,000",
"2317  ","鴻海            ","375,000","267,000","108,000","1,998,000","290,000","1,708,000","2,373,000","557,000","1,816,000",
="058468","茂林國泰6A購01  ","0","0","0","1,800,000","0","1,800,000","1,800,000","0","1,800,000",
="07357P","臺股指群益66售22","0","0","0","1,739,000","0","1,739,000","1,739,000","0","1,739,000",
