"106年07月05日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00672L","元大S&P原油正2  ","0","0","0","23,208,000","2,356,000","20,852,000","23,208,000","2,356,000","20,852,000",
="00642U","元大S&P石油     ","0","0","0","7,656,000","363,000","7,293,000","7,656,000","363,000","7,293,000",
="07226P","TPK日盛67售01   ","0","0","0","5,802,000","0","5,802,000","5,802,000","0","5,802,000",
"2317  ","鴻海            ","1,625,000","677,000","948,000","4,175,000","296,000","3,879,000","5,800,000","973,000","4,827,000",
="057050","開發金日盛68購01","0","0","0","4,508,000","0","4,508,000","4,508,000","0","4,508,000",
="00637L","元大滬深300正2  ","78,000","0","78,000","10,870,000","6,813,000","4,057,000","10,948,000","6,813,000","4,135,000",
"3481  ","群創            ","1,797,000","30,000","1,767,000","4,613,000","2,552,000","2,061,000","6,410,000","2,582,000","3,828,000",
="058338","開發金元大6C購01","0","0","0","3,724,000","53,000","3,671,000","3,724,000","53,000","3,671,000",
="062488","開發金元富72購01","0","0","0","3,117,000","0","3,117,000","3,117,000","0","3,117,000",
"2454  ","聯發科          ","993,000","27,000","966,000","2,079,000","40,000","2,039,000","3,072,000","67,000","3,005,000",
="059685","開發金永豐6A購01","0","0","0","2,974,000","20,000","2,954,000","2,974,000","20,000","2,954,000",
="059807","開發金元大71購01","0","0","0","3,288,000","349,000","2,939,000","3,288,000","349,000","2,939,000",
"2891  ","中信金          ","4,067,000","302,000","3,765,000","371,000","1,788,000","-1,417,000","4,438,000","2,090,000","2,348,000",
="056753","彩晶元大6A購01  ","0","0","0","2,800,000","564,000","2,236,000","2,800,000","564,000","2,236,000",
="059161","富邦金凱基6A購03","0","0","0","3,921,000","1,704,000","2,217,000","3,921,000","1,704,000","2,217,000",
"2330  ","台積電          ","2,103,000","402,000","1,701,000","549,000","95,000","454,000","2,652,000","497,000","2,155,000",
="060052","元油2X國泰6B購01","0","0","0","2,091,000","18,000","2,073,000","2,091,000","18,000","2,073,000",
="057774","開發金兆豐69購01","0","0","0","2,654,000","615,000","2,039,000","2,654,000","615,000","2,039,000",
"1303  ","南亞            ","519,000","21,000","498,000","1,436,000","0","1,436,000","1,955,000","21,000","1,934,000",
