"106年07月03日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
="08750P","鴻海富邦6C售02  ","0","0","0","959,000","5,000","954,000","959,000","5,000","954,000",
="00693U","華頓S&P黃豆     ","0","0","0","1,230,000","280,000","950,000","1,230,000","280,000","950,000",
="061000","聯發科兆豐71購01","0","0","0","999,000","50,000","949,000","999,000","50,000","949,000",
="061334","GIS群益6C購02   ","0","0","0","1,015,000","72,000","943,000","1,015,000","72,000","943,000",
"3481  ","群創            ","90,000","499,000","-409,000","6,992,000","5,642,000","1,350,000","7,082,000","6,141,000","941,000",
="061973","至上國泰72購01  ","0","0","0","1,303,000","363,000","940,000","1,303,000","363,000","940,000",
="08393P","上証2X群益69售01","0","0","0","900,000","0","900,000","900,000","0","900,000",
="054869","南亞科統一69購01","0","0","0","902,000","6,000","896,000","902,000","6,000","896,000",
"2034  ","允強            ","139,000","0","139,000","762,000","7,000","755,000","901,000","7,000","894,000",
="054927","國泰金元富67購02","0","0","0","891,000","0","891,000","891,000","0","891,000",
"2303  ","聯電            ","103,000","664,000","-561,000","3,385,000","1,935,000","1,450,000","3,488,000","2,599,000","889,000",
="054510","台達電群益68購01","0","0","0","890,000","5,000","885,000","890,000","5,000","885,000",
="060714","東陽元大71購01  ","0","0","0","1,778,000","910,000","868,000","1,778,000","910,000","868,000",
="059612","富邦金國泰6B購01","0","0","0","911,000","46,000","865,000","911,000","46,000","865,000",
="059566","大立光統一6B購07","0","0","0","996,000","140,000","856,000","996,000","140,000","856,000",
="059173","群創元大6A購02  ","0","0","0","2,561,000","1,706,000","855,000","2,561,000","1,706,000","855,000",
="08730P","聯發科統一6B售03","0","0","0","1,154,000","300,000","854,000","1,154,000","300,000","854,000",
="057266","元油2X統一6A購01","0","0","0","852,000","0","852,000","852,000","0","852,000",
="059487","群創兆豐6A購03  ","0","0","0","1,219,000","373,000","846,000","1,219,000","373,000","846,000",
="059482","友達兆豐6B購01  ","0","0","0","2,256,000","1,417,000","839,000","2,256,000","1,417,000","839,000",
="058822","中砂元富6A購01  ","0","0","0","827,000","0","827,000","827,000","0","827,000",
="056911","聯發科元大68購04","0","0","0","952,000","126,000","826,000","952,000","126,000","826,000",
="055813","友達富邦67購02  ","0","0","0","821,000","0","821,000","821,000","0","821,000",
="056841","國泰金元富69購01","0","0","0","971,000","160,000","811,000","971,000","160,000","811,000",
="056150","利勤統一68購01  ","0","0","0","807,000","0","807,000","807,000","0","807,000",
="060288","元油2X元大6B購01","0","0","0","942,000","140,000","802,000","942,000","140,000","802,000",
="062001","全新元大72購02  ","0","0","0","852,000","52,000","800,000","852,000","52,000","800,000",
="054717","上銀群益69購01  ","0","0","0","784,000","10,000","774,000","784,000","10,000","774,000",
"8150  ","南茂            ","13,000","45,000","-32,000","868,000","72,000","796,000","881,000","117,000","764,000",
="059805","國泰金元大6C購01","0","0","0","1,117,000","371,000","746,000","1,117,000","371,000","746,000",
="059940","台苯元大6C購02  ","0","0","0","806,000","60,000","746,000","806,000","60,000","746,000",
="03250P","鴻海元大6B售07  ","0","0","0","839,000","100,000","739,000","839,000","100,000","739,000",
"2330  ","台積電          ","124,000","129,000","-5,000","777,000","58,000","719,000","901,000","187,000","714,000",
="061206","南亞科統一72購01","0","0","0","890,000","177,000","713,000","890,000","177,000","713,000",
"1312  ","國喬            ","39,000","1,000","38,000","880,000","207,000","673,000","919,000","208,000","711,000",
="058676","聯茂元大6A購02  ","0","0","0","822,000","113,000","709,000","822,000","113,000","709,000",
="057858","長榮航群益6B購01","0","0","0","700,000","0","700,000","700,000","0","700,000",
="07697P","T50反1日盛67售01","0","0","0","700,000","0","700,000","700,000","0","700,000",
="060804","群創兆豐6B購03  ","0","0","0","841,000","142,000","699,000","841,000","142,000","699,000",
="056892","百和富邦6A購01  ","0","0","0","716,000","20,000","696,000","716,000","20,000","696,000",
="060736","奇力新國泰6B購03","0","0","0","700,000","10,000","690,000","700,000","10,000","690,000",
="061401","台勝科元富6C購01","0","0","0","690,000","0","690,000","690,000","0","690,000",
="060848","麗豐國泰6B購01  ","0","0","0","704,000","20,000","684,000","704,000","20,000","684,000",
="062095","群創群益72購01  ","0","0","0","761,000","80,000","681,000","761,000","80,000","681,000",
="061600","聯發科元富6C購04","0","0","0","908,000","228,000","680,000","908,000","228,000","680,000",
="08564P","京元電凱基69售01","0","0","0","675,000","0","675,000","675,000","0","675,000",
="058589","富邦金國泰6A購01","0","0","0","682,000","10,000","672,000","682,000","10,000","672,000",
"2454  ","聯發科          ","142,000","100,000","42,000","772,046","144,000","628,046","914,046","244,000","670,046",
="056417","群創永豐69購01  ","0","0","0","767,000","98,000","669,000","767,000","98,000","669,000",
="00692 ","富邦公司治理    ","0","0","0","957,000","290,000","667,000","957,000","290,000","667,000",
="059735","群創凱基6B購01  ","0","0","0","2,437,000","1,770,000","667,000","2,437,000","1,770,000","667,000",
="057761","華新永昌6A購01  ","0","0","0","664,000","0","664,000","664,000","0","664,000",
="059849","中壽兆豐6B購01  ","0","0","0","873,000","212,000","661,000","873,000","212,000","661,000",
="062277","台勝科統一6C購03","0","0","0","684,000","24,000","660,000","684,000","24,000","660,000",
"3545  ","敦泰            ","0","0","0","735,000","78,000","657,000","735,000","78,000","657,000",
="057731","國泰金群益69購01","0","0","0","659,000","10,000","649,000","659,000","10,000","649,000",
="061222","卜蜂元富71購01  ","0","0","0","1,020,000","373,000","647,000","1,020,000","373,000","647,000",
="056413","友達永豐69購01  ","0","0","0","986,000","343,000","643,000","986,000","343,000","643,000",
="058085","可成凱基69購02  ","0","0","0","1,105,000","465,000","640,000","1,105,000","465,000","640,000",
="061937","至上元富6C購01  ","0","0","0","773,000","134,000","639,000","773,000","134,000","639,000",
="060699","國泰金台新6B購01","0","0","0","657,000","20,000","637,000","657,000","20,000","637,000",
"1402  ","遠東新          ","625,000","0","625,000","8,000","0","8,000","633,000","0","633,000",
="00643 ","群益深証中小    ","20,000","80,000","-60,000","994,000","304,000","690,000","1,014,000","384,000","630,000",
="059763","富邦金元大6B購04","0","0","0","2,592,000","1,962,000","630,000","2,592,000","1,962,000","630,000",
="03776P","台灣50元大6C售01","0","0","0","699,000","75,000","624,000","699,000","75,000","624,000",
="061519","群創統一71購03  ","0","0","0","837,000","217,000","620,000","837,000","217,000","620,000",
="062238","中砂元大6C購03  ","0","0","0","730,000","110,000","620,000","730,000","110,000","620,000",
="08681P","大立光富邦6C售06","0","0","0","620,000","0","620,000","620,000","0","620,000",
="056812","友達中信6A購02  ","0","0","0","1,677,000","1,059,000","618,000","1,677,000","1,059,000","618,000",
="055781","宏碁元大67購01  ","0","0","0","614,000","0","614,000","614,000","0","614,000",
="061068","燁輝國票71購01  ","0","0","0","1,183,000","571,000","612,000","1,183,000","571,000","612,000",
="056009","友達群益67購07  ","0","0","0","610,000","0","610,000","610,000","0","610,000",
="07842P","美律元大6A售01  ","0","0","0","610,000","0","610,000","610,000","0","610,000",
="058918","聯茂元富6A購01  ","0","0","0","608,000","0","608,000","608,000","0","608,000",
="061229","聯發科兆豐71購02","0","0","0","794,000","192,000","602,000","794,000","192,000","602,000",
="03436P","微星兆豐6C售01  ","0","0","0","648,000","47,000","601,000","648,000","47,000","601,000",
="055174","台達電元大69購02","0","0","0","1,778,000","1,177,000","601,000","1,778,000","1,177,000","601,000",
="055774","友達凱基67購01  ","0","0","0","601,000","0","601,000","601,000","0","601,000",
="057323","和大永豐69購01  ","0","0","0","600,000","0","600,000","600,000","0","600,000",
="057483","永冠永豐6A購01  ","0","0","0","600,000","0","600,000","600,000","0","600,000",
="058903","中壽群益6A購02  ","0","0","0","600,000","0","600,000","600,000","0","600,000",
="07527P","鴻準元大6A售01  ","0","0","0","600,000","0","600,000","600,000","0","600,000",
="060093","台郡永豐6C購01  ","0","0","0","600,000","2,000","598,000","600,000","2,000","598,000",
="061451","大立光凱基6C購03","0","0","0","1,812,000","1,215,000","597,000","1,812,000","1,215,000","597,000",
="03110P","友達日盛6C售02  ","0","0","0","620,000","25,000","595,000","620,000","25,000","595,000",
="060515","國泰金元大6B購02","0","0","0","1,633,000","1,044,000","589,000","1,633,000","1,044,000","589,000",
"9911  ","櫻花            ","61,000","22,000","39,000","549,000","0","549,000","610,000","22,000","588,000",
="059966","上証2X國泰6B購02","0","0","0","900,000","316,000","584,000","900,000","316,000","584,000",
="061555","友訊凱基6C購01  ","0","0","0","583,000","0","583,000","583,000","0","583,000",
="03020P","鑽全群益6A售01  ","0","0","0","672,000","100,000","572,000","672,000","100,000","572,000",
="060450","廣宇兆豐6C購01  ","0","0","0","741,000","169,000","572,000","741,000","169,000","572,000",
="055355","友達元大68購02  ","0","0","0","1,767,000","1,198,000","569,000","1,767,000","1,198,000","569,000",
="056545","群創元富69購01  ","0","0","0","568,000","1,000","567,000","568,000","1,000","567,000",
="03218P","台積電永昌6C售01","0","0","0","748,000","184,000","564,000","748,000","184,000","564,000",
="056816","TPK永豐69購03   ","0","0","0","576,000","12,000","564,000","576,000","12,000","564,000",
="058864","聯茂凱基6A購01  ","0","0","0","570,000","6,000","564,000","570,000","6,000","564,000",
="057848","國泰金元大69購03","0","0","0","1,466,000","910,000","556,000","1,466,000","910,000","556,000",
="057537","微星元大6A購01  ","0","0","0","760,000","209,000","551,000","760,000","209,000","551,000",
="056705","中信金群益68購01","0","0","0","546,000","0","546,000","546,000","0","546,000",
="0056  ","元大高股息      ","0","0","0","544,000","0","544,000","544,000","0","544,000",
="062239","友達元大73購01  ","0","0","0","551,000","10,000","541,000","551,000","10,000","541,000",
="03589P","台積電兆豐71售02","0","0","0","630,000","90,000","540,000","630,000","90,000","540,000",
="03668P","鴻海群益71售03  ","0","0","0","560,000","22,000","538,000","560,000","22,000","538,000",
="055675","台積電群益6B購01","0","0","0","585,000","49,000","536,000","585,000","49,000","536,000",
="060395","南亞科兆豐6B購02","0","0","0","573,000","40,000","533,000","573,000","40,000","533,000",
="061606","聯電凱基6C購01  ","0","0","0","546,000","20,000","526,000","546,000","20,000","526,000",
="058444","葡萄王統一6B購01","0","0","0","763,000","240,000","523,000","763,000","240,000","523,000",
="060198","京鼎永豐6B購02  ","0","0","0","561,000","40,000","521,000","561,000","40,000","521,000",
="060890","南茂永豐6B購03  ","0","0","0","521,000","0","521,000","521,000","0","521,000",
="056307","利勤凱基68購01  ","0","0","0","620,000","100,000","520,000","620,000","100,000","520,000",
="062153","富邦金元大6C購04","0","0","0","1,411,000","893,000","518,000","1,411,000","893,000","518,000",
="059084","台苯富邦6A購01  ","0","0","0","527,000","10,000","517,000","527,000","10,000","517,000",
="058306","台苯元富6A購01  ","0","0","0","510,000","0","510,000","510,000","0","510,000",
="060896","富邦金永昌6B購01","0","0","0","520,000","10,000","510,000","520,000","10,000","510,000",
="059030","台化元大6A購02  ","0","0","0","660,000","152,000","508,000","660,000","152,000","508,000",
="061259","臺股指日盛6C購02","0","0","0","511,000","4,000","507,000","511,000","4,000","507,000",
="055882","友達中信68購02  ","0","0","0","1,196,000","691,000","505,000","1,196,000","691,000","505,000",
="03927P","鴻海富邦6C售10  ","0","0","0","806,000","305,000","501,000","806,000","305,000","501,000",
="057330","上銀元大69購02  ","0","0","0","771,000","271,000","500,000","771,000","271,000","500,000",
="07914P","利勤元大68售01  ","0","0","0","800,000","300,000","500,000","800,000","300,000","500,000",
="054656","新光金日盛67購01","0","0","0","499,000","0","499,000","499,000","0","499,000",
="057791","華新元大6A購01  ","0","0","0","847,000","348,000","499,000","847,000","348,000","499,000",
="059657","永冠富邦6C購01  ","0","0","0","1,026,000","527,000","499,000","1,026,000","527,000","499,000",
="060948","FB上証凱基6C購01","0","0","0","499,000","0","499,000","499,000","0","499,000",
="08136P","臺股指群益68售16","0","0","0","499,000","0","499,000","499,000","0","499,000",
="03942P","鴻海元大6C售09  ","0","0","0","828,000","330,000","498,000","828,000","330,000","498,000",
="061756","大立光統一72購01","0","0","0","556,000","59,000","497,000","556,000","59,000","497,000",
="057918","台光電元富69購02","0","0","0","781,000","285,000","496,000","781,000","285,000","496,000",
="061416","和大永昌6C購01  ","0","0","0","517,000","29,000","488,000","517,000","29,000","488,000",
"1210  ","大成            ","53,000","16,000","37,000","545,000","95,000","450,000","598,000","111,000","487,000",
="058338","開發金元大6C購01","0","0","0","895,000","410,000","485,000","895,000","410,000","485,000",
="059437","群創國泰6C購01  ","0","0","0","507,000","23,000","484,000","507,000","23,000","484,000",
="061441","上証2X群益71購06","0","0","0","494,000","10,000","484,000","494,000","10,000","484,000",
="057145","利勤元大68購02  ","0","0","0","1,100,000","620,000","480,000","1,100,000","620,000","480,000",
="060438","和大永昌6B購02  ","0","0","0","556,000","76,000","480,000","556,000","76,000","480,000",
="057268","微星統一6A購01  ","0","0","0","606,000","127,000","479,000","606,000","127,000","479,000",
="058349","大同統一6A購01  ","0","0","0","478,000","0","478,000","478,000","0","478,000",
="057519","利勤群益6B購01  ","0","0","0","651,000","177,000","474,000","651,000","177,000","474,000",
="059596","國泰金中信6A購03","0","0","0","560,000","88,000","472,000","560,000","88,000","472,000",
="058579","友達統一6C購01  ","0","0","0","635,000","165,000","470,000","635,000","165,000","470,000",
="03494P","鴻海群益6C售07  ","0","0","0","469,000","0","469,000","469,000","0","469,000",
="03396P","臺股指康和6B售04","0","0","0","1,318,000","851,000","467,000","1,318,000","851,000","467,000",
="061963","鴻海永豐6C購01  ","0","0","0","730,000","263,000","467,000","730,000","263,000","467,000",
="060146","GIS凱基6C購01   ","0","0","0","1,023,000","557,000","466,000","1,023,000","557,000","466,000",
="057413","聯電永昌69購01  ","0","0","0","463,000","0","463,000","463,000","0","463,000",
="060052","元油2X國泰6B購01","0","0","0","534,000","71,000","463,000","534,000","71,000","463,000",
="059262","景碩元富6A購01  ","0","0","0","461,000","0","461,000","461,000","0","461,000",
="059999","中租元大6B購02  ","0","0","0","848,000","387,000","461,000","848,000","387,000","461,000",
="059893","台苯元大6C購01  ","0","0","0","663,000","204,000","459,000","663,000","204,000","459,000",
="061453","上銀日盛71購01  ","0","0","0","466,000","10,000","456,000","466,000","10,000","456,000",
="058059","百和富邦6B購01  ","0","0","0","475,000","20,000","455,000","475,000","20,000","455,000",
="060663","高鐵元大6C購02  ","0","0","0","464,000","10,000","454,000","464,000","10,000","454,000",
="062031","群創統一6C購01  ","0","0","0","644,000","190,000","454,000","644,000","190,000","454,000",
="057053","友達亞東69購02  ","0","0","0","452,000","0","452,000","452,000","0","452,000",
="059265","景碩玉山6A購01  ","0","0","0","528,000","76,000","452,000","528,000","76,000","452,000",
="059477","永冠元富6A購01  ","0","0","0","452,000","0","452,000","452,000","0","452,000",
="058466","亞翔國泰71購01  ","0","0","0","451,000","0","451,000","451,000","0","451,000",
="057084","臺股指群益68購07","0","0","0","619,000","169,000","450,000","619,000","169,000","450,000",
="057273","利勤元大68購03  ","0","0","0","1,200,000","750,000","450,000","1,200,000","750,000","450,000",
="057827","百和統一6C購01  ","0","0","0","1,352,000","902,000","450,000","1,352,000","902,000","450,000",
="08174P","和碩凱基68售02  ","0","0","0","499,000","50,000","449,000","499,000","50,000","449,000",
="055547","英業達群益67購02","0","0","0","448,000","0","448,000","448,000","0","448,000",
="062329","潤泰全國泰6C購01","0","0","0","639,000","196,000","443,000","639,000","196,000","443,000",
="059684","訊芯永豐6A購02  ","0","0","0","439,000","0","439,000","439,000","0","439,000",
="059800","中租元大6B購01  ","0","0","0","718,000","279,000","439,000","718,000","279,000","439,000",
="059062","富邦金台新71購01","0","0","0","442,000","6,000","436,000","442,000","6,000","436,000",
"1909  ","榮成            ","166,000","80,000","86,000","528,000","178,000","350,000","694,000","258,000","436,000",
="03355P","台苯元大6B售02  ","0","0","0","435,000","0","435,000","435,000","0","435,000",
="03443P","聚陽台新72售01  ","0","0","0","435,000","0","435,000","435,000","0","435,000",
="061868","利勤國泰6C購01  ","0","0","0","846,000","411,000","435,000","846,000","411,000","435,000",
="059728","百和凱基6B購02  ","0","0","0","1,512,000","1,078,000","434,000","1,512,000","1,078,000","434,000",
="08963P","為升中信6A售02  ","0","0","0","499,000","65,000","434,000","499,000","65,000","434,000",
="062284","聯電統一73購01  ","0","0","0","719,000","286,000","433,000","719,000","286,000","433,000",
="057083","臺股指群益68購06","0","0","0","519,000","88,000","431,000","519,000","88,000","431,000",
="061706","中壽元富6C購01  ","0","0","0","468,000","40,000","428,000","468,000","40,000","428,000",
"5264  ","鎧勝-KY         ","135,000","40,000","95,000","509,000","176,000","333,000","644,000","216,000","428,000",
="057745","華新科台新69購01","0","0","0","543,000","118,000","425,000","543,000","118,000","425,000",
="055720","友達統一69購01  ","0","0","0","2,172,000","1,749,000","423,000","2,172,000","1,749,000","423,000",
="058719","富邦金國票6B購01","0","0","0","1,389,000","967,000","422,000","1,389,000","967,000","422,000",
="059727","百和凱基6B購01  ","0","0","0","981,000","560,000","421,000","981,000","560,000","421,000",
="056794","彩晶兆豐68購01  ","0","0","0","509,000","90,000","419,000","509,000","90,000","419,000",
="057879","元大金日盛6A購01","0","0","0","425,000","7,000","418,000","425,000","7,000","418,000",
="060543","廣宇富邦6B購01  ","0","0","0","541,000","128,000","413,000","541,000","128,000","413,000",
="061980","廣宇凱基6C購01  ","0","0","0","932,000","519,000","413,000","932,000","519,000","413,000",
"3006  ","晶豪科          ","222,000","0","222,000","203,000","15,000","188,000","425,000","15,000","410,000",
="057257","聯發科中信68購03","0","0","0","728,000","319,000","409,000","728,000","319,000","409,000",
="059013","京元電富邦6A購01","0","0","0","428,000","20,000","408,000","428,000","20,000","408,000",
="061743","台勝科永豐6C購03","0","0","0","408,000","0","408,000","408,000","0","408,000",
="08763P","鴻海統一6A售03  ","0","0","0","408,000","0","408,000","408,000","0","408,000",
="055560","中纖元大68購01  ","0","0","0","505,000","100,000","405,000","505,000","100,000","405,000",
="059488","群創兆豐6A購04  ","0","0","0","636,000","231,000","405,000","636,000","231,000","405,000",
="059814","友訊永豐6B購01  ","0","0","0","405,000","0","405,000","405,000","0","405,000",
="07192P","大立光國泰6A售01","0","0","0","405,000","0","405,000","405,000","0","405,000",
