"106年07月21日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
"6116  ","彩晶            ","100,000","30,000","70,000","6,005,000","267,000","5,738,000","6,105,000","297,000","5,808,000",
="057791","華新元大6A購01  ","0","0","0","5,759,000","530,000","5,229,000","5,759,000","530,000","5,229,000",
"3481  ","群創            ","35,000","1,738,000","-1,703,000","9,600,000","4,667,000","4,933,000","9,635,000","6,405,000","3,230,000",
="00637L","元大滬深300正2  ","330,000","0","330,000","14,201,000","11,462,000","2,739,000","14,531,000","11,462,000","3,069,000",
="03951P","鴻海統一6C售04  ","0","0","0","3,297,000","265,000","3,032,000","3,297,000","265,000","3,032,000",
="03011P","大立光統一6A售04","0","0","0","2,674,000","10,000","2,664,000","2,674,000","10,000","2,664,000",
"2340  ","光磊            ","935,000","0","935,000","1,752,000","78,000","1,674,000","2,687,000","78,000","2,609,000",
="056364","中華電元大68購01","0","0","0","2,582,000","10,000","2,572,000","2,582,000","10,000","2,572,000",
="03776P","台灣50元大6C售01","0","0","0","2,443,000","67,000","2,376,000","2,443,000","67,000","2,376,000",
"2892  ","第一金          ","1,858,000","0","1,858,000","505,000","0","505,000","2,363,000","0","2,363,000",
="00633L","富邦上証正2     ","720,000","20,000","700,000","4,540,000","2,984,000","1,556,000","5,260,000","3,004,000","2,256,000",
="03300B","臺股指群益6A熊21","0","0","0","2,382,000","156,000","2,226,000","2,382,000","156,000","2,226,000",
="060439","新光金永昌71購01","0","0","0","2,582,000","384,000","2,198,000","2,582,000","384,000","2,198,000",
="0050  ","元大台灣50      ","236,000","103,000","133,000","2,086,000","51,000","2,035,000","2,322,000","154,000","2,168,000",
="060795","上銀統一71購01  ","0","0","0","3,712,000","1,711,000","2,001,000","3,712,000","1,711,000","2,001,000",
="08048P","大立光永昌6A售01","0","0","0","1,995,000","20,000","1,975,000","1,995,000","20,000","1,975,000",
="03914P","鴻海富邦6C售07  ","0","0","0","2,016,000","99,000","1,917,000","2,016,000","99,000","1,917,000",
"2344  ","華邦電          ","0","3,000","-3,000","2,376,000","462,000","1,914,000","2,376,000","465,000","1,911,000",
="063102","上銀統一72購01  ","0","0","0","3,696,000","2,026,000","1,670,000","3,696,000","2,026,000","1,670,000",
="03724P","大立光凱基6C售05","0","0","0","2,100,000","489,000","1,611,000","2,100,000","489,000","1,611,000",
="061341","可成統一72購01  ","0","0","0","3,401,000","1,812,000","1,589,000","3,401,000","1,812,000","1,589,000",
="061764","麗清國泰6C購02  ","0","0","0","1,609,000","20,000","1,589,000","1,609,000","20,000","1,589,000",
="057146","奇鋐元大68購01  ","0","0","0","1,579,000","0","1,579,000","1,579,000","0","1,579,000",
="03954P","可成統一71售03  ","0","0","0","1,805,000","246,000","1,559,000","1,805,000","246,000","1,559,000",
="03633P","卜蜂元大6C售03  ","0","0","0","1,535,000","0","1,535,000","1,535,000","0","1,535,000",
"2337  ","旺宏            ","2,190,000","655,000","1,535,000","0","0","0","2,190,000","655,000","1,535,000",
="03093P","可成元大6B售04  ","0","0","0","1,630,000","111,000","1,519,000","1,630,000","111,000","1,519,000",
="055361","晶技元大6A購01  ","0","0","0","1,842,000","357,000","1,485,000","1,842,000","357,000","1,485,000",
="059003","T50反1中信74購01","0","0","0","1,995,000","521,000","1,474,000","1,995,000","521,000","1,474,000",
="060293","潤泰全元大6B購01","0","0","0","1,888,000","481,000","1,407,000","1,888,000","481,000","1,407,000",
="04096P","鴻海元大6C售16  ","0","0","0","2,940,000","1,537,000","1,403,000","2,940,000","1,537,000","1,403,000",
="062526","鴻海元大71購07  ","0","0","0","2,351,000","956,000","1,395,000","2,351,000","956,000","1,395,000",
="03267P","可成統一6B售10  ","0","0","0","1,364,000","24,000","1,340,000","1,364,000","24,000","1,340,000",
="057396","上銀統一6B購01  ","0","0","0","2,307,000","969,000","1,338,000","2,307,000","969,000","1,338,000",
="058611","上銀統一6B購02  ","0","0","0","2,351,000","1,034,000","1,317,000","2,351,000","1,034,000","1,317,000",
="00635U","元大S&P黃金     ","0","0","0","1,510,000","197,000","1,313,000","1,510,000","197,000","1,313,000",
="00672L","元大S&P原油正2  ","0","0","0","4,219,000","2,908,000","1,311,000","4,219,000","2,908,000","1,311,000",
="062750","凌陽永豐71購01  ","0","0","0","1,365,000","70,000","1,295,000","1,365,000","70,000","1,295,000",
="062173","可成凱基6C購09  ","0","0","0","2,648,000","1,356,000","1,292,000","2,648,000","1,356,000","1,292,000",
="061174","永冠群益71購01  ","0","0","0","1,546,000","256,000","1,290,000","1,546,000","256,000","1,290,000",
="059418","鈺齊元富6A購03  ","0","0","0","1,451,000","169,000","1,282,000","1,451,000","169,000","1,282,000",
="061755","台積電統一73購04","0","0","0","1,499,000","231,000","1,268,000","1,499,000","231,000","1,268,000",
="03403P","上銀統一6B售03  ","0","0","0","1,264,000","0","1,264,000","1,264,000","0","1,264,000",
="062725","亞德客統一71購01","0","0","0","1,381,000","123,000","1,258,000","1,381,000","123,000","1,258,000",
="08829P","大立光統一6C售03","0","0","0","1,508,000","274,000","1,234,000","1,508,000","274,000","1,234,000",
="08881P","群創元大6A售04  ","0","0","0","1,230,000","0","1,230,000","1,230,000","0","1,230,000",
="056281","T50反1元大6A購01","0","0","0","1,298,000","75,000","1,223,000","1,298,000","75,000","1,223,000",
="03157P","聯發科群益6B售02","0","0","0","1,208,000","0","1,208,000","1,208,000","0","1,208,000",
="04144P","鴻海永昌77售03  ","0","0","0","1,841,000","634,000","1,207,000","1,841,000","634,000","1,207,000",
="04164P","創意群益73售01  ","0","0","0","1,368,000","162,000","1,206,000","1,368,000","162,000","1,206,000",
