"106年06月05日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
"3481  ","群創            ","2,261,000","1,112,000","1,149,000","14,585,000","1,538,000","13,047,000","16,846,000","2,650,000","14,196,000",
"2371  ","大同            ","2,398,000","501,000","1,897,000","9,555,000","1,226,000","8,329,000","11,953,000","1,727,000","10,226,000",
="056488","友達元大68購05  ","0","0","0","9,443,000","0","9,443,000","9,443,000","0","9,443,000",
"2409  ","友達            ","1,250,000","499,000","751,000","7,931,000","81,000","7,850,000","9,181,000","580,000","8,601,000",
="00692 ","富邦公司治理    ","0","0","0","4,112,000","285,000","3,827,000","4,112,000","285,000","3,827,000",
"6116  ","彩晶            ","42,000","0","42,000","3,077,000","47,000","3,030,000","3,119,000","47,000","3,072,000",
="060545","義隆凱基6B購01  ","0","0","0","3,680,000","634,000","3,046,000","3,680,000","634,000","3,046,000",
"2311  ","日月光          ","532,000","401,000","131,000","2,762,000","85,000","2,677,000","3,294,000","486,000","2,808,000",
="00635U","元大S&P黃金     ","88,000","0","88,000","2,701,000","22,000","2,679,000","2,789,000","22,000","2,767,000",
="058985","台新金群益6B購01","0","0","0","2,794,000","32,000","2,762,000","2,794,000","32,000","2,762,000",
="03262B","臺股指元大66熊04","0","0","0","2,532,000","240,000","2,292,000","2,532,000","240,000","2,292,000",
="00633L","富邦上証正2     ","637,000","50,000","587,000","4,982,000","3,323,000","1,659,000","5,619,000","3,373,000","2,246,000",
="056302","樺漢統一6B購01  ","0","0","0","2,968,000","734,000","2,234,000","2,968,000","734,000","2,234,000",
"1303  ","南亞            ","0","6,000","-6,000","2,226,000","25,000","2,201,000","2,226,000","31,000","2,195,000",
="08773P","農林群益6B售02  ","0","0","0","2,500,000","349,000","2,151,000","2,500,000","349,000","2,151,000",
"2883  ","開發金          ","2,367,000","0","2,367,000","2,000","243,000","-241,000","2,369,000","243,000","2,126,000",
="060085","創意康和6B購01  ","0","0","0","2,217,000","121,000","2,096,000","2,217,000","121,000","2,096,000",
"2603  ","長榮            ","946,000","3,000","943,000","1,250,000","273,000","977,000","2,196,000","276,000","1,920,000",
="058840","創意元富6A購01  ","0","0","0","2,677,000","775,000","1,902,000","2,677,000","775,000","1,902,000",
="055227","聯發科群益67購06","0","0","0","2,152,000","264,000","1,888,000","2,152,000","264,000","1,888,000",
="08573P","華邦電元大69售03","0","0","0","1,870,000","0","1,870,000","1,870,000","0","1,870,000",
="059488","群創兆豐6A購04  ","0","0","0","2,574,000","767,000","1,807,000","2,574,000","767,000","1,807,000",
="059665","大同統一6A購02  ","0","0","0","1,936,000","182,000","1,754,000","1,936,000","182,000","1,754,000",
="058668","創意元大6A購02  ","0","0","0","2,106,000","416,000","1,690,000","2,106,000","416,000","1,690,000",
"2356  ","英業達          ","143,000","30,000","113,000","1,563,000","115,000","1,448,000","1,706,000","145,000","1,561,000",
="059223","群創群益6A購04  ","0","0","0","1,754,000","200,000","1,554,000","1,754,000","200,000","1,554,000",
="00673R","元大S&P原油反1  ","0","0","0","2,256,000","756,000","1,500,000","2,256,000","756,000","1,500,000",
="060211","義隆元大6B購02  ","0","0","0","2,139,000","660,000","1,479,000","2,139,000","660,000","1,479,000",
="058429","緯創國泰6A購01  ","0","0","0","1,497,000","40,000","1,457,000","1,497,000","40,000","1,457,000",
="006206","元大上證50      ","343,000","96,000","247,000","1,736,000","563,000","1,173,000","2,079,000","659,000","1,420,000",
="054061","樺漢元大66購02  ","0","0","0","1,409,000","0","1,409,000","1,409,000","0","1,409,000",
="0056  ","元大高股息      ","0","35,000","-35,000","2,234,000","811,000","1,423,000","2,234,000","846,000","1,388,000",
="057422","義隆電國泰6A購01","0","0","0","1,598,000","225,000","1,373,000","1,598,000","225,000","1,373,000",
="055885","聯發科中信67購01","0","0","0","1,371,000","20,000","1,351,000","1,371,000","20,000","1,351,000",
="058056","新日興國泰6A購01","0","0","0","2,190,000","860,000","1,330,000","2,190,000","860,000","1,330,000",
="00631L","元大台灣50正2   ","179,000","19,000","160,000","2,862,000","1,778,000","1,084,000","3,041,000","1,797,000","1,244,000",
="058529","華邦電凱基6A購03","0","0","0","1,808,000","565,000","1,243,000","1,808,000","565,000","1,243,000",
="058440","聯發科凱基6A購02","0","0","0","1,959,000","759,000","1,200,000","1,959,000","759,000","1,200,000",
="058733","乙盛國泰6B購01  ","0","0","0","1,773,000","596,000","1,177,000","1,773,000","596,000","1,177,000",
"2317  ","鴻海            ","367,000","194,000","173,000","1,135,000","143,000","992,000","1,502,000","337,000","1,165,000",
="058521","聯詠永豐6B購01  ","0","0","0","1,220,000","60,000","1,160,000","1,220,000","60,000","1,160,000",
="060535","臻鼎凱基6B購01  ","0","0","0","1,575,000","418,000","1,157,000","1,575,000","418,000","1,157,000",
="058261","聯發科群益69購05","0","0","0","1,250,000","118,000","1,132,000","1,250,000","118,000","1,132,000",
"2337  ","旺宏            ","1,177,000","67,000","1,110,000","0","0","0","1,177,000","67,000","1,110,000",
="058557","新日興元大6B購02","0","0","0","1,863,000","765,000","1,098,000","1,863,000","765,000","1,098,000",
="059435","智原國泰6A購01  ","0","0","0","1,192,000","104,000","1,088,000","1,192,000","104,000","1,088,000",
"1909  ","榮成            ","605,000","67,000","538,000","1,219,000","681,000","538,000","1,824,000","748,000","1,076,000",
="050506","聯發科第一68購01","0","0","0","1,064,000","0","1,064,000","1,064,000","0","1,064,000",
="059052","群創群益6A購02  ","0","0","0","1,370,000","317,000","1,053,000","1,370,000","317,000","1,053,000",
="058493","國碩元大71購03  ","0","0","0","1,381,000","329,000","1,052,000","1,381,000","329,000","1,052,000",
="054133","T50反1富邦68購01","0","0","0","1,198,000","150,000","1,048,000","1,198,000","150,000","1,048,000",
="052593","台積電元大66購07","0","0","0","1,032,000","0","1,032,000","1,032,000","0","1,032,000",
="07962P","亞光凱基68售01  ","0","0","0","1,038,000","15,000","1,023,000","1,038,000","15,000","1,023,000",
="0061  ","元大寶滬深      ","76,000","240,000","-164,000","1,206,000","20,000","1,186,000","1,282,000","260,000","1,022,000",
="060946","新日興元大6C購01","0","0","0","1,285,000","268,000","1,017,000","1,285,000","268,000","1,017,000",
"3037  ","欣興            ","28,000","7,000","21,000","1,159,000","170,000","989,000","1,187,000","177,000","1,010,000",
="060531","華邦電凱基6B購02","0","0","0","1,890,000","884,000","1,006,000","1,890,000","884,000","1,006,000",
="08365P","華新科群益6A售03","0","0","0","998,000","1,000","997,000","998,000","1,000","997,000",
="056740","聯鈞元富68購01  ","0","0","0","1,025,000","34,000","991,000","1,025,000","34,000","991,000",
="060711","GIS群益6B購05   ","0","0","0","1,033,000","46,000","987,000","1,033,000","46,000","987,000",
="056148","大同統一69購01  ","0","0","0","1,830,000","870,000","960,000","1,830,000","870,000","960,000",
="055355","友達元大68購02  ","0","0","0","955,000","1,000","954,000","955,000","1,000","954,000",
="055232","新日興元富67購01","0","0","0","1,185,000","232,000","953,000","1,185,000","232,000","953,000",
="060383","新日興凱基6B購01","0","0","0","1,579,000","630,000","949,000","1,579,000","630,000","949,000",
="056999","佳世達元大68購01","0","0","0","981,000","34,000","947,000","981,000","34,000","947,000",
="059621","創意日盛6A購01  ","0","0","0","944,000","0","944,000","944,000","0","944,000",
="057696","貿聯日盛69購01  ","0","0","0","962,000","20,000","942,000","962,000","20,000","942,000",
="057673","義隆凱基69購01  ","0","0","0","1,983,000","1,043,000","940,000","1,983,000","1,043,000","940,000",
="057825","長榮元大69購01  ","0","0","0","960,000","20,000","940,000","960,000","20,000","940,000",
="054733","T50反1兆豐67購01","0","0","0","998,000","64,000","934,000","998,000","64,000","934,000",
="057866","新日興永豐6A購01","0","0","0","954,000","25,000","929,000","954,000","25,000","929,000",
="056974","亞光國泰68購03  ","0","0","0","1,068,000","148,000","920,000","1,068,000","148,000","920,000",
="060598","王品日盛6B購01  ","0","0","0","1,053,000","139,000","914,000","1,053,000","139,000","914,000",
="057408","樺漢群益69購01  ","0","0","0","1,037,000","131,000","906,000","1,037,000","131,000","906,000",
="057653","義隆兆豐69購01  ","0","0","0","1,158,000","255,000","903,000","1,158,000","255,000","903,000",
="03470P","貿聯元大6B售03  ","0","0","0","1,131,000","229,000","902,000","1,131,000","229,000","902,000",
="057176","訊芯國泰69購01  ","0","0","0","1,158,000","260,000","898,000","1,158,000","260,000","898,000",
="054289","上証2X群益67購01","0","0","0","897,000","0","897,000","897,000","0","897,000",
"2449  ","京元電子        ","50,000","136,000","-86,000","1,248,000","268,000","980,000","1,298,000","404,000","894,000",
"2881  ","富邦金          ","287,000","29,000","258,000","658,000","27,000","631,000","945,000","56,000","889,000",
="060469","GIS統一6B購03   ","0","0","0","1,716,000","828,000","888,000","1,716,000","828,000","888,000",
="060587","義隆國泰6C購01  ","0","0","0","963,000","76,000","887,000","963,000","76,000","887,000",
="060685","訊芯元富71購01  ","0","0","0","937,000","64,000","873,000","937,000","64,000","873,000",
"2353  ","宏碁            ","50,000","25,000","25,000","896,000","48,000","848,000","946,000","73,000","873,000",
="059730","神達凱基6B購02  ","0","0","0","933,000","66,000","867,000","933,000","66,000","867,000",
="060192","GIS永豐6C購02   ","0","0","0","1,098,000","235,000","863,000","1,098,000","235,000","863,000",
="060146","GIS凱基6C購01   ","0","0","0","1,551,000","709,000","842,000","1,551,000","709,000","842,000",
="060005","訊芯元大6B購01  ","0","0","0","878,000","40,000","838,000","878,000","40,000","838,000",
="059164","聯發科凱基6A購04","0","0","0","1,993,000","1,157,000","836,000","1,993,000","1,157,000","836,000",
="058827","光磊元富6B購01  ","0","0","0","833,000","2,000","831,000","833,000","2,000","831,000",
="056083","義隆元大69購01  ","0","0","0","1,941,000","1,114,000","827,000","1,941,000","1,114,000","827,000",
="058971","聯發科統一6B購04","0","0","0","1,120,000","311,000","809,000","1,120,000","311,000","809,000",
="055513","冠德凱基67購02  ","0","0","0","800,000","0","800,000","800,000","0","800,000",
="057540","義隆元富69購01  ","0","0","0","903,000","109,000","794,000","903,000","109,000","794,000",
="057046","臺股指兆豐68購06","0","0","0","952,000","160,000","792,000","952,000","160,000","792,000",
="08393P","上証2X群益69售01","0","0","0","1,131,000","350,000","781,000","1,131,000","350,000","781,000",
="055898","富邦金元大67購02","0","0","0","800,000","30,000","770,000","800,000","30,000","770,000",
="058052","長華國泰69購01  ","0","0","0","903,000","144,000","759,000","903,000","144,000","759,000",
="058239","華通元大6C購01  ","0","0","0","1,421,000","665,000","756,000","1,421,000","665,000","756,000",
="059023","華邦電統一6B購02","0","0","0","2,119,000","1,364,000","755,000","2,119,000","1,364,000","755,000",
="0050  ","元大台灣50      ","23,000","190,000","-167,000","1,115,000","200,000","915,000","1,138,000","390,000","748,000",
="058197","奇力新元大69購02","0","0","0","926,000","184,000","742,000","926,000","184,000","742,000",
="058615","可成統一6B購03  ","0","0","0","1,527,000","790,000","737,000","1,527,000","790,000","737,000",
="058528","華邦電凱基6A購01","0","0","0","2,199,000","1,470,000","729,000","2,199,000","1,470,000","729,000",
="056782","新日興元大6B購01","0","0","0","934,000","228,000","706,000","934,000","228,000","706,000",
"2454  ","聯發科          ","112,000","38,000","74,000","925,000","293,000","632,000","1,037,000","331,000","706,000",
="057397","訊芯統一69購01  ","0","0","0","836,000","132,000","704,000","836,000","132,000","704,000",
="03007P","鴻海元大6A售10  ","0","0","0","701,000","0","701,000","701,000","0","701,000",
="057690","台郡元大6A購02  ","0","0","0","739,000","44,000","695,000","739,000","44,000","695,000",
="058705","創意中信6A購01  ","0","0","0","1,385,000","696,000","689,000","1,385,000","696,000","689,000",
