"106年08月21日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00672L","元大S&P原油正2  ","159,000","106,000","53,000","8,605,000","3,398,000","5,207,000","8,764,000","3,504,000","5,260,000",
"3481  ","群創            ","809,000","128,000","681,000","4,372,000","263,000","4,109,000","5,181,000","391,000","4,790,000",
"2633  ","台灣高鐵        ","150,000","13,000","137,000","4,450,000","38,000","4,412,000","4,600,000","51,000","4,549,000",
="04612P","綠悅群益72售01  ","0","0","0","3,779,000","223,000","3,556,000","3,779,000","223,000","3,556,000",
="055906","大同群益69購01  ","0","0","0","3,620,000","105,000","3,515,000","3,620,000","105,000","3,515,000",
="064037","華邦電凱基75購02","0","0","0","5,688,000","2,351,000","3,337,000","5,688,000","2,351,000","3,337,000",
"3006  ","晶豪科          ","268,000","34,000","234,000","3,341,000","526,000","2,815,000","3,609,000","560,000","3,049,000",
="060820","TPK凱基6B購01   ","0","0","0","5,433,000","2,450,000","2,983,000","5,433,000","2,450,000","2,983,000",
="057738","彩晶元大6C購01  ","0","0","0","4,390,000","1,516,000","2,874,000","4,390,000","1,516,000","2,874,000",
"2409  ","友達            ","0","47,000","-47,000","3,261,000","419,000","2,842,000","3,261,000","466,000","2,795,000",
"2303  ","聯電            ","0","52,000","-52,000","2,950,000","271,000","2,679,000","2,950,000","323,000","2,627,000",
="064412","GIS統一73購02   ","0","0","0","3,302,000","848,000","2,454,000","3,302,000","848,000","2,454,000",
="00642U","元大S&P石油     ","0","0","0","2,603,000","168,000","2,435,000","2,603,000","168,000","2,435,000",
="064036","華邦電凱基75購01","0","0","0","4,338,000","2,074,000","2,264,000","4,338,000","2,074,000","2,264,000",
="064577","彩晶凱基72購01  ","0","0","0","4,538,000","2,446,000","2,092,000","4,538,000","2,446,000","2,092,000",
="00677U","富邦VIX         ","0","0","0","3,120,000","1,033,000","2,087,000","3,120,000","1,033,000","2,087,000",
="03488C","南亞元富75牛01  ","0","0","0","2,000,000","0","2,000,000","2,000,000","0","2,000,000",
="064522","智原國泰72購01  ","0","0","0","3,524,000","1,671,000","1,853,000","3,524,000","1,671,000","1,853,000",
="057565","矽力元大69購01  ","0","0","0","1,799,000","30,000","1,769,000","1,799,000","30,000","1,769,000",
="058293","至上元大69購02  ","0","0","0","1,750,000","0","1,750,000","1,750,000","0","1,750,000",
="061246","佳世達永豐6C購02","0","0","0","1,780,000","120,000","1,660,000","1,780,000","120,000","1,660,000",
="063432","新光金群益71購01","0","0","0","1,743,000","100,000","1,643,000","1,743,000","100,000","1,643,000",
="058418","宏達電群益6B購01","0","0","0","1,599,000","0","1,599,000","1,599,000","0","1,599,000",
="059279","友達永昌6B購01  ","0","0","0","4,577,000","2,980,000","1,597,000","4,577,000","2,980,000","1,597,000",
="062168","華邦電凱基6C購05","0","0","0","5,004,000","3,414,000","1,590,000","5,004,000","3,414,000","1,590,000",
="061982","華邦電凱基6C購03","0","0","0","4,092,000","2,513,000","1,579,000","4,092,000","2,513,000","1,579,000",
="060047","貿聯凱基6B購01  ","0","0","0","1,772,000","198,000","1,574,000","1,772,000","198,000","1,574,000",
"8105  ","凌巨            ","238,000","90,000","148,000","2,028,000","679,000","1,349,000","2,266,000","769,000","1,497,000",
="059484","和大兆豐6B購01  ","0","0","0","1,489,000","0","1,489,000","1,489,000","0","1,489,000",
="063887","台光電國泰73購01","0","0","0","2,395,000","919,000","1,476,000","2,395,000","919,000","1,476,000",
="059236","友達中信6C購01  ","0","0","0","1,508,000","35,000","1,473,000","1,508,000","35,000","1,473,000",
="03424P","上銀統一6B售04  ","0","0","0","1,445,000","10,000","1,435,000","1,445,000","10,000","1,435,000",
"1314  ","中石化          ","0","12,000","-12,000","1,706,000","269,000","1,437,000","1,706,000","281,000","1,425,000",
="064128","彩晶群益73購02  ","0","0","0","2,580,000","1,173,000","1,407,000","2,580,000","1,173,000","1,407,000",
="063874","TPK永豐71購03   ","0","0","0","2,134,000","777,000","1,357,000","2,134,000","777,000","1,357,000",
="063642","康控國泰71購04  ","0","0","0","1,444,000","134,000","1,310,000","1,444,000","134,000","1,310,000",
="061902","微星元大71購01  ","0","0","0","1,304,000","12,000","1,292,000","1,304,000","12,000","1,292,000",
